t,|deltaS|
1466,0.3941
1467,0.04891
1468,0.2504
1469,0.02681
1470,0.123
1471,0.1482
1472,0.2926
1473,0.09768
1474,0.02297
1475,0.09606
1476,0.04191
1477,0.1374
1478,0.01383
1479,0.2139
1480,0.09753
1481,0.1148
1482,0.01397
1483,0.2716
1484,0.226
1485,0.2575
1486,0.1219
1487,0.1504
1488,0.09167
1489,0.08177
1490,0.1843
1491,0.2821
1492,0.2589
1493,0.2327
1494,0.1056
1495,0.057
1496,0.05796
1497,0.09163
1498,0.1264
1499,0.0228
1500,0.2217
1501,0.06534
1502,0.1826
1503,0.4879
1504,0.3098
1505,0.1915
1506,0.1579
1507,0.008888
1508,0.08333
1509,0.3566
1510,0.1408
1511,0.01805
1512,0.392
1513,0.3744
1514,0.4073
1515,0.2407
1516,0.6374
1517,0.05719
1518,0.07068
1519,0.3588
1520,0.03485
1521,0.3199
1522,0.04465
1523,0.2594
1524,0.001797
1525,0.04854
1526,0.08081
1527,0.008401
1528,0.1384
1529,0.1994
1530,0.1314
1531,0.04454
1532,0.1075
1533,0.1892
1534,0.15
1535,0.1761
1536,0.3116
1537,0.173
1538,0.1631
1539,0.2971
1540,0.05745
1541,0.03029
1542,0.1383
1543,0.194
1544,0.06532
1545,0.4156
1546,0.01111
1547,0.1078
1548,0.1983
1549,0.1446
1550,0.006229
1551,0.01006
1552,0.3567
1553,0.385
1554,0.1212
1555,0.2959
1556,0.3764
1557,0.1221
1558,0.1954
1559,0.07051
1560,0.4279
1561,0.1443
1562,0.083
1563,0.1329
1564,0.01685
1565,0.2789
1566,0.1672
1567,0.03212
1568,0.2915
1569,0.2053
1570,0.0215
1571,0.2168
1572,0.09883
1573,0.22
1574,0.2101
1575,0.1911
1576,0.3299
1577,0.124
1578,0.1063
1579,0.19
1580,0.08659
1581,0.1825
1582,0.0482
1583,0.3501
1584,0.2933
1585,0.1984
1586,0.2675
1587,0.08299
1588,0.3714
1589,0.07808
1590,0.134
1591,0.1712
1592,0.2713
1593,0.1612
1594,0.6317
1595,0.06265
1596,0.1005
1597,0.1975
1598,0.02121
1599,0.01058
1600,0.2526
1601,0.2215
1602,0.2141
1603,0.4271
1604,0.1426
1605,0.01719
1606,0.3206
1607,0.09603
1608,0.06104
1609,0.3371
1610,0.375
1611,0.289
1612,0.2702
1613,0.102
1614,0.1493
1615,0.3251
1616,0.2147
1617,0.04507
1618,0.2001
1619,0.09278
1620,0.03373
1621,0.1038
1622,0.1464
1623,0.1122
1624,0.01331
1625,0.04208
1626,0.3273
1627,0.04604
1628,0.35
1629,0.1053
1630,0.3379
1631,0.3248
1632,0.2327
1633,0.2297
1634,0.002414
1635,0.2149
1636,0.02067
1637,0.4641
1638,0.2629
1639,0.2249
1640,0.01286
1641,0.3395
1642,0.01077
1643,0.08132
1644,0.2025
1645,0.188
1646,0.1385
1647,0.2777
1648,0.3
1649,0.2148
1650,0.02092
1651,0.06842
1652,0.2676
1653,0.02175
1654,0.1324
1655,0.1736
1656,0.09514
1657,0.05666
1658,0.2346
1659,0.2887
1660,0.1671
1661,0.2696
1662,0.2937
1663,0.03478
1664,0.07875
1665,0.4106
1666,0.2003
1667,0.1812
1668,0.4732
1669,0.04499
1670,0.2792
1671,0.1239
1672,0.02568
1673,0.03472
1674,0.2873
1675,0.02917
1676,0.1379
1677,0.09632
1678,0.0302
1679,0.06164
1680,0.1468
1681,0.2204
1682,0.1118
1683,0.0194
1684,0.1376
1685,0.3301
1686,0.1314
1687,0.004372
1688,0.31
1689,0.0592
1690,0.0234
1691,0.1944
1692,0.1368
1693,0.1568
1694,0.08784
1695,0.02524
1696,0.3786
1697,0.03553
1698,0.2759
1699,0.1347
1700,0.194
1701,0.0616
1702,0.07179
1703,0.1006
1704,0.1378
1705,0.01895
1706,0.01991
1707,0.1227
1708,0.2478
1709,0.1424
1710,0.2183
1711,0.281
1712,0.001147
1713,0.02612
1714,0.2367
1715,0.0262
1716,0.1895
1717,0.01288
1718,0.1251
1719,0.002699
1720,0.07532
1721,0.1057
1722,0.1178
1723,0.06353
1724,0.002023
1725,0.05067
1726,0.03193
1727,0.1367
1728,0.315
1729,0.1181
1730,0.3843
1731,0.2146
1732,0.108
1733,0.1628
1734,0.3795
1735,0.119
1736,0.1288
1737,0.06666
1738,0.0802
1739,0.1162
1740,0.3843
1741,0.09327
1742,0.2903
1743,0.3162
1744,0.2338
1745,0.1172
1746,0.561
1747,0.006197
1748,0.2014
1749,0.01561
1750,0.4958
1751,0.09638
1752,0.1433
1753,0.1708
1754,0.331
1755,0.1379
1756,0.1108
1757,0.0871
1758,0.1321
1759,0.3148
1760,0.2831
1761,0.05746
1762,0.2098
1763,0.02977
1764,0.2368
1765,0.6042
1766,0.0412
1767,0.07423
1768,0.06916
1769,0.1418
1770,0.2847
1771,0.1397
1772,0.05672
1773,0.08038
1774,0.4157
1775,0.07412
1776,0.1698
1777,0.009385
1778,0.02001
1779,0.1937
1780,0.1313
1781,0.05581
1782,0.07983
1783,0.03581
1784,0.206
1785,0.04089
1786,0.1566
1787,0.2092
1788,0.2578
1789,0.04269
1790,0.2121
1791,0.06109
1792,0.2071
1793,0.01473
1794,0.08782
1795,0.0206
1796,0.5831
1797,0.1475
1798,0.0002717
1799,0.1153
1800,0.3856
1801,0.1252
1802,0.08536
1803,0.009666
1804,0.08506
1805,0.05988
1806,0.01156
1807,0.03432
1808,0.1775
1809,0.08172
1810,0.4126
1811,0.345
1812,0.115
1813,0.1715
1814,0.2137
1815,0.2228
1816,0.4061
1817,0.2886
1818,0.1654
1819,0.02286
1820,0.08773
1821,0.01905
1822,0.3115
1823,0.2527
1824,0.2473
1825,0.1579
1826,0.07315
1827,0.1433
1828,0.02072
1829,0.2007
1830,0.1118
1831,0.297
1832,0.1158
1833,0.022
1834,0.2222
1835,0.08452
1836,0.06845
1837,0.007165
1838,0.1118
1839,0.4265
1840,0.1666
1841,0.1311
1842,0.3639
1843,0.2049
1844,0.3432
1845,0.1816
1846,0.06829
1847,0.0509
1848,0.1457
1849,0.2809
1850,0.07428
1851,0.09942
1852,0.08491
1853,0.1725
1854,0.09753
1855,0.027
1856,0.2142
1857,0.1626
1858,0.2376
1859,0.1509
1860,0.1717
1861,0.08579
1862,0.1396
1863,0.2591
1864,0.02988
1865,0.08204
1866,0.111
1867,0.1177
1868,0.4526
1869,0.1621
1870,0.3249
1871,0.1551
1872,0.09081
1873,0.1075
1874,0.05083
1875,0.02709
1876,0.08356
1877,0.1824
1878,0.02379
1879,0.1132
1880,0.153
1881,0.2295
1882,0.185
1883,0.2001
1884,0.214
1885,0.001956
1886,0.241
1887,0.09707
1888,0.1424
