t,cond_num
10,4.9767
20,5.06449
30,5.08984
40,4.96369
50,5.03358
60,4.98867
70,4.98098
80,4.97355
90,4.97167
100,4.94903
110,4.94578
120,4.94632
130,5.03621
140,5.00398
150,4.99586
160,4.9752
170,5.00661
180,5.02604
190,4.98573
200,5.05162
210,5.07055
220,5.03674
230,4.97442
240,5.0077
250,4.99075
260,5.00953
270,4.97626
280,5.00585
290,5.01876
300,4.99731
310,4.92975
320,4.97783
330,4.99367
340,5.00679
350,4.98143
360,5.02304
370,5.00419
380,4.96921
390,4.94841
400,5.0313
410,4.99464
420,4.97059
430,5.00561
440,5.01591
450,4.96964
460,4.99614
470,4.98164
480,5.03248
490,4.98056
500,4.9894
510,5.04461
520,5.03451
530,4.97657
540,4.94939
550,5.0269
560,5.00367
570,4.95759
580,4.99539
590,5.00048
600,4.98068
610,4.94118
620,5.00126
630,4.94277
640,4.96756
650,4.97652
660,5.01316
670,4.94534
680,5.01111
690,5.00215
700,4.96496
710,4.98213
720,4.97944
730,4.9893
740,4.99133
750,5.09162
760,5.018
770,5.03213
780,5.00914
790,5.02605
800,4.94489
810,5.03513
820,4.96696
830,5.0161
840,4.97608
850,5.02194
860,4.99491
870,4.99516
880,4.91652
890,4.97779
900,5.01991
910,5.00262
920,5.06581
930,5.04496
940,5.00343
950,4.95362
960,5.01429
970,4.98753
980,5.08571
990,5.01026
1000,4.99331
1010,4.94553
1020,4.98643
1030,5.01364
1040,4.95824
1050,4.98984
1060,4.93542
1070,5.01095
1080,4.96601
1090,4.96645
1100,5.02664
1110,4.95671
1120,5.0084
1130,4.93419
1140,5.00129
1150,5.00968
1160,4.98123
1170,5.02057
1180,4.97968
1190,5.06606
1200,4.96995
1210,4.96519
1220,4.94841
1230,4.96837
1240,4.9894
1250,5.01124
1260,4.99508
1270,4.99102
1280,4.93632
1290,5.0183
1300,4.94993
1310,4.98366
1320,4.98274
1330,5.02032
1340,5.01136
1350,4.98176
1360,4.9529
1370,4.972
1380,4.9675
1390,4.99164
1400,4.98082
1410,5.03607
1420,4.98426
1430,4.9811
1440,5.05894
1450,4.97531
1460,4.95965
1470,5.04957
1480,5.02764
1490,5.04092
1500,5.02363
1510,4.97395
1520,4.94639
1530,4.96796
1540,5.01964
1550,4.95943
1560,4.95553
1570,5.03303
1580,5.01551
1590,4.9793
1600,4.98301
1610,4.97606
1620,5.06201
1630,5.02227
1640,4.9977
1650,5.03395
1660,4.93213
1670,4.93714
1680,5.0225
1690,4.99083
1700,5.03857
1710,4.96319
1720,5.00607
1730,4.99568
1740,4.99837
1750,5.02105
1760,5.02167
1770,5.01649
1780,5.03051
1790,5.02781
1800,4.99809
1810,5.04754
1820,5.02108
1830,5.06551
1840,5.02325
1850,5.06638
1860,4.97528
1870,4.96976
1880,5.00482
1890,4.96703
1900,4.96045
1910,5.00472
1920,4.97121
1930,4.96995
1940,5.01566
1950,5.00036
1960,5.04408
1970,5.00698
1980,5.00115
1990,4.95695
2000,5.02658
2010,5.00842
2020,4.95321
2030,4.94137
2040,5.0105
2050,4.99564
2060,5.02856
2070,5.00725
2080,5.00142
2090,4.99187
2100,5.00521
2110,5.03668
2120,4.9597
2130,4.99691
2140,4.99375
2150,5.01549
2160,4.99325
2170,4.99125
2180,4.97453
2190,4.9933
2200,5.02034
2210,5.00558
2220,4.97466
2230,5.04083
2240,5.00122
2250,5.03315
2260,4.94581
2270,5.01857
2280,4.93687
2290,4.97942
2300,5.01986
2310,5.02724
2320,5.01338
2330,5.0395
2340,4.9847
2350,4.99727
2360,5.00493
2370,4.99761
2380,5.00113
2390,4.98531
2400,5.02452
2410,5.0372
2420,5.00159
2430,5.00087
2440,5.00937
2450,4.99948
2460,4.93236
2470,4.95208
2480,4.98942
2490,5.04803
2500,5.04943
2510,4.97496
2520,5.02163
2530,5.00108
2540,4.95451
2550,4.99051
2560,5.01565
2570,5.03404
2580,4.99717
2590,5.09329
2600,5.00234
2610,4.96191
2620,5.01017
2630,5.07503
2640,4.97904
2650,4.95809
2660,5.00174
2670,4.96377
2680,5.03048
2690,4.94554
2700,4.93998
2710,5.01989
2720,5.00743
2730,5.03212
2740,5.00922
2750,5.00836
2760,5.01445
2770,4.96863
2780,4.97261
2790,5.02972
2800,4.94339
2810,4.98059
2820,4.98845
2830,5.01778
2840,4.97821
2850,5.0069
2860,4.96505
2870,4.93427
2880,5.00419
2890,4.98852
2900,5.01071
2910,4.98637
2920,4.9824
2930,4.95909
2940,4.96343
2950,4.99537
2960,4.99874
2970,5.0098
2980,4.97961
2990,5.01884
3000,4.97883
3010,5.01596
3020,5.01335
3030,4.98285
3040,5.00945
3050,5.05496
3060,4.97411
3070,4.98289
3080,5.02418
3090,4.96403
3100,5.04561
3110,4.96539
3120,4.99363
3130,5.00964
3140,4.96685
3150,4.93963
3160,4.94446
3170,5.00653
3180,5.00743
3190,4.98903
3200,4.94857
3210,4.9951
3220,4.98183
3230,5.01554
3240,5.01281
3250,5.06067
3260,4.99144
3270,4.96306
3280,4.98564
3290,5.04858
3300,4.96076
3310,5.00865
3320,4.97579
3330,4.94428
3340,5.03435
3350,5.03359
3360,5.04099
3370,5.03798
3380,5.0182
3390,4.97158
3400,4.94954
3410,5.01055
3420,5.03017
3430,4.94695
3440,4.95316
3450,5.02882
3460,4.97816
3470,4.99244
3480,4.95818
3490,4.98074
3500,5.00859
