MDTU,|det-1|^2,1-Re(det),Im(det)
1,0.00198919,-0.01209,6.4552e-05
2,0.00552877,0.065634,7.24458e-05
3,0.00260463,-0.03084,4.0884e-05
4,0.00769291,-0.07958,5.85526e-06
5,0.0178701,-0.12683,2.13528e-05
6,0.0385701,-0.1913,8.31189e-05
7,0.00829928,-0.08501,4.95862e-05
8,0.00829928,-0.08501,4.95862e-05
9,0.015222,-0.11919,-1.96609e-06
10,0.00767972,0.083175,3.43747e-05
11,0.0138878,-0.10855,3.24912e-05
12,0.010484,0.09698,1.04635e-05
13,0.025078,0.154368,-4.42968e-05
14,0.0018421,0.013023,-4.32121e-05
15,0.0018421,0.013023,-4.32121e-05
16,0.0802895,-0.27859,-0.000105109
17,0.179703,-0.42066,-9.21915e-05
18,0.0813321,-0.28043,-4.41216e-05
19,0.268809,-0.51519,-3.51438e-06
20,0.36168,-0.59662,-8.63033e-05
21,0.447898,-0.66726,-8.863e-05
22,0.447898,-0.66726,-8.863e-05
23,0.0448032,-0.20681,5.82715e-05
24,0.00150472,-0.01676,-1.93601e-05
25,0.00160302,-0.00909,1.81109e-05
26,0.00160302,-0.00909,1.81109e-05
27,0.0220126,0.14335,-5.68684e-06
28,0.0129683,0.110365,2.34913e-05
29,0.0249315,0.154956,-1.27156e-05
30,0.0107146,0.099989,-1.84186e-05
31,0.00189316,-0.02007,-5.58155e-05
32,0.00189316,-0.02007,-5.58155e-05
33,0.00189316,-0.02007,-5.58155e-05
34,0.00327282,0.046738,-5.59075e-05
35,0.00327282,0.046738,-5.59075e-05
36,0.0602615,0.244412,2.29724e-05
37,0.00141472,-0.02357,5.19861e-05
38,0.0552495,-0.23215,-2.56386e-05
39,0.0865584,-0.29076,-7.06126e-05
40,0.0865584,-0.29076,-7.06126e-05
41,0.0865584,-0.29076,-7.06125e-05
42,0.0314012,-0.17307,-5.80351e-06
43,0.00876858,-0.08848,-2.69736e-05
44,0.0314515,-0.17461,4.40465e-05
45,0.381287,-0.61508,-6.12133e-05
46,0.296659,-0.54164,-8.82188e-05
47,0.296659,-0.54164,-8.82188e-05
48,0.296659,-0.54164,-8.82188e-05
49,0.296659,-0.54164,-8.82188e-05
50,0.00130996,0.008965,3.95707e-06
51,0.00130996,0.008965,3.95711e-06
52,0.00182711,-0.02124,2.97169e-05
53,0.00284541,0.040636,-2.07245e-05
54,0.0132337,-0.10909,-3.11001e-06
55,0.0132337,-0.10909,-3.11001e-06
56,0.0158033,-0.11981,-5.28981e-05
57,0.201849,-0.44486,-0.000138033
58,0.0244629,-0.15037,-4.37133e-05
59,0.085066,-0.28604,-8.15344e-06
60,0.156016,-0.39193,1.31719e-05
61,0.186936,-0.42923,3.76294e-05
62,0.186936,-0.42923,3.76294e-05
63,0.111673,-0.33143,-4.31169e-05
64,0.210566,-0.45512,-6.63061e-05
65,0.139892,-0.37056,-3.83082e-05
66,0.179658,-0.41741,-8.23499e-05
67,0.179658,-0.41741,-8.23499e-05
68,0.179658,-0.41741,-8.23499e-05
69,0.0647634,-0.24524,-2.84798e-05
70,0.0145284,-0.09873,8.53156e-06
71,0.0145284,-0.09873,8.53141e-06
72,0.00797365,0.080843,-3.34298e-05
73,0.00797365,0.080843,-3.34298e-05
74,0.00828582,-0.07817,1.27299e-05
75,0.0337765,0.181594,-4.34447e-05
76,0.00732072,0.078365,-2.23254e-05
77,0.015497,0.120551,1.67758e-05
78,0.015497,0.120551,1.67758e-05
79,0.0118198,-0.10173,-3.67359e-05
80,0.00636985,-0.07269,9.74454e-06
81,0.00325572,-0.04979,1.37437e-05
82,0.00110666,0.019429,2.64105e-06
83,0.0164759,-0.12181,-9.19898e-07
84,0.0106363,-0.09653,-1.49965e-05
85,0.0132962,0.111198,-1.07897e-05
86,0.00376199,-0.05276,7.96976e-05
87,0.00851579,0.087151,2.00598e-05
88,0.00851579,0.087151,2.00598e-05
89,0.00851579,0.087151,2.00598e-05
90,0.00851579,0.087151,2.00598e-05
91,0.0122916,0.10389,4.61559e-05
92,0.0623011,0.248299,1.31086e-05
93,0.0376169,0.191992,-3.91107e-05
94,0.00270055,0.038613,3.73294e-05
95,0.00926889,0.092275,-5.52341e-05
96,0.054316,0.231392,-1.07485e-05
97,0.0527719,0.227929,-8.42878e-05
98,0.182929,0.427142,-3.19338e-05
99,0.112842,0.334527,-1.44618e-05
100,0.0489236,0.217935,-4.43739e-05
101,0.0265932,0.15648,-5.52626e-05
102,0.0265932,0.15648,-5.52626e-05
103,0.00938448,0.088645,-5.4651e-05
104,0.0133848,0.110048,6.23675e-05
105,0.0178446,0.130322,5.32271e-05
106,0.0294498,0.169855,-1.25673e-05
107,0.0251116,0.156054,-8.1686e-06
108,0.0182584,0.132526,1.27626e-05
109,0.0182584,0.132526,1.27626e-05
110,0.0670201,0.257666,-3.98262e-05
111,0.0336227,0.18165,-4.45955e-05
112,0.0754428,0.272765,-4.27386e-05
113,0.0754428,0.272765,-4.27386e-05
114,0.0119625,0.101251,-8.10553e-05
115,0.00428939,0.058971,-1.65677e-05
116,0.0117087,-0.10055,1.07856e-05
117,0.0117087,-0.10055,1.07856e-05
118,0.0117087,-0.10055,1.07856e-05
119,0.05558,-0.23098,3.83106e-05
120,0.0827968,-0.28213,2.62459e-05
121,0.0390744,-0.1912,0.000109281
122,0.0355741,-0.18236,6.20065e-05
123,0.00686402,-0.07396,1.0034e-05
124,0.00686402,-0.07396,1.0034e-05
125,0.00245824,-0.03619,3.04385e-05
126,0.00245824,-0.03619,3.04385e-05
127,0.150792,-0.38621,-6.25326e-05
128,0.150792,-0.38621,-6.25326e-05
129,0.167963,-0.40718,-5.44208e-05
130,0.331442,-0.57319,-0.000113201
131,0.0970519,-0.30821,-4.84875e-05
132,0.123322,-0.34892,-1.12773e-05
133,0.093706,-0.30321,0.000120269
134,0.162114,-0.40017,-7.54342e-05
135,0.00350209,-0.05117,3.14313e-05
136,0.00350209,-0.05117,3.14313e-05
137,0.142093,-0.37405,6.59845e-06
138,0.0617158,-0.24527,1.39071e-05
139,0.0293217,-0.16799,3.56951e-05
140,0.0896165,-0.29639,-7.0638e-05
141,0.0896165,-0.29639,-7.06379e-05
142,0.0801082,-0.28081,3.2829e-05
143,0.0333868,-0.17918,2.44397e-05
144,0.0275114,-0.16108,-4.34803e-05
145,0.0144602,0.115792,-6.70832e-05
146,0.0109494,0.10093,4.09248e-05
147,0.0439495,0.206962,-1.9693e-05
148,0.0439495,0.206962,-1.9693e-05
149,0.00283169,-0.00334,0.000148323
150,0.00283169,-0.00334,0.000148323
151,0.00283169,-0.00334,0.000148323
152,0.00532051,-0.05087,0.000145669
153,0.0078202,-0.06638,1.97921e-05
154,0.0078202,-0.06638,1.97921e-05
155,0.00318747,-0.01552,-8.56727e-05
156,0.0207586,-0.13447,-4.23618e-05
157,0.022702,-0.14222,-6.64551e-05
158,0.0155125,-0.1164,-7.51811e-05
159,0.00431744,0.047992,6.73337e-05
160,0.00289233,0.040991,4.38682e-05
161,0.00688268,-0.07634,-1.00485e-05
162,0.00688268,-0.07634,-1.00485e-05
163,0.00113066,-0.01097,6.65775e-06
164,0.00113066,-0.01097,6.65775e-06
165,0.00866906,-0.08316,6.40053e-05
166,0.057732,0.239005,1.34314e-05
167,0.057732,0.239005,1.34314e-05
168,0.022916,0.147506,-1.5653e-05
169,0.022916,0.147506,-1.5653e-05
170,0.0928093,0.303357,4.277e-05
171,0.0227539,0.148322,3.62896e-05
172,0.0303995,0.171243,2.27974e-05
173,0.0303995,0.171243,2.27974e-05
174,0.0134366,0.112621,-6.24461e-07
175,0.00160469,-0.01973,5.9853e-05
176,0.0154168,0.120565,-5.21895e-06
177,0.0020758,0.036023,-4.33449e-05
178,0.0125949,0.108452,2.39848e-06
179,0.0303529,-0.16958,2.61397e-05
180,0.0360112,-0.18319,-1.34677e-05
181,0.195117,-0.43879,-4.69152e-05
182,0.180007,-0.42176,3.01104e-05
183,0.0126472,-0.10462,2.2614e-05
184,0.0126472,-0.10462,2.2614e-05
185,0.0223105,-0.14321,-2.3106e-05
186,0.00208459,0.027657,3.36882e-05
187,0.157836,-0.39433,7.87445e-05
188,0.0956721,-0.30685,-1.60056e-05
189,0.0857355,-0.2899,4.6104e-05
190,0.0857355,-0.2899,4.6104e-05
191,0.0857355,-0.2899,4.6104e-05
192,0.0214627,-0.14176,1.311e-05
193,0.0532499,-0.22684,-3.58376e-05
194,0.0715829,-0.26413,-0.00010741
195,0.065098,-0.25229,-1.1446e-06
196,0.115772,-0.33763,-0.000103143
197,0.0205933,-0.13973,-1.39735e-05
198,0.00222532,0.037274,-2.60122e-05
199,0.0134811,0.11229,-2.47232e-05
200,0.00211819,0.022157,-9.86092e-07
201,0.023952,0.15017,5.23989e-06
202,0.0215592,0.143328,-2.66207e-05
203,0.040396,0.197003,-1.93049e-05
204,0.0453534,0.208722,-2.33745e-05
205,0.0453534,0.208722,-2.33745e-05
206,0.00635808,0.069307,5.91611e-05
207,0.00635808,0.069307,5.91611e-05
208,0.00250248,0.028071,8.66293e-05
209,0.00374713,-0.0363,-1.11685e-05
210,0.0585076,0.239871,1.90495e-05
211,0.122292,0.347455,-3.00452e-05
212,0.0540557,0.230616,-4.62381e-05
213,0.0231424,0.149475,-3.70246e-05
214,0.0231424,0.149475,-3.70246e-05
215,0.0231424,0.149475,-3.70246e-05
216,0.0231424,0.149475,-3.70246e-05
217,0.0231424,0.149475,-3.70246e-05
218,0.0231424,0.149475,-3.70246e-05
219,0.101097,0.316886,-4.65114e-05
220,0.101097,0.316886,-4.65114e-05
221,0.145983,0.381253,1.30682e-05
222,0.169425,0.410993,-1.49943e-05
223,0.0849203,0.29013,2.07907e-05
224,0.0849203,0.29013,2.07907e-05
225,0.0886791,0.296164,-7.50885e-05
226,0.0886791,0.296164,-7.50885e-05
227,0.00262695,0.037201,-7.03517e-05
228,0.00534271,0.062827,1.58989e-07
229,0.00221511,0.033279,4.88219e-05
230,0.00359599,0.050649,1.34841e-05
231,0.00359599,0.050649,1.34841e-05
232,0.00359599,0.050649,1.34841e-05
233,0.00368936,0.053352,-4.33635e-05
234,0.00368936,0.053352,-4.33635e-05
235,0.00107031,-0.00025,-1.56493e-05
236,0.000998239,-0.00329,1.31477e-05
237,0.0146636,0.118522,-5.95751e-06
238,0.107754,0.327335,-1.33467e-05
239,0.0693784,0.262376,4.50319e-06
240,0.0287757,0.16639,8.313e-06
241,0.0118626,0.100006,-3.64556e-05
242,0.00879206,0.086201,4.2525e-05
243,0.0226973,0.146659,-7.22056e-05
244,0.00258532,-0.02716,-8.21759e-05
245,0.0187551,0.13341,-2.25165e-05
246,0.126583,0.354061,-7.98723e-05
247,0.126583,0.354061,-7.98723e-05
248,0.085214,0.290657,-1.75627e-05
249,0.00115962,0.011059,-2.62192e-05
250,0.00165045,-0.01505,-1.83029e-05
251,0.0349371,0.184329,1.17549e-05
252,0.0612366,0.24612,1.45257e-06
253,0.138035,0.370462,6.03164e-05
254,0.138035,0.370462,6.03164e-05
255,0.0517859,0.225993,-5.09535e-06
256,0.043469,0.207016,-4.95913e-05
257,0.00549125,0.066047,-8.50341e-05
258,0.00239653,0.039296,-3.86588e-05
259,0.0110889,-0.09902,-7.42033e-05
260,0.00171988,0.03239,5.36844e-05
261,0.00171988,0.03239,5.36843e-05
262,0.00171988,0.03239,5.36843e-05
263,0.0147579,-0.11035,-5.17088e-05
264,0.0023566,-0.03092,2.52516e-06
265,0.0023566,-0.03092,2.52516e-06
266,0.0719878,0.266518,-5.90138e-06
267,0.0702099,0.262924,-5.7964e-07
268,0.00529151,0.064315,2.24783e-05
269,0.00423051,0.056854,1.0735e-05
270,0.0166762,0.126455,-3.49448e-06
271,0.0166762,0.126455,-3.49442e-06
272,0.0436008,0.206394,-4.43278e-05
273,0.00879483,-0.08651,3.91304e-05
274,0.0239761,-0.15123,-4.82138e-05
275,0.0408747,-0.1981,-1.01866e-05
276,0.0408747,-0.1981,-1.01866e-05
277,0.0027098,-0.0397,7.23293e-06
278,0.00498651,0.058975,7.81106e-06
279,0.0296576,0.169221,2.88211e-05
280,0.040905,0.200558,-6.48786e-05
281,0.040905,0.200558,-6.48787e-05
282,0.0145759,-0.11651,-1.37625e-05
283,0.0145759,-0.11651,-1.37625e-05
284,0.00519901,-0.06275,1.66458e-05
285,0.00519901,-0.06275,1.66458e-05
286,0.00519901,-0.06275,1.66458e-05
287,0.00519901,-0.06275,1.66458e-05
288,0.00212583,-0.0215,-1.62627e-05
289,0.00212583,-0.0215,-1.62627e-05
290,0.0212214,-0.14022,7.49094e-07
291,0.0157546,0.121258,-1.88082e-05
292,0.0182427,0.131863,2.29766e-05
293,0.0076394,0.079014,7.3874e-05
294,0.00154988,0.004239,-2.64826e-06
295,0.00520489,-0.06403,-4.0331e-05
296,0.00520489,-0.06403,-4.0331e-05
297,0.00520489,-0.06403,-4.0331e-05
298,0.0854316,-0.29043,-4.33627e-05
299,0.0854316,-0.29043,-4.33627e-05
300,0.0541309,-0.22845,-6.39386e-05
301,0.338247,-0.57968,8.01091e-05
302,0.0891501,-0.29516,3.92251e-05
303,0.0537269,-0.22946,1.23192e-05
304,0.00844579,-0.08268,-5.43148e-05
305,0.214855,-0.46059,-0.000115613
306,0.0118836,-0.10361,2.90845e-05
307,0.0150572,0.116805,-6.05386e-05
308,0.0165203,0.122102,-4.63575e-05
309,0.0175699,0.128567,-2.70675e-05
310,0.0302798,0.171303,7.80762e-06
311,0.00875184,0.090109,-3.02965e-05
312,0.0412145,0.20093,9.05806e-06
313,0.00183718,-0.01982,-5.22125e-05
314,0.00314678,-0.04358,-4.29502e-05
315,0.0163548,-0.12206,-6.5043e-05
316,0.0785408,-0.27534,-8.76966e-05
317,0.00102851,0.011661,-2.16683e-05
318,0.00146296,0.023101,4.73534e-05
319,0.00146296,0.023101,4.73534e-05
320,0.0125153,-0.1046,2.29855e-06
321,0.0133379,-0.10988,-8.55136e-06
322,0.00729088,-0.07827,-2.35906e-05
323,0.00729088,-0.07827,-2.35906e-05
324,0.00923239,-0.09054,5.13643e-05
325,0.028359,-0.1649,3.11181e-05
326,0.0095387,0.093864,-7.61595e-06
327,0.0095387,0.093864,-7.61595e-06
328,0.0095387,0.093864,-7.61595e-06
329,0.00347521,0.052064,3.33333e-06
330,0.00347521,0.052064,3.33333e-06
331,0.00245945,0.037468,-4.96947e-05
332,0.00634747,-0.06981,-8.37146e-05
333,0.0517553,-0.22389,-4.26926e-06
334,0.0517553,-0.22389,-4.26926e-06
335,0.015609,-0.11989,3.00414e-05
336,0.0195107,-0.13466,1.21058e-05
337,0.0195107,-0.13466,1.21058e-05
338,0.0816975,-0.28235,-6.16433e-05
339,0.0816975,-0.28235,-6.16433e-05
340,0.244895,-0.49294,-4.7767e-05
341,0.244895,-0.49294,-4.7767e-05
342,0.344848,-0.58211,-0.000128839
343,0.344848,-0.58211,-0.000128839
344,0.344848,-0.58211,-0.000128839
345,0.344848,-0.58211,-0.000128839
346,0.494889,-0.69945,-4.95373e-06
347,0.494889,-0.69945,-4.95373e-06
348,0.494889,-0.69945,-4.95373e-06
349,0.00522056,-0.05784,-1.37495e-05
350,0.00920581,0.086969,2.47758e-05
351,0.00131579,0.010928,-6.94498e-06
352,0.011769,-0.10272,-6.77886e-05
353,0.0205112,-0.13699,2.51298e-05
354,0.00454184,-0.05574,2.07439e-05
355,0.00454184,-0.05574,2.07439e-05
356,0.00454184,-0.05574,2.07439e-05
357,0.0278703,0.165098,-5.33906e-05
358,0.0278703,0.165098,-5.33906e-05
359,0.0278703,0.165098,-5.33906e-05
360,0.0278703,0.165098,-5.33906e-05
361,0.00105724,-0.00088,-1.55765e-05
362,0.00724794,-0.07891,-5.84784e-05
363,0.00724794,-0.07891,-5.84784e-05
364,0.00208767,-0.03525,-2.41844e-05
365,0.00208767,-0.03525,-2.41844e-05
366,0.00408173,0.056373,-3.10691e-05
367,0.00157272,0.017058,-2.20398e-05
368,0.00327324,-0.03879,4.76408e-05
369,0.012459,0.107891,7.8844e-05
370,0.0136955,0.113015,-2.80769e-07
371,0.0142169,0.116262,-1.74379e-05
372,0.0142169,0.116262,-1.74379e-05
373,0.00424282,-0.05541,-3.73756e-05
374,0.0401386,-0.19675,-2.62334e-05
375,0.00908408,-0.08551,0.000105019
376,0.00908408,-0.08551,0.000105019
377,0.0236713,0.14814,4.7322e-05
378,0.0825192,0.285544,-2.81433e-05
379,0.0772015,0.276189,-4.7152e-05
380,0.169955,0.411211,-9.37791e-05
381,0.190662,0.435977,-3.00576e-05
382,0.261846,0.511422,2.16754e-05
383,0.27356,0.522774,-2.15458e-05
384,0.114803,0.337725,6.01448e-06
385,0.00242552,-0.02692,1.91716e-05
386,0.00222601,-0.0098,0.000143295
387,0.00222601,-0.0098,0.000143295
388,0.0188946,-0.12978,0.000166899
389,0.0469977,-0.21085,1.11967e-05
390,0.490789,-0.69735,0.000108815
391,0.123255,-0.34682,5.16704e-05
392,0.123255,-0.34682,5.16704e-05
393,0.0691724,-0.2593,2.17334e-05
394,0.00143419,-0.0008,-4.79651e-05
395,0.0271283,0.159184,6.3716e-05
396,0.0237873,0.149463,2.59957e-05
397,0.0281566,0.165022,5.20295e-05
398,0.00635879,0.073157,-3.883e-05
399,0.00752486,0.080949,5.60918e-05
400,0.00242433,-0.03531,4.73746e-05
401,0.0152655,0.120108,5.43552e-05
402,0.00428867,0.059239,3.45524e-05
403,0.0270313,-0.15757,-7.91479e-06
404,0.00263847,-0.02077,5.00806e-05
405,0.00535461,0.05163,3.9542e-05
406,0.0305655,0.169827,0.000131262
407,0.0669522,0.256235,5.09978e-05
408,0.0669522,0.256235,5.09978e-05
409,0.0112472,0.095985,-7.43856e-05
410,0.0112472,0.095985,-7.43856e-05
