MDTU,susyTrans,Im(bilin)
10,0.00969617,1.99901e-05
20,-0.00953987,-5.17253e-06
30,-0.00410806,-1.36636e-05
40,-0.00984998,1.77296e-05
50,0.0038848,1.57265e-05
60,-0.0238673,-4.12529e-05
70,-0.0184289,1.78112e-08
80,-0.0224481,-5.04142e-05
90,0.000395205,1.89854e-05
100,-0.00087052,2.91005e-05
110,0.0115321,2.96021e-05
120,-0.00843099,1.21473e-05
130,-0.0136859,-1.34708e-05
140,0.0110067,-6.30692e-06
150,0.0267926,1.39571e-06
160,0.00427623,5.71937e-05
170,-0.0155532,-2.43112e-06
180,0.00764792,1.02076e-05
190,-0.0439947,-5.82705e-06
200,-0.0251968,4.39668e-05
210,0.00680263,1.4203e-05
220,-0.0330084,-1.32939e-05
230,-0.0134047,7.60623e-06
240,0.00501044,1.07653e-05
250,-0.00241409,7.345e-06
260,-0.0137346,-2.07091e-05
270,-0.011286,-1.85689e-07
280,-0.00240963,-8.3056e-06
290,0.00361219,1.15238e-05
300,-0.024011,-1.18518e-05
310,-0.0140541,2.29493e-05
320,0.00756795,-3.59126e-05
330,-0.00573042,1.18423e-05
340,-0.0246919,4.17532e-05
350,-0.00463508,1.38097e-05
360,-0.0284347,-1.0535e-05
370,-0.00206689,-2.04036e-05
380,0.00690771,-1.15867e-05
390,-0.000445737,1.72256e-05
400,-0.0122021,-1.04194e-05
410,0.00578319,-2.29445e-05
420,0.0325983,-4.09654e-05
430,0.0105084,1.96968e-05
440,0.0143089,-1.27966e-05
450,-0.0175269,2.98062e-05
460,0.011908,-4.11015e-05
470,0.000289439,-2.03737e-05
480,-0.0275628,1.92817e-05
490,0.0148416,3.31994e-05
500,-0.00343954,2.63408e-07
510,-0.0210649,2.49606e-07
520,0.0164298,-3.71654e-06
530,0.00302028,4.48428e-05
540,-0.0216335,1.47725e-05
550,0.0207085,3.17824e-05
560,-0.00325132,-1.03612e-05
570,0.00114541,4.0622e-06
580,-0.0420521,5.37454e-06
590,-0.0167836,-1.95614e-05
600,-0.00687749,3.19425e-05
610,-0.00169863,9.49939e-06
620,0.0126404,1.85731e-05
630,-0.0105098,-2.98578e-05
640,-0.00266164,2.28822e-05
650,0.0035641,7.71467e-06
660,0.00588058,-3.37075e-06
670,0.00603395,2.49458e-05
680,0.00488809,3.21915e-07
690,0.0123896,1.19119e-05
700,0.00961079,-1.87513e-05
710,0.017622,5.03244e-05
720,0.00565589,1.01258e-05
