MDTU,plaq
1,1.0031
2,0.997146
3,1.00508
4,1.00912
5,1.01244
6,1.01724
7,1.00901
8,1.00901
9,1.0112
10,0.995184
11,1.01115
12,0.994266
13,0.988801
14,1.00115
15,1.00115
16,1.02312
17,1.03165
18,1.02305
19,1.03785
20,1.04252
21,1.04609
22,1.04609
23,1.01862
24,1.0039
25,1.00276
26,1.00276
27,0.989586
28,0.993063
29,0.988188
30,0.993137
31,1.00385
32,1.00385
33,1.00385
34,0.998093
35,0.998093
36,0.979172
37,1.00386
38,1.01953
39,1.0235
40,1.0235
41,1.0235
42,1.01587
43,1.00962
44,1.01607
45,1.04281
46,1.04014
47,1.04014
48,1.04014
49,1.04014
50,1.00114
51,1.00114
52,1.00347
53,0.998853
54,1.01138
55,1.01138
56,1.01251
57,1.03377
58,1.01469
59,1.02357
60,1.03027
61,1.03324
62,1.03324
63,1.02658
64,1.03396
65,1.02918
66,1.03231
67,1.03231
68,1.03231
69,1.02116
70,1.01025
71,1.01025
72,0.99577
73,0.99577
74,1.00868
75,0.985935
76,0.996023
77,0.992062
78,0.992062
79,1.01072
80,1.00787
81,1.00681
82,1.00104
83,1.01187
84,1.01002
85,0.992426
86,1.00642
87,0.994681
88,0.994681
89,0.994681
90,0.994681
91,0.992833
92,0.979026
93,0.984469
94,0.998283
95,0.994402
96,0.980682
97,0.981149
98,0.957835
99,0.96918
100,0.982135
101,0.988863
102,0.988863
103,0.994685
104,0.993393
105,0.991438
106,0.987593
107,0.988151
108,0.990242
109,0.990242
110,0.978392
111,0.985722
112,0.976593
113,0.976593
114,0.993208
115,0.997438
116,1.01037
117,1.01037
118,1.01037
119,1.02041
120,1.02337
121,1.01715
122,1.01664
123,1.00894
124,1.00894
125,1.00495
126,1.00495
127,1.03012
128,1.03012
129,1.03099
130,1.04113
131,1.02491
132,1.02812
133,1.02504
134,1.03084
135,1.00749
136,1.00749
137,1.02905
138,1.02059
139,1.01534
140,1.02449
141,1.02449
142,1.02333
143,1.01609
144,1.01477
145,0.992339
146,0.99331
147,0.983437
148,0.983437
149,1.00239
150,1.00239
151,1.00239
152,1.00673
153,1.00798
154,1.00798
155,1.00364
156,1.01278
157,1.01328
158,1.01224
159,0.998251
160,0.999119
161,1.00875
162,1.00875
163,1.00345
164,1.00345
165,1.00938
166,0.98032
167,0.98032
168,0.98955
169,0.98955
170,0.972872
171,0.988765
172,0.986962
173,0.986962
174,0.992235
175,1.0041
176,0.992301
177,0.99983
178,0.993286
179,1.01525
180,1.01679
181,1.03354
182,1.03225
183,1.01058
184,1.01058
185,1.0137
186,1.00027
187,1.03022
188,1.02448
189,1.024
190,1.024
191,1.024
192,1.01329
193,1.02021
194,1.02206
195,1.02165
196,1.02697
197,1.01353
198,0.998952
199,0.993016
200,1.0007
201,0.989255
202,0.989413
203,0.983947
204,0.982559
205,0.982559
206,0.996227
207,0.996227
208,1.00013
209,1.00505
210,0.979835
211,0.967609
212,0.980736
213,0.988662
214,0.988662
215,0.988662
216,0.988662
217,0.988662
218,0.988662
219,0.970879
220,0.970879
221,0.962667
222,0.95918
223,0.973893
224,0.973893
225,0.973199
226,0.973199
227,0.999
228,0.996645
229,0.999041
230,0.998018
231,0.998018
232,0.998018
233,0.997555
234,0.997555
235,1.00195
236,1.0027
237,0.991902
238,0.970223
239,0.977666
240,0.987506
241,0.994294
242,0.995009
243,0.989359
244,1.00453
245,0.990416
246,0.966749
247,0.966749
248,0.974016
249,1.00132
250,1.0032
251,0.985354
252,0.978556
253,0.964546
254,0.964546
255,0.981457
256,0.982967
257,0.996657
258,0.999022
259,1.01013
260,0.999542
261,0.999542
262,0.999542
263,1.01183
264,1.00466
265,1.00466
266,0.976327
267,0.976992
268,0.997098
269,0.997359
270,0.991084
271,0.991084
272,0.983617
273,1.00943
274,1.01461
275,1.01779
276,1.01779
277,1.00575
278,0.997427
279,0.98716
280,0.984043
281,0.984043
282,1.01181
283,1.01181
284,1.00737
285,1.00737
286,1.00737
287,1.00737
288,1.00366
289,1.00366
290,1.01375
291,0.991773
292,0.990634
293,0.995165
294,1.00161
295,1.00754
296,1.00754
297,1.00754
298,1.02355
299,1.02355
300,1.01949
301,1.04154
302,1.02376
303,1.01968
304,1.00897
305,1.03434
306,1.01052
307,0.991865
308,0.991643
309,0.990499
310,0.986931
311,0.994498
312,0.983959
313,1.00459
314,1.00611
315,1.01241
316,1.02273
317,1.00113
318,1.00032
319,1.00032
320,1.01056
321,1.01088
322,1.00895
323,1.00895
324,1.00998
325,1.0154
326,0.994439
327,0.994439
328,0.994439
329,0.998348
330,0.998348
331,0.998959
332,1.00774
333,1.01948
334,1.01948
335,1.01248
336,1.01296
337,1.01296
338,1.02354
339,1.02354
340,1.03613
341,1.03613
342,1.04218
343,1.04218
344,1.04218
345,1.04218
346,1.04816
347,1.04816
348,1.04816
349,1.00765
350,0.994381
351,1.00128
352,1.01101
353,1.01429
354,1.00718
355,1.00718
356,1.00718
357,0.987527
358,0.987527
359,0.987527
360,0.987527
361,1.00296
362,1.00849
363,1.00849
364,1.0054
365,1.0054
366,0.997359
367,1.0007
368,1.00574
369,0.992776
370,0.992083
371,0.99186
372,0.99186
373,1.00753
374,1.01785
375,1.0097
376,1.0097
377,0.989371
378,0.975414
379,0.976316
380,0.959776
381,0.95605
382,0.944608
383,0.942465
384,0.968594
385,1.00404
386,1.00361
387,1.00361
388,1.01197
389,1.01854
390,1.04688
391,1.02704
392,1.02704
393,1.02195
394,1.00253
395,0.98769
396,0.988888
397,0.987189
398,0.996199
399,0.995454
400,1.00558
401,0.992307
402,0.997483
403,1.01464
404,1.00478
405,0.997727
406,0.987457
407,0.978409
408,0.978409
409,0.99373
410,0.99373
411,1.00087
412,1.00087
413,1.00087
414,1.00508
415,1.00508
416,1.00508
417,0.990832
418,0.98792
419,0.98792
420,0.98792
421,0.974732
422,0.986813
423,0.990688
424,0.990688
425,0.99139
426,0.983836
427,0.983836
428,1.00021
429,0.993863
430,0.993863
431,0.993863
432,0.98738
433,0.978706
434,0.985966
435,0.979848
436,0.981011
437,1.01112
438,1.00268
439,1.00513
440,1.01219
441,1.0071
442,1.0071
443,1.00248
444,1.02284
445,1.00711
446,1.01695
447,1.01362
448,1.01362
449,1.01362
450,1.00598
451,0.976185
452,0.975367
453,0.972779
454,0.985674
455,1.01097
456,0.992053
457,1.00386
458,1.01693
459,0.992338
460,1.00947
461,1.0237
462,1.00496
463,1.00496
464,1.01546
465,1.0076
466,1.00274
467,1.01192
468,0.998076
469,0.985642
470,0.985642
471,0.983121
472,0.978503
473,0.976657
474,0.959406
475,0.972207
476,0.968022
477,0.979845
478,1.00305
479,0.996944
480,1.01508
481,1.00529
482,0.996872
483,0.996872
484,1.00298
485,0.988211
486,0.988211
487,0.99852
488,0.99852
489,0.99852
490,0.986875
491,0.989613
492,1.00247
493,1.00247
494,0.975971
495,0.987995
496,0.999857
497,0.999857
498,1.00232
499,1.00451
500,1.00315
501,0.991073
502,0.991073
503,1.0089
504,1.00523
505,0.982008
506,0.987337
507,0.987337
508,0.987337
509,0.987337
510,0.987337
511,1.00185
512,1.00185
513,1.00185
514,0.993912
515,0.993912
516,0.990905
517,1.01934
518,1.02212
519,1.02212
520,1.02482
521,1.0015
522,1.0114
523,1.01931
524,1.02005
525,1.02626
526,1.01795
527,0.990579
528,0.997856
529,0.984507
530,0.984507
531,0.996952
532,1.00655
533,1.00655
534,1.00722
535,0.990101
536,0.998184
537,0.982593
538,0.992563
539,0.999751
540,0.989615
541,0.98843
542,0.993247
543,0.99265
544,0.99265
545,0.970274
546,0.973523
547,0.954391
548,0.948672
549,0.984403
550,0.99478
551,0.984441
552,0.976601
553,0.976601
554,0.982642
555,0.965301
556,0.969172
557,0.953522
558,0.972256
559,0.972256
560,0.972256
561,0.981261
562,0.976999
563,0.979931
564,0.983888
565,0.975007
566,0.986896
567,0.986412
568,0.988079
569,0.988079
570,0.993601
571,0.993601
572,1.00686
573,1.01334
574,1.00635
575,1.00669
576,1.00669
577,1.00717
578,1.01846
579,1.02729
580,1.02454
581,1.02454
582,1.02482
583,1.02482
584,1.03767
585,1.03767
586,1.03767
587,1.03767
588,1.03767
589,1.0316
590,1.01589
591,1.01666
592,1.01666
593,1.01077
594,1.01077
595,1.02256
596,1.02256
597,1.02542
598,1.03047
599,1.01894
600,1.00478
601,1.02035
602,1.02035
603,1.00877
604,0.993078
605,0.975717
606,0.978457
607,0.990873
608,0.985607
609,0.990333
610,0.97877
611,0.988346
612,0.996269
613,0.995623
614,1.00867
615,1.00867
616,1.00872
617,1.00178
618,1.0032
619,1.00972
620,0.979695
621,0.979695
622,0.988359
623,0.997387
624,0.997387
625,0.997387
626,0.972248
627,1.01125
628,1.01125
629,1.00447
630,0.992078
631,0.993298
632,0.993298
633,0.993298
634,0.97533
635,0.978658
636,1.00163
637,1.00163
638,1.00163
639,0.999173
640,1.00531
641,0.985171
642,0.98891
643,1.00689
644,0.986885
645,0.978359
646,0.983104
647,0.96381
648,0.974131
649,0.974131
650,0.971641
651,0.965635
652,0.990997
653,0.990997
654,0.999058
655,0.999058
656,1.00361
657,0.992024
658,0.998818
659,0.995289
660,0.987017
661,0.996955
662,0.999289
663,1.01
664,1.01743
665,1.02268
666,1.02268
667,1.02268
668,1.02086
669,1.01387
670,1.01687
671,1.00947
672,0.99902
673,1.0056
674,1.00885
675,1.00205
676,1.00508
677,1.02498
678,1.02498
679,0.990597
680,0.99746
681,1.00237
682,0.97194
683,0.980534
684,0.99443
685,0.974051
686,0.974051
687,0.997282
688,0.998272
689,0.989709
690,0.990499
691,0.991373
692,1.00755
693,1.01936
694,1.03527
695,1.04683
696,1.04683
697,1.03095
698,1.02248
699,1.03636
700,1.0362
701,1.03651
702,1.03637
703,1.0565
704,1.02777
705,1.02694
706,1.03286
707,1.03354
708,1.02093
709,1.03539
710,1.03539
711,1.0336
712,1.03811
713,1.02153
714,1.02153
715,1.02587
716,1.02688
717,1.02688
718,1.02961
719,1.04256
720,1.02433
721,1.02433
722,1.01582
723,1.00606
724,1.01552
725,1.02505
726,1.01593
727,1.01912
728,0.996718
729,1.00592
730,1.00592
731,0.999505
732,0.999505
733,1.01054
734,0.983712
735,0.98041
736,0.990119
737,0.990119
738,1.01385
739,1.01385
740,0.999732
741,0.976941
742,0.989834
743,0.989834
744,0.989834
745,1.00292
746,0.984448
747,0.988704
748,0.995038
749,1.01789
750,1.01737
751,1.01737
752,1.00811
753,1.02476
754,1.03224
755,1.00666
756,1.00327
757,1.00327
758,1.00327
759,1.00986
760,0.989744
761,1.00266
762,0.987874
763,0.985776
764,0.983625
765,0.983625
766,1.0046
767,0.992287
768,1.00925
769,0.998809
770,0.984421
771,0.984421
772,0.984421
773,0.994426
774,0.976497
775,0.985609
776,0.996981
777,1.00558
778,1.00212
779,1.00932
780,1.02027
781,1.02194
782,1.03102
783,1.02299
784,1.03501
785,1.033
786,1.02386
787,1.0209
788,1.03701
789,1.01588
790,1.02242
791,1.00893
792,1.02463
793,1.03831
794,1.03298
795,1.01337
796,1.01337
797,1.01647
798,1.03746
799,1.03746
800,1.0212
801,1.02475
802,1.03565
803,1.04475
804,1.04475
805,1.04475
