MDTU,link
1,1.00561
2,1.00224
3,1.00732
4,1.0094
5,1.01119
6,1.01332
7,1.00866
8,1.00866
9,1.01016
10,1.00254
11,1.00855
12,1.00131
13,0.997498
14,1.00367
15,1.00367
16,1.015
17,1.01859
18,1.01484
19,1.02252
20,1.02591
21,1.0262
22,1.0262
23,1.01453
24,1.00591
25,1.00503
26,1.00503
27,0.998339
28,0.999199
29,0.998261
30,1.00113
31,1.0054
32,1.0054
33,1.0054
34,1.00423
35,1.00423
36,0.993527
37,1.0062
38,1.01292
39,1.01502
40,1.01502
41,1.01502
42,1.01082
43,1.00835
44,1.01161
45,1.02463
46,1.02327
47,1.02327
48,1.02327
49,1.02327
50,1.00407
51,1.00407
52,1.00403
53,1.00361
54,1.0088
55,1.0088
56,1.00866
57,1.01961
58,1.01068
59,1.01489
60,1.01838
61,1.01871
62,1.01871
63,1.01688
64,1.02014
65,1.0179
66,1.02044
67,1.02044
68,1.02044
69,1.01414
70,1.00877
71,1.00877
72,1.00125
73,1.00125
74,1.00795
75,0.997399
76,1.00127
77,1.00097
78,1.00097
79,1.00784
80,1.00677
81,1.00632
82,1.00374
83,1.00837
84,1.00844
85,1.00047
86,1.00763
87,1.00113
88,1.00113
89,1.00113
90,1.00113
91,1.00102
92,0.994671
93,0.995117
94,1.00389
95,1.00151
96,0.995339
97,0.994262
98,0.983472
99,0.990738
100,0.995847
101,0.999486
102,0.999486
103,1.00089
104,0.999042
105,0.999193
106,0.996476
107,0.996705
108,0.999126
109,0.999126
110,0.993375
111,0.996791
112,0.990956
113,0.990956
114,1.00062
115,1.00231
116,1.01077
117,1.01077
118,1.01077
119,1.0128
120,1.01689
121,1.01219
122,1.01255
123,1.0086
124,1.0086
125,1.00644
126,1.00644
127,1.01881
128,1.01881
129,1.01975
130,1.02382
131,1.01587
132,1.0165
133,1.01569
134,1.01976
135,1.00766
136,1.00766
137,1.01816
138,1.01418
139,1.01227
140,1.01559
141,1.01559
142,1.0139
143,1.01075
144,1.01029
145,1.0001
146,1.00219
147,0.996103
148,0.996103
149,1.00492
150,1.00492
151,1.00492
152,1.00599
153,1.00668
154,1.00668
155,1.00535
156,1.00867
157,1.00908
158,1.00805
159,1.00241
160,1.00217
161,1.00971
162,1.00971
163,1.00591
164,1.00591
165,1.00924
166,0.995022
167,0.995022
168,0.998048
169,0.998048
170,0.989849
171,0.996815
172,0.997405
173,0.997405
174,0.998872
175,1.00561
176,0.999531
177,1.00355
178,0.999248
179,1.01273
180,1.01201
181,1.02108
182,1.01914
183,1.00944
184,1.00944
185,1.01001
186,1.00277
187,1.01707
188,1.01625
189,1.01408
190,1.01408
191,1.01408
192,1.0104
193,1.01217
194,1.01558
195,1.01446
196,1.01848
197,1.01054
198,1.00444
199,1.00152
200,1.00561
201,0.998849
202,0.999955
203,0.99613
204,0.99512
205,0.99512
206,1.00348
207,1.00348
208,1.00456
209,1.00678
210,0.994482
211,0.987287
212,0.995403
213,0.999315
214,0.999315
215,0.999315
216,0.999315
217,0.999315
218,0.999315
219,0.989932
220,0.989932
221,0.985196
222,0.982855
223,0.991133
224,0.991133
225,0.990606
226,0.990606
227,1.00359
228,1.0007
229,1.00399
230,1.0017
231,1.0017
232,1.0017
233,1.00388
234,1.00388
235,1.00548
236,1.00546
237,0.999593
238,0.989962
239,0.994395
240,0.997707
241,1.00134
242,1.00151
243,0.99857
244,1.00548
245,0.998561
246,0.987439
247,0.987439
248,0.994034
249,1.0034
250,1.00576
251,0.996496
252,0.994097
253,0.987056
254,0.987056
255,0.996085
256,0.995124
257,1.00275
258,1.00263
259,1.01123
260,1.00281
261,1.00281
262,1.00281
263,1.00914
264,1.00593
265,1.00593
266,0.990437
267,0.991599
268,1.00159
269,1.00129
270,0.999294
271,0.999294
272,0.994688
273,1.00755
274,1.01098
275,1.0136
276,1.0136
277,1.00651
278,1.00281
279,0.997774
280,0.995029
281,0.995029
282,1.0096
283,1.0096
284,1.00696
285,1.00696
286,1.00696
287,1.00696
288,1.00514
289,1.00514
290,1.00908
291,1.001
292,0.998393
293,1.00339
294,1.00412
295,1.00713
296,1.00713
297,1.00713
298,1.01617
299,1.01617
300,1.01641
301,1.02369
302,1.01885
303,1.01404
304,1.00994
305,1.02008
306,1.00901
307,1.00006
308,0.999018
309,0.999077
310,0.999117
311,1.0026
312,0.995229
313,1.00651
314,1.00633
315,1.01073
316,1.01407
317,1.00527
318,1.00357
319,1.00357
320,1.00913
321,1.00871
322,1.00954
323,1.00954
324,1.00777
325,1.01086
326,1.00051
327,1.00051
328,1.00051
329,1.00347
330,1.00347
331,1.00406
332,1.00762
333,1.01447
334,1.01447
335,1.0104
336,1.01168
337,1.01168
338,1.01479
339,1.01479
340,1.02203
341,1.02203
342,1.02326
343,1.02326
344,1.02326
345,1.02326
346,1.02606
347,1.02606
348,1.02606
349,1.0074
350,1.0013
351,1.00448
352,1.0081
353,1.01011
354,1.00708
355,1.00708
