MDTU,plaq,Re(det),Im(det),link
1,0.0398412,0.0400628,0.0154299,0.0879434
2,0.0346741,0.0309568,0.0162048,0.0867257
3,0.0361394,0.037298,0.0161966,0.096043
4,0.0287816,0.0317549,0.0187468,0.0984333
5,0.0348166,0.0381829,0.0180557,0.0966518
6,0.0347757,0.0409023,0.0174071,0.0963318
7,0.0267558,0.0285031,0.016111,0.0899011
8,0.0267558,0.0285031,0.016111,0.0899011
9,0.0222352,0.0249318,0.0198649,0.0932275
10,0.0251538,0.0228363,0.015495,0.0986034
11,0.0368714,0.0419067,0.0186808,0.0767795
12,0.0330299,0.0297598,0.013901,0.0897749
13,0.0374702,0.0325353,0.0137786,0.0746018
14,0.03845,0.0375361,0.0162337,0.0768511
15,0.03845,0.0375361,0.0162337,0.0768511
16,0.0378297,0.0474729,0.0206404,0.0820006
17,0.0338187,0.0463859,0.0243471,0.0707434
18,0.0379877,0.0481423,0.0192903,0.0811766
19,0.0359083,0.0533521,0.0233186,0.0858182
20,0.0465724,0.0711967,0.0257111,0.0980867
21,0.0281293,0.0444255,0.026304,0.080757
22,0.0281293,0.0444255,0.026304,0.080757
23,0.0340009,0.0408749,0.0190233,0.103143
24,0.0303632,0.0304862,0.0171627,0.087678
25,0.0348729,0.0352457,0.016677,0.0814858
26,0.0348729,0.0352457,0.016677,0.0814858
27,0.0403886,0.0353772,0.0145521,0.0818251
28,0.0275905,0.0241911,0.0142371,0.0710519
29,0.0315699,0.0261522,0.0153685,0.0892072
30,0.0242227,0.0217635,0.015595,0.0928571
31,0.0348943,0.0353574,0.0154973,0.0822263
32,0.0348943,0.0353574,0.0154973,0.0822263
33,0.0348943,0.0353574,0.0154973,0.0822263
34,0.0303989,0.0293437,0.0150778,0.0983902
35,0.0303989,0.0293437,0.0150778,0.0983902
36,0.0251535,0.0190047,0.0127686,0.0880842
37,0.023671,0.0242482,0.0164641,0.0896904
38,0.0254884,0.031331,0.0193037,0.0772564
39,0.0326035,0.0400073,0.0203531,0.0778542
40,0.0326035,0.0400073,0.0203531,0.0778542
41,0.0326035,0.0400073,0.0203531,0.0778542
42,0.0286299,0.0331743,0.018622,0.0739632
43,0.0223824,0.0240313,0.0190376,0.0838395
44,0.0202531,0.0239141,0.0197931,0.0846199
45,0.030583,0.0486418,0.0243904,0.0807284
46,0.0338715,0.0506844,0.0266826,0.0853611
47,0.0338715,0.0506844,0.0266826,0.0853611
48,0.0338715,0.0506844,0.0266826,0.0853611
49,0.0338715,0.0506844,0.0266826,0.0853611
50,0.0300632,0.0300874,0.0180095,0.0805388
51,0.0300632,0.0300874,0.0180095,0.0805388
52,0.0314213,0.0329073,0.017117,0.0644693
53,0.0320285,0.0304143,0.0164036,0.0904546
54,0.0277735,0.0309971,0.019308,0.0780727
55,0.0277735,0.0309971,0.019308,0.0780727
56,0.0284051,0.032699,0.0194948,0.0695716
57,0.0437116,0.0586304,0.0225683,0.0746922
58,0.0338816,0.0390663,0.0180345,0.0787269
59,0.0441528,0.0533684,0.0199139,0.0783067
60,0.033125,0.0437572,0.0221712,0.0801733
61,0.0335232,0.0467625,0.0225664,0.0670604
62,0.0335232,0.0467625,0.0225664,0.0670604
63,0.0274489,0.0366618,0.0219178,0.0853139
64,0.0382312,0.053876,0.0229853,0.0793754
65,0.0361947,0.0458316,0.0218391,0.0804118
66,0.0507797,0.0699063,0.0233129,0.0937592
67,0.0507797,0.0699063,0.0233129,0.0937592
68,0.0507797,0.0699063,0.0233129,0.0937592
69,0.052781,0.0651124,0.0194948,0.0851732
