t,cost
10,6.294
20,6.312
30,6.294
40,6.294
50,6.318
60,6.342
70,6.336
80,6.294
90,6.306
100,6.258
110,6.354
120,6.312
130,6.324
140,6.342
150,6.3
160,6.348
170,6.348
180,6.378
190,6.312
200,6.324
210,6.276
220,6.288
230,6.3
240,6.264
250,6.312
260,6.282
270,6.306
280,6.342
290,6.3
300,6.27
310,6.276
320,6.27
330,6.3
340,6.282
350,6.312
360,6.366
370,6.324
380,6.36
390,6.318
400,6.336
410,6.348
420,6.33
430,6.336
440,6.306
450,6.366
460,6.354
470,6.372
480,6.36
490,6.36
500,6.342
510,6.306
520,6.33
530,6.384
540,6.354
550,6.3
560,6.288
570,6.306
580,6.306
590,6.372
600,6.342
610,6.264
620,6.318
630,6.342
640,6.3
650,6.282
660,6.336
670,6.402
680,6.33
690,6.348
700,6.336
710,6.324
720,6.408
730,6.36
740,6.354
750,6.312
760,6.318
770,6.366
780,6.336
790,6.348
800,6.312
810,6.27
820,6.3
830,6.288
840,6.276
850,6.318
860,6.33
870,6.372
880,6.372
890,6.33
900,6.384
910,6.39
920,6.33
930,6.3
940,6.36
950,6.354
960,6.336
970,6.342
980,6.3
990,6.36
1000,6.396
1010,6.366
1020,6.342
1030,6.336
1040,6.378
1050,6.366
1060,6.39
1070,6.324
1080,6.324
1090,6.3
1100,6.318
1110,6.342
1120,6.372
1130,6.354
1140,6.318
1150,6.33
1160,6.294
1170,6.288
1180,6.378
1190,6.336
1200,6.318
1210,6.318
1220,6.306
1230,6.336
1240,6.348
1250,6.3
1260,6.36
1270,6.378
1280,6.336
1290,6.36
1300,6.348
1310,6.39
1320,6.36
1330,6.372
1340,6.39
1350,6.396
1360,6.408
1370,6.318
1380,6.384
1390,6.39
1400,6.396
1410,6.402
1420,6.36
1430,6.372
1440,6.354
1450,6.402
1460,6.384
1470,6.348
1480,6.372
1490,6.318
1500,6.336
1510,6.378
1520,6.408
1530,6.354
1540,6.348
1550,6.396
1560,6.432
1570,6.426
1580,6.354
1590,6.384
1600,6.372
1610,6.366
1620,6.366
1630,6.39
1640,6.378
1650,6.354
1660,6.384
1670,6.366
1680,6.366
1690,6.336
1700,6.372
1710,6.402
1720,6.396
1730,6.348
1740,6.426
1750,6.414
1760,6.42
1770,6.414
1780,6.372
1790,6.444
1800,6.39
1810,6.408
1820,6.402
1830,6.342
1840,6.396
1850,6.408
1860,6.42
1870,6.378
1880,6.42
1890,6.39
1900,6.36
1910,6.414
1920,6.396
1930,6.444
1940,6.414
1950,6.408
1960,6.408
1970,6.372
1980,6.408
1990,6.396
2000,6.45
2010,6.414
2020,6.468
2030,6.432
2040,6.414
2050,6.462
2060,6.456
2070,6.498
2080,6.486
2090,6.426
2100,6.456
2110,6.402
2120,6.498
2130,6.492
2140,6.414
2150,6.462
2160,6.438
2170,6.45
2180,6.462
2190,6.426
2200,6.486
2210,6.48
2220,6.486
2230,6.498
2240,6.504
2250,6.558
2260,6.54
2270,6.474
2280,6.564
2290,6.462
2300,6.51
2310,6.552
2320,6.45
2330,6.546
2340,6.54
2350,6.54
2360,6.588
2370,6.594
2380,6.504
2390,6.534
2400,6.6
2410,6.552
2420,6.624
2430,6.612
2440,6.492
2450,6.618
2460,6.63
2470,6.498
2480,6.624
2490,6.666
2500,6.606
2510,6.654
2520,6.654
2530,6.564
2540,6.672
2550,6.702
2560,6.696
2570,6.588
2580,6.672
2590,6.696
2600,6.576
2610,6.636
2620,6.624
2630,6.612
2640,6.582
2650,6.702
2660,6.708
2670,6.654
2680,6.732
2690,6.72
2700,6.696
2710,6.6
2720,6.684
2730,6.72
2740,6.696
2750,6.612
2760,6.696
2770,6.714
2780,6.636
2790,6.762
2800,6.75
2810,6.738
2820,6.63
2830,6.762
2840,6.75
2850,6.804
2860,6.684
2870,6.768
2880,6.792
2890,6.81
2900,6.786
2910,6.732
2920,6.834
2930,6.798
2940,6.762
2950,6.624
2960,6.786
2970,6.81
2980,6.786
2990,6.798
3000,6.654
3010,6.822
3020,6.81
3030,6.744
3040,6.684
3050,6.804
3060,6.816
3070,6.852
3080,6.834
3090,6.696
3100,6.81
3110,6.876
3120,6.948
3130,6.936
3140,6.828
3150,6.87
3160,6.912
3170,6.924
3180,6.972
3190,6.942
3200,6.924
3210,6.792
3220,6.792
3230,6.87
3240,6.906
3250,6.894
3260,6.99
3270,6.906
3280,6.792
3290,6.99
3300,6.942
3310,6.96
3320,6.972
3330,6.978
3340,6.996
3350,6.894
3360,6.828
3370,6.93
3380,6.96
3390,7.014
3400,7.02
3410,7.056
3420,7.068
3430,7.062
3440,7.044
3450,6.894
3460,6.93
3470,7.062
3480,7.092
3490,7.05
3500,7.086
