MDTU,S_B
1,0.999548
2,0.998228
3,0.995434
4,0.998881
5,1.00048
6,1.00465
7,0.997735
8,0.997735
9,0.994036
10,0.996171
11,1.00243
12,0.994643
13,0.99258
14,0.999557
15,0.999557
16,1.00077
17,1.00305
18,0.995934
19,1.0049
20,1.00218
21,1.0095
22,1.0095
23,0.994152
24,0.990036
25,1.0005
26,1.0005
27,0.999191
28,1.00759
29,0.993736
30,1.00074
31,0.99985
32,0.99985
33,0.99985
34,0.998801
35,0.998801
36,0.984881
37,0.998606
38,0.999738
39,1.00331
40,1.00331
41,1.00331
42,0.99945
43,0.991586
44,0.982899
45,0.99449
46,0.996439
47,0.996439
48,0.996439
49,0.996439
50,0.991839
51,0.991839
52,0.985385
53,0.986625
54,0.994412
55,0.994412
56,0.989537
57,0.997556
58,0.991723
59,0.994738
60,0.997125
61,0.992291
62,0.992291
63,0.990446
64,0.998224
65,0.995086
66,1.00364
67,1.00364
68,1.00364
69,0.995042
70,0.992713
71,0.992713
72,0.995949
73,0.995949
74,1.00198
75,0.997799
76,0.996037
77,0.990876
78,0.990876
79,0.99043
80,0.991739
81,0.989846
82,0.999715
83,0.992204
84,0.981175
85,0.991046
86,0.999866
87,1.00547
88,1.00547
89,1.00547
90,1.00547
91,0.999419
92,1.0057
93,0.996622
94,1.0043
95,1.00551
96,1.00015
97,1.00301
98,0.993207
99,0.996955
100,1.00567
101,1.00836
102,1.00836
103,1.0033
104,1.00032
105,0.990616
106,1.00378
107,1.00002
108,1.00159
109,1.00159
110,1.00061
111,0.993665
112,0.99837
113,0.99837
114,1.00479
115,1.00244
116,1.00236
117,1.00236
118,1.00236
119,0.995049
120,0.996605
121,0.999603
122,0.990671
123,0.99717
124,0.99717
125,0.990731
126,0.990731
127,0.981108
128,0.981108
129,0.989446
130,0.991188
131,0.99498
132,0.988309
133,0.986396
134,1.00234
135,1.00579
136,1.00579
137,0.997403
138,0.997451
139,0.99668
140,0.999852
141,0.999852
142,0.999918
143,1.00416
144,1.00068
145,0.994499
146,0.997509
147,0.99525
148,0.99525
149,1.00401
150,1.00401
151,1.00401
152,0.999776
153,1.00689
154,1.00689
155,0.989611
156,0.998356
157,0.99289
158,0.9959
159,1.0001
160,1.00124
161,0.99833
162,0.99833
163,0.999249
164,0.999249
165,1.00052
166,1.00016
167,1.00016
168,1.00399
169,1.00399
170,0.994614
171,1.0007
172,1.00169
173,1.00169
174,0.999362
175,0.999257
176,1.00037
177,1.00666
178,1.00102
179,1.00438
180,1.00326
181,1.00239
182,0.999165
183,0.99831
184,0.99831
185,0.994595
186,0.994797
187,1.0065
188,1.00219
189,0.99392
190,0.99392
191,0.99392
192,0.994355
193,1.00113
194,0.992558
195,0.998482
196,1.00104
197,0.993115
198,0.98949
199,0.990776
200,0.99388
201,0.99412
202,1.00165
203,0.998351
204,0.992418
205,0.992418
206,1.00173
207,1.00173
208,1.00043
209,1.00546
210,0.991993
