MDTU,min_width,max_width
1,0.0476775,0.0376467
2,0.0480687,0.0405571
3,0.0498987,0.0481402
4,0.0540692,0.0475027
5,0.0542455,0.0441027
6,0.0480007,0.048942
7,0.0460097,0.0441543
8,0.0460097,0.0441543
9,0.0479698,0.0431306
10,0.0534133,0.0512398
11,0.0393061,0.0398271
12,0.053239,0.0410827
13,0.043248,0.0305569
14,0.0429145,0.0381065
15,0.0429145,0.0381065
16,0.0383325,0.0400019
17,0.0323993,0.0352496
18,0.0375834,0.0390497
19,0.0439402,0.0401949
20,0.0505181,0.0424168
21,0.037724,0.0375398
22,0.037724,0.0375398
23,0.0539251,0.0509442
24,0.0463492,0.0428893
25,0.0427868,0.0418268
26,0.0427868,0.0418268
27,0.0448339,0.0384303
28,0.0364042,0.0323715
29,0.0415925,0.0477468
30,0.0467985,0.0453341
31,0.0437838,0.0388129
32,0.0437838,0.0388129
33,0.0437838,0.0388129
34,0.0507586,0.0509641
35,0.0507586,0.0509641
36,0.0440988,0.0454235
37,0.0459062,0.0445868
38,0.0364615,0.0372986
39,0.0401592,0.0369947
40,0.0401592,0.0369947
41,0.0401592,0.0369947
42,0.0439038,0.0311788
43,0.0447084,0.0410862
44,0.0435614,0.0385178
45,0.038862,0.0403959
46,0.0419192,0.0352729
47,0.0419192,0.0352729
48,0.0419192,0.0352729
49,0.0419192,0.0352729
50,0.0398981,0.0355823
51,0.0398981,0.0355823
52,0.0310756,0.0308395
53,0.0450518,0.0489174
54,0.0410367,0.0355068
55,0.0410367,0.0355068
56,0.0380095,0.0356028
57,0.0323759,0.0362848
58,0.0441791,0.0360854
59,0.0404467,0.0358975
60,0.0438708,0.0380006
61,0.0362698,0.0292615
62,0.0362698,0.0292615
63,0.0435058,0.0412586
64,0.0384117,0.0379465
65,0.0445391,0.0368962
66,0.0518052,0.0412703
67,0.0518052,0.0412703
68,0.0518052,0.0412703
69,0.045478,0.0394694
70,0.0463221,0.0400382
71,0.0463221,0.0400382
72,0.0438584,0.0367383
73,0.0438584,0.0367383
74,0.0419822,0.0392411
75,0.0412304,0.0460367
76,0.0409435,0.0398348
77,0.0514546,0.0520276
78,0.0514546,0.0520276
79,0.0364974,0.0342908
80,0.0384811,0.0342434
81,0.0458248,0.0349291
82,0.0422465,0.0372793
83,0.0377738,0.0323701
84,0.0435836,0.0346848
85,0.048557,0.0448654
86,0.0498907,0.0448329
87,0.0486504,0.0421307
88,0.0486504,0.0421307
89,0.0486504,0.0421307
90,0.0486504,0.0421307
91,0.0474535,0.0474847
92,0.0503328,0.0517648
93,0.0375854,0.0388783
94,0.0487295,0.0458084
95,0.0462776,0.0449211
96,0.052549,0.0470751
97,0.0433916,0.0412883
98,0.0524675,0.0511312
99,0.0569293,0.0544686
100,0.0509955,0.0463771
101,0.0541491,0.0499732
102,0.0541491,0.0499732
103,0.0453114,0.0396176
104,0.0405611,0.0330328
105,0.0490034,0.0373779
106,0.0392444,0.0354489
107,0.0364122,0.0343301
108,0.0398838,0.0429406
109,0.0398838,0.0429406
110,0.0517776,0.0439041
111,0.0465265,0.041511
112,0.0428939,0.0295441
113,0.0428939,0.0295441
114,0.050053,0.043643
115,0.0460306,0.0413613
116,0.0567957,0.0492863
117,0.0567957,0.0492863
118,0.0567957,0.0492863
119,0.0335528,0.0323804
120,0.0513572,0.0491057
121,0.0427885,0.0413451
122,0.0536028,0.0438522
123,0.0499177,0.0459199
124,0.0499177,0.0459199
125,0.0462279,0.0387229
126,0.0462279,0.0387229
127,0.0467778,0.0420291
128,0.0467778,0.0420291
129,0.0505667,0.0457843
130,0.0455438,0.0393113
131,0.0454476,0.0385142
132,0.0395266,0.0316591
133,0.0420388,0.0367945
134,0.0490121,0.0408855
135,0.0476353,0.0397364
136,0.0476353,0.0397364
137,0.0465257,0.0384867
138,0.0485536,0.0396322
139,0.0475419,0.0466705
140,0.0439327,0.0387201
141,0.0439327,0.0387201
142,0.0370503,0.0294952
143,0.0356429,0.033134
144,0.0408421,0.036074
145,0.0474937,0.045377
146,0.0576562,0.0487612
147,0.0527282,0.0376924
148,0.0527282,0.0376924
149,0.0481236,0.035074
150,0.0481236,0.035074
151,0.0481236,0.035074
152,0.0416568,0.0350474
153,0.0421725,0.0336341
154,0.0421725,0.0336341
155,0.0457685,0.0394335
156,0.0312552,0.03127
157,0.0320488,0.0305014
158,0.0316112,0.0271792
159,0.0419136,0.0388814
160,0.0339428,0.0334095
161,0.0531687,0.0454133
162,0.0531687,0.0454133
163,0.0528314,0.0438569
164,0.0528314,0.0438569
165,0.0508066,0.0408271
166,0.0577781,0.0421712
167,0.0577781,0.0421712
168,0.0374079,0.0411962
169,0.0374079,0.0411962
170,0.0450849,0.0395172
171,0.0358717,0.0329127
172,0.0427394,0.0402137
173,0.0427394,0.0402137
174,0.0354141,0.0373669
175,0.04337,0.037728
176,0.0446162,0.0338862
177,0.0468737,0.0348762
178,0.0365958,0.0335044
179,0.0569039,0.0418161
180,0.0440274,0.0367468
181,0.0474974,0.0461225
182,0.0433065,0.037928
183,0.0476376,0.0443605
184,0.0476376,0.0443605
185,0.042574,0.0352286
186,0.0379283,0.0357085
187,0.0321388,0.0296169
188,0.0437106,0.0421486
189,0.0354301,0.0314105
190,0.0354301,0.0314105
191,0.0354301,0.0314105
192,0.0454289,0.0386731
193,0.0327489,0.0345602
194,0.0515273,0.0503611
195,0.0459954,0.040596
196,0.0462737,0.0483812
197,0.0411434,0.0468794
198,0.0522525,0.0457326
199,0.0498178,0.0486625
200,0.0492777,0.0502658
201,0.0507647,0.0406638
202,0.0535936,0.0455634
203,0.0543237,0.0417274
204,0.0466244,0.0428357
205,0.0466244,0.0428357
206,0.0564541,0.0485926
207,0.0564541,0.0485926
208,0.0490552,0.0416662
209,0.0510259,0.0395232
210,0.053078,0.0411147
211,0.0487726,0.0357916
