MDTU,min_min,min_max,max_min,max_max5
1,-0.0961541,0.0127563,0.000697032,0.0883638
2,-0.101164,0.0106748,-0.00662878,0.0936011
3,-0.102975,0.00999698,-0.0103157,0.100448
4,-0.110977,0.0149869,-0.0108375,0.0978941
5,-0.111722,0.0168396,-0.00551605,0.0985566
6,-0.104266,0.0115386,-0.00904827,0.101413
7,-0.0936209,0.0146743,-0.00987787,0.0935362
8,-0.0936209,0.0146743,-0.00987787,0.0935362
9,-0.0927499,0.0198926,-0.00866272,0.0913733
10,-0.106828,0.0152313,-0.015041,0.101565
11,-0.0885015,0.00621915,-0.00188861,0.0917198
12,-0.110651,0.01051,-0.00404502,0.0928053
13,-0.103946,-0.00115593,0.0129725,0.0891023
14,-0.0961907,0.0064236,-0.00525889,0.0905418
15,-0.0961907,0.0064236,-0.00525889,0.0905418
16,-0.0920212,0.00504523,-0.00165276,0.09293
17,-0.0807988,0.0016461,0.00862363,0.0968378
18,-0.0837458,0.0082477,-0.000614211,0.0898163
19,-0.0897042,0.0142756,0.00641628,0.102892
20,-0.099195,0.0241033,0.00452508,0.101942
21,-0.0811752,0.00867173,0.00924449,0.0973611
22,-0.0811752,0.00867173,0.00924449,0.0973611
23,-0.109467,0.0198646,-0.0104738,0.104434
24,-0.096989,0.00865478,-0.00690042,0.0928827
25,-0.0923967,0.00729456,-0.00458348,0.0921722
26,-0.0923967,0.00729456,-0.00458348,0.0921722
27,-0.100865,0.00290664,-0.00477118,0.0875769
28,-0.0944841,-0.00327049,0.00106395,0.0836033
29,-0.100886,0.00150329,-0.0198896,0.0908089
30,-0.0983314,0.0104211,-0.015681,0.0915716
31,-0.0922415,0.00934452,-0.00536951,0.0873353
32,-0.0922415,0.00934452,-0.00536951,0.0873353
33,-0.0922415,0.00934452,-0.00536951,0.0873353
34,-0.0990502,0.0152901,-0.0141123,0.104665
35,-0.0990502,0.0152901,-0.0141123,0.104665
36,-0.098113,0.00410988,-0.0154705,0.0877412
37,-0.100864,0.0129261,-0.0115302,0.0895851
38,-0.0851883,0.00589009,0.00111664,0.0885437
39,-0.0905296,0.0088786,0.00272688,0.0935573
40,-0.0905296,0.0088786,0.00272688,0.0935573
41,-0.0905296,0.0088786,0.00272688,0.0935573
42,-0.0989302,0.00764895,0.00580228,0.0846574
43,-0.0923609,0.00915158,-0.00472246,0.091291
44,-0.0876351,0.0128847,0.00416526,0.0960135
45,-0.0788613,0.0138029,0.0030235,0.0980797
46,-0.0855351,0.0146624,0.0148746,0.0983625
47,-0.0855351,0.0146624,0.0148746,0.0983625
48,-0.0855351,0.0146624,0.0148746,0.0983625
49,-0.0855351,0.0146624,0.0148746,0.0983625
50,-0.0916416,0.00703917,-0.000840014,0.0842444
51,-0.0916416,0.00703918,-0.000840007,0.0842444
52,-0.0772884,-0.00236992,-0.000700447,0.0749235
53,-0.0983755,0.011458,-0.01365,0.0990258
54,-0.094694,0.00463151,0.00505322,0.0897795
55,-0.094694,0.00463151,0.00505322,0.0897795
56,-0.0963652,-0.00364172,0.00427589,0.0884384
57,-0.0834776,-0.000839905,0.00879964,0.095297
58,-0.101735,0.00426982,0.00891591,0.0933253
59,-0.0879831,0.0105913,0.00352344,0.0888866
60,-0.0900442,0.0133798,0.00525888,0.0967402
61,-0.0800851,0.0075494,0.0178921,0.0893937
62,-0.0800851,0.0075494,0.0178921,0.0893937
63,-0.0898616,0.0117086,-0.000609624,0.0956193
64,-0.085547,0.00760083,0.00230376,0.0919037
65,-0.0936096,0.0101684,0.00781901,0.10048
66,-0.101904,0.0184381,0.00363789,0.101858
67,-0.101904,0.0184381,0.00363789,0.101858
68,-0.101904,0.0184381,0.00363789,0.101858
69,-0.0931684,0.0131827,0.00176347,0.09469
70,-0.0956945,0.0150443,-0.00234052,0.0923528
71,-0.0956945,0.0150443,-0.0023405,0.0923528
72,-0.100815,0.00139793,-0.00286567,0.0848727
73,-0.100815,0.00139793,-0.00286567,0.0848727
74,-0.0886744,0.00971638,-0.0010032,0.0953231
75,-0.100345,-0.00295608,-0.0142577,0.0966858
76,-0.0971314,0.000212215,-0.00768091,0.0864589
77,-0.104511,0.011584,-0.019127,0.098935
78,-0.104511,0.011584,-0.019127,0.098935
79,-0.0876853,0.00428315,-0.00116183,0.0819073
80,-0.0914347,0.00236979,-0.00127192,0.0820825
