MDTU,S_F
1,1.00119
2,1.00148
3,0.998312
4,1.00066
5,0.994103
6,1.00266
7,1.00283
8,0.996378
9,1.00085
10,1.00167
11,0.999912
12,1.00469
13,0.993964
14,0.999983
15,1.005
16,0.997978
17,1.00275
18,0.996778
19,0.99714
20,1.00417
21,0.995175
22,0.99867
23,1.0036
24,1.00564
25,0.996613
26,1.00203
27,1.00162
28,0.996998
29,1.00415
30,0.999635
31,0.997338
32,0.998045
33,0.996011
34,1.0008
35,0.998746
36,1.00218
37,0.994512
38,1.00023
39,1.00036
40,1.00085
41,0.995531
42,1.00506
43,0.995045
44,0.999549
45,0.99415
46,0.994067
47,0.998037
48,1.00598
49,1.0024
50,1.0053
51,1.00095
52,1.00107
53,1.00013
54,0.99169
55,1.00058
56,1.0035
57,0.994137
58,1.00389
59,1.00117
60,0.997975
61,1.00613
62,1.0014
63,1.00459
64,1.00214
65,0.995143
66,1.00295
67,1.00087
68,1.0047
69,1.0024
70,0.999882
71,0.999483
72,1.00436
73,0.999258
74,1.00069
75,1.00692
76,1.0012
77,0.999446
78,0.999706
79,1.0039
80,1.00595
81,0.996285
82,0.99759
83,1.00125
84,0.99637
85,1.00228
86,1.00529
87,0.997773
88,0.999126
89,0.994328
90,0.999106
91,1.00797
92,1.00243
93,0.995013
94,1.00028
95,0.998983
96,1.0001
97,1.00157
98,1.00065
99,0.991801
100,1.00001
101,1.00254
102,1.00337
103,0.99741
104,1.00463
105,0.997901
106,1.00156
107,1.00197
108,1.00112
109,0.998374
110,1.00183
111,1.00573
112,0.996724
113,1.00228
114,0.993101
115,0.991279
116,1.0023
117,1.00184
118,1.00146
119,1.00186
120,0.997808
121,1.00158
122,1.0016
123,0.998169
124,1.00178
125,1.00079
126,0.996486
127,0.997947
128,1.00815
129,1.00356
130,1.00647
131,1.00313
132,0.999607
133,1.00124
134,0.999206
135,1.0025
136,0.995762
137,0.999444
138,0.999343
139,1.00301
140,0.996118
141,0.992428
142,0.997108
143,0.999618
144,1.00484
145,1.00745
146,0.988862
147,0.998556
148,0.994739
149,0.995876
150,0.999676
151,0.995226
152,1.00623
153,0.998305
154,1.00458
155,1.00924
156,0.999196
157,1.00006
158,1.00014
159,1.00302
160,1.00302
161,0.999829
162,1.00111
163,0.994536
164,0.999069
165,1.00053
166,1.00016
167,1.00028
168,1.00016
169,1.00151
170,0.997941
171,0.999442
172,1.00285
173,0.996221
174,0.996497
175,1.00334
176,1.00415
177,0.999964
178,0.993664
179,0.996478
180,0.999183
181,1.0019
182,1.00483
183,1.00132
184,1.00416
185,1.00679
186,0.997304
187,1.00023
188,1.00781
189,0.992362
190,0.99164
191,1.00749
192,1.00065
193,1.00256
194,0.996593
195,1.00222
196,1.00671
197,0.997458
198,1.00353
199,0.996392
200,0.998808
201,0.99441
202,1.00177
203,1.00353
204,1.00541
205,0.999169
206,1.00172
207,0.998931
208,1.00192
209,0.99907
210,1.00187
211,1.00093
212,0.996105
213,0.998399
214,1.00066
215,1.0049
216,0.998745
217,0.994062
218,1.00227
219,1.00057
220,0.997358
221,1.0039
222,1.00398
223,0.992832
224,0.998138
225,0.997887
226,0.997918
227,0.995241
228,1.00335
229,1.00324
230,0.99617
231,1.00282
232,0.996121
233,0.999786
234,0.99572
235,1.00041
236,1.00329
237,1.00544
238,1.006
239,0.997472
240,1.00135
241,1.00509
242,1.00273
243,0.998964
244,1.00254
245,1.00245
246,0.999192
247,0.994556
248,0.998496
249,0.99805
250,0.999006
251,0.996919
252,1.00247
253,1.00269
254,1.00004
255,1.00748
256,1.00073
257,1.00084
258,1.00279
259,0.999878
260,1.00024
261,1.00004
262,0.995694
263,1.00023
264,1.00314
265,0.994343
266,1.00593
267,0.999776
268,1.00107
269,1
270,0.999126
271,0.999911
272,1.00642
273,0.999603
274,0.997043
275,1.00123
276,1.00546
277,0.997782
278,0.996979
279,0.999468
280,1.00094
281,0.99954
282,0.997113
283,0.998022
284,1.00387
285,0.997001
286,0.999458
287,0.998662
288,1.00856
289,1.00369
290,1.00255
291,1.00185
292,1.00253
293,1.00014
294,0.998378
295,0.998872
296,0.992973
297,0.998531
298,0.999468
299,1.00195
300,1.00062
301,1.0027
302,1.0015
303,1.0034
304,0.998034
305,0.997218
306,1.00033
307,1.00095
308,0.997581
309,1.00293
310,0.999649
311,1.0001
312,0.998097
313,0.998131
314,1.00154
315,0.998201
316,1.00141
317,1.00283
318,0.99891
319,0.996344
320,0.999633
321,1.00568
322,1.00424
323,0.996965
324,1.0047
325,0.993879
326,1.00207
327,1.00158
328,1.00113
329,1.00156
330,0.998058
331,0.994076
332,0.996311
333,0.99801
334,1.00118
335,1.00179
336,1.00144
337,0.989325
338,0.997244
339,1.00117
340,0.996516
341,0.998055
342,1.00248
343,0.987365
344,1.00475
345,0.998866
346,0.999887
347,1.00154
348,1.0026
349,1.00285
350,1.00343
351,0.999697
352,1.00181
353,0.995593
354,0.995361
355,0.998951
356,0.999248
357,1.00038
358,0.995141
359,0.99982
360,0.993328
361,0.995816
362,0.994171
363,1.00464
364,1.00697
365,1.00147
366,1.00785
367,0.995046
368,1.00416
369,1.00198
370,1.0055
371,1.00296
372,1.00336
373,1.00287
374,0.996854
375,1.00676
376,1.00298
377,1.0012
378,0.998322
379,1.00145
380,0.998294
381,0.999038
382,0.995867
383,1.00097
384,1.00292
385,0.992628
386,1.00037
387,1.00123
388,0.997803
389,0.997129
390,0.999349
391,0.999657
392,0.998666
393,0.997582
394,1.00313
395,1.00169
396,1.00129
397,0.998871
398,0.989457
399,0.992934
400,1.00142
401,1.00116
402,1.00087
403,1.0017
404,1.00598
405,1.0032
406,1.00482
407,1.0018
408,0.999044
409,0.998328
410,0.998733
411,1.00077
412,0.999642
413,0.996108
414,0.996362
415,0.995758
416,0.99636
417,0.998567
418,0.996479
419,0.998648
420,1.00491
421,0.99476
422,0.998394
423,0.998591
424,1.00065
425,0.99707
426,0.991483
427,0.994094
428,0.996419
429,0.999216
430,0.997645
431,1.00356
432,1.00559
433,1.00992
434,1.00141
435,1.00162
436,0.999804
437,1.00229
438,0.996363
439,1.0008
440,1.00431
441,1.00276
442,1.00542
443,1.00071
444,0.994892
445,1.00479
446,0.99556
447,0.998809
448,1.00011
449,0.998834
450,1.00241
451,0.999702
452,1.00335
453,0.992334
454,0.996344
455,0.999202
456,1.00002
457,0.996703
458,0.990899
459,1.00414
460,1.00253
461,0.995283
462,1.0002
463,1.00124
464,1.0018
465,0.99795
466,0.999303
467,0.99768
468,1.00514
469,1.00035
470,0.997124
471,0.999732
472,0.99885
473,0.998911
474,0.999353
475,0.997027
476,0.995858
477,0.996616
478,0.997131
479,1.00211
480,1.00658
481,1.00367
482,1.00023
483,1.00459
484,0.997279
485,1.00162
486,0.995794
487,0.999744
488,1.00393
489,0.995684
490,1.00187
491,0.999814
492,0.996857
493,1.00221
494,1.00278
495,0.99963
496,1.00515
497,0.993753
498,1.00073
499,1.00504
500,0.993747
501,0.998367
502,1.0006
503,0.998748
504,1.00992
505,0.999678
506,0.996325
507,1.00094
508,1.00061
509,0.991986
510,1.00027
511,0.997591
512,0.994275
513,0.995859
514,1.00071
515,1.00035
516,1.00375
517,1.0018
518,0.995455
519,0.997952
520,0.999048
521,1.00042
522,0.993468
523,1.0027
524,1.00433
525,0.996495
526,1.00097
527,1.00238
528,1.00147
529,1.0054
530,1.0027
531,1.00168
532,0.996075
533,0.995206
534,0.995981
535,0.997429
536,0.998068
537,1.00171
538,1.00495
539,1.00102
540,0.999505
541,0.999077
542,1.00388
543,1.00007
544,0.995071
545,1.00413
546,0.999599
547,1.00083
548,0.991678
549,1.00435
550,1.00921
551,0.999538
552,0.997721
553,0.996181
554,0.998917
555,1.00373
556,0.999837
557,0.997683
558,0.99735
559,1.00131
560,1.00533
561,1.00211
562,0.998434
563,1.00015
564,0.997561
565,1.00946
566,1.00338
567,0.99933
568,0.996163
569,1.00022
570,0.998173
571,0.998814
572,1.00188
573,1.00015
574,1.00077
575,0.998315
576,0.998918
577,0.999423
578,1.00124
579,0.999576
580,0.999526
581,1.00072
582,1.00056
583,0.996252
584,0.998451
585,1.0002
586,0.995477
587,0.997034
588,0.996402
589,1.00473
590,1.00494
591,1.00101
592,1.00024
593,0.999986
594,1.00229
595,0.992518
596,0.997276
597,0.999881
598,1.00499
599,1.00022
600,1.00613
601,0.995867
602,1.00337
603,0.998973
604,1.00287
605,0.996213
606,0.997702
607,1.00229
608,1.00194
609,0.999553
610,1.00653
611,0.999133
612,1.00386
613,0.995982
614,1.00409
615,1.00334
616,0.998631
617,1.00148
618,1.00098
619,0.996169
620,0.994954
621,1.00257
622,1.0024
623,0.996811
624,0.99321
625,1.00188
626,1.00297
627,0.996193
628,1.00437
629,0.998706
630,1.00028
631,1.00392
632,0.997018
633,0.996073
634,1.00335
635,0.998418
636,1.00309
637,0.996546
638,1.00099
639,1.0018
640,0.999756
641,1.00449
642,1.0037
643,1.00384
644,0.998444
645,1.00443
646,1.00423
647,1.00686
648,1.00402
649,1.00537
650,1.00732
651,1.0032
652,0.991838
653,1.00737
654,0.994919
655,1.0024
656,1.00599
657,1.00503
658,1.00111
659,1.0002
660,1.00188
661,0.999959
662,1.00294
663,1.0058
664,1.0018
665,1.00263
666,0.996991
667,1.00374
668,0.995295
669,1.00508
670,0.997413
671,1.00117
672,1.00008
673,0.997058
674,1.00228
675,1.00447
676,0.992937
677,0.998806
678,1.00444
679,0.999097
680,0.998096
681,0.995627
682,1.00747
683,0.999435
684,1.00007
685,0.99927
686,0.999639
687,0.990759
688,0.997678
689,1.00582
690,0.998583
691,1.00223
692,0.99751
693,0.995515
694,1.00719
695,0.998768
696,1.0041
697,1.00392
698,0.996417
699,0.999202
700,0.997744
701,1.00041
702,1.00117
703,0.999321
704,1.00703
705,0.999913
706,0.999028
707,1.00325
708,1.00166
709,1.00213
710,1.00295
711,1.00367
712,1.00878
713,1.00584
714,0.998538
715,0.998557
716,0.995213
717,1.00048
718,0.998422
719,0.996823
720,1.00217
721,0.99789
722,0.995333
723,1.00178
724,0.999927
725,0.998306
726,1.00205
727,1.00009
728,0.999088
729,0.997135
730,0.999148
731,0.999729
732,1.00654
733,0.999707
734,1.00319
735,1.00146
736,1.00126
737,1.00145
738,0.994093
739,1.00274
740,1.00266
741,1.0055
742,1.00062
743,1.00194
744,1.00212
745,1.00066
746,1.0022
747,0.995415
748,0.998724
749,0.994979
750,1.00662
751,1.00143
752,1.00575
753,0.998879
754,0.998766
755,1.00384
756,1.00105
757,1.00041
758,0.998527
759,1.00462
760,1.00339
761,1.00312
762,1.00244
763,1.00172
764,0.995854
765,0.996709
766,1.00269
767,1.00085
768,1.00361
769,1.00438
770,0.99857
771,0.995218
772,1.00112
773,0.998877
774,0.997924
775,0.998416
