t,deltaS
1,-0.003478
2,-0.5219
3,-0.1901
4,-0.005808
5,0.04089
6,0.04902
7,0.1049
8,0.5064
9,0.2292
10,-0.313
11,-0.6248
12,0.3825
13,0.8181
14,-0.2681
15,0.7686
16,-0.7278
17,0.1711
18,0.2876
19,-0.193
20,-0.05526
21,-0.4693
22,0.8517
23,0.07593
24,0.2734
25,0.134
26,0.7799
27,0.1513
28,-0.1575
29,-0.2546
30,-0.332
31,-0.6558
32,1.555
33,0.3392
34,0.194
35,0.8884
36,-0.3335
37,0.3966
38,-0.2677
39,-0.4461
40,1.012
41,0.5344
42,0.02171
43,-0.4453
44,-0.2837
45,-0.8505
46,-0.2551
47,1.089
48,0.6107
49,0.9058
50,1.344
51,0.1209
52,-0.1844
53,0.2028
54,0.6792
55,0.0955
56,0.01192
57,-1.314
58,0.3555
59,0.8741
60,0.06138
61,0.3811
62,1.251
63,0.08655
64,-0.5686
65,0.1871
66,0.41
67,0.659
68,1.555
69,-0.2835
70,0.01364
71,1.339
72,1.07
73,0.4597
74,-0.3355
75,0.7387
76,0.07973
77,-0.1786
78,0.5329
79,-0.4822
80,-0.4817
81,0.05076
82,-0.02409
83,-0.02076
84,-0.1211
85,0.2997
86,-0.7008
87,0.1713
88,0.8314
89,1.032
90,0.9188
91,0.2719
92,0.3095
93,0.647
94,-0.8006
95,-0.1497
96,0.1041
97,0.1008
98,0.9124
99,-0.479
100,0.2663
101,-0.2324
102,0.8169
103,0.8148
104,-0.4715
105,-0.1513
106,0.3256
107,-0.1288
108,-0.4048
109,0.8005
110,0.286
111,0.01001
112,-0.1616
113,0.2006
114,-0.4431
115,-0.0492
116,0.4284
117,0.1942
118,1.183
119,-0.09653
120,-0.8787
121,0.0457
122,0.0173
123,-0.3351
124,0.7657
125,0.2623
126,0.5873
127,-0.7968
128,0.3619
129,-0.1049
130,0.07388
131,0.5543
132,0.3185
133,-0.1477
134,-0.2777
135,-0.3554
136,0.4388
137,-0.3533
138,0.9051
139,0.5147
140,-0.7109
141,0.6144
142,-0.04103
143,0.3659
144,-0.04658
145,0.3732
146,0.2437
147,-0.2167
148,1.174
149,-0.2386
150,0.6263
151,0.2358
152,0.1724
153,0.9425
154,0.5477
155,0.4437
156,-0.5709
157,-0.6317
158,0.4151
159,-0.0927
160,0.5134
161,-0.1657
162,1.216
163,-0.5699
164,0.6988
165,0.6259
166,-0.2115
167,0.2534
168,0.7417
169,0.518
170,0.5097
171,-0.6871
172,1.22
173,0.4461
174,0.3057
175,0.5799
176,1.141
177,0.4042
178,0.8295
179,-0.4184
180,-0.9999
181,-1.318
182,-0.0006123
183,0.2562
184,0.431
185,-0.9144
186,0.2156
187,-0.197
188,0.1422
189,1.058
190,0.7794
191,0.3815
192,1.047
193,0.4703
194,-0.365
195,-0.1811
196,-0.5673
197,0.5781
198,0.6159
199,-0.7186
200,0.1739
201,0.496
202,0.5789
203,0.3267
204,0.4558
205,0.5274
206,0.0356
207,0.6063
208,0.2049
209,0.07611
210,0.6922
211,0.4042
212,-0.111
213,-0.3003
214,0.663
215,0.05844
216,0.833
217,0.5059
218,0.7562
219,0.3955
220,0.5543
221,0.1681
222,0.5155
223,0.02329
224,0.6603
225,0.3486
226,0.1876
227,-0.3647
228,0.2398
229,-0.07461
230,0.1399
231,0.4907
232,1.127
233,0.2426
234,1.125
235,-1.001
236,1.175
237,0.6484
238,-0.1402
239,-0.2921
240,0.03368
241,-0.5447
242,-0.4812
243,-0.05405
244,-1.286
245,-0.1522
246,0.2055
247,0.3381
248,0.4022
249,0.0096
250,0.3736
251,0.25
252,0.1209
253,0.8745
254,0.6435
255,-0.07711
256,-0.1057
257,-0.8355
258,-0.6537
259,0.3552
260,0.8519
261,0.5585
262,0.5081
263,-0.2496
264,-0.3618
265,0.5115
266,-0.5256
267,0.2197
268,-0.4131
269,1.098
270,-0.4248
271,1.077
272,0.01076
273,-0.7639
274,0.1044
275,-0.4656
276,1.168
277,1.01
278,0.3249
279,0.5265
280,0.2106
