MDTU,0,2,4,6,8,10
10,0.0541708,0.0544142,0.0562445,0.0564389,0.0571222,0.0573721
20,0.0562323,0.0563632,0.0573032,0.0574937,0.0592841,0.0598969
30,0.0580367,0.0580515,0.0586527,0.0588069,0.0601076,0.0604968
40,0.0588113,0.0591211,0.0596949,0.0597468,0.0602002,0.0604199
50,0.0546408,0.0546648,0.0560297,0.0560435,0.0570492,0.057495
60,0.0546508,0.0547495,0.0572292,0.057277,0.0579583,0.0581087
70,0.0533502,0.0534428,0.0563219,0.0563283,0.0573481,0.0575106
80,0.0529345,0.0530014,0.0552515,0.0553006,0.055805,0.0558843
90,0.0558773,0.0561281,0.0575145,0.0577759,0.058224,0.0583912
100,0.0546564,0.0547729,0.0568555,0.0569438,0.0574729,0.0575433
110,0.0539286,0.0539537,0.0553311,0.0556683,0.0570381,0.0571515
120,0.0551106,0.0552314,0.0560572,0.0562706,0.0572656,0.0572748
130,0.0522674,0.0523493,0.0544412,0.0545668,0.0558845,0.0562739
140,0.0544509,0.0545266,0.0551625,0.0552667,0.0565144,0.0565598
150,0.0562305,0.0563783,0.0572884,0.0573244,0.0586021,0.0587372
160,0.0528314,0.0528646,0.054681,0.054722,0.0549296,0.0550966
170,0.0526567,0.0527991,0.0535349,0.053623,0.0550138,0.0551893
180,0.0543527,0.0545611,0.0552267,0.0553758,0.0562937,0.0563094
190,0.0554541,0.0555736,0.0571003,0.0573359,0.0580848,0.0581358
200,0.0537535,0.0538934,0.0554985,0.0555042,0.0564632,0.0564976
210,0.0536863,0.0538651,0.0557124,0.0557489,0.0574107,0.0575503
220,0.0511782,0.0512393,0.0527236,0.0527342,0.0546279,0.0553061
230,0.0549027,0.0549319,0.0567446,0.0567687,0.0571846,0.0577747
240,0.0554297,0.0554658,0.0573174,0.0573914,0.0579397,0.0581877
250,0.0581928,0.0583208,0.0585108,0.0585675,0.0598001,0.0599753
260,0.0545516,0.0547561,0.0563574,0.0563739,0.056868,0.0572263
270,0.0532754,0.0533975,0.0559656,0.0560553,0.0562368,0.0567345
280,0.0554192,0.0558321,0.0575898,0.0576639,0.0578201,0.057885
290,0.0549119,0.0549567,0.0566461,0.0567952,0.057747,0.0578547
300,0.0566152,0.0567182,0.0594499,0.0594824,0.0601884,0.060388
310,0.05602,0.056134,0.0570308,0.057076,0.0584847,0.0585263
320,0.0567386,0.0568051,0.0589848,0.0591157,0.0599794,0.0603884
330,0.0581968,0.0584348,0.0593239,0.05936,0.0599543,0.0601562
340,0.0565805,0.0567295,0.0578243,0.0580076,0.0583684,0.0585704
350,0.0549237,0.0551164,0.0562741,0.0564383,0.0573875,0.0578656
360,0.0545288,0.0546008,0.05672,0.0567924,0.0568475,0.0568689
370,0.0542724,0.054349,0.0551587,0.0551712,0.0562214,0.0563319
380,0.0509624,0.0510109,0.0532564,0.0533372,0.0542708,0.0543203
390,0.055265,0.055314,0.0562997,0.056562,0.0575862,0.0578352
400,0.0531248,0.0533148,0.0542541,0.0543822,0.0557336,0.0559829
410,0.0540344,0.0541641,0.054886,0.0549858,0.0552166,0.0553886
420,0.0512443,0.0515221,0.0530908,0.0531691,0.0543719,0.0544407
430,0.0570298,0.0573502,0.059284,0.0593832,0.0596239,0.0598624
440,0.0544862,0.0546118,0.0554663,0.0556676,0.0568496,0.0570936
450,0.0530923,0.0531607,0.0551331,0.0552364,0.055329,0.0554018
460,0.054371,0.0544302,0.0560446,0.0561739,0.0564934,0.0565686
470,0.0510147,0.0510948,0.0534548,0.0534746,0.0543248,0.0545606
480,0.0548453,0.0548749,0.0555208,0.0556077,0.0568429,0.0573568
490,0.051899,0.0519642,0.0527624,0.0528904,0.0535868,0.0536955
500,0.0547551,0.0547756,0.0559452,0.0561256,0.0576943,0.0578819
510,0.0545759,0.0546696,0.0554617,0.0559642,0.0570299,0.0575286
520,0.0519961,0.0522975,0.0535746,0.0537215,0.0551166,0.0556712
530,0.0523045,0.0525033,0.0537505,0.0538244,0.0541918,0.0543571
540,0.0528804,0.0529181,0.0538864,0.0542077,0.0561414,0.05621
550,0.0535085,0.0535262,0.0548855,0.0549845,0.0565557,0.0568379
560,0.0548544,0.054887,0.0560473,0.056089,0.0567642,0.056831
570,0.0557402,0.0559228,0.0577442,0.0579779,0.0583029,0.0583474
580,0.0524527,0.0524823,0.0542564,0.0542745,0.0563918,0.0564861
590,0.0509917,0.0511151,0.0521558,0.052196,0.0550716,0.0552756
600,0.056816,0.0568425,0.058687,0.0587831,0.0589865,0.0590789
610,0.0553167,0.0554371,0.0567372,0.0571108,0.0572382,0.0575187
620,0.0546421,0.054673,0.0555897,0.0556359,0.0568306,0.0569997
630,0.0507851,0.0508363,0.0535731,0.0536616,0.0558376,0.0561567
640,0.0569888,0.0569944,0.0584737,0.0585456,0.0595309,0.0596708
650,0.0549934,0.0550497,0.0556259,0.0557175,0.0568214,0.0568798
660,0.0517109,0.0519082,0.0541037,0.0544554,0.05489,0.0549186
670,0.0515134,0.051562,0.053454,0.053494,0.054291,0.0542991
680,0.0525448,0.0525692,0.0538675,0.0540038,0.0551915,0.055343
690,0.0508542,0.0508659,0.0542911,0.0543055,0.0553108,0.0553852
700,0.0542247,0.0543766,0.056328,0.0564028,0.0571558,0.0572213
710,0.0542509,0.0542632,0.0564381,0.056661,0.0583975,0.0587472
720,0.054536,0.0547835,0.0568035,0.0570156,0.0572231,0.0573628
730,0.0544263,0.0544322,0.0549691,0.0552445,0.0574395,0.0578381
740,0.0538208,0.0539706,0.0555914,0.0556548,0.0569193,0.0573
750,0.0553465,0.0555761,0.0574009,0.0574137,0.0575989,0.0576846
760,0.0563222,0.0563911,0.0577849,0.0578597,0.0580868,0.0588145
770,0.0525372,0.0525444,0.0543599,0.0545967,0.0554319,0.0554768
780,0.0527225,0.0528841,0.0548334,0.0548428,0.0553996,0.0554858
790,0.0554348,0.0555523,0.056962,0.0569834,0.0589654,0.0597944
800,0.0580238,0.058099,0.0585268,0.0588582,0.0592339,0.0597674
810,0.0572793,0.0572896,0.058354,0.0584849,0.0595593,0.0596871
820,0.0539094,0.0539691,0.0557709,0.0558879,0.0568695,0.0571592
830,0.0564986,0.056568,0.0576455,0.0577564,0.0580607,0.0581897
840,0.055072,0.0553316,0.0564767,0.0566799,0.0574445,0.0575154
850,0.0566521,0.0567923,0.0576781,0.0576876,0.0585315,0.0587603
860,0.0559603,0.0561169,0.0573227,0.0574308,0.0584554,0.0587043
870,0.0510846,0.0512009,0.0540389,0.0540999,0.0549942,0.0552444
880,0.0569908,0.05701,0.0580355,0.0580868,0.0591579,0.0593104
890,0.0520197,0.0520412,0.0540994,0.0541606,0.0550138,0.0550451
900,0.0508058,0.050853,0.0531049,0.0531275,0.0544617,0.0546087
910,0.052482,0.0527835,0.0551547,0.0552533,0.0555678,0.0558532
920,0.0550651,0.0551614,0.0576703,0.0578214,0.0581046,0.0581501
930,0.0545582,0.0546991,0.05569,0.0559589,0.0569169,0.0570761
940,0.056557,0.0567078,0.0572224,0.05728,0.0581279,0.0583932
950,0.0531825,0.0531975,0.0547152,0.054751,0.0556213,0.0558852
960,0.0540743,0.0541844,0.0569496,0.0569666,0.0572327,0.0572662
970,0.054173,0.0543382,0.0565455,0.0565551,0.0568919,0.0570061
980,0.0534029,0.0537909,0.0545162,0.0548847,0.055852,0.056203
990,0.0504618,0.0504992,0.053509,0.0535699,0.0539666,0.0540884
1000,0.0562801,0.0563393,0.0569298,0.0571564,0.0582193,0.0582709
1010,0.055496,0.055537,0.0569532,0.0569919,0.0571997,0.0574808
1020,0.0515624,0.0517194,0.05376,0.0537864,0.0552687,0.0553307
1030,0.0554475,0.0554682,0.0575412,0.0576299,0.0578635,0.0581106
