t,walltime
10,10.49
20,10.52
30,10.49
40,10.49
50,10.53
60,10.57
70,10.56
80,10.49
90,10.51
100,10.43
110,10.59
120,10.52
130,10.54
140,10.57
150,10.5
160,10.58
170,10.58
180,10.63
190,10.52
200,10.54
210,10.46
220,10.48
230,10.5
240,10.44
250,10.52
260,10.47
270,10.51
280,10.57
290,10.5
300,10.45
310,10.46
320,10.45
330,10.5
340,10.47
350,10.52
360,10.61
370,10.54
380,10.6
390,10.53
400,10.56
410,10.58
420,10.55
430,10.56
440,10.51
450,10.61
460,10.59
470,10.62
480,10.6
490,10.6
500,10.57
510,10.51
520,10.55
530,10.64
540,10.59
550,10.5
560,10.48
570,10.51
580,10.51
590,10.62
600,10.57
610,10.44
620,10.53
630,10.57
640,10.5
650,10.47
660,10.56
670,10.67
680,10.55
690,10.58
700,10.56
710,10.54
720,10.68
730,10.6
740,10.59
750,10.52
760,10.53
770,10.61
780,10.56
790,10.58
800,10.52
810,10.45
820,10.5
830,10.48
840,10.46
850,10.53
860,10.55
870,10.62
880,10.62
890,10.55
900,10.64
910,10.65
920,10.55
930,10.5
940,10.6
950,10.59
960,10.56
970,10.57
980,10.5
990,10.6
1000,10.66
1010,10.61
1020,10.57
1030,10.56
1040,10.63
1050,10.61
1060,10.65
1070,10.54
1080,10.54
1090,10.5
1100,10.53
1110,10.57
1120,10.62
1130,10.59
1140,10.53
1150,10.55
1160,10.49
1170,10.48
1180,10.63
1190,10.56
1200,10.53
1210,10.53
1220,10.51
1230,10.56
1240,10.58
1250,10.5
1260,10.6
1270,10.63
1280,10.56
1290,10.6
1300,10.58
1310,10.65
1320,10.6
1330,10.62
1340,10.65
1350,10.66
1360,10.68
1370,10.53
1380,10.64
1390,10.65
1400,10.66
1410,10.67
1420,10.6
1430,10.62
1440,10.59
1450,10.67
1460,10.64
1470,10.58
1480,10.62
1490,10.53
1500,10.56
1510,10.63
1520,10.68
1530,10.59
1540,10.58
1550,10.66
1560,10.72
1570,10.71
1580,10.59
1590,10.64
1600,10.62
1610,10.61
1620,10.61
1630,10.65
1640,10.63
1650,10.59
1660,10.64
1670,10.61
1680,10.61
1690,10.56
1700,10.62
1710,10.67
1720,10.66
1730,10.58
1740,10.71
1750,10.69
1760,10.7
1770,10.69
1780,10.62
1790,10.74
1800,10.65
1810,10.68
1820,10.67
1830,10.57
1840,10.66
1850,10.68
1860,10.7
1870,10.63
1880,10.7
1890,10.65
1900,10.6
1910,10.69
1920,10.66
1930,10.74
1940,10.69
1950,10.68
1960,10.68
1970,10.62
1980,10.68
1990,10.66
2000,10.75
2010,10.69
2020,10.78
2030,10.72
2040,10.69
2050,10.77
2060,10.76
2070,10.83
2080,10.81
2090,10.71
2100,10.76
2110,10.67
2120,10.83
2130,10.82
2140,10.69
2150,10.77
2160,10.73
2170,10.75
2180,10.77
2190,10.71
2200,10.81
2210,10.8
2220,10.81
2230,10.83
2240,10.84
2250,10.93
2260,10.9
2270,10.79
2280,10.94
2290,10.77
2300,10.85
2310,10.92
2320,10.75
2330,10.91
2340,10.9
2350,10.9
2360,10.98
2370,10.99
2380,10.84
2390,10.89
2400,11
2410,10.92
2420,11.04
2430,11.02
2440,10.82
2450,11.03
2460,11.05
2470,10.83
2480,11.04
2490,11.11
2500,11.01
2510,11.09
2520,11.09
2530,10.94
2540,11.12
2550,11.17
2560,11.16
2570,10.98
2580,11.12
2590,11.16
2600,10.96
2610,11.06
2620,11.04
2630,11.02
2640,10.97
2650,11.17
2660,11.18
2670,11.09
2680,11.22
2690,11.2
2700,11.16
2710,11
2720,11.14
2730,11.2
2740,11.16
2750,11.02
2760,11.16
2770,11.19
2780,11.06
2790,11.27
2800,11.25
2810,11.23
2820,11.05
2830,11.27
2840,11.25
2850,11.34
2860,11.14
2870,11.28
2880,11.32
2890,11.35
2900,11.31
2910,11.22
2920,11.39
2930,11.33
2940,11.27
2950,11.04
2960,11.31
2970,11.35
2980,11.31
2990,11.33
3000,11.09
3010,11.37
3020,11.35
3030,11.24
3040,11.14
3050,11.34
3060,11.36
3070,11.42
3080,11.39
3090,11.16
3100,11.35
3110,11.46
3120,11.58
3130,11.56
3140,11.38
3150,11.45
3160,11.52
3170,11.54
3180,11.62
3190,11.57
3200,11.54
3210,11.32
3220,11.32
3230,11.45
3240,11.51
3250,11.49
3260,11.65
3270,11.51
3280,11.32
3290,11.65
3300,11.57
3310,11.6
3320,11.62
3330,11.63
3340,11.66
3350,11.49
3360,11.38
3370,11.55
3380,11.6
3390,11.69
3400,11.7
3410,11.76
3420,11.78
3430,11.77
3440,11.74
3450,11.49
3460,11.55
3470,11.77
3480,11.82
3490,11.75
3500,11.81
