MDTU,susyTrans,Im(bilin)
10,-0.0448629,-6.14071e-06
20,-0.0201795,-7.93036e-06
30,-0.00393046,1.171e-05
40,-0.000664874,-1.14054e-05
50,-0.00107624,-1.20826e-05
60,0.0107879,1.24826e-05
70,0.00619884,-3.22209e-06
80,-0.00930076,1.06685e-05
90,0.0064134,-1.33432e-05
100,-0.0078531,9.11612e-06
110,-0.00955912,-7.549e-06
120,0.0171682,-2.26594e-05
130,0.00790234,2.56712e-06
140,-0.000874296,-9.93812e-06
150,-0.0120441,1.34929e-05
160,0.0111511,1.83805e-05
170,0.0128936,-1.43415e-05
180,0.0134978,1.28129e-05
190,0.00326487,-3.79656e-05
200,-0.00422849,-2.00573e-06
210,0.00459094,-4.62684e-06
220,-0.0059828,1.12031e-05
230,0.00803691,-9.15923e-06
240,0.0161696,-3.35102e-06
250,-0.0149032,-2.64936e-05
260,-0.00339736,6.51744e-06
270,-0.0422372,1.72335e-05
280,0.0145416,1.90491e-05
290,0.00679,-2.55897e-05
300,0.00984983,-1.227e-05
310,0.00365247,-2.59509e-05
320,0.0188757,6.52864e-06
330,0.0147751,3.14559e-05
340,-0.0147326,2.4124e-05
350,-0.0240293,1.68162e-05
360,-0.00412805,4.15613e-07
370,-0.0188556,-4.71137e-06
380,0.0255364,-2.51323e-05
390,0.00789829,-1.55574e-06
400,0.0218309,2.2045e-05
410,0.012068,-4.37581e-06
420,0.0255892,-1.86741e-05
430,0.00575678,-2.78212e-05
440,-0.00793997,-2.86755e-07
450,0.0213871,2.02717e-05
460,-0.00154035,-5.72488e-06
470,-0.000191412,1.24026e-05
480,-0.0216332,-1.74493e-05
490,0.0307501,-1.47572e-05
500,0.0162355,-6.17012e-06
510,0.0107264,-1.89708e-05
520,0.00161514,2.40156e-05
530,-0.0205383,1.47107e-05
540,-0.000319536,1.28752e-05
550,0.017241,-2.77071e-06
560,0.0359413,3.18979e-05
570,-0.00334633,1.03213e-05
580,-0.018675,-1.15911e-05
590,0.0351272,1.56385e-05
600,0.0195779,-6.83276e-07
610,-0.00190612,-1.22749e-05
620,-0.0040212,2.65914e-05
630,-0.00073783,4.44212e-06
640,-0.0276248,-3.01083e-06
650,0.0114613,1.00033e-05
660,-0.0038035,1.72375e-05
670,0.0194427,-1.55174e-05
680,0.00873184,2.5471e-07
690,-0.00917151,3.94461e-06
700,-0.0060106,1.50124e-06
710,0.00760669,-1.94845e-05
720,0.0186561,-2.78569e-05
730,0.0195287,-6.64907e-06
740,0.00456258,1.17382e-05
750,0.00825419,1.17447e-05
760,0.00377375,-4.50237e-06
770,0.00278114,-6.80592e-06
780,-0.00530452,-1.36795e-05
790,0.00387938,-1.00245e-05
800,-0.00664151,-1.31891e-05
810,-0.00264163,-4.32617e-06
820,0.0161057,1.89744e-05
830,-0.0251138,-9.62759e-06
840,0.00089725,1.01214e-05
850,0.00536625,-1.03062e-05
860,-0.0189932,2.11232e-05
870,0.0101054,-4.04755e-06
880,0.0106086,7.63027e-10
890,0.0108973,-2.05684e-05
900,-0.00899037,2.95972e-05
910,0.00320106,-8.982e-06
920,0.0240607,8.04368e-06
930,0.0137141,-3.08938e-06
940,-0.0242014,-5.43375e-06
950,-0.0205092,-3.02406e-05
960,0.0238107,-1.32882e-05
970,-0.0171943,8.49062e-06
980,0.0108353,1.43812e-06
990,0.0162812,8.64306e-06
1000,-0.0182791,-1.68521e-05
1010,-0.0150452,1.85911e-05
1020,0.00859008,1.00059e-05
1030,0.00747314,9.65712e-06
1040,-0.0081685,-1.69049e-05
1050,-0.00877264,3.5424e-06
1060,0.00831156,-2.35452e-06
1070,-0.0111552,-2.42144e-05
1080,-0.00254171,-5.77276e-06
1090,-0.000741832,-3.0733e-06
1100,-0.0108621,-1.89621e-05
1110,-0.0210663,-1.26045e-05
1120,0.00727765,-1.82973e-05
1130,-0.00550475,5.91997e-06
1140,-0.0122024,1.12964e-05
1150,0.00454352,2.79516e-05
1160,0.00832807,-3.03976e-06
1170,-0.017437,3.88271e-08
1180,-0.0044444,-2.53002e-05
1190,-0.0257526,1.45934e-05
1200,-0.00419011,-7.5874e-06
1210,0.00169244,1.20067e-05
1220,0.00820584,3.85882e-05
1230,-0.0178487,1.01544e-05
1240,-0.00335545,-5.27714e-06
1250,-0.020962,-1.27548e-05
1260,0.0158177,-6.00658e-06
1270,-0.0104175,2.26273e-06
1280,0.00756519,-1.14704e-05
1290,-0.0116294,5.47969e-07
1300,0.00436479,-2.81223e-07
1310,0.0245155,-7.11962e-06
1320,-0.017484,7.00597e-07
1330,0.0125545,-9.71841e-06
1340,0.00541484,1.90234e-05
1350,0.000446137,-3.47905e-06
