ReTr(Lx),ImTr(Lx)
-8.79125,42.6454
-8.27535,16.0358
-5.51355,7.69896
-5.51355,7.69896
-5.51355,7.69896
-1.71708,5.47212
-0.433287,3.89947
-0.433287,3.89947
-0.433287,3.89947
-0.433287,3.89947
-0.433287,3.89947
-1.09696,2.50791
-1.01402,1.55287
-1.01025,0.917992
-1.01025,0.917992
-0.682289,0.978167
-0.682289,0.978167
-0.730515,0.481472
-0.47692,0.456917
-0.295503,0.523783
-0.125532,0.507343
-0.125532,0.507343
0.165863,0.370207
0.300515,0.338147
0.441256,0.263363
0.441256,0.263363
0.316877,0.324969
0.316877,0.324969
0.316877,0.324969
0.415443,-0.0389421
0.275482,-0.133769
0.180307,0.0146596
0.176849,0.0181268
0.0972025,0.0467956
0.0980892,0.0434488
0.0980892,0.0434488
0.145053,-0.0473571
0.159596,-0.00916183
0.135928,0.13115
0.120957,0.101874
0.0271017,0.158103
0.120242,0.0984275
0.140214,0.0123256
0.11389,0.00743736
0.147847,0.0273969
0.147847,0.0273969
0.145328,0.0298245
0.145328,0.0298245
0.103021,-0.0517362
0.0999458,-0.0473146
0.0867592,-0.0575918
0.013983,-0.109359
0.0335732,-0.131576
0.0469163,-0.105743
-0.0227493,-0.179688
-0.153357,-0.182797
-0.180786,-0.0631152
-0.213113,-0.0397692
-0.178517,0.0543797
-0.165839,-0.104487
-0.178852,-0.0146413
-0.144681,-0.061164
-0.150525,-0.100201
-0.134295,-0.0448503
-0.117125,0.0798838
-0.0548891,0.140342
-0.0873992,0.154524
-0.08849,0.138553
-0.0404923,0.218533
-0.0673661,0.140429
-0.0878858,0.230388
-0.162516,0.192499
-0.0862758,0.251717
-0.169978,0.267108
-0.270055,0.0454147
-0.377608,0.0395399
-0.377608,0.0395399
-0.222245,-0.0471412
-0.171477,-0.168396
-0.171477,-0.168396
-0.159072,-0.258047
-0.159072,-0.258047
-0.134405,-0.13299
-0.322068,-0.157172
-0.132787,-0.186987
0.064339,-0.314784
-0.137536,-0.159172
-0.137536,-0.159172
-0.147732,-0.121107
-0.0253709,-0.190427
-0.00315051,-0.159748
-0.0629383,-0.15668
-0.11728,-0.192295
0.0236327,-0.205116
0.0498267,-0.264358
0.00999267,-0.249952
0.09396,-0.311466
0.0302326,-0.252153
-0.0750301,-0.322414
-0.00316777,-0.154002
0.0194229,-0.253989
0.0400407,-0.288559
-0.0758161,-0.1907
-0.126042,-0.13545
