t,|deltaS|
1,7.535
2,1.866
3,1.651
4,1.133
5,1.312
6,1.229
7,0.6575
8,0.9225
9,1.44
10,0.679
11,1.284
12,0.8646
13,0.8712
14,0.1743
15,1.019
16,0.429
17,0.5558
18,0.3976
19,0.4834
20,0.5062
21,0.03497
22,0.6775
23,0.2021
24,0.09295
25,0.3801
26,0.03502
27,0.1753
28,0.4562
29,0.3453
30,0.2939
31,0.3702
32,0.6816
33,0.01416
34,0.004769
35,0.004565
36,0.3778
37,0.1601
38,0.08432
39,0.3348
40,0.004505
41,0.08633
42,0.07842
43,0.07994
44,0.05441
45,0.09178
46,0.7118
47,0.3158
48,0.3402
49,0.08468
50,0.2343
51,0.01914
52,0.4124
53,0.1512
54,0.2004
55,0.328
56,0.4551
57,0.2483
58,0.294
59,0.127
60,0.3927
61,0.2657
62,0.1054
63,0.02045
64,0.1291
65,0.1904
66,0.2509
67,0.008456
68,0.1834
69,0.01381
70,0.03006
71,0.1457
72,0.2609
73,0.0242
74,0.04172
75,0.5288
76,0.1142
77,0.2755
78,0.3034
79,0.1653
80,0.3487
81,0.3349
82,0.2227
83,0.02169
84,0.0317
85,0.1755
86,0.2271
87,0.4362
88,0.2853
89,0.1245
90,0.1202
91,0.1752
92,0.01801
93,0.454
94,0.2442
95,0.1458
96,0.3122
97,0.3922
98,0.129
99,0.02676
100,0.1396
101,0.03751
102,0.1606
103,0.2171
104,0.07537
105,0.1096
106,0.2276
107,0.1325
108,0.03195
109,0.1942
110,0.1715
111,0.06837
112,0.37
113,0.2132
114,0.06509
115,0.384
116,0.4334
117,0.01156
118,0.2635
119,0.02058
120,0.179
121,0.3118
122,0.04678
123,0.02605
124,0.3865
125,0.4365
126,0.2767
127,0.5004
128,0.1042
129,0.2666
130,0.1499
131,0.1101
132,0.4064
133,0.3026
134,0.2893
135,0.1533
136,0.3285
137,0.01117
138,0.1103
139,0.1915
140,0.1256
141,0.1208
142,0.3924
143,0.5237
144,0.27
145,0.06962
146,0.3372
147,0.3761
148,0.2491
149,0.07823
150,0.07561
151,0.002929
152,0.1364
153,0.3458
154,0.3494
155,0.3674
156,0.07944
157,0.07874
158,0.2213
159,0.006312
160,0.02226
161,0.2786
162,0.09512
163,0.7419
164,0.4094
165,0.293
166,0.3193
167,0.1412
168,0.3324
169,0.5299
170,0.4293
171,0.005395
172,0.2503
173,0.3908
174,0.4574
175,0.1389
176,0.01291
177,0.1046
178,0.4181
179,0.003097
180,0.4438
181,0.4267
182,0.1387
183,0.2491
184,0.06565
185,0.1982
186,0.2883
187,0.137
188,0.6795
189,0.2543
190,0.04439
191,0.4538
192,0.5002
