MDTU,0,2,4,6,8,10
10,0.0664683,0.0664909,0.068769,0.0688156,0.0691787,0.0692071
20,0.0621912,0.0622234,0.0632286,0.0633959,0.0640001,0.0641618
30,0.0583135,0.0584527,0.0599495,0.0599963,0.0603961,0.0605223
40,0.0566189,0.0566471,0.0578461,0.0578618,0.059264,0.0595764
50,0.0553183,0.0554138,0.0570179,0.0571109,0.0579975,0.0580566
60,0.0580349,0.0581595,0.0593268,0.0593654,0.0615826,0.0616961
70,0.0570462,0.0570609,0.0598981,0.0600146,0.060395,0.0604326
80,0.0566248,0.0566662,0.0585868,0.0587409,0.0590687,0.0591054
90,0.0576049,0.0577053,0.0589529,0.0591367,0.0595872,0.0596379
100,0.0606975,0.0607219,0.0608342,0.0610143,0.0617946,0.0620114
110,0.0547362,0.0548619,0.0571452,0.0571542,0.0574948,0.057602
120,0.0587509,0.0588548,0.0597491,0.0598829,0.0607453,0.061023
130,0.0571685,0.0572849,0.0592343,0.0593197,0.0597435,0.0598213
140,0.0620351,0.0621301,0.0624689,0.0625738,0.0630216,0.0634815
150,0.05744,0.0574578,0.0586938,0.058729,0.0593067,0.0594807
160,0.0580482,0.058084,0.0601861,0.060352,0.0606243,0.060677
170,0.0566973,0.0567702,0.0587856,0.0588802,0.0594655,0.0595866
180,0.053472,0.0535251,0.0567088,0.0567586,0.0574872,0.057538
190,0.0544339,0.0545508,0.0557139,0.0559737,0.0581249,0.0582436
200,0.0590114,0.0590486,0.0611724,0.0612898,0.0625262,0.0626094
210,0.0561455,0.056279,0.0580412,0.0581156,0.0581747,0.0582353
220,0.0558541,0.0559789,0.0595031,0.0595408,0.0601114,0.0602234
230,0.0572631,0.0574146,0.0594073,0.0594191,0.0599697,0.0600737
240,0.0589301,0.0589754,0.0601812,0.0603176,0.0605377,0.0607236
250,0.0571315,0.0571435,0.058801,0.0588974,0.0594132,0.0595833
260,0.058152,0.0581808,0.0603078,0.0603455,0.0608053,0.0609672
270,0.0609271,0.0609602,0.0613682,0.0615434,0.0630534,0.063225
280,0.0567064,0.0567703,0.0589019,0.0589073,0.0591399,0.059467
290,0.0572146,0.0572633,0.0590677,0.0591124,0.0595456,0.0595622
300,0.0603268,0.060378,0.0625324,0.0626864,0.0628066,0.0628211
310,0.0584115,0.0586662,0.0592475,0.059479,0.0602824,0.0603252
320,0.0587094,0.058785,0.0604022,0.0604452,0.0607083,0.0608416
330,0.0548273,0.0548662,0.0564365,0.0565873,0.05767,0.0577019
340,0.0583239,0.0583463,0.0591756,0.0593102,0.0594603,0.0596287
350,0.0570642,0.0571273,0.0586641,0.058932,0.0596743,0.0598498
360,0.0559372,0.05599,0.0577325,0.0578187,0.0591534,0.0595891
370,0.0577819,0.0579564,0.0591073,0.0591408,0.0595729,0.0597838
380,0.0578469,0.057851,0.0602536,0.0603993,0.0610272,0.0611158
390,0.0596241,0.0596301,0.0611734,0.0612792,0.0615072,0.0615254
400,0.059452,0.0595158,0.0608756,0.0609643,0.0624583,0.062647
410,0.0536232,0.0537072,0.0553405,0.0554567,0.05773,0.0578187
420,0.0564747,0.0566697,0.0580734,0.0581124,0.0596645,0.0598723
430,0.0543812,0.0544836,0.0577046,0.0578563,0.0588815,0.0590201
440,0.0591328,0.0591972,0.0599141,0.0600501,0.060851,0.0609367
450,0.0577404,0.0577735,0.0593015,0.0594528,0.0600536,0.060513
460,0.0621142,0.0622154,0.0630521,0.0632034,0.0633617,0.0636708
470,0.0584694,0.0587308,0.0602979,0.0603064,0.0604212,0.0604798
480,0.0581528,0.0582764,0.0589961,0.0590233,0.0596808,0.0598025
490,0.0624853,0.0626999,0.0629578,0.0632754,0.064504,0.0646376
500,0.0561597,0.0561841,0.0584558,0.0584832,0.0593524,0.0595113
510,0.0571794,0.0572546,0.0591958,0.0594081,0.0597424,0.0598468
520,0.0541352,0.0541878,0.0569275,0.0570383,0.0581851,0.0585038
530,0.0593485,0.0593865,0.0604129,0.060477,0.0609011,0.0610429
