MDTU,|det-1|^2,1-Re(det),Im(det)
1,2.59812e+07,-5096.3,-0.0475575
2,2.15077e+06,-1466.26,-0.0260904
3,163063,-403.727,2.10641e-05
4,163063,-403.727,2.10641e-05
5,163063,-403.727,2.10641e-05
6,25909.9,-160.897,0.00168599
7,7303.77,-85.4282,-0.00189345
8,7303.77,-85.4282,-0.00189345
9,7303.77,-85.4282,-0.00189345
10,7303.77,-85.4282,-0.00189345
11,7303.77,-85.4282,-0.00189345
12,2014.63,-44.8717,0.000238746
13,464.792,-21.5521,-0.000231375
14,376.654,-19.4037,0.000137601
15,376.654,-19.4037,0.000137601
16,165.656,-12.8664,-0.000263694
17,165.656,-12.8664,-0.000263694
18,55.8123,-7.46867,-0.000184101
19,20.1521,-4.48738,-0.000147321
20,8.86834,-2.97556,-1.79066e-05
21,6.18466,-2.48558,-2.30383e-05
22,6.18466,-2.48558,-2.30383e-05
23,3.5612,-1.88461,-0.000134926
24,4.08547,-2.01934,-3.88762e-05
25,1.11843,-1.05424,9.64266e-05
26,1.11843,-1.05424,9.64266e-05
27,1.04952,-1.02244,3.81173e-05
28,1.04952,-1.02244,3.81173e-05
29,1.04952,-1.02244,3.81173e-05
30,1.03325,-1.01481,-2.65925e-05
31,0.190873,-0.4357,1.27868e-05
32,0.0533019,0.230263,-8.89026e-07
33,0.1254,0.353745,1.84242e-05
34,0.121325,0.348004,-2.86636e-06
35,0.137675,0.370715,1.33132e-06
36,0.137675,0.370715,1.33132e-06
37,0.106251,0.325643,1.57396e-05
38,0.0818528,0.285687,-1.64181e-05
39,0.0377531,0.192526,-1.90862e-05
40,0.107597,0.327575,-1.22172e-05
41,0.154084,0.392284,1.92928e-05
42,0.120023,0.345978,2.6541e-05
43,0.120374,0.346288,2.16737e-05
44,0.202705,0.450026,1.20928e-05
45,0.170196,0.412329,-7.13398e-06
46,0.170196,0.412329,-7.13398e-06
47,0.250145,0.499951,5.20716e-06
48,0.250145,0.499951,5.20716e-06
49,0.271651,0.521106,-5.77522e-06
50,0.382685,0.618571,-3.77809e-06
51,0.32711,0.571848,-1.63392e-05
52,0.252557,0.502384,-1.48363e-05
53,0.178124,0.421674,1.18018e-05
54,0.225361,0.474448,2.7325e-05
55,0.0805071,0.28271,1.4539e-05
56,0.00143893,0.016107,1.65272e-05
57,0.0943851,0.306859,-1.48994e-05
58,0.0102126,0.096933,2.57487e-05
59,0.00594818,-0.0714,2.87435e-05
60,0.0174538,0.130559,-7.61484e-07
61,0.019433,0.137419,-4.32851e-06
62,0.0294718,0.169972,-2.05432e-05
63,0.0206748,0.142222,7.94096e-07
64,0.0328328,0.179836,-2.17533e-05
65,0.046073,0.213819,-1.31792e-05
66,0.0482187,0.218951,-8.68732e-07
67,0.00123874,0.027701,-1.74327e-05
68,0.0199956,0.13981,-5.12816e-06
69,0.0159708,-0.1223,-1.93523e-05
70,0.00256421,-0.04509,-2.27721e-05
71,0.227537,-0.47572,6.3632e-05
72,0.306099,-0.55158,1.58009e-06
73,0.149519,-0.38366,3.95356e-06
74,0.200735,-0.44636,4.54789e-05
75,0.634902,-0.79533,-4.41252e-06
76,0.615704,-0.78315,-3.62312e-05
77,0.615704,-0.78315,-3.62312e-05
78,0.0400225,-0.19826,1.20742e-05
79,0.087991,-0.29432,1.39887e-05
80,0.087991,-0.29432,1.39887e-05
81,0.0101854,-0.0972,8.62523e-06
82,0.0101854,-0.0972,8.62523e-06
83,0.00182286,0.031682,-3.33234e-05
84,0.119542,-0.34466,9.99759e-06
85,0.0484184,-0.21725,6.87873e-05
86,0.334208,-0.57665,5.23263e-05
87,0.0170447,0.128103,2.66356e-05
88,0.0170447,0.128103,2.66356e-05
89,0.00802011,0.081018,-2.15121e-05
90,0.00191329,0.035616,-7.65951e-06
91,0.0241262,0.15317,7.23645e-06
92,0.0440459,0.208415,-5.04389e-07
93,0.00702989,0.079693,-3.28722e-06
94,0.0105486,-0.09607,1.44172e-05
95,0.0162544,-0.12556,3.98207e-05
96,0.00351828,-0.04991,6.64507e-06
97,0.106437,-0.32496,2.63512e-05
98,0.0858204,-0.29102,-3.50736e-05
99,0.089261,-0.29757,5.8135e-07
100,0.00676428,-0.07774,-2.84244e-05
101,0.12611,-0.35322,-3.06099e-06
102,0.0332084,-0.17965,2.78358e-05
103,0.0162437,0.1253,4.26402e-05
104,0.0164526,0.126755,5.16113e-06
105,0.0341898,0.183785,1.28915e-05
106,0.134504,0.365986,4.71204e-05
107,0.185484,0.430488,1.03587e-05
