MDTU,link
1,1.42893
2,1.35807
3,1.28735
4,1.28735
5,1.28735
6,1.23982
7,1.20732
8,1.20732
9,1.20732
10,1.20732
11,1.20732
12,1.17696
13,1.14289
14,1.13938
15,1.13938
16,1.12081
17,1.12081
18,1.09963
19,1.07979
20,1.06482
21,1.06034
22,1.06034
23,1.05279
24,1.05407
25,1.03607
26,1.03607
27,1.03492
28,1.03492
29,1.03492
30,1.03626
31,1.0221
32,0.997055
33,0.988179
34,0.993283
35,0.991707
36,0.991707
37,0.992974
38,0.994559
39,0.998499
40,0.991209
41,0.988506
42,0.991511
43,0.991175
44,0.987014
45,0.986348
46,0.986348
47,0.978685
48,0.978685
49,0.97896
50,0.968685
51,0.97623
52,0.981376
53,0.986525
54,0.983738
55,0.994135
56,1.00564
57,0.992231
58,1.00271
59,1.01079
60,1.00275
61,1.00247
62,1.00182
63,1.00179
64,1.00237
65,1.00059
66,1.00028
67,1.00801
68,1.00271
69,1.01246
70,1.01379
71,1.0252
72,1.02713
73,1.02145
74,1.0223
75,1.03333
76,1.03096
77,1.03096
78,1.01619
79,1.01872
80,1.01872
81,1.01028
82,1.01028
83,1.00717
84,1.0174
85,1.01623
86,1.02603
87,1.00188
88,1.00188
89,1.00457
90,1.0067
91,1.0031
92,0.998875
93,1.00454
94,1.01136
95,1.0106
96,1.00853
97,1.01754
98,1.01768
99,1.01571
100,1.01286
101,1.0205
102,1.01361
103,1.00326
104,1.00305
105,0.999346
106,0.989462
107,0.986636
108,0.983262
109,0.983758
110,0.983536
111,0.994678
112,0.994678
113,0.993745
114,0.995324
115,0.985274
116,0.99247
117,0.997096
118,0.986975
119,0.990161
120,0.990341
121,0.987215
122,0.98266
123,0.984453
124,0.991904
125,0.986885
126,0.986885
127,0.998723
128,1.00215
129,1.01077
130,1.01007
131,1.00907
132,0.993302
133,1.00321
134,1.00321
135,1.00539
136,1.00539
137,1.01372
138,1.00802
139,1.01569
140,1.00743
141,1.00156
142,1.00156
143,0.992552
144,0.991914
145,0.995548
146,1.00494
147,0.991239
148,0.993214
149,0.983039
150,0.983589
151,0.98575
152,1.00105
153,0.996917
154,1.00423
155,1.00852
156,1.01413
157,1.01704
158,1.00397
159,1.00969
160,1.01332
161,1.00632
162,1.00552
163,1.00552
164,0.994876
165,1.00859
166,1.00549
167,1.00549
168,1.00174
169,1.01023
170,0.996915
171,0.991128
172,1.00439
173,1.00439
174,1.01458
175,1.01549
176,1.02046
177,1.01737
178,0.998293
179,0.994913
180,0.986472
181,0.99811
182,0.995725
183,1.00681
184,1.01167
185,1.01693
186,1.01198
187,1.00881
188,0.99132
189,0.990677
190,0.990366
191,1.00102
192,0.994546
193,0.994978
194,1.0153
195,1.01555
196,1.01513
197,1.02261
198,1.0142
199,1.02071
200,1.02414
201,1.01622
202,1.01267
203,1.00248
204,1.0067
205,1.0067
206,1.00574
207,1.00574
208,0.995523
209,1.00495
210,1.00663
211,0.986713
212,0.984333
213,0.992809
214,1.00251
215,1.00251
216,1.00606
217,0.998643
218,0.999858
219,1.00801
220,1.00389
221,1.00871
222,1.00426
223,1.01119
224,0.997162
225,1.01546
226,1.01275
227,1.01546
228,1.00882
229,1.00437
230,0.999408
231,0.994036
232,0.994036
233,0.998
234,0.992675
235,1.00735
236,1.0092
237,1.00521
238,1.0076
239,1.01594
240,1.01337
241,1.01243
242,1.01243
243,1.00342
244,1.00862
245,1.00878
246,1.01382
247,1.01028
248,1.00507
249,1.01503
250,0.998199
251,1.00735
252,1.01583
253,1.01236
254,1.01236
255,1.0173
256,1.0173
257,1.02013
258,1.01492
259,1.01035
260,1.00496
261,1.00496
262,1.00639
263,1.00919
264,1.01728
265,1.01069
266,1.01069
267,1.00672
268,1.00045
269,1.01288
270,1.01629
271,1.02033
272,1.02148
273,1.02069
274,1.01167
275,1.0174
276,1.0174
277,1.00692
278,1.00255
279,0.999229
280,0.998649
281,0.984573
282,0.99138
283,0.986195
284,0.984635
285,0.991699
286,0.991383
287,0.978516
288,0.99091
289,0.99855
290,0.997492
291,0.994994
292,0.991425
293,0.987344
294,0.995839
295,0.996826
296,1.00476
297,1.00476
298,1.00208
299,1.00208
300,1.00099
301,1.01156
302,1.01015
303,1.01015
304,1.00217
