MDTU,plaq
1,2.03885
2,1.83804
3,1.65168
4,1.65168
5,1.65168
6,1.53085
7,1.45208
8,1.45208
9,1.45208
10,1.45208
11,1.45208
12,1.37808
13,1.29907
14,1.2877
15,1.2877
16,1.24719
17,1.24719
18,1.1979
19,1.15461
20,1.12389
21,1.11257
22,1.11257
23,1.09446
24,1.09822
25,1.0649
26,1.0649
27,1.06245
28,1.06245
29,1.06245
30,1.06259
31,1.03308
32,0.980597
33,0.966646
34,0.966618
35,0.964014
36,0.964014
37,0.969355
38,0.974137
39,0.983715
40,0.969419
41,0.961366
42,0.967196
43,0.966817
44,0.953486
45,0.958829
46,0.958829
47,0.94572
48,0.94572
49,0.94284
50,0.924713
51,0.933551
52,0.944951
53,0.956826
54,0.949838
55,0.975131
56,1.00045
57,0.972147
58,0.99356
59,1.00724
60,0.990565
61,0.989573
62,0.986785
63,0.988887
64,0.985651
65,0.982151
66,0.982128
67,1.00003
68,0.989329
69,1.01172
70,1.00589
71,1.03443
72,1.03922
73,1.02938
74,1.0341
75,1.05183
76,1.0515
77,1.0515
78,1.01753
79,1.02375
80,1.02375
81,1.01012
82,1.01012
83,0.998826
84,1.0273
85,1.01826
86,1.04106
87,0.990845
88,0.990845
89,0.994704
90,0.998738
91,0.98773
92,0.983185
93,0.995301
94,1.00955
95,1.01184
96,1.00659
97,1.02585
98,1.02375
99,1.02385
100,1.00848
101,1.02822
102,1.01649
103,0.991752
104,0.991378
105,0.985137
106,0.964545
107,0.956409
108,0.952537
109,0.954031
110,0.950827
111,0.972237
112,0.972237
113,0.96581
114,0.975264
115,0.949902
116,0.964555
117,0.978036
118,0.958948
119,0.96627
120,0.962133
121,0.956414
122,0.949274
123,0.953644
124,0.969139
125,0.964324
126,0.964324
127,0.983964
128,0.985038
129,1.00985
130,1.00583
131,1.00244
132,0.975653
133,0.987239
134,0.987239
135,0.996436
136,0.996436
137,1.01064
138,1.00352
139,1.01728
140,0.995687
141,0.985166
142,0.985166
143,0.969961
144,0.97218
145,0.971811
146,0.993848
147,0.968813
148,0.9695
149,0.951901
150,0.94634
151,0.957281
152,0.982906
153,0.98366
154,0.989001
155,1.00276
156,1.01544
157,1.01706
158,0.99651
159,1.00083
160,1.0076
161,0.997253
162,0.99733
163,0.99733
164,0.971481
165,1.00307
166,0.993653
167,0.993653
168,0.983542
169,1.00264
170,0.978704
171,0.966803
172,0.991801
173,0.991801
174,1.01429
175,1.01428
176,1.02833
177,1.02225
178,0.983334
179,0.969714
180,0.958903
181,0.971815
182,0.977907
183,0.999697
184,1.0057
185,1.01727
186,1.00954
187,1.00149
188,0.96901
189,0.968987
190,0.965441
191,0.984576
192,0.972425
193,0.979005
194,1.01277
195,1.01124
196,1.01591
197,1.03048
198,1.01437
199,1.02435
200,1.03285
201,1.01888
202,1.00826
203,0.989092
204,0.998803
205,0.998803
206,0.992091
207,0.992091
208,0.973891
209,0.999102
210,0.995538
211,0.959924
212,0.95044
213,0.972349
214,0.991113
215,0.991113
216,0.998942
217,0.98305
218,0.986739
219,0.999193
220,0.993117
221,1.00093
222,0.994501
223,1.00878
224,0.983334
225,1.01397
226,1.01618
227,1.01426
228,1.00835
229,0.993115
230,0.987645
231,0.97836
232,0.97836
233,0.980752
234,0.969858
235,0.998073
236,1.00185
237,0.993864
238,1.00134
239,1.01135
240,1.01688
241,1.01274
242,1.01274
243,0.992239
244,1.00915
245,1.00641
246,1.01622
247,1.00552
248,0.991489
249,1.01243
250,0.977992
251,1.00072
252,1.01554
253,1.00891
254,1.00891
255,1.01648
256,1.01648
257,1.02511
258,1.01833
259,1.00555
260,1.00019
261,1.00019
262,1.00127
263,1.00924
264,1.02378
265,1.00933
266,1.00933
267,1.00031
268,0.988637
269,1.0084
270,1.01435
271,1.0257
272,1.01784
273,1.02371
274,1.00935
275,1.01892
276,1.01892
277,0.99921
278,0.984603
279,0.977173
280,0.981943
281,0.955998
282,0.972239
283,0.962717
284,0.961063
285,0.9734
286,0.968325
287,0.947957
288,0.969718
289,0.988211
290,0.980226
291,0.975744
292,0.969103
293,0.960601
294,0.975297
295,0.983227
296,0.995161
297,0.995161
298,0.987302
299,0.987302
300,0.980312
301,1.00523
302,1.001
303,1.001
304,0.985919
305,0.988966
306,1.00581
307,0.996692
308,1.01621
309,1.00292
310,0.986052
311,0.987684
312,0.988064
313,0.982368
314,0.994805
315,0.978416
316,0.969258
317,0.954113
318,0.982398
319,0.982398
320,0.999996
321,1.00075
322,0.994779
323,0.991918
324,0.994061
325,0.984328
326,0.961308
327,0.967359
328,0.967507
329,0.961528
330,0.961235
331,0.933267
332,0.93944
333,0.944162
334,0.940474
335,0.958083
336,0.978946
337,0.940926
338,0.947861
339,0.946103
340,0.932035
341,0.930197
342,0.946089
343,0.946089
344,0.952399
345,0.934331
346,0.937937
347,0.937937
348,0.948736
349,0.978173
350,0.978879
351,0.995528
352,1.03641
353,1.03641
354,1.01822
355,0.998454
356,1.02234
357,1.00511
358,1.03688
359,1.03708
360,1.04227
361,1.03159
362,1.0184
363,1.0184
364,1.03591
365,1.03591
366,1.03626
367,1.01436
368,1.04835
369,1.03931
370,1.01391
371,1.01653
372,0.992388
373,1.00654
374,1.01964
375,1.02261
376,1.01362
377,1.01258
378,1.02045
379,1.0224
380,0.991477
381,0.992343
382,0.976577
383,0.990575
384,0.984581
385,0.997672
386,1.00069
387,1.00069
388,1.01147
389,1.01409
390,1.02439
391,0.994643
392,0.99875
393,1.00106
394,0.994611
395,0.976734
396,0.984653
397,0.95728
398,0.944502
399,0.951557
400,0.965599
401,0.976397
402,0.970368
403,0.992485
404,0.97811
405,0.98782
406,0.98782
407,0.966105
408,0.971873
409,0.966902
410,0.971499
411,0.96717
412,0.96717
413,0.978576
414,1.00349
415,1.00349
416,1.00349
417,0.984575
418,0.982484
419,0.982484
420,0.982484
421,0.981672
422,0.990659
423,0.992692
424,0.992692
425,1.00527
426,0.977142
427,0.977142
428,0.981338
429,0.976088
430,0.981108
431,0.989552
432,0.991432
433,0.980268
434,0.951145
435,0.967614
436,0.97708
437,0.978577
438,0.972315
439,0.977061
440,1.00919
441,0.989904
442,0.993579
443,0.994785
444,1.01137
445,1.0029
446,0.983205
447,0.983205
448,1.00734
449,0.995426
450,1.00484
451,0.980764
452,0.987329
453,0.978078
454,0.979138
455,0.979138
456,0.975488
457,0.976519
458,0.981264
459,0.972524
460,0.98086
461,0.97399
462,0.978075
463,1.00252
464,1.01062
465,1.01062
466,0.99998
467,0.984522
468,1.02208
469,1.01626
470,1.01626
471,1.01715
472,1.01675
473,0.99606
474,0.969308
475,0.969219
476,0.973729
477,0.958478
478,0.958478
479,0.942669
480,0.947987
481,0.958193
482,0.974062
483,0.975888
484,0.979331
485,0.982989
486,0.973866
487,0.973866
488,0.966638
489,0.966638
490,0.974515
491,0.971866
492,0.964197
493,0.973232
494,0.980388
495,0.992632
496,0.991435
497,0.956856
498,0.975668
499,0.996751
500,0.978926
501,0.982637
502,1.01032
503,0.99888
504,0.998258
505,1.0268
506,1.02719
507,1.0332
508,1.0332
509,1.0332
510,1.01498
511,1.02576
512,1.01293
513,1.01293
514,1.01146
515,1.01146
516,1.01975
517,1.05741
518,1.0482
519,1.02626
520,1.01823
521,1.01044
522,0.981662
523,0.98255
524,0.991144
525,0.980574
526,0.998771
527,0.965457
528,0.982168
529,0.997841
530,0.975559
531,1.00115
532,1.02239
533,1.01149
534,1.01812
535,1.01639
536,1.01478
537,1.02156
538,1.07169
539,1.07593
540,1.04671
541,1.0531
542,1.0531
543,1.04522
544,1.04522
545,1.04605
546,1.01439
547,1.0095
548,0.99829
549,1.00316
550,0.999781
551,0.982715
552,0.968879
553,0.968879
554,0.965295
555,0.959678
556,0.956255
557,0.962335
558,0.969452
559,0.971522
560,0.989179
561,0.973923
562,0.992387
563,1.00446
564,1.00242
565,1.01028
566,1.01106
567,0.994792
568,0.999231
569,0.999231
570,0.990919
571,0.990919
572,0.980189
573,0.986854
574,0.996412
575,0.990029
576,0.990029
577,1.00183
578,1.00225
579,0.999332
580,1.00742
581,1.00742
582,1.00094
583,0.983076
584,1.01795
585,1.01154
586,1.00403
587,0.987363
588,0.987363
589,0.989501
590,1.01747
591,0.999077
592,0.999375
593,1.00446
594,1.00454
595,0.984962
596,0.984962
597,0.991397
598,0.987068
599,0.998499
600,0.996309
601,0.996309
602,1.02111
603,0.989804
604,0.984297
605,0.962121
606,0.948662
607,0.974126
608,0.979034
609,0.969428
610,0.977909
611,0.991152
612,1.00828
613,0.995446
614,1.0177
615,1.0177
616,1.01118
617,0.998623
618,1.01185
619,1.02851
620,1.00991
621,1.0166
622,1.02004
623,1.01661
624,1.02695
625,1.02455
626,1.02048
627,1.02905
628,1.03106
629,1.03397
630,1.02826
631,1.03856
632,1.03856
633,1.01559
634,0.991269
635,1.00927
636,1.03514
637,1.02158
638,1.02158
639,1.02681
640,1.02817
641,1.02105
642,1.02455
643,1.02273
644,1.02273
645,1.0259
646,1.00897
647,1.01372
648,1.01622
649,1.02588
650,1.01742
651,1.01144
652,0.98934
653,0.979228
654,0.983804
655,0.999367
656,0.969227
657,0.984663
658,1.01726
659,0.989389
660,0.994318
661,1.01448
662,1.02333
663,1.02471
664,1.03026
665,1.04212
666,1.05513
667,1.05103
668,1.05103
669,1.04826
670,1.03464
671,1.03464
672,1.05904
673,1.033
674,1.04017
675,1.06584
676,1.01977
677,1.05122
678,1.05122
679,1.03125
680,1.03125
681,1.0165
682,1.01338
683,1.01338
684,1.0021
685,1.00598
686,0.980767
687,0.973123
688,0.987722
689,0.994477
690,1.00794
691,1.00935
692,0.979719
693,0.964262
694,1.00248
695,1.01331
696,1.0164
697,0.997648
698,0.987328
699,1.0017
700,0.997686
701,0.997686
702,1.01309
703,1.02081
704,1.02039
705,1.0309
706,1.02471
707,1.02117
708,1.01671
709,1.0389
710,1.02442
711,1.02442
712,1.01457
713,1.00818
714,1.00466
715,1.00466
716,0.982458
717,0.988735
718,1.01384
719,0.996864
720,1.00866
721,0.994502
722,0.970976
723,0.970976
724,0.95882
725,0.955316
726,0.976939
727,0.976205
728,0.967475
729,0.96794
730,0.967701
731,0.968582
732,0.97534
733,0.982931
734,1.00706
735,0.999816
736,1.00077
737,1.00689
738,1.00397
739,1.03576
740,1.01292
741,1.00542
742,0.991878
743,0.980486
744,1.00701
745,1.01403
746,1.00233
747,0.991232
748,0.971079
749,1.01295
750,1.00947
751,1.00947
752,0.989906
753,0.994005
754,0.980071
755,0.96784
756,0.984053
757,0.983129
758,0.984661
759,0.994747
760,0.987754
761,1.00148
762,0.991333
763,1.00749
764,1.00749
765,1.00276
766,1.00148
767,1.00148
768,0.999192
769,1.00748
770,0.965446
771,0.985182
772,0.987997
773,0.987997
774,0.970607
775,0.971348
776,0.981152
777,0.989381
778,0.990415
779,0.980911
780,1.00808
781,1.0065
782,0.9982
783,1.01218
784,0.997236
785,0.99484
786,0.982092
787,0.9734
788,0.984347
789,0.998032
790,0.999108
791,1.02192
792,1.02476
793,0.999792
794,1.00815
795,1.01111
796,1.01498
797,1.01738
798,1.02697
799,1.01498
800,1.02285
801,1.00788
802,1.02315
803,0.987366
804,0.987366
805,0.987483
806,0.998522
807,1.00764
808,0.998814
809,0.985634
810,0.986926
811,0.991142
812,0.973483
813,0.973483
814,0.973483
815,0.973483
816,1.00061
817,0.980156
818,0.992193
819,0.996563
820,1.01858
821,0.982845
822,0.992548
823,0.991845
824,1.01395
825,1.01395
826,1.01395
827,1.01456
828,0.999394
829,0.987121
830,0.998506
831,0.997082
832,0.999386
833,0.995496
834,0.978813
835,0.994296
836,0.990451
837,1.01421
838,1.01731
839,1.00846
840,1.00339
841,1.01686
842,0.995874
843,1.01836
844,1.00805
845,1.00983
846,1.01946
847,1.0255
848,0.983987
849,0.974448
850,0.986822
851,1.00109
852,1.00109
853,0.986584
854,0.972642
855,0.964098
856,0.964098
857,0.95827
858,0.962702
859,0.950951
860,0.950951
861,0.962914
862,0.970017
863,0.961031
864,0.952481
865,0.967146
866,0.959025
867,0.963181
868,0.963181
869,0.977418
870,0.973816
871,0.950256
872,0.960432
873,0.958479
874,0.973841
875,0.969027
876,0.992561
877,0.972288
878,0.983064
879,0.98466
880,0.965138
881,0.97135
882,0.969158
883,0.949151
884,0.95501
885,0.958681
886,0.955374
887,0.986237
888,0.985855
889,0.982344
890,0.969592
891,0.993129
892,1.01706
893,0.993384
894,0.980325
895,0.96714
896,0.945059
897,0.975048
898,0.975048
899,1.0008
900,1.02086
901,1.01279
902,1.01279
903,0.985387
904,1.00761
905,1.03087
906,1.01673
907,1.02803
908,1.02803
909,1.02995
910,1.00552
911,0.97249
912,0.990516
913,0.994397
914,0.99811
915,0.99811
916,1.01283
917,0.99015
918,0.984709
919,0.96468
920,0.988522
921,0.98635
922,0.973456
923,0.96746
924,0.986083
925,0.970849
926,0.978057
927,0.973633
928,0.959046
929,0.940596
930,0.947705
931,0.947914
932,0.938272
933,0.949957
934,0.971142
935,0.9668
936,0.965786
937,0.965786
938,0.977876
939,0.980303
940,0.964206
941,0.975432
942,0.967365
943,0.97748
944,0.970084
945,0.97293
946,0.948628
947,0.939425
948,0.925665
949,0.940646
950,0.945043
951,0.964228
952,0.981503
953,0.98176
954,0.975744
955,0.972953
956,0.966158
957,0.973048
958,0.978047
959,0.966181
960,0.963859
961,0.964166
962,0.963432
963,0.961265
964,0.968031
965,0.988559
966,0.981303
967,0.986458
968,0.993728
969,0.998631
970,0.987369
971,1.00229
972,0.98676
973,0.97868
974,0.971551
975,0.975708
976,0.98201
977,0.977012
978,0.95873
979,0.997414
