t,cond_num
10,4.98246
20,4.93036
30,4.97429
40,4.95516
50,4.96188
60,4.9512
70,4.9782
80,4.98394
90,4.95275
100,4.91049
110,4.99182
120,4.91346
130,4.96795
140,4.88711
150,4.93044
160,4.94604
170,4.96086
180,5.00833
190,4.99107
200,4.94629
210,4.9779
220,4.98686
230,4.96698
240,4.9513
250,4.95128
260,4.9509
270,4.90621
280,4.96042
290,4.94844
300,4.90015
310,4.93229
320,4.9359
330,4.98939
340,4.90459
350,4.9517
360,5.00273
370,4.96201
380,4.94975
390,4.93587
400,4.90176
410,5.02181
420,4.96817
430,5.01756
440,4.92949
450,4.94587
460,4.87568
470,4.94727
480,4.91884
490,4.86792
500,4.97301
510,4.96155
520,5.02055
530,4.91926
540,4.94607
550,4.96237
560,4.93201
570,4.98327
580,4.98265
590,4.90291
600,4.99266
610,4.96866
620,4.95881
630,4.97007
640,4.92974
650,4.91916
660,4.94604
670,4.99589
680,5.01656
690,4.99244
700,5.00921
710,4.99533
720,4.9508
730,5.02319
740,4.88551
750,4.92674
760,4.95367
770,4.9387
780,4.93294
790,4.94904
800,4.90115
810,5.00756
820,4.9427
830,4.9761
840,4.98237
850,4.94728
860,4.90701
870,4.9674
880,4.91212
890,5.0403
900,4.97965
910,4.92337
920,4.97186
930,4.90737
940,4.94635
950,4.95333
960,4.96362
970,4.9515
980,4.96092
990,4.9437
1000,4.9496
1010,4.93319
1020,4.95859
1030,4.94554
1040,4.94585
1050,4.96676
1060,4.97333
1070,5.00609
1080,5.03069
1090,4.96139
1100,4.97388
1110,4.96169
1120,4.95417
1130,4.92856
1140,4.9267
1150,4.94628
1160,4.91177
1170,4.90769
1180,4.87806
1190,4.94088
1200,4.94757
1210,4.9606
1220,4.95617
1230,4.98155
1240,5.00212
1250,4.9379
1260,4.98712
1270,4.95395
1280,4.92843
1290,4.93015
1300,4.95365
1310,4.93672
1320,4.93299
1330,4.97875
1340,4.93374
1350,5.01886
1360,5.02355
1370,4.99762
1380,4.8738
1390,4.91237
1400,4.94136
1410,4.92007
1420,4.97929
1430,4.92016
1440,4.89984
1450,4.96608
1460,4.97448
1470,4.96332
1480,4.91965
1490,4.93328
1500,4.92574
1510,4.98072
1520,4.97457
1530,4.94036
1540,4.95006
1550,4.99003
1560,4.98319
1570,4.93619
1580,4.97372
1590,4.87302
1600,4.93253
1610,4.96478
1620,4.93021
1630,5.01826
1640,4.94408
1650,4.91594
1660,5.02353
1670,4.9744
1680,4.97682
1690,4.97324
1700,4.91781
1710,4.93238
1720,4.94679
1730,4.94737
1740,5.02394
1750,4.98787
1760,4.94137
1770,4.94756
1780,4.9904
1790,4.94181
1800,4.96346
1810,4.92595
1820,5.00351
1830,4.94244
1840,4.92751
1850,4.94629
1860,4.96083
1870,4.90808
1880,4.92892
1890,4.94219
1900,4.9963
1910,4.95781
1920,4.97896
1930,4.97854
1940,4.94338
1950,4.89425
1960,4.90113
1970,4.96986
1980,4.96198
1990,4.97181
2000,4.92086
2010,4.89621
2020,4.92537
2030,5.01605
2040,4.95053
2050,4.98267
2060,4.98596
2070,4.9726
2080,4.95743
2090,5.02419
2100,5.03242
2110,4.93564
2120,4.96202
2130,4.96942
2140,4.89605
2150,5.00445
2160,4.90639
2170,4.973
2180,4.89935
2190,4.99932
2200,4.96787
2210,4.93883
2220,4.95178
2230,4.94676
2240,4.94514
2250,4.94043
2260,4.95984
2270,4.94287
2280,4.97634
2290,4.95353
2300,4.90068
2310,4.92243
2320,4.97166
2330,4.96382
2340,4.96375
2350,4.95109
2360,4.94817
2370,4.95226
2380,4.94832
2390,5.06539
2400,4.92848
2410,4.96516
2420,4.97255
2430,4.94638
2440,4.98679
2450,4.95602
2460,4.94684
2470,4.92676
2480,4.93438
2490,4.96213
2500,4.97009
2510,4.92388
2520,4.90674
2530,5.00771
2540,4.92767
2550,4.96475
2560,4.92477
2570,4.98193
2580,4.96522
2590,4.9855
2600,4.89347
2610,4.9661
2620,4.93713
2630,4.97977
2640,4.95281
2650,4.92919
2660,4.95382
2670,4.9734
2680,4.94546
2690,4.89444
2700,4.96806
2710,4.89093
2720,4.96108
2730,5.0106
2740,4.97024
2750,4.96018
2760,4.94975
2770,4.9363
2780,4.91265
2790,4.92388
2800,4.9959
2810,4.96578
2820,4.96067
2830,4.92732
2840,4.93158
2850,4.94599
2860,4.9319
2870,4.91194
2880,4.9389
2890,4.93602
2900,4.96883
2910,4.98281
2920,4.94988
2930,4.95636
2940,4.91043
2950,4.94016
2960,4.98517
2970,4.98242
2980,4.96861
2990,4.94645
3000,4.94234
3010,4.96161
3020,4.92644
3030,4.96123
3040,4.92535
3050,4.94503
3060,4.92411
3070,4.90221
3080,4.94926
3090,4.97327
3100,5.01511
3110,5.03257
3120,4.97395
3130,4.95775
3140,4.97015
3150,4.90503
3160,4.98237
3170,4.97504
3180,4.96929
3190,4.98125
3200,4.96338
3210,4.9349
3220,4.92999
3230,4.95775
3240,4.96493
3250,4.90673
3260,4.90762
3270,4.97269
3280,5.00964
3290,4.93651
3300,4.95308
3310,4.9948
3320,4.90263
3330,4.99747
3340,4.98739
3350,4.97527
3360,4.96537
3370,4.97558
3380,4.95791
3390,4.96114
3400,4.96776
3410,4.95802
3420,4.92473
3430,5.01078
3440,4.93205
3450,4.91469
3460,4.97307
3470,4.99198
3480,4.93372
3490,4.94862
3500,4.99056
