MDTU,min_ave,max_ave
1,0.149663,0.208338
2,0.119456,0.182159
3,0.0904855,0.157755
4,0.0904855,0.157755
5,0.0904855,0.157755
6,0.0653384,0.13892
7,0.053211,0.125697
8,0.053211,0.125697
9,0.053211,0.125697
10,0.053211,0.125697
11,0.053211,0.125697
12,0.0433414,0.114845
13,0.0257483,0.103826
14,0.0260046,0.0991557
15,0.0260046,0.0991557
16,0.0177666,0.0904633
17,0.0177666,0.0904633
18,0.00219666,0.0846466
19,-0.00697302,0.0740406
20,-0.0145431,0.0651603
21,-0.0209531,0.0665626
22,-0.0209531,0.0665626
23,-0.0152034,0.061057
24,-0.0143781,0.0575328
25,-0.0293912,0.0584554
26,-0.0293912,0.0584554
27,-0.0242358,0.0552604
28,-0.0242358,0.0552604
29,-0.0242358,0.0552604
30,-0.0271053,0.058814
31,-0.0328649,0.0482605
32,-0.0459015,0.0325895
33,-0.0472627,0.0323491
34,-0.0451952,0.025336
35,-0.0459117,0.0333187
36,-0.0459117,0.0333187
37,-0.0462512,0.0329376
38,-0.0440596,0.0298322
39,-0.0426039,0.0338748
40,-0.0471027,0.0290753
41,-0.0518767,0.0312193
42,-0.0482759,0.0323856
43,-0.0479811,0.0318752
44,-0.0573144,0.0273385
45,-0.0562802,0.0291934
46,-0.0562802,0.0291934
47,-0.0557625,0.0234433
48,-0.0557625,0.0234433
49,-0.0577998,0.0246548
50,-0.0583285,0.0198522
51,-0.0566561,0.0235441
52,-0.0536212,0.024418
53,-0.05019,0.0261581
54,-0.0527606,0.0284488
55,-0.0495365,0.0335286
56,-0.0382313,0.0394144
57,-0.0518375,0.0337153
58,-0.042286,0.0381342
59,-0.0387976,0.035587
60,-0.0448858,0.0393925
61,-0.0412749,0.0322076
62,-0.0423136,0.0334768
63,-0.0418801,0.0331836
64,-0.0440454,0.0324166
65,-0.0430894,0.0344768
66,-0.0467123,0.0348186
67,-0.0385822,0.045234
68,-0.0427809,0.0341703
69,-0.0403058,0.0398836
70,-0.0409426,0.0423055
71,-0.0281893,0.0466129
72,-0.0293889,0.0474622
73,-0.0342635,0.0489041
74,-0.0384977,0.0501718
75,-0.0255882,0.0518439
76,-0.0330521,0.0503375
77,-0.0330521,0.0503375
78,-0.0385866,0.0439242
79,-0.035557,0.0418587
80,-0.035557,0.0418587
81,-0.0389239,0.0446947
82,-0.0389239,0.0446947
83,-0.0424259,0.0340565
84,-0.0324745,0.0460936
85,-0.0348051,0.0435263
86,-0.032219,0.0502502
87,-0.0417272,0.0388595
88,-0.0417272,0.0388595
89,-0.0415138,0.0361835
90,-0.0403957,0.0356708
91,-0.0433831,0.0335896
92,-0.0477991,0.0352711
93,-0.0413727,0.0405465
94,-0.0361135,0.0402269
95,-0.0376691,0.0409582
96,-0.0420388,0.0425553
97,-0.0396277,0.0500324
98,-0.0365829,0.0437284
99,-0.0331695,0.0417799
100,-0.0388482,0.0428139
101,-0.0342014,0.0494101
102,-0.0378958,0.0424282
103,-0.0440761,0.0377408
104,-0.0461556,0.0388064
105,-0.0445676,0.0328421
106,-0.0458307,0.0259305
107,-0.0506633,0.0296705
108,-0.0546894,0.0269515
109,-0.0549262,0.0247561
110,-0.0578872,0.0307394
111,-0.0471337,0.027576
112,-0.0471337,0.027576
113,-0.0519604,0.0259145
114,-0.0485584,0.0316475
115,-0.0538773,0.023112
116,-0.0532728,0.0291422
117,-0.0432852,0.0297869
118,-0.0494305,0.0260459
119,-0.0447066,0.0294139
120,-0.0509772,0.0306829
121,-0.0530585,0.0245399
122,-0.05578,0.0261614
123,-0.0538535,0.0286115
124,-0.0509105,0.029967
125,-0.0498266,0.0316069
126,-0.0498266,0.0316069
127,-0.0434229,0.0325585
128,-0.0441729,0.0317747
129,-0.0393558,0.0384809
130,-0.0412513,0.0394253
131,-0.040386,0.0379789
132,-0.0475366,0.0375261
133,-0.0419531,0.0334704
134,-0.0419531,0.0334704
135,-0.0407421,0.0348154
136,-0.0407421,0.0348154
137,-0.0372028,0.0410201
138,-0.0370917,0.0384218
139,-0.031233,0.0403892
140,-0.0438662,0.0372138
141,-0.0473533,0.0344296
142,-0.0473533,0.0344296
143,-0.0485156,0.0338403
144,-0.0463865,0.0311155
145,-0.0504047,0.0319749
146,-0.0475508,0.0341674
147,-0.0471276,0.0316924
148,-0.0500875,0.0298472
149,-0.0521166,0.0289557
150,-0.0528517,0.0247007
151,-0.0546853,0.0301795
152,-0.0462495,0.0348115
153,-0.042362,0.0306532
154,-0.0436663,0.0358945
155,-0.0386285,0.0354526
156,-0.0344842,0.0366897
157,-0.0324569,0.0395963
158,-0.0464935,0.0361494
159,-0.0367772,0.0389795
160,-0.0338693,0.0366234
161,-0.0411042,0.0349796
162,-0.0360366,0.0367031
163,-0.0360366,0.0367031
164,-0.0448796,0.0289325
165,-0.0381026,0.0368816
166,-0.0402715,0.0368466
167,-0.0402715,0.0368466
168,-0.0428874,0.0314458
169,-0.036608,0.0356591
170,-0.0433077,0.0304347
171,-0.0521841,0.0323731
172,-0.0427154,0.03514
173,-0.0427154,0.03514
174,-0.0383089,0.0425598
175,-0.0384531,0.0438395
176,-0.0331072,0.0480784
177,-0.0316743,0.0423705
178,-0.0428948,0.0344058
179,-0.0469825,0.0323
180,-0.0509612,0.0311214
181,-0.0483692,0.0299918
182,-0.0526932,0.03641
183,-0.0403107,0.0410201
184,-0.0398133,0.038596
185,-0.0368104,0.0400511
186,-0.0427257,0.0391174
187,-0.0389775,0.0384616
188,-0.049779,0.0292431
189,-0.0491855,0.030927
190,-0.0482299,0.0279981
191,-0.0440298,0.032008
192,-0.0485098,0.031799
193,-0.0492051,0.0396778
194,-0.0372859,0.0419699
195,-0.0375291,0.0424983
196,-0.0355122,0.0413624
197,-0.0324014,0.048857
198,-0.0347753,0.0410365
199,-0.0315102,0.0431993
200,-0.0332475,0.0463941
201,-0.036308,0.0434312
202,-0.039806,0.0400172
203,-0.0451837,0.0348355
204,-0.0419862,0.037501
205,-0.0419862,0.037501
206,-0.0437961,0.0361137
207,-0.0437961,0.0361137
208,-0.0512247,0.030076
209,-0.0436123,0.0401463
210,-0.0388949,0.0368089
211,-0.0509562,0.0296299
212,-0.0552845,0.0240572
213,-0.0425432,0.0290054
214,-0.0430355,0.035016
215,-0.0430355,0.035016
216,-0.0493702,0.0404416
217,-0.0505286,0.0346134
218,-0.0433863,0.0310302
219,-0.0410771,0.0377921
220,-0.0440887,0.042672
221,-0.0401163,0.0389324
222,-0.0400165,0.0352964
223,-0.0386404,0.037978
224,-0.0458923,0.031119
225,-0.0321481,0.0411058
226,-0.0328687,0.0426241
227,-0.0344331,0.0396925
228,-0.041322,0.0408069
229,-0.0469279,0.0414253
230,-0.047524,0.0344138
231,-0.0482477,0.0339822
232,-0.0482477,0.0339822
233,-0.04699,0.0342378
234,-0.0462168,0.0336594
235,-0.0383895,0.041332
236,-0.0485562,0.0399139
237,-0.0420501,0.0343916
238,-0.0443729,0.0444542
239,-0.0412512,0.0388297
240,-0.0421481,0.0476873
241,-0.0410395,0.0405175
242,-0.0410395,0.0405175
243,-0.0430752,0.0381765
244,-0.0383769,0.0420134
245,-0.0372628,0.040692
246,-0.037187,0.0418167
247,-0.0389876,0.0363838
248,-0.0414,0.0384439
249,-0.0337904,0.0370815
250,-0.0427655,0.0341903
251,-0.0399756,0.0453179
252,-0.0363515,0.0363554
253,-0.0386717,0.0376197
254,-0.0386717,0.0376197
255,-0.0331671,0.0410557
256,-0.0331671,0.0410557
257,-0.0347913,0.0414183
258,-0.0316953,0.0384689
259,-0.0407191,0.0438934
260,-0.0434339,0.0426699
261,-0.0434339,0.0426699
262,-0.0417633,0.0392519
263,-0.0387097,0.0377551
264,-0.0369528,0.0479135
265,-0.0403163,0.0423448
266,-0.0403163,0.0423448
267,-0.0385403,0.0352523
268,-0.041577,0.0337464
269,-0.0429374,0.0422507
