t,cost
10,10.842
20,10.818
30,10.782
40,10.686
50,10.704
60,10.71
70,10.68
80,10.734
90,10.734
100,10.74
110,10.704
120,10.68
130,10.656
140,10.68
150,10.668
160,10.674
170,10.656
180,10.704
190,10.728
200,10.722
210,10.662
220,10.728
230,10.752
240,10.704
250,10.728
260,10.698
270,10.734
280,10.68
290,10.764
300,10.692
310,10.698
320,10.662
330,10.728
340,10.65
350,10.71
360,10.734
370,10.71
380,10.728
390,10.698
400,10.746
410,10.698
420,10.752
430,10.722
440,10.728
450,10.692
460,10.656
470,10.698
480,10.74
490,10.638
500,10.722
510,10.77
520,10.764
530,10.728
540,10.752
550,10.752
560,10.686
570,10.734
580,10.692
590,10.734
600,10.752
610,10.764
620,10.74
630,10.728
640,10.752
650,10.71
660,10.698
670,10.74
680,10.764
690,10.704
700,10.782
710,10.764
720,10.746
730,10.752
740,10.77
750,10.686
760,10.71
770,10.77
780,10.722
790,10.722
800,10.74
810,10.746
820,10.698
830,10.74
840,10.782
850,10.77
860,10.704
870,10.746
880,10.74
890,10.752
900,10.758
910,10.734
920,10.74
930,10.704
940,10.716
950,10.686
960,10.74
970,10.728
980,10.752
990,10.716
1000,10.692
1010,10.68
1020,10.662
1030,10.728
1040,10.758
1050,10.782
1060,10.83
1070,10.77
1080,10.764
1090,10.806
1100,10.746
1110,10.77
1120,10.782
1130,10.728
1140,10.728
1150,10.788
1160,10.734
1170,10.728
1180,10.74
1190,10.698
1200,10.764
1210,10.788
1220,10.782
1230,10.788
1240,10.764
1250,10.746
1260,10.746
1270,10.758
1280,10.74
1290,10.734
1300,10.74
1310,10.77
1320,10.782
1330,10.734
1340,10.758
1350,10.722
1360,10.764
1370,10.8
1380,10.734
1390,10.77
1400,10.8
1410,10.764
1420,10.77
1430,10.782
1440,10.752
1450,10.746
1460,10.764
1470,10.794
1480,10.692
1490,10.758
1500,10.77
1510,10.764
1520,10.842
1530,10.764
1540,10.812
1550,10.77
1560,10.842
1570,10.824
1580,10.824
1590,10.83
1600,10.818
1610,10.758
1620,10.788
1630,10.794
1640,10.806
1650,10.884
1660,10.848
1670,10.842
1680,10.854
1690,10.86
1700,10.788
1710,10.848
1720,10.806
1730,10.812
1740,10.872
1750,10.872
1760,10.806
1770,10.812
1780,10.782
1790,10.866
1800,10.836
1810,10.836
1820,10.872
1830,10.872
1840,10.896
1850,10.86
1860,10.848
1870,10.866
1880,10.878
1890,10.872
1900,10.836
1910,10.824
1920,10.896
1930,10.938
1940,10.932
1950,10.89
1960,10.872
1970,10.896
1980,10.902
1990,10.896
2000,10.848
2010,10.932
2020,10.878
2030,10.92
2040,10.986
2050,10.962
2060,10.956
2070,11.016
2080,10.926
2090,10.926
2100,10.962
2110,10.938
2120,10.962
2130,10.974
2140,10.956
2150,10.896
2160,11.01
2170,11.034
2180,10.956
2190,10.986
2200,11.01
2210,11.004
2220,11.04
2230,11.022
2240,11.058
2250,11.01
2260,11.052
2270,11.07
2280,11.022
2290,11.028
2300,11.112
2310,11.052
2320,11.052
2330,11.07
2340,11.106
2350,11.13
2360,11.154
2370,11.106
2380,11.034
2390,11.106
2400,11.112
2410,11.154
2420,11.178
2430,11.148
2440,11.112
2450,11.1
2460,11.184
2470,11.094
2480,11.136
2490,11.202
2500,11.214
2510,11.214
2520,11.142
2530,11.172
2540,11.178
2550,11.208
2560,11.142
2570,11.226
2580,11.172
2590,11.19
2600,11.268
2610,11.142
2620,11.214
2630,11.22
2640,11.31
2650,11.298
2660,11.226
2670,11.364
2680,11.28
2690,11.202
2700,11.22
2710,11.316
2720,11.304
2730,11.28
2740,11.37
2750,11.274
2760,11.274
2770,11.346
2780,11.412
2790,11.238
2800,11.334
2810,11.388
2820,11.364
2830,11.37
2840,11.424
2850,11.364
2860,11.382
2870,11.454
2880,11.364
2890,11.364
2900,11.496
2910,11.388
2920,11.514
2930,11.316
2940,11.346
2950,11.532
2960,11.418
2970,11.442
2980,11.598
2990,11.43
3000,11.592
3010,11.424
3020,11.388
3030,11.568
3040,11.46
3050,11.556
3060,11.46
3070,11.49
3080,11.67
3090,11.562
3100,11.652
3110,11.592
3120,11.676
3130,11.502
3140,11.67
3150,11.52
3160,11.55
3170,11.652
3180,11.58
3190,11.724
3200,11.556
3210,11.73
3220,11.61
3230,11.688
3240,11.664
3250,11.712
3260,11.556
3270,11.712
3280,11.664
3290,11.796
3300,11.64
3310,11.772
3320,11.664
3330,11.862
3340,11.898
3350,11.73
3360,11.868
3370,11.622
3380,11.856
3390,11.73
3400,11.958
3410,11.946
3420,11.766
3430,11.922
3440,11.718
3450,11.838
3460,11.748
3470,11.706
3480,11.844
3490,11.652
3500,11.964
