MDTU,min_width,max_width
1,2.40018,0.89224
2,2.30046,0.900145
3,2.38896,0.89105
4,2.38896,0.89105
5,2.32662,0.895805
6,2.33753,0.905091
7,2.3552,0.896301
8,2.29792,0.898022
9,2.30549,0.8901
10,2.41103,0.892825
11,2.25321,0.891024
12,2.3567,0.896381
13,2.31927,0.891268
14,2.32179,0.893926
15,2.32966,0.891588
16,2.27686,0.895525
17,2.38971,0.894372
18,2.35335,0.894233
19,2.32366,0.894928
20,2.28911,0.892984
21,2.35039,0.903672
22,2.30212,0.892941
23,2.24945,0.899447
24,2.41684,0.906377
25,2.36177,0.905904
26,2.36282,0.898721
27,2.37946,0.889308
28,2.31095,0.88425
29,2.32675,0.900385
30,2.29797,0.90584
31,2.28463,0.895846
32,2.24629,0.891704
33,2.3831,0.87978
34,2.31886,0.891242
35,2.31462,0.890725
36,2.37675,0.888492
37,2.326,0.893866
38,2.326,0.893866
39,2.36177,0.898121
40,2.25285,0.890208
41,2.34819,0.892704
42,2.30147,0.898765
43,2.34566,0.905054
44,2.36844,0.903638
45,2.36809,0.892627
46,2.34235,0.892075
47,2.33256,0.901501
48,2.33256,0.901501
49,2.3004,0.894599
50,2.3004,0.894599
51,2.3268,0.891126
52,2.3268,0.891126
53,2.35479,0.896539
54,2.3387,0.895128
55,2.39569,0.9049
56,2.25207,0.888392
57,2.3684,0.893033
58,2.27477,0.895844
59,2.32388,0.901944
60,2.41991,0.90074
61,2.3732,0.902064
62,2.3732,0.902064
63,2.27347,0.891403
64,2.33835,0.897488
65,2.25497,0.905098
66,2.40064,0.888138
67,2.40064,0.888138
68,2.33368,0.890144
69,2.3771,0.903181
70,2.43263,0.901878
71,2.25708,0.893265
72,2.28662,0.893638
73,2.28662,0.893638
74,2.46212,0.896555
75,2.45512,0.899497
76,2.3422,0.897669
77,2.30628,0.884127
78,2.32813,0.885503
79,2.32813,0.885503
80,2.36227,0.895684
81,2.35174,0.889472
82,2.33518,0.895649
83,2.33518,0.895649
84,2.4111,0.8901
85,2.34346,0.894802
86,2.39156,0.894418
87,2.36446,0.899009
88,2.2917,0.899679
89,2.3397,0.884358
90,2.38306,0.895875
91,2.38306,0.895875
