MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,2.46639,2.45684,-0.216823
2,6.31487,6.31245,-0.175061
3,4.46395,4.45472,0.2869
4,3.73643,3.70755,-0.463622
5,3.04964,2.90613,-0.924524
6,2.59845,2.3978,-1.00125
7,2.12235,1.82826,-1.07788
8,2.1836,1.88746,-1.098
9,1.89743,1.76384,-0.699353
10,1.8043,1.75387,-0.423587
11,1.78667,1.71946,-0.485438
12,1.64607,1.64098,-0.129389
13,1.46256,1.46256,-0.0024506
14,1.57466,1.56979,0.123669
15,1.3187,1.30851,0.163639
16,1.40724,1.39377,0.19422
17,1.3249,1.31944,-0.120185
18,1.30107,1.30076,0.0284543
19,1.46767,1.45157,0.216797
20,1.23935,1.23137,0.140426
21,1.44941,1.43842,0.178137
22,1.31583,1.26795,0.3517
23,1.35711,1.31897,0.319505
24,1.42133,1.29867,0.577608
25,1.41177,1.39055,0.243835
26,1.28478,1.28169,0.0891232
27,1.31085,1.27398,0.308679
28,1.28266,1.27223,0.163166
29,1.31531,1.31297,0.0784216
30,1.27551,1.26834,0.135022
31,1.2325,1.23031,-0.073524
32,1.29764,1.29764,-0.00320235
33,1.23495,1.23117,0.0965125
34,1.24963,1.2455,0.101541
35,1.24777,1.24503,-0.0827119
36,1.11034,1.1078,-0.0750417
37,1.28047,1.27949,0.0502377
38,1.34461,1.30416,0.327339
39,1.32569,1.29858,0.266711
40,1.28355,1.22723,0.376046
41,1.38153,1.34126,0.331126
42,1.28833,1.26996,0.216793
43,1.25257,1.21429,0.307299
44,1.32748,1.30266,0.255491
45,1.37285,1.36449,0.15127
46,1.14464,1.14463,-0.00367817
47,1.30591,1.3017,-0.104788
48,1.18807,1.18404,-0.0978584
49,1.18807,1.18404,-0.0978584
50,1.24276,1.18447,-0.376145
51,1.22133,1.21686,-0.104451
52,1.22133,1.21686,-0.104451
53,1.22133,1.21686,-0.104451
54,1.22294,1.20564,-0.205012
55,1.16941,1.13587,-0.27804
56,1.14223,1.0323,-0.48894
57,1.08952,0.983953,-0.467848
58,1.25136,1.14912,-0.495391
59,1.26737,1.08851,-0.649142
60,1.24855,1.09811,-0.594156
61,1.25476,1.07341,-0.649777
62,1.25476,1.07341,-0.649777
63,1.15428,1.01752,-0.544995
64,1.23339,1.14316,-0.463051
65,1.1598,1.06669,-0.455306
66,1.1598,1.06669,-0.455306
67,1.25006,1.09668,-0.599961
68,1.26897,1.15147,-0.533279
69,1.22283,1.10749,-0.518448
