t,deltaS
1,0.01237
2,-0.005255
3,-0.01062
4,0.003007
5,-0.006243
6,-0.004166
7,-0.006538
8,0.01004
9,0.005718
10,-0.009814
11,-0.00513
12,0.004771
13,-0.001834
14,0.002798
15,0.005058
16,0.00727
17,0.002518
18,-0.0007464
19,-0.01856
20,0.003372
21,0.03236
22,0.02324
23,0.0101
24,-0.02124
25,-0.03582
26,0.05352
27,0.09049
28,0.01543
29,-0.05905
30,-0.0101
31,-0.01253
32,-0.01704
33,-0.07161
34,0.04548
35,-0.03564
36,-0.03935
37,0.1131
38,-0.2081
39,0.2153
40,0.03665
41,-0.02295
42,-0.1249
43,-0.04527
44,0.1944
45,0.1399
46,0.1394
47,0.07037
48,0.02623
49,0.09669
50,0.1639
51,0.01336
52,0.5415
53,0.3546
54,0.1906
55,0.5643
56,0.06981
57,-0.009513
58,-0.5411
59,0.161
60,0.05022
61,-0.0774
62,0.1708
63,0.5014
64,0.1442
65,0.1194
66,0.2267
67,-0.2775
68,0.4995
69,0.312
70,0.231
71,0.1337
72,-0.5917
73,-0.4277
74,0.05733
75,0.009995
76,-0.2806
77,0.0062
78,0.1173
79,-0.2649
80,0.5389
81,-0.2515
82,0.09139
83,0.2242
84,-0.04741
85,-0.7642
86,0.3239
87,-0.01628
88,0.7592
89,0.4786
90,-0.02744
91,0.04217
92,0.361
93,-0.3817
94,0.05897
95,0.4356
96,0.2729
97,-0.01476
98,0.9172
99,0.3679
100,0.1093
101,0.01765
102,0.1838
103,0.1616
104,0.416
105,0.1373
106,-0.1181
107,-0.1796
108,0.792
109,0.2622
110,0.1352
111,-0.03902
112,-0.1484
113,-0.2043
114,0.1025
115,0.6672
116,0.03195
117,-0.2545
118,-0.1919
119,-0.4955
120,-0.1385
121,0.1772
122,-0.3228
123,-0.3916
124,0.2221
125,-0.02107
126,-0.1104
127,-0.5887
128,0.1015
129,0.3839
130,0.07275
131,0.2339
132,0.3462
133,0.005594
134,0.08004
135,-0.02585
136,-0.2205
137,-1.034
138,0.6441
139,0.03683
140,0.009482
141,0.3796
142,-0.2735
143,-0.5686
144,0.3581
145,-0.2696
146,0.1109
147,0.1288
148,0.01272
149,0.2492
150,-0.4741
151,1.166
152,0.3277
153,0.2815
154,0.08874
155,-0.07438
156,0.05413
157,0.007196
158,0.09298
159,-0.09885
160,-0.09475
161,0.08743
162,-0.1523
163,0.5996
164,0.2733
165,-0.02214
166,0.7213
167,-0.1268
168,0.0507
169,0.3052
170,0.3458
171,-0.1582
172,0.2009
173,0.2235
174,-0.05413
175,-0.3624
176,0.1302
177,0.039
178,-0.4329
179,0.2028
180,-0.2996
181,-0.2978
182,0.4732
183,0.2461
184,-0.04654
185,0.3462
186,-0.2415
187,0.1049
188,-0.2943
189,0.2213
190,0.1133
191,0.08366
192,-0.009723
193,-0.0875
194,-0.5293
195,0.1478
196,-0.1619
197,-0.272
198,-0.06138
199,0.2631
200,0.08349
201,0.2244
202,-0.1246
203,0.1581
204,0.2717
205,0.2496
206,-0.1953
207,-0.3224
208,0.04548
209,0.4434
210,-0.3053
211,0.2276
212,0.3965
213,0.2088
214,0.5028
215,0.02574
216,0.3772
217,0.08009
218,-0.1958
219,-0.2383
220,-0.0735
221,-0.3385
222,-0.04762
223,0.1589
224,0.2243
225,-0.138
226,-0.166
227,0.8318
228,-0.1733
229,-0.4497
230,0.1714
231,0.09444
232,0.3673
233,0.3283
234,-0.1753
235,0.03479
236,-0.3308
237,0.124
238,-0.3732
239,0.7578
240,-0.415
241,-0.4612
242,0.5642
243,0.1658
244,0.02206
245,-0.2419
246,0.5445
247,0.5147
248,0.07969
249,-0.1954
250,0.2912
251,0.6847
252,0.2147
253,-0.2587
254,-0.7312
255,0.1397
256,-0.6863
257,0.3074
258,-0.006005
259,0.1209
260,0.02646
261,0.1202
262,-0.07652
263,0.1072
264,0.04358
265,0.2105
266,-0.1448
267,-0.04433
268,0.3686
269,-0.01114
270,0.3968
271,0.2671
272,0.2113
273,0.02985
274,0.01142
275,-0.291
276,0.2138
277,0.07654
278,-0.05309
279,0.09853
280,1.051
281,0.2302
282,0.0122
283,0.06315
284,0.1137
285,0.2868
286,-0.0898
287,0.05744
288,0.07384
289,-0.2016
290,-0.1599
291,0.3305
292,0.1938
293,-0.03626
294,0.001036
295,0.1238
296,0.4265
297,0.01373
298,-0.3328
299,0.1716
300,0.5773
301,0.4521
302,-0.02774
303,0.3423
304,-0.3284
305,-0.2182
306,0.08522
307,0.9907
308,0.3924
309,-0.3768
310,-0.07392
311,-0.1058
312,-0.1422
313,-0.4925
314,0.2126
315,-0.3544
316,0.01909
317,0.7284
