t,eps_f,eps_g
10,0.00142857,1.19048e-06
20,0.002,1e-05
30,0.005,5e-05
40,0.00666667,0.000111111
50,0.00666667,0.000333333
60,0.00769231,0.000384615
70,0.00909091,0.000454545
80,0.00909091,0.000454545
90,0.00909091,0.000454545
100,0.00909091,0.000454545
110,0.00909091,0.000454545
120,0.00909091,0.000454545
130,0.00909091,0.000454545
140,0.00909091,0.000454545
150,0.00909091,0.000454545
160,0.00909091,0.000454545
170,0.00909091,0.000454545
180,0.00909091,0.000454545
190,0.00909091,0.000454545
200,0.00909091,0.000454545
210,0.00909091,0.000454545
220,0.00909091,0.000454545
230,0.00909091,0.000454545
240,0.00909091,0.000454545
250,0.00909091,0.000454545
260,0.00909091,0.000454545
270,0.00909091,0.000454545
280,0.00909091,0.000454545
290,0.00909091,0.000454545
300,0.00909091,0.000454545
310,0.00909091,0.000454545
320,0.00909091,0.000454545
330,0.00909091,0.000454545
340,0.00909091,0.000454545
350,0.00909091,0.000454545
360,0.00909091,0.000454545
370,0.00909091,0.000454545
380,0.00909091,0.000454545
390,0.00909091,0.000454545
400,0.00909091,0.000454545
410,0.00909091,0.000454545
420,0.00909091,0.000454545
430,0.00909091,0.000454545
440,0.00909091,0.000454545
450,0.00909091,0.000454545
460,0.00909091,0.000454545
470,0.00909091,0.000454545
480,0.00909091,0.000454545
490,0.00909091,0.000454545
500,0.00909091,0.000454545
510,0.00909091,0.000454545
520,0.00909091,0.000454545
530,0.00909091,0.000454545
540,0.00909091,0.000454545
550,0.00909091,0.000454545
560,0.00909091,0.000454545
570,0.00909091,0.000454545
580,0.00909091,0.000454545
590,0.00909091,0.000454545
600,0.00909091,0.000454545
610,0.00909091,0.000454545
620,0.00909091,0.000454545
630,0.00909091,0.000454545
640,0.00909091,0.000454545
650,0.00909091,0.000454545
660,0.00909091,0.000454545
670,0.00909091,0.000454545
680,0.00909091,0.000454545
690,0.00909091,0.000454545
700,0.00909091,0.000454545
710,0.00909091,0.000454545
720,0.00909091,0.000454545
730,0.00909091,0.000454545
740,0.00909091,0.000454545
750,0.00909091,0.000454545
760,0.00909091,0.000454545
770,0.00909091,0.000454545
780,0.00909091,0.000454545
790,0.00909091,0.000454545
800,0.00909091,0.000454545
810,0.00909091,0.000454545
820,0.00909091,0.000454545
830,0.00909091,0.000454545
840,0.00909091,0.000454545
850,0.00909091,0.000454545
860,0.00909091,0.000454545
870,0.00909091,0.000454545
880,0.00909091,0.000454545
890,0.00909091,0.000454545
900,0.00909091,0.000454545
910,0.00909091,0.000454545
920,0.00909091,0.000454545
930,0.00909091,0.000454545
940,0.00909091,0.000454545
950,0.00909091,0.000454545
960,0.00909091,0.000454545
970,0.00909091,0.000454545
980,0.00909091,0.000454545
990,0.00909091,0.000454545
1000,0.00909091,0.000454545
1010,0.00909091,0.000454545
1020,0.00909091,0.000454545
1030,0.00909091,0.000454545
1040,0.00909091,0.000454545
1050,0.00909091,0.000454545
1060,0.00909091,0.000454545
1070,0.00909091,0.000454545
1080,0.00909091,0.000454545
1090,0.00909091,0.000454545
1100,0.00909091,0.000454545
1110,0.00909091,0.000454545
1120,0.00909091,0.000454545
1130,0.00909091,0.000454545
1140,0.00909091,0.000454545
1150,0.00909091,0.000454545
1160,0.00909091,0.000454545
1170,0.00909091,0.000454545
1180,0.00909091,0.000454545
1190,0.00909091,0.000454545
1200,0.00909091,0.000454545
1210,0.00909091,0.000454545
1220,0.00909091,0.000454545
1230,0.00909091,0.000454545
1240,0.00909091,0.000454545
1250,0.00909091,0.000454545
1260,0.00909091,0.000454545
1270,0.00909091,0.000454545
1280,0.00909091,0.000454545
1290,0.00909091,0.000454545
1300,0.00909091,0.000454545
1310,0.00909091,0.000454545
1320,0.00909091,0.000454545
1330,0.00909091,0.000454545
1340,0.00909091,0.000454545
1350,0.00909091,0.000454545
1360,0.00909091,0.000454545
1370,0.00909091,0.000454545
1380,0.00909091,0.000454545
1390,0.00909091,0.000454545
1400,0.00909091,0.000454545
1410,0.00909091,0.000454545
1420,0.00909091,0.000454545
1430,0.00909091,0.000454545
1440,0.00909091,0.000454545
