MDTU,S_F
1,1.12274
2,0.940383
3,1.02681
4,1.01387
5,1.00821
6,1.01252
7,1.00464
8,1.00736
9,1.00933
10,1.00562
11,1.0074
12,1.00194
13,1.00265
14,1.00146
15,0.999837
16,0.999553
17,1.00335
18,0.998092
19,0.994239
20,1.00255
21,0.998743
22,1.0053
23,0.996225
24,0.998581
25,0.995647
26,0.998458
27,1.0087
28,0.998098
29,1.00262
30,0.994972
31,0.999007
32,1.00497
33,1.00235
34,1.00357
35,1.00281
36,1.0051
37,1.00913
38,1.0044
39,1.0053
40,0.999405
41,0.998635
42,1.00055
43,1.00189
44,0.993694
45,0.997728
46,1.00384
47,0.996323
48,1.00073
49,0.999056
50,1.00118
51,0.993887
52,0.998602
53,1.0005
54,1.0038
55,1.00085
56,1.00018
57,1.00303
58,1.00032
59,1.00302
60,1.00194
61,1.0014
62,0.999865
63,1.00131
64,0.999745
65,0.996514
66,0.996533
67,1.00113
68,0.997698
69,0.997701
70,0.999045
71,1.00199
72,0.999103
73,1.00441
74,0.994022
75,1.01134
76,1.00481
77,1.00055
78,0.998482
79,1.00029
80,0.997262
81,0.998101
82,0.995408
83,0.995203
84,0.992637
85,0.996419
86,1.00312
87,1.00026
88,1.00497
89,0.998372
90,1.00118
91,1.00143
92,0.997229
93,0.996778
94,0.998848
95,0.994173
96,0.999128
97,1.00394
98,0.998704
99,1.00046
100,0.991648
101,1.00408
102,1.00415
103,0.999004
104,1.00507
105,0.997877
106,1.00294
107,1.00278
108,1.00008
109,0.997896
110,0.999375
111,1.00872
112,0.995112
113,1.00153
114,0.998014
115,0.997337
116,1.0028
117,1.00119
118,0.999259
119,1.00095
120,0.999418
121,1.0022
122,0.998572
123,0.994873
124,1.00534
125,0.997781
126,0.997216
127,0.997563
128,1.00853
129,1.00375
130,1.00456
131,1.00244
132,1.00544
133,1.00148
134,1.00033
135,1.00061
136,0.996899
137,0.999293
138,1.00083
139,1.00088
140,0.997881
141,0.992428
142,0.99529
143,0.994931
144,1.00581
145,1.00202
146,0.987513
147,0.996689
148,0.995397
149,0.998531
150,1.00151
151,0.995226
152,1.00756
153,1.00053
154,1.00062
155,1.00876
156,1.00021
157,0.999058
158,1.00111
159,1.00146
160,1.00403
161,1.00276
162,0.998481
163,0.994285
164,0.999868
165,0.999834
166,0.995782
167,1.00131
168,1.00156
169,1.00151
170,0.997645
171,1.00192
172,1.00196
173,0.996221
174,0.996835
175,1.00166
176,1.00292
177,1.00064
178,0.991215
179,1.00053
180,0.998558
181,1.00219
182,1.00825
183,0.999129
184,1.00506
185,1.00803
186,0.996824
187,1.00133
188,1.00682
189,0.993312
190,0.992542
191,1.0064
192,0.999437
193,1.00359
194,0.998692
195,1.00227
196,1.00279
197,0.994949
198,1.00295
199,0.99791
200,1.00211
201,0.995136
202,1.00164
203,1.00272
204,1.00557
205,0.999169
206,1.00473
207,0.999482
208,0.999869
209,1.0013
210,0.994232
211,1.00171
212,0.999525
213,0.999101
214,1.00066
215,1.0049
216,1.00067
217,0.997302
218,0.998547
219,0.99802
220,0.999226
221,1.00213
222,1.00352
223,0.997403
224,0.999746
225,0.996691
226,0.996639
227,1.00227
228,1.00029
229,1.00099
230,0.995396
231,1.00349
