MDTU,min_ave,max_ave
1,0.0825121,0.142441
2,0.18852,0.250495
3,0.14667,0.214133
4,0.119663,0.184107
5,0.0955932,0.162508
6,0.0658454,0.147535
7,0.0452048,0.121778
8,0.0436911,0.113927
9,0.0242932,0.0944406
10,0.0260081,0.0926161
11,0.0075452,0.0925329
12,0.00162106,0.0811754
13,-0.00773922,0.0735688
14,-0.0140647,0.065004
15,-0.0175338,0.0656382
16,-0.0196539,0.0661858
17,-0.0268742,0.0588454
18,-0.0307094,0.0560488
19,-0.0398592,0.0494501
20,-0.0342074,0.0492024
21,-0.0313697,0.0517009
22,-0.0334311,0.0493855
23,-0.0324528,0.0534075
24,-0.0236111,0.0491133
25,-0.026659,0.0496768
26,-0.0315714,0.0559264
27,-0.0303185,0.0498217
28,-0.0301084,0.0567361
29,-0.0306242,0.0443525
30,-0.0260831,0.0510977
31,-0.0259055,0.0467575
32,-0.028771,0.0498143
33,-0.0334616,0.0425691
34,-0.0385669,0.0423109
35,-0.0405066,0.0416874
36,-0.0402511,0.0373154
37,-0.0320127,0.0433225
38,-0.0350909,0.0428963
39,-0.0343911,0.0444071
40,-0.0291643,0.0417182
41,-0.0301791,0.0478743
42,-0.0324124,0.0507467
43,-0.0311591,0.0566175
44,-0.0291024,0.0508103
45,-0.0327151,0.0474004
46,-0.0369867,0.0508303
47,-0.0370584,0.0472891
48,-0.0442479,0.0455146
49,-0.0442479,0.0455146
50,-0.043982,0.0414281
51,-0.0380631,0.0443579
52,-0.0380631,0.0443579
53,-0.0380631,0.0443579
54,-0.0412443,0.0421101
55,-0.0475861,0.0367189
56,-0.0482212,0.0325893
57,-0.0473392,0.0322597
58,-0.0394529,0.0452975
59,-0.0450967,0.0452596
60,-0.0437082,0.0393154
61,-0.0433998,0.0408263
62,-0.0433998,0.0408263
63,-0.043982,0.0328198
64,-0.0488062,0.0371512
65,-0.051657,0.0348352
66,-0.051657,0.0348352
67,-0.0420893,0.0311601
68,-0.0459216,0.032718
69,-0.0553255,0.0340494
70,-0.0528757,0.0284835
71,-0.0552287,0.0207369
72,-0.051208,0.0345741
73,-0.0471633,0.0379187
74,-0.0456539,0.0382426
75,-0.0508221,0.034556
76,-0.0454496,0.041069
77,-0.045096,0.0353757
78,-0.0371785,0.0443565
79,-0.0381622,0.0394607
80,-0.0408798,0.0395948
81,-0.0412426,0.0364954
82,-0.0416141,0.0411614
83,-0.0416141,0.0411614
84,-0.0383536,0.0374528
85,-0.0305046,0.0489819
86,-0.03708,0.0485389
87,-0.0373789,0.0462764
88,-0.0385526,0.0406574
89,-0.0506464,0.0345382
90,-0.0444217,0.0346632
91,-0.0411501,0.0322959
92,-0.0411501,0.0322959
93,-0.0355849,0.0451442
94,-0.0411008,0.046185
95,-0.0411008,0.046185
96,-0.0411008,0.046185
97,-0.0320338,0.0507237
98,-0.0320338,0.0507237
99,-0.0386358,0.0470789
100,-0.0363669,0.0453364
101,-0.0344322,0.0525642
102,-0.0386113,0.0526436
103,-0.0365798,0.0438852
104,-0.0365798,0.0438852
105,-0.0365798,0.0438852
106,-0.0330752,0.0406826
107,-0.0405233,0.0453447
108,-0.0405233,0.0453447
109,-0.0392951,0.0434768
110,-0.0441156,0.0435509
111,-0.0392331,0.0401192
112,-0.0426898,0.0442236
113,-0.0406984,0.0448909
114,-0.0377103,0.0417859
115,-0.0507246,0.0319835
116,-0.0468223,0.0391546
117,-0.0453949,0.0355468
118,-0.0432226,0.0429926
119,-0.0339658,0.0404837
120,-0.0381609,0.0390289
121,-0.0374389,0.0415699
122,-0.0347078,0.0486707
123,-0.0361096,0.0462205
124,-0.039642,0.0413398
125,-0.0391536,0.0436287
126,-0.0373558,0.0452632
127,-0.0355783,0.04833
128,-0.0385579,0.0522568
129,-0.0385579,0.0522568
130,-0.0325056,0.0496833
131,-0.02766,0.043434
132,-0.0378216,0.0408929
133,-0.0404597,0.0389863
134,-0.0404597,0.0389863
135,-0.0430501,0.0406192
136,-0.0404671,0.0418616
137,-0.033593,0.0446216
138,-0.0347236,0.0414289
139,-0.0370611,0.0463524
140,-0.0351871,0.0424484
141,-0.0351871,0.0424484
142,-0.0376804,0.042665
143,-0.0281922,0.048265
144,-0.0350481,0.0456777
145,-0.0307259,0.0447797
146,-0.0333051,0.0494974
147,-0.0370567,0.042866
148,-0.0462567,0.0442002
149,-0.0462567,0.0442002
150,-0.0297974,0.0426497
151,-0.0297974,0.0426497
152,-0.0381189,0.0372617
153,-0.0378892,0.039528
154,-0.0341736,0.0455903
