MDTU,susyTrans,Im(bilin)
10,-0.0150166,-1.39528e-06
20,0.00605256,-1.16518e-05
30,-0.0204454,1.95513e-06
40,0.00488369,-1.54739e-05
50,-0.0214187,5.64993e-06
60,-0.000615268,-1.54747e-05
70,0.028839,2.67808e-05
80,-0.0125748,-2.02337e-05
90,0.0156596,1.89584e-05
100,0.0109069,-1.85313e-06
110,0.0147925,5.74296e-06
120,-0.0231143,8.3215e-06
130,-0.017313,8.49805e-06
140,-0.0162903,-1.03653e-05
150,-0.00206588,1.40676e-05
160,-0.00991317,-3.45903e-05
170,0.000491782,6.07942e-07
180,0.0116998,2.36365e-06
190,-0.0181011,1.82548e-05
200,-0.0492395,-2.85763e-05
210,-0.0194852,-1.49559e-05
220,-0.0102953,-2.0612e-06
230,-0.00851394,-1.52473e-05
240,-0.00653788,-1.51616e-05
250,-0.0416178,-9.29769e-06
260,0.00649241,-6.66923e-07
270,0.00381703,-2.58295e-06
280,0.0194445,1.56528e-05
290,0.0172987,1.01962e-05
300,-0.0109515,-2.42438e-05
310,-0.0286547,9.26988e-06
320,-0.00786711,-7.75639e-06
330,-0.00417006,-1.44445e-05
340,0.0111696,1.87783e-05
350,0.00467137,7.83206e-07
360,0.0165192,1.31589e-05
370,0.0224977,1.73e-05
380,0.00835939,-5.18157e-06
390,-0.0198139,1.4596e-05
400,-0.0101235,-7.55616e-06
410,-0.00650847,-6.15518e-06
420,-0.00821987,9.14976e-07
430,-0.00763529,1.18558e-06
440,0.00550663,-6.63925e-06
450,-0.00830557,7.40629e-06
460,0.0100221,-3.70289e-06
470,-0.0313492,-7.92118e-06
480,-0.0114312,-1.73564e-05
490,0.0238933,3.27423e-05
500,0.0133015,-2.51697e-05
510,-0.000687618,5.40514e-06
520,-0.0078707,2.36644e-05
530,0.0203216,2.98251e-05
540,0.00333308,7.40873e-06
550,0.0171787,3.89484e-06
560,-0.010026,-1.1217e-05
570,-0.00477044,-7.74382e-06
580,-0.00109184,1.55992e-05
590,-0.0131153,5.87595e-06
600,0.013728,-5.15678e-06
610,-0.00122123,3.57674e-06
620,0.00370618,2.3154e-06
630,0.00197407,-2.38778e-05
640,-0.0172824,-1.99893e-05
650,0.00121313,6.90891e-06
660,0.00876903,8.78337e-06
670,-0.00621492,-1.48231e-05
680,0.0198805,-1.549e-06
690,0.0119359,1.37156e-05
700,0.00823719,3.97893e-05
710,0.00886202,-3.39142e-05
720,0.00873509,-1.12532e-05
730,-0.0029177,-7.64164e-06
740,-0.00333932,-1.09865e-05
750,0.0122632,-1.85179e-05
760,0.00145362,1.95846e-05
770,-0.0043515,-3.50413e-08
780,-0.0198227,-1.41477e-05
790,0.010818,1.92377e-05
800,0.00509266,5.91161e-06
810,0.0361439,-2.53196e-05
820,-0.00167358,-5.87965e-06
830,-0.0118306,-6.54445e-06
840,0.0117894,-1.02028e-05
850,-0.00985095,1.55639e-06
860,-0.0294743,-2.50026e-06
870,0.0275894,1.01273e-05
880,0.00134809,-1.19964e-08
890,-0.00232137,7.09779e-06
900,-0.00125384,3.45106e-06
910,0.0425061,-1.76729e-05
920,-0.00148093,1.71379e-05
930,-0.0255377,1.89631e-05
940,0.0218487,7.34417e-06
950,0.0132551,-1.75556e-05
960,0.0128683,2.76604e-05
970,0.00306416,1.11568e-05
980,-0.00611484,8.65322e-06
990,0.0159766,1.26588e-05
1000,-0.00781578,-1.76545e-05
1010,0.0179551,-1.29518e-06
1020,0.0198535,9.13817e-06
1030,0.00468515,-9.19947e-06
1040,-0.00571008,-4.77107e-06
1050,0.00730312,1.51899e-06
1060,-0.00794859,1.71693e-05
1070,0.00366859,1.77924e-05
1080,0.025999,6.04723e-06
1090,-0.0106331,-2.09015e-06
1100,0.0114687,-3.79015e-05
1110,0.00853931,1.31819e-05
1120,0.00599596,-1.25163e-05
1130,0.0186618,-7.42036e-06
1140,0.00625246,2.54718e-06
1150,-0.0350716,-1.42667e-05
1160,-0.00138981,-1.95265e-05
1170,0.0041009,1.41646e-05
1180,0.00963507,2.66191e-06
1190,-0.0269707,2.13624e-05
1200,-0.0212273,-3.94894e-06
