MDTU,|det-1|^2,1-Re(det),Im(det)
1,55553.9,-235.684,0.00102703
2,1.38631e+09,-37229.1,-0.186454
3,3.27814e+07,-5724.27,-0.0294329
4,1.93577e+06,-1391.04,0.00490548
5,214299,-462.852,-0.00135669
6,24359.4,-156.051,0.000823778
7,3456.63,-58.7754,-0.000659347
8,1899.9,-43.5774,0.000631457
9,295.12,-17.1732,0.00020423
10,285.946,-16.9047,-7.54008e-05
11,110.27,-10.4974,-0.000145585
12,40.3027,-6.34708,5.88569e-05
13,14.4753,-3.80357,-0.000145072
14,7.5412,-2.745,-0.000104519
15,3.41401,-1.84646,-3.41971e-06
16,3.9547,-1.9877,3.14185e-05
17,1.48328,-1.21639,2.85983e-05
18,0.613719,-0.78254,-1.52932e-05
19,0.3636,-0.60119,1.07417e-05
20,0.326857,-0.57061,2.6176e-05
21,0.441518,-0.66334,1.50792e-05
22,0.218567,-0.46639,-8.19087e-05
23,0.439588,-0.66144,1.68715e-05
24,0.801234,-0.8942,4.00443e-05
25,0.797297,-0.89214,3.9149e-06
26,0.928978,-0.96273,-7.33183e-05
27,0.37184,-0.60883,5.74121e-05
28,0.5122,-0.71409,4.02211e-05
29,0.205241,-0.45187,2.98905e-05
30,0.421755,-0.64847,1.4391e-05
31,0.346431,-0.58715,-3.9366e-05
32,0.658617,-0.80951,0.000103808
33,0.10963,-0.32949,1.40252e-05
34,0.0369786,-0.19029,-1.21714e-05
35,0.00176323,-0.03548,1.74794e-05
36,0.00971214,-0.09591,9.82595e-06
37,0.0627049,-0.24894,6.8445e-06
38,0.130919,-0.36025,2.91313e-05
39,0.0509853,-0.22287,1.53552e-05
40,0.231076,-0.47861,-2.38006e-06
41,0.250717,-0.49926,4.73182e-05
42,0.36196,-0.60013,-9.80755e-06
43,0.585078,-0.76403,8.142e-06
44,0.378094,-0.61386,-1.22757e-05
45,0.275857,-0.52409,-2.60457e-05
46,0.204895,-0.45147,-9.37657e-06
47,0.0703777,-0.26347,-1.53188e-05
48,0.0354711,-0.18624,2.27759e-05
49,0.0354711,-0.18624,2.27759e-05
50,0.00146262,-0.03201,8.46719e-06
51,0.0624514,-0.24745,-1.15996e-05
52,0.0624514,-0.24745,-1.15996e-05
53,0.0624514,-0.24745,-1.15996e-05
54,0.0312797,-0.17465,-4.57982e-06
55,0.0564446,0.236598,2.75188e-06
56,0.0585086,0.241021,-1.06055e-05
57,0.105688,0.324725,-7.06674e-06
