t,walltime
10,9.917
20,9.724
30,9.893
40,9.876
50,9.775
60,9.932
70,9.925
80,9.752
90,9.897
100,9.969
110,9.867
120,9.806
130,9.867
140,9.817
150,9.876
160,9.995
170,9.987
180,10
190,9.922
200,10
210,9.902
220,9.889
230,9.885
240,9.9
250,9.77
260,9.929
270,9.937
280,9.791
290,9.974
300,9.933
310,9.97
320,9.868
330,9.89
340,9.887
350,9.823
360,9.779
370,9.859
380,9.901
390,9.899
400,10.06
410,9.972
420,9.91
430,9.895
440,9.661
450,9.921
460,9.983
470,9.736
480,9.636
490,9.659
500,9.839
510,9.823
520,9.759
530,9.847
540,9.901
550,9.932
560,9.801
570,10.02
580,10.01
590,9.903
600,9.849
610,9.94
620,9.873
630,10.08
640,10.05
650,9.929
660,9.994
670,9.928
680,9.779
690,9.811
700,9.894
710,9.845
720,9.861
730,9.91
740,9.835
750,10.03
760,9.909
770,9.947
780,9.925
790,9.887
800,9.808
810,9.885
820,9.942
830,9.888
840,9.8
850,9.831
860,9.914
870,9.895
880,9.993
890,10.09
900,9.792
910,10.07
920,9.895
930,9.704
940,9.625
950,9.809
960,9.899
970,9.85
980,9.938
990,9.915
1000,9.892
1010,9.836
1020,9.879
1030,9.866
1040,9.832
1050,9.93
1060,10.07
1070,9.841
1080,9.868
1090,9.776
1100,9.682
1110,9.794
1120,9.989
1130,9.915
1140,9.996
1150,10.01
1160,9.849
1170,9.876
1180,9.683
1190,9.818
1200,10.02
1210,9.996
1220,9.944
1230,10.11
1240,9.773
1250,9.8
1260,9.855
1270,10.02
1280,9.89
1290,9.913
1300,9.967
1310,10.13
1320,9.993
1330,10.02
1340,10.06
1350,9.914
1360,10.04
1370,9.974
1380,9.917
1390,9.942
1400,9.917
1410,9.943
1420,10.06
1430,10.13
1440,10.02
1450,10.06
1460,9.984
1470,10.04
1480,10.03
1490,9.991
1500,9.993
1510,9.911
1520,9.879
1530,10.12
1540,10.05
1550,9.942
1560,9.904
1570,9.818
1580,9.914
1590,9.847
1600,9.946
1610,10.07
1620,9.982
1630,10.01
1640,10.01
1650,10.09
1660,9.902
1670,9.907
1680,10.09
1690,10.03
1700,10.04
1710,10.22
1720,10.12
1730,9.98
1740,9.992
1750,9.975
1760,10.15
1770,9.969
1780,10.04
1790,9.963
1800,9.823
1810,10.04
1820,10.08
1830,9.96
1840,10.09
1850,10.12
1860,10.1
1870,9.953
1880,10.06
1890,9.899
1900,10.05
1910,10.08
1920,10.15
1930,10.17
1940,10.21
1950,10.09
1960,9.978
1970,9.948
1980,9.965
1990,10.04
2000,10.16
2010,10.13
2020,10.14
2030,10.03
2040,10.16
2050,9.984
2060,10.09
2070,10.14
2080,10.2
2090,10.23
2100,10.16
2110,10.25
2120,10.04
2130,10.24
2140,10.23
2150,10.2
2160,10.12
2170,10.25
2180,10.31
2190,10.24
2200,10.2
2210,10.31
2220,10.27
2230,10.35
2240,10.25
2250,10.36
2260,10.29
2270,10.32
2280,10.25
2290,10.32
2300,10.22
2310,10.18
2320,10.27
2330,10.3
2340,10.31
2350,10.32
2360,10.42
2370,10.29
2380,10.33
2390,10.26
2400,10.31
2410,10.37
2420,10.26
2430,10.26
2440,10.26
2450,10.37
2460,10.26
2470,10.49
2480,10.38
2490,10.33
2500,10.43
2510,10.51
2520,10.31
2530,10.22
2540,10.45
2550,10.32
2560,10.46
2570,10.35
2580,10.6
2590,10.42
2600,10.57
2610,10.26
2620,10.55
2630,10.32
2640,10.55
2650,10.36
2660,10.46
2670,10.42
2680,10.57
2690,10.18
2700,10.25
2710,10.15
2720,10.55
2730,10.36
2740,10.59
2750,10.51
2760,10.63
2770,10.52
2780,10.69
2790,10.38
2800,10.63
2810,10.51
2820,10.39
2830,10.47
2840,10.54
2850,10.77
2860,10.57
2870,10.54
2880,10.4
2890,10.7
2900,10.58
2910,10.78
2920,10.59
2930,10.58
2940,10.68
2950,10.54
2960,10.75
2970,10.56
2980,10.81
2990,10.67
3000,10.55
3010,10.87
3020,10.7
3030,10.88
3040,10.74
3050,10.53
3060,10.8
3070,10.52
3080,10.83
3090,10.55
3100,10.83
3110,11
3120,10.64
3130,10.88
3140,10.61
3150,10.91
3160,10.86
3170,10.58
3180,10.83
3190,10.55
3200,10.94
3210,10.86
3220,10.78
3230,10.99
3240,11.04
3250,10.8
3260,11
3270,11.02
3280,10.69
3290,10.79
3300,10.55
3310,10.88
3320,10.95
3330,10.81
3340,10.91
3350,10.82
3360,10.66
3370,10.88
3380,10.83
3390,10.9
3400,11.09
3410,11
3420,10.92
3430,11.11
3440,11.08
3450,10.72
3460,11.18
3470,11.06
3480,10.87
3490,11.18
3500,11.04
