MDTU,plaq,Re(det),Im(det),link
1,0.039295,0.54161,0.424948,0.0356493
2,0.0514625,0.737565,0.431005,0.0394258
3,0.0465868,0.582895,0.405678,0.0481807
4,0.0465868,0.582895,0.405678,0.0481807
5,0.0465868,0.582895,0.405678,0.0481807
6,0.0475679,0.365134,0.244643,0.0601484
7,0.0396534,0.234507,0.179773,0.0408578
8,0.0497045,0.170074,0.106267,0.0522947
9,0.0478583,0.191327,0.110049,0.0485277
10,0.045086,0.165773,0.113784,0.0513993
11,0.0466948,0.144599,0.0747078,0.0393166
12,0.0466948,0.144599,0.0747078,0.0393166
13,0.0471421,0.107344,0.0671777,0.0586676
14,0.0597448,0.128684,0.0687001,0.0593398
15,0.0518666,0.108365,0.0642818,0.0661343
16,0.0518666,0.108365,0.0642818,0.0661343
17,0.0518666,0.108365,0.0642818,0.0661343
18,0.0518666,0.108365,0.0642818,0.0661343
19,0.0423287,0.053643,0.0377207,0.0559099
20,0.0512507,0.0808269,0.0493242,0.0315122
21,0.0512507,0.0808269,0.0493242,0.0315122
22,0.0522501,0.0770857,0.0450113,0.0575691
23,0.0419555,0.0699014,0.0468191,0.0615047
24,0.0586602,0.0938386,0.0490385,0.0557698
25,0.0433724,0.0575957,0.0379626,0.0466742
26,0.0450587,0.076905,0.0498816,0.0550803
27,0.057124,0.103673,0.0499312,0.0507559
28,0.0422685,0.0748085,0.0518697,0.0509395
29,0.0422685,0.0748085,0.0518697,0.0509395
30,0.0422685,0.0748085,0.0518697,0.0509395
31,0.045521,0.0889151,0.054682,0.0539754
32,0.0403089,0.0550565,0.0392455,0.0619914
33,0.0329865,0.0425782,0.039408,0.0513737
34,0.0329865,0.0425782,0.039408,0.0513737
35,0.0329865,0.0425782,0.039408,0.0513737
36,0.0329865,0.0425782,0.039408,0.0513737
37,0.0678047,0.0765069,0.0318395,0.0517659
38,0.0526548,0.0757875,0.0456797,0.0533282
39,0.0533856,0.0780938,0.0453413,0.0443399
40,0.052717,0.0712611,0.0412334,0.0503713
41,0.052717,0.071261,0.0412334,0.0503713
42,0.0404388,0.0448257,0.0301672,0.0564537
43,0.0375401,0.0446953,0.0362489,0.0617544
44,0.03971,0.0526293,0.0359263,0.0668934
45,0.0447348,0.0539079,0.0349488,0.0632736
46,0.0456205,0.0535749,0.0311806,0.0614974
47,0.0456205,0.0535749,0.0311806,0.0614974
48,0.0456205,0.0535749,0.0311806,0.0614974
49,0.0647953,0.08011,0.0319397,0.0624348
50,0.0379366,0.0388961,0.0307214,0.0492485
51,0.0379366,0.0388961,0.0307214,0.0492485
52,0.0366102,0.0553675,0.0465946,0.0543289
53,0.0324234,0.0422,0.033251,0.0379869
54,0.0464222,0.0455677,0.0259877,0.0352748
55,0.0464222,0.0455677,0.0259877,0.0352748
56,0.0516502,0.0650124,0.0391835,0.0202731
57,0.0420746,0.0461718,0.0326523,0.0512779
58,0.0483914,0.0525913,0.0267457,0.0355453
59,0.0418143,0.0469136,0.0315679,0.0411385
60,0.0499896,0.0541167,0.0297491,0.0346562
61,0.043943,0.0654521,0.0430592,0.0311235
62,0.043943,0.0654521,0.0430592,0.0311235
63,0.0390282,0.0488239,0.0364995,0.0607858
64,0.0660002,0.0794897,0.0357723,0.0605351
65,0.0489002,0.0666705,0.0402951,0.0610027
66,0.0495905,0.0861093,0.0468796,0.0807858
