MDTU,min_ave,max_ave
1,-0.00492235,0.113602
2,0.0071756,0.113282
3,-0.00411535,0.118099
4,-0.00411535,0.118099
5,-0.00411535,0.118099
6,-0.0204888,0.105258
7,-0.021222,0.100702
8,-0.032948,0.0890235
9,-0.0318648,0.100905
10,-0.0292748,0.086527
11,-0.0410515,0.0900182
12,-0.0410515,0.0900182
13,-0.0516858,0.0761626
14,-0.0455578,0.074496
15,-0.0401298,0.076876
16,-0.0401298,0.076876
17,-0.0401298,0.076876
18,-0.0401298,0.076876
19,-0.0549792,0.0682887
20,-0.0485091,0.0662734
21,-0.0485091,0.0662734
22,-0.051053,0.0701414
23,-0.0525827,0.0687691
24,-0.0472463,0.0705046
25,-0.0580994,0.0655575
26,-0.0482142,0.0706389
27,-0.0476227,0.0721795
28,-0.0512274,0.0712058
29,-0.0512274,0.0712058
30,-0.0512274,0.0712058
31,-0.0497431,0.0724712
32,-0.0567936,0.0676594
33,-0.0546336,0.0650285
34,-0.0546336,0.0650285
35,-0.0546336,0.0650285
36,-0.0546336,0.0650285
37,-0.0589475,0.0619255
38,-0.0568988,0.0713651
39,-0.0507781,0.0684159
40,-0.0505975,0.0628277
41,-0.0505975,0.0628277
42,-0.0593988,0.0630281
43,-0.062461,0.0685643
44,-0.0631734,0.0675238
45,-0.0521378,0.0684369
46,-0.0556944,0.0651148
47,-0.0556944,0.0651148
48,-0.0556944,0.0651148
49,-0.0595096,0.0641437
50,-0.0623865,0.0577694
51,-0.0623865,0.0577694
52,-0.0525907,0.0657517
53,-0.0517285,0.0622645
54,-0.0640954,0.059061
55,-0.0640954,0.059061
56,-0.052808,0.0642538
57,-0.0628705,0.0598614
58,-0.0640624,0.0660328
59,-0.0629648,0.0668099
60,-0.065586,0.0587066
61,-0.0552863,0.0650096
62,-0.0552863,0.0650096
63,-0.0595914,0.0621508
64,-0.0648045,0.0669051
65,-0.0597715,0.0648518
66,-0.0456717,0.0680186
67,-0.0455201,0.0790688
68,-0.0565834,0.0723168
69,-0.0507601,0.0683352
70,-0.0534625,0.0711936
71,-0.0479124,0.0703222
72,-0.0587616,0.0721357
73,-0.0587616,0.0721357
74,-0.0524393,0.0638438
75,-0.0624414,0.0698272
76,-0.0497482,0.0732287
77,-0.0501884,0.067458
78,-0.0479709,0.0678774
79,-0.0466697,0.0698527
80,-0.0489955,0.0715348
81,-0.0462224,0.070926
82,-0.053184,0.0751279
83,-0.0538672,0.0667088
84,-0.0627181,0.0713015
85,-0.0590148,0.0699484
86,-0.054731,0.0643524
87,-0.054731,0.0643524
88,-0.0581299,0.0660633
89,-0.0679776,0.0569044
90,-0.0578358,0.059913
91,-0.0578358,0.059913
92,-0.0610219,0.0599487
93,-0.0707657,0.053434
