t,cg_iters
1,8245
2,8159
3,8053
4,8126
5,8129
6,8161
7,8160
8,8364
9,8186
10,8253
11,8030
12,7926
13,7906
14,7962
15,8106
16,7849
17,7914
18,8054
19,8022
20,8011
21,8026
22,8257
23,8134
24,8074
25,8119
26,8158
27,8251
28,8042
29,8165
30,8145
31,8151
32,7990
33,8213
34,8168
35,8015
36,8016
37,8276
38,8235
39,8210
40,8114
41,7892
42,8220
43,8186
44,8025
45,7948
46,7980
47,7997
48,8079
49,7991
50,7990
51,8021
52,7960
53,8288
54,8269
55,8006
56,8348
57,8193
58,8316
59,8149
60,8347
61,8159
62,8161
63,7987
64,8102
65,8263
66,8120
67,8366
68,8317
69,8250
70,8097
71,8046
72,7898
73,7895
74,8045
75,7880
76,7924
77,8020
78,7954
79,8043
80,8346
81,8384
82,8180
83,8144
84,8244
85,8228
86,7981
87,8054
88,7950
89,8160
90,8150
91,8354
92,8454
93,8327
94,8113
95,8126
96,7927
97,8401
98,8091
99,8253
100,8035
101,8240
102,8244
103,8115
104,8236
105,8053
106,7897
107,8147
108,8143
109,8213
110,7951
111,7899
112,8061
113,7905
114,8084
115,8310
116,8116
117,7980
118,8014
119,8134
120,8207
121,8223
122,8158
123,7920
124,8176
125,8133
126,8252
127,8193
128,8277
129,7917
130,8030
131,8032
132,7968
133,7814
134,8000
135,8065
136,7892
137,8236
138,8062
139,8314
140,8308
141,8199
142,8097
143,8099
144,8260
145,8127
146,8004
147,8013
148,8358
149,7987
150,8079
151,8222
152,8083
153,8266
154,8048
155,8138
156,8437
157,8417
158,8550
159,8211
160,8172
161,8179
162,8417
163,8306
164,8277
165,8395
166,8293
167,8271
168,7941
169,8245
170,8226
171,8229
172,8264
173,8155
174,8159
175,8451
176,8341
177,8543
178,8478
179,7980
180,8035
181,7955
182,8168
183,8294
184,8215
185,8238
186,8015
187,8245
188,8222
189,8322
190,8248
191,8355
192,8276
193,8409
194,8420
195,8590
196,8450
197,8179
198,8173
199,8076
200,7854
201,8355
202,8114
203,7899
204,8198
205,8091
206,8190
207,8257
208,8187
209,8091
210,8088
211,8255
212,8195
213,7960
214,8053
215,8170
216,8039
217,8274
218,8145
219,8121
220,8033
221,8255
222,8210
223,8155
224,8048
225,8239
226,8167
227,8063
228,8022
229,8177
230,8019
231,8287
232,8348
233,8153
234,8500
235,8250
236,8001
237,8122
238,8102
239,7960
240,7921
241,7986
242,7873
243,7902
244,8311
245,7955
246,8087
247,7935
248,7831
249,8042
250,8341
251,7993
252,8184
253,8285
254,8128
255,7919
256,8149
257,8081
258,8231
259,8508
260,8394
261,8199
262,8223
263,8061
264,8345
265,8191
266,8143
267,8266
268,8224
269,7968
270,8175
271,7968
272,7974
273,8003
274,7963
275,8185
276,8005
277,7999
278,8096
279,8147
280,8179
281,8288
282,8341
283,8240
284,8156
285,8372
286,8260
287,8494
288,8144
289,8206
290,8010
291,7979
292,8312
293,8222
294,7953
295,8175
296,8244
297,8118
298,8233
299,8108
300,8472
301,8016
302,8327
303,8366
304,8308
305,8466
306,8148
307,7971
308,8163
309,8269
310,8168
311,8191
312,8191
313,8271
314,8173
315,8111
316,8131
317,8067
318,7941
319,8167
320,7990
321,7829
322,8207
323,8144
324,8109
325,8148
326,8087
327,8185
328,8197
329,8239
330,8275
331,8527
332,8193
333,8387
334,7971
335,7957
336,7858
337,8039
338,7995
339,8296
340,8206
341,8223
342,8072
343,8282
344,8080
345,7976
346,7957
347,7896
348,8113
349,8160
350,8035
351,7949
352,7906
353,7949
354,7807
355,7848
356,8154
357,8133
358,8022
359,8167
360,8195
361,8400
362,8002
363,8130
364,8053
365,8105
366,8066
367,8240
368,7991
369,8196
370,8140
371,7915
372,8003
373,8014
374,8180
375,8256
376,8263
377,8072
378,8268
379,8228
380,8264
381,8132
382,8070
