t,cost
10,5.9502
20,5.8344
30,5.9358
40,5.9256
50,5.865
60,5.9592
70,5.955
80,5.8512
90,5.9382
100,5.9814
110,5.9202
120,5.8836
130,5.9202
140,5.8902
150,5.9256
160,5.997
170,5.9922
180,6
190,5.9532
200,6
210,5.9412
220,5.9334
230,5.931
240,5.94
250,5.862
260,5.9574
270,5.9622
280,5.8746
290,5.9844
300,5.9598
310,5.982
320,5.9208
330,5.934
340,5.9322
350,5.8938
360,5.8674
370,5.9154
380,5.9406
390,5.9394
400,6.036
410,5.9832
420,5.946
430,5.937
440,5.7966
450,5.9526
460,5.9898
470,5.8416
480,5.7816
490,5.7954
500,5.9034
510,5.8938
520,5.8554
530,5.9082
540,5.9406
550,5.9592
560,5.8806
570,6.012
580,6.006
590,5.9418
600,5.9094
610,5.964
620,5.9238
630,6.048
640,6.03
650,5.9574
660,5.9964
670,5.9568
680,5.8674
690,5.8866
700,5.9364
710,5.907
720,5.9166
730,5.946
740,5.901
750,6.018
760,5.9454
770,5.9682
780,5.955
790,5.9322
800,5.8848
810,5.931
820,5.9652
830,5.9328
840,5.88
850,5.8986
860,5.9484
870,5.937
880,5.9958
890,6.054
900,5.8752
910,6.042
920,5.937
930,5.8224
940,5.775
950,5.8854
960,5.9394
970,5.91
980,5.9628
990,5.949
1000,5.9352
1010,5.9016
1020,5.9274
1030,5.9196
1040,5.8992
1050,5.958
1060,6.042
1070,5.9046
1080,5.9208
1090,5.8656
1100,5.8092
1110,5.8764
1120,5.9934
1130,5.949
1140,5.9976
1150,6.006
1160,5.9094
1170,5.9256
1180,5.8098
1190,5.8908
1200,6.012
1210,5.9976
1220,5.9664
1230,6.066
1240,5.8638
1250,5.88
1260,5.913
1270,6.012
1280,5.934
1290,5.9478
1300,5.9802
1310,6.078
1320,5.9958
1330,6.012
1340,6.036
1350,5.9484
1360,6.024
1370,5.9844
1380,5.9502
1390,5.9652
1400,5.9502
1410,5.9658
1420,6.036
1430,6.078
1440,6.012
1450,6.036
1460,5.9904
1470,6.024
1480,6.018
1490,5.9946
1500,5.9958
1510,5.9466
1520,5.9274
1530,6.072
1540,6.03
1550,5.9652
1560,5.9424
1570,5.8908
1580,5.9484
1590,5.9082
1600,5.9676
1610,6.042
1620,5.9892
1630,6.006
1640,6.006
1650,6.054
1660,5.9412
1670,5.9442
1680,6.054
1690,6.018
1700,6.024
1710,6.132
1720,6.072
1730,5.988
1740,5.9952
1750,5.985
1760,6.09
1770,5.9814
1780,6.024
1790,5.9778
1800,5.8938
1810,6.024
1820,6.048
1830,5.976
1840,6.054
1850,6.072
1860,6.06
1870,5.9718
1880,6.036
1890,5.9394
1900,6.03
1910,6.048
1920,6.09
1930,6.102
1940,6.126
1950,6.054
1960,5.9868
1970,5.9688
1980,5.979
1990,6.024
2000,6.096
2010,6.078
2020,6.084
2030,6.018
2040,6.096
2050,5.9904
2060,6.054
2070,6.084
2080,6.12
2090,6.138
2100,6.096
2110,6.15
2120,6.024
2130,6.144
2140,6.138
2150,6.12
2160,6.072
2170,6.15
2180,6.186
2190,6.144
2200,6.12
2210,6.186
2220,6.162
2230,6.21
2240,6.15
2250,6.216
2260,6.174
2270,6.192
2280,6.15
2290,6.192
2300,6.132
2310,6.108
2320,6.162
2330,6.18
2340,6.186
2350,6.192
2360,6.252
2370,6.174
2380,6.198
2390,6.156
2400,6.186
2410,6.222
2420,6.156
2430,6.156
2440,6.156
2450,6.222
2460,6.156
2470,6.294
2480,6.228
2490,6.198
2500,6.258
2510,6.306
2520,6.186
2530,6.132
2540,6.27
2550,6.192
2560,6.276
2570,6.21
2580,6.36
2590,6.252
2600,6.342
2610,6.156
2620,6.33
2630,6.192
2640,6.33
2650,6.216
2660,6.276
2670,6.252
2680,6.342
2690,6.108
2700,6.15
2710,6.09
2720,6.33
2730,6.216
2740,6.354
2750,6.306
2760,6.378
2770,6.312
2780,6.414
2790,6.228
2800,6.378
2810,6.306
2820,6.234
2830,6.282
2840,6.324
2850,6.462
2860,6.342
2870,6.324
2880,6.24
2890,6.42
2900,6.348
2910,6.468
2920,6.354
2930,6.348
2940,6.408
2950,6.324
2960,6.45
2970,6.336
2980,6.486
2990,6.402
3000,6.33
3010,6.522
3020,6.42
3030,6.528
3040,6.444
3050,6.318
3060,6.48
3070,6.312
3080,6.498
3090,6.33
3100,6.498
3110,6.6
3120,6.384
3130,6.528
3140,6.366
3150,6.546
3160,6.516
3170,6.348
3180,6.498
3190,6.33
3200,6.564
3210,6.516
3220,6.468
3230,6.594
3240,6.624
3250,6.48
3260,6.6
3270,6.612
3280,6.414
3290,6.474
3300,6.33
3310,6.528
3320,6.57
3330,6.486
3340,6.546
3350,6.492
3360,6.396
3370,6.528
3380,6.498
3390,6.54
3400,6.654
3410,6.6
3420,6.552
3430,6.666
3440,6.648
3450,6.432
3460,6.708
3470,6.636
3480,6.522
3490,6.708
3500,6.624
