t,|deltaS|
1,1.973
2,0.5349
3,0.3905
4,1.2
5,0.7783
6,0.488
7,0.006359
8,0.0288
9,0.1284
10,0.06883
11,0.3316
12,1.915
13,0.3273
14,0.9014
15,0.1981
16,1.31
17,0.9683
18,1.262
19,0.8508
20,0.0008703
21,0.5445
22,0.1526
23,0.7763
24,0.6097
25,0.562
26,0.002976
27,0.4029
28,0.2768
29,0.4785
30,1.165
31,0.4579
32,0.3281
33,0.206
34,0.9389
35,0.8694
36,1.609
37,0.2459
38,0.5218
39,0.04375
40,0.2523
41,0.3982
42,0.0523
43,0.9838
44,0.8852
45,0.6467
46,0.4438
47,0.7839
48,0.5307
49,0.2674
50,1.625
51,0.6111
52,0.4259
53,1.615
54,0.4613
55,1.175
56,0.687
57,0.3752
58,0.96
59,0.9367
60,0.4464
61,0.7608
62,1.48
63,0.5607
64,0.2402
65,0.6259
66,0.2434
67,0.3226
68,0.3398
69,0.6138
70,0.2813
71,0.2115
72,0.2645
73,1.734
74,0.436
75,0.924
76,0.9483
77,0.5641
78,0.001137
79,0.2325
80,1.167
81,0.6847
82,0.6165
83,0.1319
84,0.7103
85,0.1457
86,0.1894
87,1.294
88,1.108
89,0.1438
90,0.1648
91,0.8913
92,0.5356
93,0.2417
94,0.6511
95,0.01828
96,1.688
97,0.7426
98,0.3086
99,0.07246
100,1.06
101,0.08519
102,0.8823
103,0.4513
104,0.5582
105,0.7742
106,0.7935
107,0.2424
108,0.1351
109,0.7461
110,0.04026
111,1.305
112,0.1547
113,0.8943
114,0.5912
115,0.4672
116,1.383
117,0.5813
118,0.3776
119,0.1267
120,1.551
121,0.9508
122,0.4276
123,0.7392
124,0.9002
125,1.196
126,0.283
127,0.5076
128,0.001107
129,0.3904
130,0.7296
131,0.3764
132,0.4679
133,0.2346
134,1.317
135,0.2144
136,0.4553
137,0.8
138,0.6421
139,0.7833
140,0.515
141,1.033
142,0.233
143,0.07724
144,0.3019
145,0.3871
146,0.7809
147,0.112
148,1.378
149,0.8974
150,1.005
151,1.158
152,0.03854
153,0.1243
154,0.5563
155,0.4135
156,1.124
157,0.5499
158,0.4686
159,0.1931
160,0.1023
161,0.02722
162,0.2143
163,0.09029
164,0.2029
165,0.2248
166,0.4463
167,0.7643
168,0.08226
169,0.4132
170,0.389
171,0.233
172,0.1433
173,0.3362
174,1.236
175,0.09944
176,0.1699
177,0.6292
178,0.7105
179,0.2453
180,0.1282
181,0.2684
182,0.7068
183,1.009
184,0.8183
185,0.1051
186,0.2255
187,1.421
188,0.01803
189,0.2542
190,0.965
191,0.04407
192,1.063
193,0.8102
194,0.7197
195,1.129
196,0.4293
197,0.5834
198,0.4156
199,0.1534
200,1.241
201,0.01505
202,0.3782
203,0.4002
204,0.113
205,0.8433
206,1.308
207,0.09179
208,0.3798
