MDTU,susyTrans,Im(bilin)
10,0.00385232,0.000135457
20,-0.0119654,0.000107497
30,0.0128074,1.69325e-05
40,-0.0159526,-2.24441e-05
50,0.00502457,-0.000102183
60,-0.0103232,1.56867e-05
70,-0.00792775,-8.64421e-05
80,0.0167743,4.14942e-05
90,-0.00888211,0.000119932
100,-0.0149618,-0.000174112
110,-0.0118526,-2.38721e-05
120,-0.00281221,-5.75066e-05
130,0.020332,-7.69684e-05
140,0.0169437,-4.77394e-05
150,0.0202389,-2.63415e-06
160,0.0139746,-0.000123677
170,0.015031,8.41933e-06
180,-0.00608981,-5.03913e-05
190,-0.0145466,-9.01702e-05
200,0.00966876,0.000162616
210,0.0252432,-9.60725e-05
220,0.0165098,-9.00452e-06
230,-0.00857234,3.36772e-05
240,-0.00531738,5.31006e-05
250,0.00734287,-6.8042e-05
260,-0.0136962,-7.88029e-05
270,0.00196673,-1.44908e-05
280,0.0154841,7.33805e-05
290,9.30401e-05,-3.83292e-05
300,0.00768509,-0.000114953
310,0.0111368,-8.3587e-05
320,0.0128145,-0.000119371
330,0.00936347,-7.60636e-05
340,-0.000381258,-7.38122e-05
350,0.00176685,9.72879e-06
360,0.00388436,-7.76807e-05
370,-0.00201128,-2.49005e-05
380,0.00807167,6.76429e-05
390,-0.00741631,-4.24725e-05
400,0.0167392,0.000171002
410,0.0107014,4.62372e-05
420,0.00168148,-7.53887e-05
430,0.00875544,6.71658e-05
440,0.0100478,-4.79066e-05
450,0.0124451,0.000119565
460,-0.00130673,-3.45913e-05
470,0.00582887,5.69156e-05
480,-0.0105166,-8.72892e-06
490,0.0128486,-8.24677e-06
500,-0.0119152,5.98906e-05
510,-0.000851297,5.27405e-05
520,0.00337052,-2.76094e-05
530,-0.0083868,5.07811e-05
540,0.00398223,-3.97387e-06
550,-0.00679693,5.12684e-05
560,-0.00240328,-5.72817e-05
570,0.0104848,-6.19274e-05
580,0.00766313,0.000111818
590,0.0111681,5.55728e-05
600,0.0113552,-0.000174443
610,0.00103817,1.67869e-05
620,-0.00804079,6.25883e-06
630,-0.00849716,-4.65763e-05
640,0.0100716,-0.000140971
650,0.0161422,-8.24415e-05
660,-0.0251505,-4.09046e-05
670,-0.0117981,-0.000104404
680,-0.0136267,0.00015691
690,0.00797455,-3.70099e-06
700,0.00211835,0.000191076
710,0.00446752,6.39604e-05
720,0.00763752,9.13482e-05
730,-0.00412964,2.2842e-05
740,-0.00540657,1.7821e-05
750,-0.00538147,-0.000104803
760,-0.0187262,3.89974e-05
770,-0.0174221,-6.61994e-05
780,0.00825417,4.67845e-05
790,0.00778366,0.000106306
800,-0.00669518,-1.82298e-05
810,3.74199e-06,0.000128159
820,-0.00298674,-1.50367e-05
830,-0.000765758,-0.000112969
840,-0.00854153,5.65468e-06
850,-0.018736,-8.65477e-05
860,-0.0129542,-0.000114538
870,-0.0133094,-2.24767e-05
880,-0.0107742,-6.72119e-05
890,0.00709911,1.32662e-06
900,-0.00543747,-0.000152676
910,-0.016851,-0.000127815
