t,e^(-dS)
1,7.19222
2,0.585728
3,0.676718
4,0.301194
5,0.459186
6,0.613853
7,1.00638
8,0.971611
9,1.13701
10,0.933485
11,1.3932
12,0.147342
13,0.720867
14,2.46305
15,1.21908
16,0.26982
17,0.379728
18,0.283087
19,0.427073
20,1.00087
21,0.580132
22,1.16486
23,2.17342
24,0.543514
25,0.570068
26,0.997028
27,1.49616
28,0.758206
29,0.619712
30,0.311923
31,0.632611
32,1.38833
33,0.813833
34,0.391058
35,0.419203
36,0.200088
37,0.782
38,1.68506
39,1.04472
40,0.777012
41,0.671528
42,0.949044
43,2.6746
44,0.412632
45,0.523771
46,1.55862
47,0.456622
48,0.588193
49,1.30656
50,0.196912
51,0.542754
52,1.53097
53,0.198891
54,0.630464
55,0.308819
56,0.503083
57,0.687152
58,2.6117
59,2.55155
60,1.56268
61,2.13999
62,0.227638
63,0.570809
64,1.2715
65,1.86993
66,0.783958
67,1.38071
68,0.711913
69,0.54129
70,0.754802
71,1.23553
72,0.76759
73,0.176577
74,1.54651
75,2.51935
76,2.58132
77,1.75786
78,0.998864
79,1.26175
80,3.21234
81,0.504241
82,1.85243
83,1.14099
84,0.491497
85,0.864417
86,0.827455
87,0.274172
88,3.0283
89,0.866061
90,1.17916
91,0.410122
92,0.585318
93,0.785292
94,1.91765
95,0.981886
96,0.184889
97,0.475875
98,0.734475
99,0.930103
100,2.88637
101,0.918338
102,0.41383
103,0.6368
104,0.572238
105,0.461072
106,0.452259
107,0.784742
108,0.873629
109,0.474212
110,0.96054
111,0.271173
112,1.16731
113,0.408894
114,0.553662
115,0.626755
116,3.98684
117,0.559171
118,0.685505
119,1.13508
120,0.212036
121,0.386432
122,1.53357
123,0.477496
124,0.406488
125,0.302401
126,0.75352
127,1.6613
128,1.00111
129,0.676786
130,0.482102
131,0.686328
132,0.626316
133,1.2644
134,0.267938
135,1.23912
136,1.57665
137,0.449329
138,0.526186
139,2.18868
140,1.67364
141,0.355938
142,1.26238
143,1.0803
144,1.35243
145,0.679023
146,2.18344
147,0.894044
148,0.252082
149,0.407628
150,0.366045
151,0.314114
152,0.962193
153,0.883115
154,0.573326
155,0.661332
156,3.07714
157,1.73308
158,1.59776
159,1.213
160,0.902759
161,1.02759
162,0.807106
163,1.09449
164,0.81636
165,1.25207
166,0.639992
167,0.46566
168,0.921032
169,0.66153
170,1.4755
171,1.26238
172,1.15408
173,0.71448
174,0.290544
175,0.905344
176,0.843749
177,0.533018
178,0.491398
179,0.78247
180,0.879677
181,1.30787
182,0.49322
183,0.364583
184,0.441181
185,1.11082
186,1.25295
187,0.241472
188,1.01819
189,0.775537
190,0.380983
191,1.04506
192,2.89504
193,0.444769
194,2.05382
195,0.323356
196,1.53618
197,0.557998
198,1.51528
199,1.16579
200,0.289095
201,1.01516
202,0.685093
203,1.49212
204,0.893151
205,0.430288
206,0.27036
207,1.09613
208,1.46199
209,0.609327
210,0.417237
211,1.59664
212,1.08749
213,0.219808
214,0.435918
215,0.628135
216,0.787966
217,0.567225
218,0.513349
219,1.80092
220,0.486752
221,1.18649
222,1.58439
223,0.608171
224,0.440388
225,0.345764
226,1.23331
227,0.4949
228,0.739634
229,0.620953
230,2.76489
231,4.23761
232,1.86153
233,0.177639
234,0.55002
235,2.25511
236,0.379424
237,0.401278
238,0.474734
239,0.900234
240,0.574589
241,0.976969
242,0.497679
243,1.66762
244,0.65103
245,0.52351
246,0.771592
247,0.288806
248,0.597142
249,0.658362
250,0.940061
251,0.411149
252,1.62044
253,1.22079
254,0.549855
255,1.28982
256,0.66001
257,0.378628
258,0.707866
259,0.723684
260,0.830108
261,0.235275
262,0.87197
263,0.812613
264,1.11149
265,0.426476
266,1.32392
267,0.637246
268,1.66712
269,0.765597
270,0.859676
271,1.97368
272,0.601517
273,0.448521
274,0.417864
275,1.02854
276,0.590846
277,0.32628
278,1.04958
279,0.599476
280,1.38986
281,0.545747
282,0.791045
283,0.6812
284,1.09384
285,0.605379
286,0.799795
287,1.58629
288,0.966717
289,0.358438
290,0.622445
291,0.832851
292,1.4473
293,1.1386
294,2.30228
295,1.11394
296,0.601758
297,0.548318
298,3.19632
299,0.490368
300,0.849676
301,0.781766
302,0.272532
303,2.10055
304,0.628386
305,0.668981
306,0.508393
307,1.59281
308,1.62743
309,0.403895
310,0.826959
311,0.767359
312,0.904856
313,0.627131
314,0.600075
315,0.88506
316,0.973274
317,0.587194
318,0.347497
319,0.599955
320,1.31851
321,0.876253
322,1.25583
323,0.333204
324,0.478069
325,0.941153
326,0.762845
327,0.632801
328,0.517058
329,1.51074
330,1.41199
331,1.0167
332,1.11249
333,1.31943
334,1.38251
335,2.18365
336,0.615513
337,1.13883
338,1.88212
339,1.38168
340,1.17739
341,2.09447
342,0.603083
343,0.181591
344,0.999671
345,1.25132
346,3.85357
347,1.79194
348,1.77713
349,1.10286
350,1.92053
351,1.49138
352,1.40706
353,0.671393
354,0.759572
355,0.54194
356,0.712767
357,1.0194
358,0.755406
359,0.331211
360,1.16218
361,0.851292
362,0.796443
363,1.77181
364,1.80597
365,0.979572
366,0.547222
367,0.871186
368,2.15653
369,1.92437
370,0.549251
371,0.733594
372,0.678616
373,1.27214
374,2.10602
375,0.5244
376,2.32147
377,1.61963
378,0.307894
379,0.633877
380,1.52211
381,0.338578
382,0.522829
383,0.435396
384,0.673882
385,0.534673
386,1.4151
387,0.428956
388,1.54481
389,0.649794
390,1.17951
391,1.38847
392,0.728185
393,1.18934
394,0.41778
395,1.57444
396,1.43276
397,0.608596
398,0.592977
399,0.617238
400,2.68022
401,1.01996
402,0.720219
403,1.09645
404,2.39888
405,0.548537
406,0.633814
407,1.25533
408,1.00817
409,0.830938
410,0.695169
411,0.852996
412,1.62418
413,0.945842
414,0.81481
415,1.67314
416,0.470575
417,0.272804
418,1.45383
419,0.716054
420,0.602963
421,0.124307
422,0.292585
423,1.69367
424,1.64955
425,0.408608
426,1.22324
427,0.652137
428,0.853935
429,0.173774
430,0.162675
431,1.91822
432,1.75313
433,0.613362
434,0.556772
435,3.15504
436,0.430159
437,2.4893
438,0.393962
439,0.97572
440,0.759952
441,1.71121
442,0.579552
443,1.52806
444,0.609266
445,0.503234
446,0.746545
447,2.51331
448,0.689079
449,0.380831
450,0.325302
451,0.872668
452,1.77057
453,0.982348
454,0.954164
455,2.90374
456,0.606046
457,1.53587
458,0.850867
459,0.792629
460,0.564283
461,0.577008
462,0.753595
463,0.485828
464,0.963811
465,0.537998
466,0.215671
467,0.437491
468,0.617177
469,0.70335
470,1.38196
471,1.50606
472,1.46228
473,0.961818
474,0.629896
475,0.647394
476,0.432791
477,0.395581
478,1.1983
479,1.8999
480,1.79966
481,0.355582
482,0.527978
483,0.99189
484,0.375349
485,0.65103
486,1.24234
487,1.5798
488,0.751864
489,0.276927
490,1.18685
491,0.517575
492,0.387012
493,1.24695
494,1.9517
495,0.668379
496,0.525503
497,2.74286
498,0.7736
499,0.838199
500,0.750362
501,1.87761
502,1.37136
503,0.851122
504,0.41891
505,0.909709
506,1.23578
507,1.25458
508,0.19282
509,0.69191
510,1.76385
511,0.411313
512,0.623192
513,0.318224
514,1.89629
515,0.591733
516,0.249824
517,0.847046
518,0.31918
519,0.692671
520,1.85077
521,0.204948
522,0.166127
523,3.01319
524,2.47243
525,0.783488
526,0.647783
527,1.0406
528,0.503788
529,0.716484
530,0.513041
531,0.926455
532,0.799875
533,1.01443
534,0.680791
535,0.752541
536,0.983144
537,0.75707
538,0.545256
539,0.957538
540,0.852485
541,0.525608
542,0.312547
543,0.374674
544,0.583156
545,1.00483
546,0.427586
547,0.595353
548,0.705111
549,1.98457
550,0.517472
551,0.993528
552,0.946959
553,0.719859
