MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,1.84531,1.29351,-1.31605
2,1.85567,1.0181,-1.55145
3,1.86712,1.02202,-1.56257
4,1.86712,1.02202,-1.56257
5,1.86712,1.02202,-1.56257
6,1.80128,0.962099,-1.52282
7,1.60849,0.878062,-1.34768
8,1.53386,0.682667,-1.37357
9,1.54838,0.656031,-1.40254
10,1.52018,0.886338,-1.23505
11,1.44587,0.682987,-1.27439
12,1.44587,0.682987,-1.27439
13,1.45859,0.602367,-1.3284
14,1.43798,0.374678,-1.38831
15,1.48445,0.370239,-1.43754
16,1.48445,0.370239,-1.43754
17,1.48445,0.370239,-1.43754
18,1.48445,0.370239,-1.43754
19,1.31605,0.196841,-1.30124
20,1.2199,0.42379,-1.14392
21,1.2199,0.42379,-1.14392
22,1.33353,0.494763,-1.23835
23,1.39854,0.669122,-1.22808
24,1.34478,0.695801,-1.15077
25,1.27506,0.655618,-1.09359
26,1.36039,0.4657,-1.27819
27,1.35424,0.502678,-1.25749
28,1.35736,0.442589,-1.28318
29,1.35736,0.442589,-1.28318
30,1.35736,0.442589,-1.28318
31,1.38324,0.477805,-1.2981
32,1.3318,0.456937,-1.25096
33,1.29264,0.387148,-1.2333
34,1.29264,0.387148,-1.2333
35,1.29264,0.387148,-1.2333
36,1.29264,0.387148,-1.2333
37,1.25835,0.458434,-1.17187
38,1.33783,0.430443,-1.26669
39,1.25763,0.415737,-1.18693
40,1.28562,0.5653,-1.15467
41,1.28562,0.5653,-1.15467
42,1.27491,0.63837,-1.10358
43,1.32751,0.643172,-1.1613
44,1.37492,0.862757,-1.07055
45,1.32517,0.733466,-1.10368
46,1.32436,0.834223,-1.02859
47,1.32436,0.834223,-1.02859
48,1.32436,0.834223,-1.02859
49,1.3457,0.77704,-1.09869
50,1.2259,0.661307,-1.03223
51,1.2259,0.661307,-1.03223
52,1.33012,0.663395,-1.15288
53,1.20672,0.409927,-1.13496
54,1.14801,0.36976,-1.08683
55,1.14801,0.36976,-1.08683
56,1.14211,0.185504,-1.12694
57,1.24388,-3.68767e-05,-1.24388
58,1.15703,-0.0649594,-1.15521
59,1.20075,-0.181601,-1.18694
60,1.16579,-0.154027,-1.15557
61,1.21662,0.0414173,-1.21591
62,1.21662,0.0414173,-1.21591
63,1.31946,0.252562,-1.29506
64,1.3223,0.532724,-1.21024
65,1.33876,0.668266,-1.16005
66,1.49288,0.564287,-1.38213
67,1.36232,0.270677,-1.33516
68,1.43514,0.482138,-1.35173
69,1.29951,0.388482,-1.24008
70,1.3131,0.58846,-1.17386
71,1.41235,0.599253,-1.27891
72,1.33409,0.642209,-1.16934
73,1.33409,0.642209,-1.16934
74,1.34541,0.571145,-1.21816
75,1.37175,0.563928,-1.25047
76,1.35376,0.626425,-1.20011
77,1.41503,0.677112,-1.24251
78,1.35177,0.7842,-1.10105
79,1.23655,0.853923,-0.894361
80,1.28727,1.00233,-0.807714
81,1.32811,1.08204,-0.770095
82,1.3322,1.14015,-0.689074
83,1.31309,1.18924,-0.556698
84,1.23009,1.06202,-0.620672
85,1.40254,1.16492,-0.781075
86,1.35669,1.04539,-0.864738
87,1.35669,1.04539,-0.864738
88,1.3452,1.03801,-0.855626
89,1.24171,0.891291,-0.864542
90,1.1841,0.754977,-0.912195
91,1.1841,0.754977,-0.912195
92,1.20933,0.953795,-0.743471
93,1.15413,0.9271,-0.687384
94,1.26375,1.09581,-0.629486
95,1.33564,1.15491,-0.670905
96,1.33564,1.15491,-0.670905
97,1.33564,1.15491,-0.670905
98,1.19492,1.07039,-0.531137
99,1.26548,1.16382,-0.496957
100,1.32892,1.12787,-0.702804
101,1.36079,1.13666,-0.748166
102,1.36079,1.13666,-0.748166
103,1.36677,1.1102,-0.797187
104,1.36677,1.1102,-0.797187
105,1.36677,1.1102,-0.797187
106,1.36677,1.1102,-0.797187
107,1.50779,1.0977,-1.03367
108,1.42484,1.12855,-0.8698
109,1.42484,1.12855,-0.8698
110,1.55162,1.1965,-0.98788
111,1.33222,0.88494,-0.995843
112,1.36847,0.927258,-1.00643
113,1.36847,0.927258,-1.00643
114,1.29598,0.626643,-1.13441
115,1.23386,0.587104,-1.08523
116,1.28304,0.590443,-1.13911
117,1.28304,0.590443,-1.13911
118,1.18602,0.60057,-1.02273
119,1.22697,0.678911,-1.02203
120,1.27729,0.61996,-1.11674
121,1.27729,0.61996,-1.11674
122,1.32331,0.414227,-1.25681
123,1.27003,0.611173,-1.11331
124,1.27003,0.611173,-1.11331
125,1.27003,0.611173,-1.11331
126,1.27003,0.611173,-1.11331
127,1.17469,0.599162,-1.01039
128,1.35775,0.653053,-1.19038
129,1.35775,0.653053,-1.19038
130,1.35775,0.653053,-1.19038
131,1.20149,0.431176,-1.12145
132,1.38382,0.631516,-1.23131
133,1.38898,0.6332,-1.23626
134,1.38898,0.6332,-1.23626
135,1.33801,0.810196,-1.06483
136,1.34021,0.681208,-1.15418
137,1.34127,0.679539,-1.15639
138,1.17545,0.713118,-0.934417
139,1.23309,0.700166,-1.01503
140,1.23192,0.557197,-1.09871
141,1.23192,0.557197,-1.09871
142,1.25749,0.538216,-1.13649
143,1.28621,0.217277,-1.26772
144,1.24362,0.172009,-1.23166
145,1.31094,0.201511,-1.29536
146,1.24685,0.136495,-1.23936
147,1.21858,-0.164038,-1.20749
148,1.21858,-0.164038,-1.20749
149,1.21858,-0.164038,-1.20749
150,1.21858,-0.164038,-1.20749
151,1.21858,-0.164038,-1.20749
152,1.24314,-0.101672,-1.23898
153,1.2836,-0.105277,-1.27928
154,1.2836,-0.105277,-1.27928
155,1.32506,-0.140714,-1.31756
156,1.36078,-0.34459,-1.31643
157,1.27992,-0.258161,-1.25361
158,1.31879,-0.14052,-1.31128
