t,walltime
10,7.927
20,7.964
30,7.979
40,7.986
50,7.969
60,7.975
70,7.956
80,7.917
90,7.941
100,7.884
110,7.981
120,7.964
130,7.922
140,7.948
150,7.93
160,7.924
170,7.901
180,7.93
190,7.958
200,7.934
210,7.917
220,7.916
230,7.901
240,7.939
250,7.922
260,7.904
270,7.97
280,7.934
290,7.931
300,7.96
310,7.929
320,8.012
330,7.96
340,7.93
350,7.945
360,7.945
370,7.912
380,7.93
390,7.921
400,7.97
410,7.979
420,7.943
430,7.975
440,7.924
450,7.917
460,7.94
470,7.94
480,7.964
490,7.94
500,7.969
510,7.928
520,7.922
530,7.968
540,7.958
550,7.95
560,7.923
570,7.936
580,7.941
590,7.934
600,7.956
610,7.969
620,7.94
630,7.924
640,7.956
650,7.996
660,7.952
670,7.931
680,7.98
690,7.977
700,7.954
710,7.97
720,7.955
730,7.952
740,7.978
750,7.947
760,7.945
770,7.969
780,7.963
790,7.969
800,7.947
810,7.961
820,7.959
830,7.982
840,7.96
850,7.916
860,7.929
870,7.908
880,8.007
890,7.936
900,7.982
910,7.965
920,7.93
930,7.952
940,7.957
950,7.932
960,7.967
970,7.973
980,7.961
990,7.959
1000,8.006
1010,7.964
1020,7.96
1030,7.959
1040,7.961
1050,7.976
1060,7.981
1070,7.925
1080,7.956
1090,8.008
1100,7.965
1110,7.982
1120,7.983
1130,7.943
1140,7.972
1150,7.97
1160,7.956
1170,7.988
1180,7.915
1190,8.014
1200,7.946
1210,7.98
1220,8.02
1230,7.965
1240,7.993
1250,7.957
1260,7.918
1270,7.937
1280,7.964
1290,8.003
1300,7.996
1310,8.024
1320,7.998
1330,7.998
1340,7.986
1350,7.987
1360,7.982
1370,8.001
1380,7.958
1390,7.982
1400,7.992
1410,7.946
1420,8.028
1430,8.001
1440,7.991
1450,7.996
1460,7.957
1470,8.011
1480,8.02
1490,8.047
1500,8.025
1510,7.978
1520,7.982
1530,8.048
1540,7.999
1550,7.975
1560,7.975
1570,7.983
1580,8.038
1590,8.021
1600,8.022
1610,8.021
1620,8.01
1630,7.997
1640,8.018
1650,8.038
1660,8.018
1670,8.06
1680,8.035
1690,8.04
1700,8.002
1710,7.997
1720,8.053
1730,7.983
1740,8.06
1750,8.083
1760,8.05
1770,8.042
1780,8.069
1790,8.008
1800,8.051
1810,8.048
1820,8.121
1830,8.028
1840,8.034
1850,8.109
1860,8.004
1870,8.088
1880,8.108
1890,8.016
1900,8.113
1910,8.136
1920,8.107
1930,8.013
1940,8.118
1950,8.136
1960,8.075
1970,8.119
1980,8.132
1990,8.135
2000,8.087
2010,8.124
2020,8.177
2030,8.148
2040,8.133
2050,8.201
2060,8.18
2070,8.09
2080,8.199
2090,8.165
2100,8.19
2110,8.117
2120,8.137
2130,8.172
2140,8.198
2150,8.137
2160,8.172
2170,8.221
2180,8.215
2190,8.119
2200,8.211
2210,8.23
2220,8.272
2230,8.164
2240,8.238
2250,8.202
2260,8.261
2270,8.183
2280,8.282
2290,8.281
2300,8.251
2310,8.161
2320,8.284
2330,8.279
2340,8.282
2350,8.17
2360,8.329
2370,8.291
2380,8.319
2390,8.323
2400,8.26
2410,8.329
2420,8.358
2430,8.371
2440,8.248
2450,8.14
2460,8.3
2470,8.35
2480,8.321
2490,8.236
2500,8.399
2510,8.366
2520,8.402
2530,8.347
2540,8.21
2550,8.347
2560,8.365
2570,8.393
2580,8.367
2590,8.239
2600,8.346
2610,8.409
2620,8.405
2630,8.422
2640,8.286
2650,8.422
2660,8.419
2670,8.401
2680,8.44
2690,8.275
2700,8.477
2710,8.495
2720,8.477
2730,8.465
2740,8.482
2750,8.29
2760,8.446
2770,8.507
2780,8.491
2790,8.539
2800,8.55
2810,8.327
2820,8.524
2830,8.528
2840,8.531
2850,8.552
2860,8.565
2870,8.522
2880,8.384
2890,8.538
2900,8.513
2910,8.523
2920,8.556
2930,8.526
2940,8.396
2950,8.462
2960,8.607
2970,8.589
2980,8.612
2990,8.593
3000,8.564
3010,8.529
3020,8.347
3030,8.6
3040,8.612
3050,8.631
3060,8.723
3070,8.664
3080,8.687
3090,8.664
3100,8.513
3110,8.506
3120,8.694
3130,8.718
3140,8.734
3150,8.729
3160,8.683
3170,8.697
3180,8.711
3190,8.761
3200,8.759
3210,8.605
3220,8.5
3230,8.725
3240,8.76
3250,8.715
3260,8.724
3270,8.763
3280,8.744
3290,8.77
3300,8.777
3310,8.733
3320,8.78
3330,8.793
3340,8.666
3350,8.641
3360,8.719
3370,8.81
3380,8.794
3390,8.824
3400,8.851
3410,8.802
3420,8.848
3430,8.904
3440,8.855
3450,8.845
3460,8.831
3470,8.89
3480,8.911
3490,8.891
3500,8.836
