ReTr(Lx),ImTr(Lx)
-0.0693035,-0.566387
-0.0693035,-0.566387
-0.0588963,-0.436556
-0.0588963,-0.436556
-0.0588963,-0.436556
-0.0588963,-0.436556
-0.0588963,-0.436556
-0.0588963,-0.436556
-0.0588963,-0.436556
-0.0588963,-0.436556
-0.0588963,-0.436556
-0.0588963,-0.436556
-0.0588963,-0.436556
-0.0588963,-0.436556
-0.0588963,-0.436556
-0.0588963,-0.436556
-0.0588963,-0.436556
-0.0588963,-0.436556
-0.0588963,-0.436556
-0.0588963,-0.436556
-0.0588963,-0.436556
-0.0588963,-0.436556
-0.0588963,-0.436556
-0.0588963,-0.436556
-0.0588963,-0.436556
-0.0588963,-0.436556
-0.0588963,-0.436556
-0.0588963,-0.436556
-0.0588963,-0.436556
-0.0588963,-0.436556
-0.0588963,-0.436556
-0.0588963,-0.436556
-0.0588963,-0.436556
-0.0588963,-0.436556
-0.0588963,-0.436556
-0.0588963,-0.436556
-0.0426961,-0.265894
-0.0426961,-0.265894
-0.0426961,-0.265894
-0.0426961,-0.265894
-0.0426961,-0.265894
-0.0426961,-0.265894
-0.0785523,-0.314019
-0.160535,-0.125075
-0.160535,-0.125075
-0.160535,-0.125075
-0.160535,-0.125075
-0.160535,-0.125075
-0.160535,-0.125075
-0.193176,-0.0396534
-0.193176,-0.0396534
-0.0658512,0.0722822
0.043964,0.125289
0.162713,-0.0546922
0.162713,-0.0546922
0.141428,0.0151995
0.141428,0.0151995
0.221523,0.0675354
0.297761,-0.00934767
0.146704,-0.00383948
-0.0184339,-0.0306702
0.133436,0.0615802
0.133436,0.0615802
0.200168,0.0467485
0.0387004,-0.0715698
0.0468211,0.0634571
0.0996883,-0.0481548
-0.153202,0.0834542
-0.13662,-0.0561534
-0.0295032,0.101646
-0.0663999,-0.0716261
-0.0818748,-1.28368e-05
0.0138808,-0.0419926
-0.0744728,-0.135311
-0.110056,0.0616783
-0.188075,-0.125846
-0.188075,-0.125846
-0.236418,0.0234105
-0.303422,-0.104296
-0.163699,0.0136298
0.00387092,-0.084475
0.00387092,-0.084475
0.133881,-0.155235
-0.0498952,-0.166161
-0.0449527,-0.127448
-0.0477767,-0.132247
-0.0477767,-0.132247
-0.0477767,-0.132247
0.0387207,-0.0399581
0.0387207,-0.0399581
0.0148994,0.0275185
0.0481835,-0.0131585
-0.0679227,-0.0185851
0.168863,-0.161687
0.0943183,-0.0572358
-0.0770398,-0.0350847
0.0425101,-0.116885
0.0510253,-0.0531717
-0.011878,-0.113771
0.0407672,-0.0815379
-0.0872542,0.138801
0.0277728,-0.0270006
0.164587,-0.0574417
0.164587,-0.0574417
0.164587,-0.0574417
-0.0107266,0.0217117
0.153906,0.0524987
0.0445358,0.0160924
-0.0732739,-0.0357617
0.0556467,-0.108999
-0.0781999,-0.0458977
-0.110529,-0.103838
-0.0852733,0.112862
-0.182427,0.0274266
-0.0583904,-0.140882
0.162977,0.0519497
0.162977,0.0519497
0.0369087,0.110459
-0.0315365,0.163696
-0.103883,0.0229478
0.0730931,-0.0478185
0.0730931,-0.0478185
-0.0579198,-0.0779491
0.00174144,-0.0227286
0.023839,-0.141416
0.097235,-0.175185
0.000221632,4.13897e-06
0.000221632,4.13897e-06
0.000221632,4.13897e-06
0.00386189,0.00518829
-0.120901,-0.126078
-0.0556522,0.0198356
-0.0798797,-0.0687408
-0.0798797,-0.0687408
-0.0892858,0.064281
-0.0892858,0.064281
0.00277882,-0.0455344
0.014545,-0.00143599
0.0202169,0.136648
-0.0054936,-0.119762
0.107254,-0.0801642
0.10557,-0.0101352
0.0622978,0.166242
0.170703,0.0779586
0.114485,-0.14003
0.114485,-0.14003
0.0233418,0.0306616
0.0451887,-0.102509
0.0451887,-0.102509
0.0451887,-0.102509
0.0451887,-0.102509
0.0451887,-0.102509
0.117152,0.00182353
0.181089,-0.0610649
0.0277939,0.0368388
0.084515,0.0877467
-0.133516,-0.0319035
-0.128346,-0.0234282
0.0143506,-0.0579357
-0.00908275,0.0175002
-0.123132,0.0387198
-0.0385653,-0.116863
-0.0385653,-0.116863
-0.066373,-0.0881708
-0.134459,-0.0173504
-0.087435,-0.129336
-0.0767541,-0.101074
0.122411,-0.0526633
0.122411,-0.0526633
0.0034458,-0.00449414
0.0923633,-0.153163
0.00697484,-0.0257482
-0.00938675,0.198985
0.051581,-0.00135058
0.0792131,0.0729382
0.0310811,0.00996133
-0.0118603,0.00281903
0.0537822,-0.0436623
-0.0232193,-0.00886008
-0.0232193,-0.00886008
-0.198799,-0.174853
-0.110123,-0.0667364
-0.0366436,-0.030522
-0.063365,0.110677
-0.063365,0.110677
0.093845,-0.00637124
0.0530465,0.00449786
-0.0134839,0.022325
0.0976492,0.0370479
-0.00760465,0.17047
-0.00760465,0.17047
0.0840267,0.0479382
0.128023,-0.143825
0.0339062,-0.0580367
-0.123375,0.0480772
-0.188121,0.00786471
-0.312295,-0.0621249
-0.0810259,-0.0696622
-0.197807,-0.188085
-0.145929,-0.139703
-0.177808,0.110758
-0.111392,0.0129942
-0.111392,0.0129942
0.00407178,0.0269241
0.00407178,0.0269241
-0.0560908,-0.0847617
-0.0560908,-0.0847617
-0.140623,-0.0471238
0.070119,-0.0165103
0.00596866,-0.132132
-0.0541092,-0.0811471
-0.244092,0.0162018
-0.00280373,0.0170583
-0.00280373,0.0170583
-0.00280373,0.0170583
0.129393,-0.151418
-0.0714017,0.0209311
0.00115273,-0.000385923
0.14775,-0.0176107
0.14775,-0.0176107
-0.0419552,0.0566647
-0.0393858,0.0838067
-0.0393858,0.0838067
-0.0393858,0.0838067
-0.1019,0.0110926
-0.1019,0.0110926
-0.112632,-0.11254
0.0965183,-0.173808
-0.00280458,-0.110231
-0.0959667,-0.107195
0.0516047,0.0319284
0.0516047,0.0319284
-0.0687696,0.0681975
-0.0101955,-0.0126319
-0.0082909,-0.0807944
-0.228466,-0.0601304
-0.0199749,-0.0865025
0.19525,0.0158573
0.138385,0.152504
-0.191882,0.0374749
-0.0209927,0.0972667
-0.0209927,0.0972667
0.0684374,0.0647876
0.0569647,-0.0803582
-0.0276738,-0.000970067
-0.0276738,-0.000970067
-0.0276738,-0.000970067
0.0167644,0.0628995
-0.0495673,-0.00224068
0.101197,-0.0733009
0.129275,-0.0535968
0.150841,0.099085
0.0715981,0.0915483
0.0715981,0.0915483
-0.0635805,0.159294
0.0428795,-0.0263628
0.0428795,-0.0263628
0.14692,-0.127313
0.14692,-0.127313
0.191173,-0.0726038
0.0713236,-0.0418453
0.071623,0.0277586
0.0935425,-0.153773
0.109372,0.0826578
0.109372,0.0826578
0.109372,0.0826578
0.109372,0.0826578
-0.0129935,-0.021086
0.018316,0.0422064
0.018316,0.0422064
0.018316,0.0422064
-0.0166338,0.122183
-0.08547,0.0771707
-0.0179823,0.0199835
0.0299448,0.0581312
0.0299448,0.0581312
-0.21408,-0.100119
-0.238617,0.0303394
-0.233217,0.0896958
-0.184946,-0.0234771
-0.129413,-0.0553662
0.0256782,0.034872
0.123591,0.11398
0.0681561,0.12972
0.0681561,0.12972
-0.155592,-0.00639119
-0.0151516,0.053111
-0.0209003,0.198443
-0.0994708,-0.0462957
-0.078415,0.0898025
-0.127167,-0.220957
-0.0949617,0.0214428
0.0262639,-0.151537
-0.180131,-0.0423912
0.0425133,0.0127948
0.0410762,-0.109953
0.0410762,-0.109953
0.0717537,-0.0131304
0.0533907,-0.0619664
0.0397612,-0.0590013
0.147221,-0.185265
0.0965725,0.0608197
0.0965725,0.0608197
-0.0233493,0.0204144
-0.0233493,0.0204144
-0.0666777,-0.0753218
-0.231609,0.0792552
-0.0826742,0.0761137
-0.069855,-0.0371619
0.102674,-0.0199899
-0.0179838,-0.0590622
-0.0179838,-0.0590622
0.078591,0.182758
-0.110332,0.0861467
-0.110332,0.0861467
0.0600392,0.061967
0.212172,0.0210903
0.107682,0.233323
0.107682,0.233323
0.0513897,0.0879217
-0.017203,0.069918
0.0524575,-0.0310814
0.0524575,-0.0310814
-0.00564084,-0.0514265
0.0014484,0.0622455
0.0291843,-0.15979
0.0291843,-0.15979
0.0291843,-0.15979
-0.12979,0.0692443
-0.141642,-0.0501673
0.0218805,-0.137566
0.0300109,-0.043658
-0.100032,0.073772
-0.0164552,0.078139
0.0573957,-0.000470342
0.0787516,0.0209709
0.0466153,-0.0436627
0.086035,-0.24502
-0.0543079,-0.0173384
0.101748,-0.111481
0.0430667,-0.262687
0.0255212,0.0537106
0.0255212,0.0537106
0.0255212,0.0537106
0.101758,-0.0327051
0.0679078,0.0368896
0.0679078,0.0368896
0.0679078,0.0368896
0.142302,-0.0495422
0.142302,-0.0495422
-0.0510474,-0.115203
0.0525685,0.0466236
0.0525685,0.0466236
0.126722,0.0550272
0.207782,-0.0268387
0.207782,-0.0268387
0.0798607,0.109722
-0.00981592,0.0596291
-0.0916217,0.0266956
-0.136259,-0.0824636
-0.109306,0.054659
0.0248252,0.0763341
0.0248252,0.0763341
0.0169546,-0.0184481
0.0343903,-0.0981367
-0.0783031,-0.0295744
0.10017,-0.0335563
0.0147979,-0.163313
-0.0149013,-0.0767912
0.110183,-0.0838742
-0.05968,0.0901775
0.0557845,-0.00630341
0.0457315,-0.0194588
0.0457315,-0.0194588
-0.075731,0.0229997
-0.081261,0.0452283
-0.106034,-0.0471827
-0.0941017,0.035409
0.100289,-0.0460938
0.0665247,0.00777212
0.00326616,0.0384831
0.0987458,-0.0814355
0.113623,-0.0315525
0.0438613,-0.100192
-0.0412883,-0.017117
0.0298878,-0.000593003
0.120758,-0.0322761
0.120758,-0.0322761
0.104572,0.254612
0.141659,-0.0739024
0.200028,-0.118708
0.0193376,0.176641
-0.0549573,0.0433866
-0.0549573,0.0433866
-0.10687,-0.00503626
-0.198643,0.133777
-0.0961475,0.0873033
0.00486587,0.0405124
0.00486587,0.0405124
0.134913,-0.0127062
-0.0304113,-0.0971083
-0.0597391,-0.0150202
0.0124214,-0.0292605
0.135174,-0.0958842
0.114585,-0.0159938
0.172305,0.00346848
0.105244,-0.122258
0.159274,-0.127221
0.0712877,-0.0421107
0.0712877,-0.0421107
0.00280246,-0.18663
0.00280246,-0.18663
0.028119,0.0569387
-0.116604,0.0244671
-0.116604,0.0244671
-0.116604,0.0244671
-0.131608,0.00910583
0.0882358,-0.0191401
-0.104363,-0.152224
0.0623047,-0.165827
-0.0243673,-0.0873042
-0.0655218,0.0107659
0.0796395,-0.169687
0.0854792,-0.148978
0.153252,0.0376021
0.131731,0.105391
0.08874,-0.0453312
0.0637177,0.137472
0.0715214,0.00569693
-0.142171,0.0660279
-0.0713019,0.0338285
-0.233384,-0.00709873
-0.233384,-0.00709873
-0.174679,0.0806921
0.0878525,0.139313
-0.118142,0.159862
-0.053022,-0.00872008
-0.053022,-0.00872008
0.0723203,-0.0181807
0.0697846,-0.00412268
0.0682572,-0.142569
-0.0609002,-0.103297
0.00343193,-0.0197662
-0.0648632,-0.128138
-0.0555706,0.0952967
-0.0409037,0.19758
0.199144,0.115133
0.0969183,0.0605422
0.0993917,0.133704
-0.0173796,0.127308
-0.0342852,0.099335
-0.0776422,-0.0316244
-0.115477,0.00383123
0.055743,-0.0604233
0.055743,-0.0604233
0.0861317,-0.174142
-0.0385217,-0.164861
-0.169121,-0.0197155
-0.169121,-0.0197155
-0.0467953,-0.0392977
-0.121452,-0.230437
0.025502,0.000210132
-0.0427581,-0.0752844
-0.105493,0.121343
-0.105493,0.121343
0.132109,0.189577
-0.0935583,0.154127
-0.141027,0.0803483
-0.141027,0.0803483
-0.141027,0.0803483
-0.141027,0.0803483
-0.138446,0.0488465
-0.0686772,0.0797883
-0.118589,-0.0483185
-0.0295912,-0.0392568
-0.0295912,-0.0392568
0.076284,-0.213558
0.138268,0.117432
0.0262068,-0.245025
0.0340715,-0.197593
0.0986733,0.020012
0.0986733,0.020012
0.19515,0.00644329
0.0751103,0.100679
-0.0983533,-0.044711
-0.0846908,-0.0700318
-0.0846908,-0.0700318
0.11011,0.100839
0.19593,-0.0256501
0.19593,-0.0256501
-0.123148,0.257557
-0.0858117,0.142833
-0.0526946,-0.0588687
0.0238786,0.0398892
0.0638243,0.026522
-0.0654651,0.127206
-0.00552552,-0.194584
-0.166787,-0.00347143
-0.0200612,0.08132
-0.118106,-0.180718
-0.118106,-0.180718
-0.118106,-0.180718
-0.118106,-0.180718
0.0823612,0.0316863
0.058635,-0.145745
-0.0696898,-0.0369422
-0.119844,-0.0108067
-0.0215063,-0.137909
-0.0215063,-0.137909
0.0240514,0.0661088
0.0240514,0.0661088
-0.0659397,0.146765
-0.0659397,0.146765
-0.209145,-0.0201174
-0.0514379,0.10787
-0.0293992,-0.331676
0.0695518,-0.155462
-0.142496,0.054797
-0.142496,0.054797
-0.0194068,-0.0792156
-0.0194068,-0.0792156
-0.0580007,0.111113
0.0340872,0.08962
0.00628194,0.0796687
-0.0398414,-0.0363384
0.0319183,-0.077588
0.0575252,0.0589391
0.0457935,0.0572662
0.0457935,0.0572662
0.0940392,-0.0356621
0.0455979,-0.16383
0.057868,0.00379788
0.057868,0.00379788
0.008383,0.0530929
-0.0698624,0.0683658
-0.0798283,-0.0275558
0.100859,0.00161323
-0.0727225,-0.047508
-0.0406719,-0.00147218
-0.0076944,0.0727996
0.104316,0.0304943
0.104316,0.0304943
0.107863,0.121082
0.107863,0.121082
0.0177066,0.00463687
0.143816,-0.0691243
0.00161785,0.0714013
-0.0189869,-0.0587914
0.00831924,-0.153796
0.0821291,-0.016865
0.0677926,-0.0431807
0.00930742,0.00893508
0.0480885,-0.109096
-0.139577,0.0204518
-0.139577,0.0204518
-0.139577,0.0204518
-0.0800779,0.00274061
-0.0625828,-0.0136088
-0.0625828,-0.0136088
-0.0519611,0.0607637
0.142944,0.0287229
0.174584,0.0761629
0.152557,0.174489
0.191772,-0.0219861
0.107245,0.0193648
0.190708,0.0791507
-0.0582362,-0.0385312
-0.0896942,0.0118604
-0.0896942,0.0118604
-0.0841617,-0.0395871
-0.0841617,-0.0395871
-0.113175,0.00452008
-0.0388114,0.0150415
0.0398392,-0.0207124
0.0591407,-0.113168
0.0591407,-0.113168
0.132153,-0.0121166
0.125991,0.0604763
0.0393519,-0.0897967
0.0208577,0.102633
-0.0729768,-0.0268392
0.0718363,-0.128904
0.0718363,-0.128904
-0.0781173,-0.166173
-0.190297,0.0542543
-0.104789,0.109223
-0.104789,0.109223
0.0158801,0.000341062
-0.121067,-0.0189691
-0.0577125,0.102692
0.115314,-0.0898583
0.115314,-0.0898583
-0.0911058,-0.0253539
0.0122031,0.0390646
0.123829,0.0214171
0.123829,0.0214171
-0.0352596,0.0243542
0.00728829,0.116016
-0.0397122,0.0197074
-0.126851,0.0479033
-0.00850325,0.0959025
-0.00850325,0.0959025
0.0948283,0.0930267
0.00971283,0.00210238
0.0429681,0.0795982
0.00298511,0.0584683
0.0500256,0.126097
0.0091985,-0.102149
0.211746,0.0317182
0.111543,0.191159
0.187037,-0.0205768
0.0419293,0.0220101
-0.038837,-0.0123057
-0.0184302,-0.101567
0.0896225,0.0655112
-0.0664235,0.105668
-0.0291006,-0.135258
-0.0291006,-0.135258
-0.0329977,-0.0898008
0.0499876,0.124255
0.0812209,0.0433017
0.0533792,-0.107533
0.109716,0.0385412
0.109716,0.0385412
-0.109925,-0.0294402
0.012071,0.090535
-0.0769274,0.0780909
-0.162468,-0.0451463
-0.148779,-0.157812
-0.0397984,-0.0216756
