MDTU,plaq,Re(det),Im(det),link
1,0.0577976,715.884,473.82,0.0451351
2,0.0577976,715.884,473.82,0.0451351
3,0.0891965,228.503,101.217,0.0861968
4,0.0891965,228.503,101.217,0.0861968
5,0.0891965,228.503,101.217,0.0861968
6,0.0891965,228.503,101.217,0.0861968
7,0.0891965,228.503,101.217,0.0861968
8,0.0891965,228.503,101.217,0.0861968
9,0.0891965,228.503,101.217,0.0861968
10,0.0891965,228.503,101.217,0.0861968
11,0.0891965,228.503,101.217,0.0861968
12,0.0891965,228.503,101.217,0.0861968
13,0.0891965,228.503,101.217,0.0861968
14,0.0891965,228.503,101.217,0.0861968
15,0.0891965,228.503,101.217,0.0861968
16,0.0891965,228.503,101.217,0.0861968
17,0.0891965,228.503,101.217,0.0861968
18,0.0891965,228.503,101.217,0.0861968
19,0.0891965,228.503,101.217,0.0861968
20,0.0891965,228.503,101.217,0.0861968
21,0.0891965,228.503,101.217,0.0861968
22,0.0891965,228.503,101.217,0.0861968
23,0.0891965,228.503,101.217,0.0861968
24,0.0891965,228.503,101.217,0.0861968
25,0.0891965,228.503,101.217,0.0861968
26,0.0891965,228.503,101.217,0.0861968
27,0.0891965,228.503,101.217,0.0861968
28,0.0891965,228.503,101.217,0.0861968
29,0.0891965,228.503,101.217,0.0861968
30,0.0891965,228.503,101.217,0.0861968
31,0.0891965,228.503,101.217,0.0861968
32,0.0891965,228.503,101.217,0.0861968
33,0.0891965,228.503,101.217,0.0861968
34,0.0891965,228.503,101.217,0.0861968
35,0.0891965,228.503,101.217,0.0861968
36,0.0891965,228.503,101.217,0.0861968
37,0.0823859,45.3396,20.2602,0.0640571
38,0.0823859,45.3396,20.2602,0.0640571
39,0.0823859,45.3396,20.2602,0.0640571
40,0.0823859,45.3396,20.2602,0.0640571
41,0.0823859,45.3396,20.2602,0.0640571
42,0.0823859,45.3396,20.2602,0.0640571
43,0.057043,11.3148,7.51533,0.0761223
44,0.0495801,4.36858,3.17969,0.0767015
45,0.0495801,4.36858,3.17969,0.0767015
46,0.0495801,4.36858,3.17969,0.0767015
47,0.0495801,4.36858,3.17969,0.0767015
48,0.0495801,4.36858,3.17969,0.0767015
49,0.0495801,4.36858,3.17969,0.0767015
50,0.0550306,2.30229,1.35009,0.0768028
51,0.0550306,2.30229,1.35009,0.0768028
52,0.067155,1.22217,0.598747,0.0721891
53,0.0866721,1.00827,0.37328,0.0816864
54,0.0675968,0.645702,0.296571,0.0919133
55,0.0675968,0.645702,0.296571,0.0919133
56,0.0634413,0.44365,0.221701,0.0849034
57,0.0634413,0.44365,0.221701,0.0849034
58,0.0626047,0.273806,0.129643,0.12004
59,0.0621708,0.233929,0.11871,0.0962068
60,0.0497756,0.1573,0.0926056,0.112259
61,0.0498882,0.149297,0.085975,0.10827
62,0.0599676,0.18693,0.0923252,0.0932645
63,0.0599676,0.18693,0.0923252,0.0932645
64,0.0540878,0.180601,0.107654,0.103217
65,0.0673913,0.222666,0.100318,0.08467
66,0.0418351,0.126674,0.0868637,0.102644
67,0.0476156,0.120716,0.0799079,0.117496
68,0.0526791,0.134772,0.084506,0.100416
69,0.0570624,0.156984,0.0855548,0.0900844
70,0.0448947,0.0754448,0.0543639,0.107852
71,0.0376811,0.0736787,0.0578465,0.0850343
72,0.0604106,0.0911028,0.0473086,0.0931186
73,0.0515761,0.0686457,0.0370035,0.0938807
74,0.0573626,0.0617675,0.0268898,0.10936
75,0.0790897,0.0891528,0.0333748,0.126424
76,0.114268,0.122531,0.0352024,0.12673
77,0.114268,0.122531,0.0352024,0.12673
78,0.07416,0.0726784,0.0292419,0.132825
79,0.072425,0.0831634,0.0346597,0.116425
80,0.0553322,0.0706402,0.0403444,0.115834
81,0.0421755,0.0532532,0.0334448,0.0936622
82,0.0421755,0.0532532,0.0334448,0.0936622
83,0.059379,0.0621434,0.0300014,0.113987
84,0.0582178,0.0602933,0.030294,0.0936332
85,0.0515396,0.0607486,0.036617,0.10461
86,0.0467027,0.0538222,0.0315416,0.105916
87,0.0467027,0.0538222,0.0315416,0.105916
