t,cond_num
10,5.09504
20,5.09504
30,5.09504
40,5.1214
50,5.11296
60,5.0968
70,5.12959
80,5.12028
90,5.03243
100,5.08064
110,5.12154
120,5.05919
130,5.08987
140,5.1008
150,5.07827
160,5.07717
170,5.09056
180,5.10143
190,5.1158
200,5.14343
210,5.0622
220,5.12811
230,5.11364
240,5.11764
250,5.09743
260,5.06312
270,5.10418
280,5.09334
290,5.14659
300,5.08211
310,5.18099
320,5.09334
330,5.0468
340,5.15227
350,5.05683
360,5.12394
370,5.10659
380,5.05173
390,5.09274
400,5.1493
410,5.11214
420,5.09359
430,5.09075
440,5.09123
450,5.04368
460,5.08254
470,5.11188
480,5.08191
490,5.154
500,5.11998
510,5.07295
520,5.12844
530,5.11312
540,5.08601
550,5.08298
560,5.09581
570,5.15416
580,5.19058
590,5.07941
600,5.08533
610,5.10112
620,5.07601
630,5.15794
640,5.09737
650,5.12542
660,5.08389
670,5.05349
680,5.06202
690,5.10081
700,5.189
710,5.12112
720,5.07971
730,5.14328
740,5.10254
750,5.05791
760,5.0595
770,5.06983
780,5.13287
790,5.13369
800,5.1007
810,5.12354
820,5.11593
830,5.12199
840,5.14408
850,5.0872
860,5.02296
870,5.10426
880,5.07522
890,5.06
900,5.08652
910,5.07954
920,5.08311
930,5.12608
940,5.10381
950,5.07042
960,5.14859
970,5.14426
980,5.04381
990,5.07368
1000,5.09859
1010,5.1327
1020,5.0725
1030,5.11233
1040,5.15036
1050,5.07035
1060,5.06601
1070,5.10154
1080,5.14101
1090,5.09646
1100,5.06802
1110,5.08034
1120,5.07324
1130,5.10288
1140,5.07619
1150,5.06787
1160,5.04454
1170,5.08409
1180,5.10268
1190,5.09766
1200,5.09545
1210,5.10584
1220,5.10801
1230,5.0721
1240,5.06556
1250,5.05332
1260,5.08226
1270,5.05752
1280,5.11566
1290,5.15444
1300,5.08877
1310,5.07938
1320,5.08001
1330,5.12776
1340,5.1668
1350,5.10581
1360,5.10557
1370,5.10157
1380,5.11199
1390,5.13473
1400,5.1169
1410,5.15919
1420,5.14862
1430,5.1065
1440,5.14336
1450,5.06389
1460,5.10608
1470,5.06233
1480,5.10409
1490,5.07803
1500,5.16352
1510,5.1081
1520,5.0857
1530,5.13846
1540,5.11669
1550,5.06355
1560,5.07636
1570,5.091
1580,5.03553
1590,5.09927
1600,5.08896
1610,5.07122
1620,5.08423
1630,5.08321
1640,5.16275
1650,5.03149
1660,5.14448
1670,5.0899
1680,5.04027
1690,5.12174
1700,5.07941
1710,5.0663
1720,5.09428
1730,5.02705
1740,5.16551
1750,5.11476
1760,5.07109
1770,5.10369
1780,5.04674
1790,5.09085
1800,5.05621
1810,5.10002
1820,5.16486
1830,5.12998
1840,5.07994
1850,5.13163
1860,5.09769
1870,5.11629
1880,5.10576
1890,5.09246
1900,5.1414
1910,5.0742
1920,5.14646
1930,5.08817
1940,5.09556
1950,5.04513
1960,5.12367
1970,5.11196
1980,5.10879
1990,5.13475
2000,5.12872
2010,5.05811
2020,5.15992
2030,5.11762
2040,5.10713
2050,5.15102
2060,5.14014
2070,5.10822
2080,5.00027
2090,5.11737
2100,5.1167
2110,5.11936
2120,5.06972
2130,5.05695
2140,5.12351
2150,5.17172
2160,5.0669
2170,5.12254
2180,5.17283
2190,5.1566
2200,5.08219
2210,5.18162
2220,5.1062
2230,5.10831
2240,5.13866
2250,5.12968
2260,5.12431
2270,5.16864
2280,5.14785
2290,5.1169
2300,5.09371
2310,5.0901
2320,5.08873
2330,5.12782
2340,5.09046
2350,5.09885
2360,5.06886
2370,5.0968
2380,5.07236
2390,5.15819
2400,5.11483
2410,5.10774
2420,5.0941
2430,5.18275
2440,5.11416
2450,4.9955
2460,5.21143
2470,5.04329
2480,5.11987
2490,5.13722
2500,5.06953
2510,5.15076
2520,5.10352
2530,5.09737
2540,5.1174
2550,5.10727
2560,5.03784
2570,5.13738
2580,5.12233
2590,5.10075
2600,5.07837
2610,5.09384
2620,5.10359
2630,5.10186
2640,5.15812
2650,5.04833
2660,5.05766
2670,5.07212
2680,5.1083
2690,5.18833
2700,5.1251
2710,5.08757
2720,5.11463
2730,5.12208
2740,5.06212
2750,5.17631
2760,5.11078
2770,5.09834
2780,5.08482
2790,5.17554
2800,5.09178
2810,5.0586
2820,5.09675
2830,5.11631
2840,5.0871
2850,5.0909
2860,5.08636
2870,5.06721
2880,5.08356
2890,5.09284
2900,5.09693
2910,5.06993
2920,5.13299
2930,5.11757
2940,5.13425
2950,5.08436
2960,5.10352
2970,5.07339
2980,5.08088
2990,5.09882
3000,5.078
3010,5.14754
3020,5.08882
3030,5.06056
3040,5.08852
3050,5.20005
3060,5.11562
3070,5.07956
3080,5.06819
3090,5.07309
3100,5.08147
3110,5.12938
3120,5.03905
3130,5.12246
3140,5.13272
3150,5.09514
3160,5.10641
3170,5.10389
3180,5.12113
3190,5.08919
3200,5.06776
3210,5.09
3220,5.13023
3230,5.08486
3240,5.12432
3250,5.04927
3260,5.10012
3270,5.06
3280,5.11055
3290,5.04946
3300,5.05807
3310,5.12289
3320,5.16048
3330,5.0722
3340,5.24217
3350,5.13869
3360,5.0804
3370,5.08157
3380,5.14817
3390,5.09091
3400,5.11265
3410,5.16022
3420,5.07082
3430,5.13327
3440,5.04988
3450,5.03904
3460,5.10162
3470,5.1226
3480,5.02723
3490,5.12513
3500,5.08544
