MDTU,S_B
1,0.813176
2,0.813176
3,0.87438
4,0.87438
5,0.87438
6,0.87438
7,0.87438
8,0.87438
9,0.87438
10,0.87438
11,0.87438
12,0.87438
13,0.87438
14,0.87438
15,0.87438
16,0.87438
17,0.87438
18,0.87438
19,0.87438
20,0.87438
21,0.87438
22,0.87438
23,0.87438
24,0.87438
25,0.87438
26,0.87438
27,0.87438
28,0.87438
29,0.87438
30,0.87438
31,0.87438
32,0.87438
33,0.87438
34,0.87438
35,0.87438
36,0.87438
37,0.909181
38,0.909181
39,0.909181
40,0.909181
41,0.909181
42,0.909181
43,0.924349
44,0.940191
45,0.940191
46,0.940191
47,0.940191
48,0.940191
49,0.940191
50,0.957326
51,0.957326
52,0.958714
53,0.964395
54,0.976149
55,0.976149
56,0.976404
57,0.976404
58,0.985602
59,0.986172
60,0.981495
61,0.982604
62,0.986154
63,0.986154
64,0.982649
65,0.99167
66,0.993064
67,0.990692
68,1.00075
69,0.995035
70,0.984422
71,0.994521
72,0.98888
73,0.991781
74,0.994355
75,1.00217
76,0.994243
77,0.994243
78,0.989687
79,0.995207
80,0.99278
81,0.999976
82,0.999976
83,0.995572
84,0.997206
85,1.00041
86,1.00611
87,1.00611
88,1.00611
89,1.00315
90,1.00315
91,1.00217
92,1.00124
93,0.99852
94,0.999051
95,1.00265
96,0.99762
97,0.995823
98,0.993438
99,0.996552
100,0.998934
101,0.997319
102,0.997914
103,1.00292
104,1.00292
105,1.00292
106,0.999584
107,1.00508
108,0.998291
109,1.00311
110,0.999339
111,0.997111
112,0.993979
113,1.00931
114,1.00147
115,0.996318
116,1.00238
117,1.00238
118,0.999641
119,0.999145
120,0.999084
121,0.997809
122,0.997809
123,0.993407
124,0.996441
125,1.00205
126,1.00285
127,0.998246
128,0.998246
129,0.998246
130,1.01082
131,1.00552
132,0.995956
133,1.00363
134,1.00363
135,0.995333
136,0.995333
137,1.00153
138,0.999353
139,0.991576
140,0.988763
141,0.992498
142,0.994866
143,0.990289
144,1.00087
145,0.997637
146,0.997637
147,0.987939
148,0.988941
149,0.988941
150,0.988941
151,0.988941
152,0.988941
153,0.996595
154,0.994524
155,0.996843
156,0.998987
157,0.995246
158,0.996336
159,0.998033
160,0.997297
161,0.994621
162,0.996484
163,0.996484
164,0.991716
165,0.994949
166,1.0018
167,0.99269
168,1.00152
169,1.00152
170,0.995961
171,0.994032
172,0.993839
173,0.991974
174,0.997488
175,1.00597
176,1.00477
177,0.991015
178,0.993744
179,1.00136
180,1.00136
181,0.992242
182,0.986694
183,0.99003
184,1.00048
185,1.00048
186,0.998863
187,1.00215
188,1.00267
189,0.996342
190,1.00292
191,1.00292
192,1.0033
193,1.00258
194,0.986996
195,1.00364
196,1.00195
197,1.00055
198,1.00198
199,1.00013
200,0.998937
201,0.997692
202,0.999438
203,0.999438
204,1.00047
205,1.00047
206,0.993914
207,0.993914
208,0.994197
209,1.00157
210,0.995866
211,1.00083
212,1.00114
213,0.996834
214,0.996834
215,0.996834
216,0.995868
217,0.991544
218,0.995656
219,0.999926
220,0.999926
221,0.993986
222,1.0049
223,1.0049
224,1.0049
225,0.991537
226,0.991537
227,0.991366
228,1.00028
229,0.996559
230,0.992008
231,1.00156
232,1.00156
233,0.993393
234,0.996931
235,0.988254
236,0.997136
237,0.995168
238,0.994626
239,0.996567
240,0.993579
241,0.996589
242,0.996589
243,1.00046
244,1.00806
245,1.01033
246,1.01033
247,1.01033
248,0.999803
249,1.00087
250,0.994183
251,0.988523
252,0.995256
253,0.997903
254,0.997903
255,1.00023
256,1.00315
257,1.00315
258,1.00478
259,1.00478
260,0.996846
261,0.995445
262,0.994817
263,0.996095
264,0.994899
265,0.994899
266,0.994899
267,0.994899
268,1.00103
269,0.997808
270,0.997808
271,0.997808
272,0.999664
273,0.992217
274,0.995014
275,0.999094
276,0.999094
277,0.989222
278,0.996782
279,0.994975
280,1.00224
281,1.00106
282,1.00683
283,1.00299
284,0.999924
285,0.999924
286,0.993181
287,0.996913
288,1.00175
289,0.997833
