MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,3.95894,3.28221,-2.21367
2,3.95894,3.28221,-2.21367
3,3.46347,2.49667,-2.40047
4,3.46347,2.49667,-2.40047
5,3.46347,2.49667,-2.40047
6,3.46347,2.49667,-2.40047
7,3.46347,2.49667,-2.40047
8,3.46347,2.49667,-2.40047
9,3.46347,2.49667,-2.40047
10,3.46347,2.49667,-2.40047
11,3.46347,2.49667,-2.40047
12,3.46347,2.49667,-2.40047
13,3.46347,2.49667,-2.40047
14,3.46347,2.49667,-2.40047
15,3.46347,2.49667,-2.40047
16,3.46347,2.49667,-2.40047
17,3.46347,2.49667,-2.40047
18,3.46347,2.49667,-2.40047
19,3.46347,2.49667,-2.40047
20,3.46347,2.49667,-2.40047
21,3.46347,2.49667,-2.40047
22,3.46347,2.49667,-2.40047
23,3.46347,2.49667,-2.40047
24,3.46347,2.49667,-2.40047
25,3.46347,2.49667,-2.40047
26,3.46347,2.49667,-2.40047
27,3.46347,2.49667,-2.40047
28,3.46347,2.49667,-2.40047
29,3.46347,2.49667,-2.40047
30,3.46347,2.49667,-2.40047
31,3.46347,2.49667,-2.40047
32,3.46347,2.49667,-2.40047
33,3.46347,2.49667,-2.40047
34,3.46347,2.49667,-2.40047
35,3.46347,2.49667,-2.40047
36,3.46347,2.49667,-2.40047
37,2.72537,2.27289,-1.50385
38,2.72537,2.27289,-1.50385
39,2.72537,2.27289,-1.50385
40,2.72537,2.27289,-1.50385
41,2.72537,2.27289,-1.50385
42,2.72537,2.27289,-1.50385
43,2.46267,1.98626,-1.45586
44,2.22656,1.81156,-1.29454
45,2.22656,1.81156,-1.29454
46,2.22656,1.81156,-1.29454
47,2.22656,1.81156,-1.29454
48,2.22656,1.81156,-1.29454
49,2.22656,1.81156,-1.29454
50,2.01518,1.47499,-1.37307
51,2.01518,1.47499,-1.37307
52,1.79566,1.22792,-1.31019
53,1.74145,0.920769,-1.47812
54,1.73976,0.950427,-1.45721
55,1.73976,0.950427,-1.45721
56,1.63981,0.806665,-1.42769
57,1.63981,0.806665,-1.42769
58,1.7089,1.01596,-1.37411
59,1.56343,0.888874,-1.28616
60,1.60629,0.722002,-1.43488
61,1.56889,0.687204,-1.41038
62,1.52216,0.776829,-1.30901
63,1.52216,0.776829,-1.30901
64,1.5939,0.774503,-1.39308
65,1.48128,0.746101,-1.27966
66,1.55373,0.964238,-1.21833
67,1.58945,0.976952,-1.25376
68,1.51319,0.81678,-1.27382
69,1.48368,0.481498,-1.40338
70,1.46886,0.306816,-1.43646
71,1.40328,0.258185,-1.37933
72,1.39875,0.201055,-1.38423
73,1.37972,-0.0127757,-1.37966
74,1.39536,0.0458864,-1.39461
75,1.48745,0.313002,-1.45414
76,1.47693,0.298896,-1.44637
77,1.47693,0.298896,-1.44637
78,1.49532,0.431904,-1.43159
79,1.44992,0.467621,-1.37245
80,1.45515,0.466519,-1.37834
81,1.34718,0.254333,-1.32295
82,1.34718,0.254333,-1.32295
83,1.41299,0.33803,-1.37197
84,1.32728,0.601918,-1.18295
85,1.39963,0.723136,-1.19835
86,1.38821,0.794913,-1.13809
87,1.38821,0.794913,-1.13809
88,1.38821,0.794913,-1.13809
89,1.48185,0.780999,-1.25933
90,1.48185,0.780999,-1.25933
91,1.4692,0.781468,-1.24413
92,1.55614,0.999532,-1.19269
93,1.42397,0.779251,-1.19182
94,1.49116,0.940279,-1.15734
95,1.38849,0.892252,-1.06385
96,1.50971,0.845149,-1.25098
97,1.41624,0.859575,-1.12555
98,1.35421,0.563822,-1.23126
99,1.28201,0.462778,-1.19557
100,1.32321,0.570489,-1.19391
101,1.26309,0.534805,-1.14428
102,1.33758,0.519134,-1.23273
103,1.29009,0.461697,-1.20465
104,1.29009,0.461697,-1.20465
105,1.29009,0.461697,-1.20465
106,1.26541,0.569105,-1.13021
107,1.23906,0.667581,-1.04384
108,1.18622,0.51189,-1.07008
109,1.34156,0.571661,-1.21367
110,1.22978,0.418907,-1.15624
111,1.34309,0.324875,-1.30321
112,1.1991,0.270549,-1.16818
113,1.26774,0.36016,-1.2155
114,1.18047,0.390044,-1.11418
115,1.39426,0.392844,-1.33777
116,1.36344,0.465262,-1.2816
117,1.36344,0.465262,-1.2816
118,1.31106,0.352327,-1.26283
119,1.41483,0.285078,-1.38581
120,1.4003,0.221466,-1.38268
121,1.30695,0.307144,-1.27034
122,1.30695,0.307144,-1.27034
123,1.36883,0.2589,-1.34412
124,1.40215,0.376482,-1.35066
125,1.3859,0.343281,-1.34271
126,1.36076,0.314006,-1.32403
127,1.37043,0.42865,-1.30167
128,1.37043,0.42865,-1.30167
129,1.37043,0.42865,-1.30167
130,1.43514,0.18221,-1.42352
131,1.35137,0.0243604,-1.35115
132,1.30687,0.0648697,-1.30525
133,1.41378,-0.0980267,-1.41038
134,1.41378,-0.0980267,-1.41038
135,1.33009,-0.210659,-1.3133
136,1.33009,-0.210659,-1.3133
137,1.35419,-0.321258,-1.31553
138,1.37418,-0.182288,-1.36203
139,1.357,-0.204539,-1.3415
140,1.36565,-0.238073,-1.34474
141,1.42071,-0.0913756,-1.41777
142,1.38247,-0.15135,-1.37416
143,1.4704,0.000239531,-1.4704
144,1.4118,0.223897,-1.39394
145,1.39149,0.37236,-1.34074
146,1.39149,0.37236,-1.34074
147,1.43992,0.305631,-1.40711
148,1.35904,0.042715,-1.35837
149,1.35904,0.042715,-1.35837
150,1.35904,0.042715,-1.35837
151,1.35904,0.042715,-1.35837
152,1.35904,0.042715,-1.35837
153,1.34939,-0.0247085,-1.34916
154,1.39304,-0.00958175,-1.39301
155,1.35673,-0.185253,-1.34402
156,1.37395,-0.137744,-1.36702
157,1.45727,-0.195804,-1.44405
158,1.43522,-0.0786134,-1.43306
159,1.49481,-0.393306,-1.44214
160,1.54375,-0.123786,-1.53878
161,1.44692,-0.279306,-1.41971
162,1.39909,-0.265705,-1.37362
163,1.39909,-0.265705,-1.37362
164,1.4512,-0.118094,-1.44639
165,1.40432,-0.3039,-1.37105
166,1.39523,-0.512253,-1.2978
167,1.41611,-0.395138,-1.35987
168,1.46661,-0.529329,-1.36776
169,1.46661,-0.529329,-1.36776
170,1.33624,-0.490165,-1.24309
171,1.37772,-0.653981,-1.21261
172,1.35601,-0.746006,-1.13236
173,1.32659,-0.703882,-1.12445
174,1.34704,-0.690952,-1.15633
175,1.43701,-0.843578,-1.16334
176,1.29523,-0.737943,-1.06445
177,1.33389,-0.710014,-1.12922
178,1.39429,-0.717098,-1.19575
179,1.37684,-0.600201,-1.23913
180,1.37684,-0.600201,-1.23913
181,1.45348,-0.550752,-1.3451
182,1.319,-0.498432,-1.2212
183,1.33482,-0.36986,-1.28256
184,1.36122,-0.188177,-1.34815
185,1.36122,-0.188177,-1.34815
186,1.34314,-0.218843,-1.32519
187,1.32168,-0.0582528,-1.3204
188,1.36015,-0.193455,-1.34632
189,1.2461,-0.22508,-1.22561
190,1.39573,-0.288867,-1.36551
191,1.39573,-0.288867,-1.36551
192,1.31895,-0.165563,-1.30851
193,1.33893,-0.418335,-1.2719
194,1.3711,-0.317729,-1.33378
195,1.41939,-0.365931,-1.37141
196,1.41228,-0.185578,-1.40003
197,1.39674,-0.132987,-1.39039
198,1.50708,-0.187711,-1.49535
199,1.51803,-0.0885231,-1.51545
200,1.43073,-0.226025,-1.41276
201,1.41257,-0.271145,-1.38631
202,1.37379,-0.134171,-1.36722
203,1.37379,-0.134171,-1.36722
204,1.3713,-0.00642864,-1.37129
205,1.3713,-0.00642864,-1.37129
206,1.43295,0.133006,-1.42676
207,1.43295,0.133006,-1.42676
208,1.44631,0.101732,-1.44273
209,1.44313,-0.0411459,-1.44254
210,1.46799,0.146636,-1.46065
211,1.35972,0.295471,-1.32723
212,1.44788,0.265652,-1.4233
213,1.38225,0.268821,-1.35586
214,1.38225,0.268821,-1.35586
215,1.38225,0.268821,-1.35586
216,1.33905,0.262335,-1.31311
217,1.31858,0.0773756,-1.3163
218,1.39442,-0.00998033,-1.39439
219,1.44578,-0.0195022,-1.44565
220,1.44578,-0.0195022,-1.44565
221,1.41218,-0.194775,-1.39868
222,1.52133,-0.361399,-1.47778
223,1.52133,-0.361399,-1.47778
224,1.52133,-0.361399,-1.47778
225,1.49666,-0.0274881,-1.49641
226,1.49666,-0.0274881,-1.49641
227,1.53847,-0.230063,-1.52117
228,1.58547,-0.279228,-1.56069
229,1.52943,-0.221128,-1.51336
230,1.47915,-0.190262,-1.46686
231,1.51116,-0.200694,-1.49778
232,1.51116,-0.200694,-1.49778
233,1.47241,-0.168725,-1.46271
234,1.41701,-0.287053,-1.38763
235,1.34682,-0.272349,-1.31899
236,1.42818,-0.210493,-1.41258
237,1.36517,-0.386455,-1.30933
238,1.36058,-0.380713,-1.30623
239,1.46567,-0.275336,-1.43957
240,1.35076,-0.637969,-1.1906
241,1.41498,-0.798356,-1.16824
242,1.41498,-0.798356,-1.16824
243,1.39301,-0.783691,-1.15165
244,1.37405,-0.849959,-1.07962
245,1.52587,-0.972363,-1.17593
246,1.52587,-0.972363,-1.17593
247,1.52587,-0.972363,-1.17593
248,1.48439,-0.81601,-1.23997
249,1.40347,-0.764589,-1.17692
250,1.36214,-0.643373,-1.20063
251,1.42935,-0.581482,-1.30573
252,1.39638,-0.616019,-1.25316
253,1.43603,-0.319929,-1.39994
254,1.43603,-0.319929,-1.39994
255,1.5421,-0.294787,-1.51366
256,1.48244,-0.280573,-1.45565
257,1.48244,-0.280573,-1.45565
258,1.58194,-0.644054,-1.4449
259,1.58194,-0.644054,-1.4449
260,1.41817,-0.482721,-1.33349
261,1.38023,-0.520981,-1.27813
262,1.42242,-0.464115,-1.34457
263,1.36356,-0.700526,-1.16986
264,1.34957,-0.690965,-1.15927
265,1.34957,-0.690965,-1.15927
266,1.34957,-0.690965,-1.15927
267,1.34957,-0.690965,-1.15927
268,1.33144,-0.827452,-1.0431
269,1.42948,-1.14877,-0.850735
270,1.42948,-1.14877,-0.850735
271,1.42948,-1.14877,-0.850735
272,1.37155,-1.12293,-0.787521
273,1.43544,-1.24641,-0.712001
274,1.33704,-1.0693,-0.80267
275,1.37554,-1.16703,-0.728119
276,1.37554,-1.16703,-0.728119
277,1.31452,-1.12275,-0.683655
278,1.35463,-1.10967,-0.776946
279,1.32901,-1.08304,-0.770255
280,1.27791,-1.05353,-0.723275
281,1.3952,-1.19309,-0.723278
282,1.35498,-1.2541,-0.513052
283,1.29919,-1.19502,-0.509735
284,1.30518,-1.11555,-0.677531
285,1.30518,-1.11555,-0.677531
286,1.31143,-0.96594,-0.887027
287,1.24668,-0.912602,-0.849333
288,1.39414,-0.802819,-1.13979
289,1.38453,-0.817759,-1.11722
290,1.3268,-0.726758,-1.11005
291,1.38335,-0.745645,-1.16519
