MDTU,min_ave,max_ave
1,0.168082,0.257166
2,0.168082,0.257166
3,0.130002,0.224306
4,0.130002,0.224306
5,0.130002,0.224306
6,0.130002,0.224306
7,0.130002,0.224306
8,0.130002,0.224306
9,0.130002,0.224306
10,0.130002,0.224306
11,0.130002,0.224306
12,0.130002,0.224306
13,0.130002,0.224306
14,0.130002,0.224306
15,0.130002,0.224306
16,0.130002,0.224306
17,0.130002,0.224306
18,0.130002,0.224306
19,0.130002,0.224306
20,0.130002,0.224306
21,0.130002,0.224306
22,0.130002,0.224306
23,0.130002,0.224306
24,0.130002,0.224306
25,0.130002,0.224306
26,0.130002,0.224306
27,0.130002,0.224306
28,0.130002,0.224306
29,0.130002,0.224306
30,0.130002,0.224306
31,0.130002,0.224306
32,0.130002,0.224306
33,0.130002,0.224306
34,0.130002,0.224306
35,0.130002,0.224306
36,0.130002,0.224306
37,0.0914048,0.190596
38,0.0914048,0.190596
39,0.0914048,0.190596
40,0.0914048,0.190596
41,0.0914048,0.190596
42,0.0914048,0.190596
43,0.0660525,0.170097
44,0.0464544,0.153362
45,0.0464544,0.153362
46,0.0464544,0.153362
47,0.0464544,0.153362
48,0.0464544,0.153362
49,0.0464544,0.153362
50,0.0241598,0.137681
51,0.0241598,0.137681
52,0.0075474,0.11898
53,0.000184863,0.115748
54,-0.0112615,0.107813
55,-0.0112615,0.107813
56,-0.0138715,0.0995986
57,-0.0138715,0.0995986
58,-0.0310177,0.0950121
59,-0.0268247,0.0861372
60,-0.0347888,0.08329
61,-0.0354095,0.0792299
62,-0.0345118,0.0857454
63,-0.0345118,0.0857454
64,-0.0338899,0.0872448
65,-0.0357998,0.0828629
66,-0.0372335,0.0829208
67,-0.0418155,0.0815237
68,-0.0378404,0.0791823
69,-0.0390374,0.0833404
70,-0.0493837,0.0721177
71,-0.0480728,0.0715726
72,-0.0581818,0.0713195
73,-0.0605315,0.0705018
74,-0.0690514,0.0625962
75,-0.0599381,0.0630992
76,-0.0639094,0.0622629
77,-0.0639094,0.0622629
78,-0.0669223,0.0634122
79,-0.0593136,0.0667003
80,-0.0548339,0.0631216
81,-0.0617846,0.0623527
82,-0.0617846,0.0623527
83,-0.0653092,0.0607716
84,-0.0614606,0.0588301
85,-0.0581853,0.0642455
86,-0.0626186,0.0616561
87,-0.0626186,0.0616561
88,-0.0626186,0.0616561
89,-0.0588557,0.0658946
90,-0.0588557,0.0658946
91,-0.0570672,0.0668458
92,-0.0582179,0.0707114
93,-0.0719993,0.0586234
94,-0.079093,0.0577154
95,-0.064353,0.0571934
96,-0.0715359,0.0573852
97,-0.0674244,0.0624021
98,-0.076124,0.0526475
99,-0.0767859,0.0494885
100,-0.0771715,0.0526025
101,-0.0824558,0.0472979
102,-0.0807961,0.046558
103,-0.086194,0.0477072
104,-0.086194,0.0477072
105,-0.086194,0.0477072
106,-0.0826582,0.0438989
107,-0.0826348,0.0444265
108,-0.0916215,0.0396097
109,-0.0852917,0.0490574
110,-0.0914902,0.0411066
111,-0.0816466,0.0435332
112,-0.09265,0.0454747
113,-0.075833,0.0580264
114,-0.0732562,0.0528389
115,-0.0784857,0.0517622
116,-0.0706586,0.0563608
117,-0.0706586,0.0563608
118,-0.0694972,0.0535454
119,-0.075292,0.0553858
120,-0.0756827,0.0533394
121,-0.0778053,0.0571804
122,-0.0778053,0.0571804
123,-0.0732555,0.05475
124,-0.0677575,0.0587942
125,-0.0737837,0.0502502
126,-0.0771628,0.0496723
127,-0.0742057,0.0512775
128,-0.0742057,0.0512775
129,-0.0742057,0.0512775
130,-0.0698966,0.0564944
131,-0.0729084,0.0546935
132,-0.0757732,0.0516242
133,-0.0657123,0.0560355
134,-0.0657123,0.0560355
135,-0.0739446,0.0534071
136,-0.0739446,0.0534071
137,-0.0697826,0.0536659
138,-0.0622181,0.0567905
139,-0.0655338,0.0642964
140,-0.0670621,0.0640293
141,-0.0636828,0.0623781
142,-0.0666044,0.0607484
143,-0.0693333,0.0601839
144,-0.0649326,0.0638173
145,-0.0597323,0.0594634
146,-0.0597323,0.0594634
147,-0.0673628,0.056651
148,-0.0716462,0.0584701
149,-0.0716462,0.0584701
150,-0.0716462,0.0584701
151,-0.0716462,0.0584701
152,-0.0716462,0.0584701
153,-0.066852,0.0588914
154,-0.0673734,0.05445
155,-0.0657916,0.0581354
156,-0.0638444,0.0621749
157,-0.0778617,0.0586989
158,-0.0691744,0.0577729
159,-0.064903,0.0625007
160,-0.0664885,0.0595194
161,-0.0750464,0.0554173
162,-0.0707957,0.0573464
163,-0.0707957,0.0573464
164,-0.0698226,0.0587646
165,-0.0737182,0.0655292
166,-0.0692657,0.06143
167,-0.0761696,0.0594712
168,-0.0664958,0.0587215
169,-0.0664958,0.0587215
170,-0.0724602,0.0548394
171,-0.0739071,0.0535625
172,-0.0806258,0.0525263
173,-0.0735111,0.0557154
174,-0.0772051,0.0603211
175,-0.0690645,0.0582742
176,-0.0673316,0.0498897
177,-0.0776273,0.0534661
178,-0.0793092,0.0537009
179,-0.0751131,0.0532911
180,-0.0751131,0.0532911
181,-0.0708035,0.0561673
182,-0.0708766,0.0547876
183,-0.0716182,0.0577178
184,-0.0619025,0.0646397
185,-0.0619025,0.0646397
186,-0.0573449,0.064824
187,-0.0595655,0.0629449
188,-0.0640741,0.0635184
189,-0.0672248,0.056917
190,-0.0776802,0.0582619
191,-0.0776802,0.0582619
192,-0.077528,0.0564787
193,-0.0692895,0.0525753
194,-0.0736735,0.0523654
195,-0.0741934,0.0602044
196,-0.0627156,0.059238
197,-0.0656756,0.0623665
198,-0.0631357,0.063826
199,-0.0694265,0.0605097
200,-0.0637306,0.067437
201,-0.0699243,0.0587575
202,-0.0757125,0.0564661
203,-0.0757125,0.0564661
204,-0.0769832,0.0591981
205,-0.0769832,0.0591981
206,-0.0728296,0.0558066
207,-0.0728296,0.0558066
208,-0.070622,0.0563897
209,-0.0672168,0.0614394
210,-0.0771003,0.0573965
211,-0.0790826,0.0583408
212,-0.0684669,0.0591011
213,-0.0677017,0.0592262
214,-0.0677017,0.0592262
215,-0.0677017,0.0592262
216,-0.0745904,0.0598491
217,-0.0766579,0.0529206
218,-0.0680035,0.0589583
219,-0.0628222,0.0653356
220,-0.0628222,0.0653356
221,-0.0644063,0.0595259
222,-0.0553541,0.0679811
223,-0.0553541,0.0679811
224,-0.0553541,0.0679811
225,-0.0472641,0.0665787
226,-0.0472641,0.0665787
227,-0.0545426,0.0722867
228,-0.049953,0.0801237
229,-0.047735,0.0777916
230,-0.0572428,0.0766476
231,-0.0550312,0.0685294
232,-0.0550312,0.0685294
233,-0.062957,0.0654037
234,-0.0662804,0.0580027
235,-0.0686272,0.0613567
236,-0.0738986,0.0588199
237,-0.0682027,0.0558715
238,-0.0612732,0.062483
239,-0.0605355,0.0732765
240,-0.0618328,0.0699278
241,-0.0572256,0.0662287
242,-0.0572256,0.0662287
243,-0.0682519,0.0581377
244,-0.0660071,0.0607848
245,-0.0655991,0.0638099
246,-0.0655991,0.0638099
247,-0.0655991,0.0638099
248,-0.0675205,0.0575301
249,-0.0645581,0.0600102
250,-0.0746751,0.0586305
251,-0.0808458,0.0564468
252,-0.0802461,0.0571965
253,-0.0684824,0.0617341
254,-0.0684824,0.0617341
255,-0.0644453,0.061367
256,-0.0535545,0.0656964
257,-0.0535545,0.0656964
258,-0.0578133,0.0705311
259,-0.0578133,0.0705311
260,-0.0633939,0.0645028
261,-0.0664686,0.0598916
262,-0.0646582,0.060524
263,-0.0702682,0.0571413
264,-0.0720427,0.0582289
265,-0.0720427,0.0582289
266,-0.0720427,0.0582289
267,-0.0720427,0.0582289
268,-0.0713131,0.0568997
269,-0.0686434,0.0591713
270,-0.0686434,0.0591713
271,-0.0686434,0.0591713
272,-0.0685861,0.0576612
273,-0.0733775,0.0571145
274,-0.0716331,0.0603202
275,-0.0705569,0.054225
276,-0.0705569,0.054225
277,-0.0751142,0.0493369
278,-0.0813893,0.0482102
279,-0.0762009,0.0497449
280,-0.0815658,0.0457804
281,-0.0781611,0.051151
282,-0.0799005,0.0493254
283,-0.0833548,0.0500261
284,-0.0884801,0.0437315
285,-0.0884801,0.0437315
286,-0.0816506,0.0464418
287,-0.0810222,0.0443844
288,-0.0794365,0.0513526
289,-0.0736931,0.0557036
290,-0.0640926,0.0553448
291,-0.0691101,0.0581904
292,-0.0648836,0.0566676
293,-0.0692139,0.0620267
294,-0.0685185,0.0594968
295,-0.0580002,0.0580571
296,-0.0602652,0.0622025
297,-0.0602652,0.0622025
298,-0.0581031,0.0668551
299,-0.0591555,0.0662258
300,-0.0657761,0.0675289
301,-0.057707,0.0670235
302,-0.0591749,0.0637935
303,-0.0591749,0.0637935
304,-0.0646526,0.0634099
305,-0.0646526,0.0634099
306,-0.0645597,0.0659911
307,-0.060232,0.0603211
308,-0.0677313,0.0619078
309,-0.0613596,0.0617232
310,-0.0643192,0.0610706
311,-0.0742055,0.0621786
312,-0.0742055,0.0621786
313,-0.0747907,0.0604458
314,-0.0666285,0.0537025
315,-0.0666285,0.0537025
316,-0.0683906,0.0590809
317,-0.0673599,0.0599131
318,-0.0670296,0.0573872
319,-0.0670296,0.0573872
320,-0.0663137,0.0586174
321,-0.0590182,0.0630016
322,-0.0632335,0.0652569
323,-0.0632335,0.0652569
324,-0.0646206,0.0632285
325,-0.071624,0.0630636
326,-0.0618991,0.064053
327,-0.0618991,0.064053
328,-0.0618991,0.064053
329,-0.057528,0.0635232
330,-0.0644535,0.0665129
331,-0.0689141,0.0582518
332,-0.0783337,0.0551707
333,-0.0718493,0.0516783
334,-0.0738966,0.0474531
335,-0.0785866,0.0432193
336,-0.0821414,0.0480613
337,-0.0851929,0.0440542
338,-0.091809,0.0477146
339,-0.0869598,0.0457121
340,-0.083131,0.0490501
341,-0.0832335,0.0389806
342,-0.0785465,0.0434133
343,-0.0785465,0.0434133
344,-0.0785465,0.0434133
345,-0.0888573,0.0455211
346,-0.0783801,0.0478216
347,-0.0783801,0.0478216
