t,deltaS
413,-0.01701
414,-0.4348
415,0.1988
416,0.702
417,-0.3258
418,-0.2972
419,-0.6014
420,-0.5112
421,0.9539
422,0.6894
423,-0.3866
424,-0.115
425,-0.1031
426,-0.9454
427,0.006497
428,0.4508
429,0.1431
430,0.1245
431,-0.1848
432,0.4136
433,0.5936
434,0.02109
435,-0.5979
436,0.8745
437,-0.7845
438,1.159
439,-0.3357
440,-0.5969
441,-1.061
442,-0.9465
443,-0.4376
444,0.1918
445,-0.7403
446,0.03391
447,-0.6359
448,-0.7312
449,0.3784
450,0.0004007
451,-0.3478
452,0.05897
453,0.2284
454,-0.1588
455,0.6657
456,-0.112
457,-0.1967
458,-0.3169
459,0.8898
460,-0.2406
461,-0.466
462,-0.2552
463,-0.5031
464,0.06207
465,0.1221
466,0.07932
467,-0.3589
468,0.4975
469,1.15
470,0.9619
471,0.7367
472,0.8713
473,0.3017
474,-0.09294
475,0.4212
476,0.5813
477,-0.346
478,-0.279
479,0.4879
480,-0.7061
481,0.03222
482,1.431
483,-0.3208
484,0.372
485,-0.08604
486,-0.04793
487,0.06875
488,0.2261
489,-0.09334
490,0.6512
491,0.2845
492,0.08723
493,-0.08025
494,0.4205
495,0.3159
496,0.375
497,0.7877
498,-0.7938
499,0.2705
500,-0.3695
501,0.7503
502,0.377
503,0.3422
504,0.1862
505,0.4703
506,0.485
507,-0.306
508,-0.3427
509,0.5725
510,-0.5908
511,0.6977
512,-0.7042
513,0.2904
514,-0.5809
515,-0.2748
516,-0.7519
517,-0.5329
518,0.1017
519,0.9986
520,-1.052
521,0.5721
522,-0.08843
523,1.112
524,-0.1705
525,-0.1419
526,0.4252
527,0.7162
528,-0.2821
529,0.3315
530,-0.6083
531,-0.2725
532,-0.1325
533,0.6516
534,0.1238
535,0.295
536,-0.2156
537,-0.3384
538,-0.4793
539,-0.03931
540,-0.04243
541,0.8664
542,0.7064
543,0.3368
544,0.3387
545,-0.09002
546,-0.05782
547,-0.04366
548,0.4973
549,-0.2347
550,0.8972
551,0.5039
552,0.0296
553,-0.1055
554,0.4123
555,0.7132
556,0.684
557,0.2159
558,-0.4196
559,1.188
560,-0.3637
561,0.05516
562,-0.1991
563,0.2948
564,-0.1236
565,-0.2222
566,0.276
567,0.6479
568,-0.4236
569,0.6289
570,0.02059
571,0.2856
572,0.4776
573,-0.5284
574,0.03823
575,-0.4341
576,0.8049
577,-0.1776
578,0.7262
579,0.4094
580,0.7561
581,-0.7581
582,0.1806
583,0.7747
584,0.4054
585,-0.5779
586,-0.06657
587,0.5063
588,-0.1149
589,0.5598
590,-0.09443
591,-0.08797
592,0.1469
593,0.3609
594,-0.1674
595,0.2479
596,0.4994
597,0.2855
598,-0.08459
599,-0.2815
600,-0.1394
601,-0.275
602,0.1851
603,0.1924
604,-0.6378
605,-0.5259
606,-0.7296
607,0.5823
608,0.7093
609,-0.1563
610,-0.1701
611,0.6385
612,0.5678
613,-0.2344
614,0.4205
615,-0.1026
616,0.1609
617,0.03376
618,0.4168
619,-0.005402
620,-0.3297
621,-0.1334
622,-0.5255
623,0.151
624,0.6257
625,0.4706
626,1.709
627,-0.04918
628,-0.4781
629,-0.2406
630,0.0959
631,-0.08272
632,0.2054
633,-0.3143
634,0.5348
635,0.478
636,0.01636
637,0.2857
638,0.7527
639,0.3611
640,0.6349
641,0.2391
642,-0.2919
643,0.8676
644,0.943
645,-0.07333
646,-0.09153
647,-0.4847
648,-0.4434
649,-0.05762
650,-0.1152
651,0.3194
652,0.1046
653,0.1028
654,-0.2733
655,-0.06111
656,0.06517
657,0.7312
658,0.3088
659,0.5182
660,-0.3943
661,0.01016
662,0.8664
663,-0.7045
664,-0.5288
665,0.4282
666,1.04
667,0.5868
668,0.03788
669,0.01594
670,-0.1922
671,-0.4733
672,0.02202
673,-0.0775
674,0.1101
675,-0.4222
676,0.1015
677,0.3866
678,0.2847
679,0.0335
680,0.9664
681,-0.02348
682,0.257
683,-0.1997
684,0.00139
685,-0.2335
686,0.8553
687,0.1492
688,0.229
689,0.5227
690,0.7559
691,1.484
692,0.2208
693,-0.5573
694,0.5789
695,-0.2334
696,0.4744
697,-0.5006
698,0.05906
699,0.6837
700,-0.4966
701,-0.0945
702,-0.01571
703,-0.2692
704,-0.5189
705,0.5298
706,0.2119
707,-0.0949
708,-0.3953
709,0.2264
710,0.5739
711,0.9255
712,-0.4349
713,-0.211
714,0.4998
715,0.6855
716,1.226
717,-0.6164
718,0.2865
719,-0.1598
720,-0.4265
721,0.1814
722,0.3113
723,-0.3635
724,0.2347
725,-0.01326
726,0.4845
727,0.444
728,-0.6821
729,-0.3338
730,-0.04616
731,-0.5571
732,0.1066
733,0.4092
734,-0.1688
735,-0.479
736,0.1978
737,0.4769
738,0.143
739,1.055
740,0.4196
741,0.3175
742,0.167
743,-0.01562
744,0.5498
745,0.07622
746,0.5093
747,-0.08243
748,-0.03742
749,0.4447
750,0.1202
751,0.1355
752,0.04353
753,0.085
754,-0.3625
755,0.113
756,-0.6645
757,-0.2391
758,-0.0305
759,0.3708
760,-0.5117
761,0.04846
762,0.01804
763,-0.7304
764,0.3192
765,-0.5533
766,0.9297
767,0.1403
768,-0.5252
769,-0.623
770,-0.6335
771,1.063
772,-0.1433
773,-0.5665
774,0.6384
775,0.8883
776,0.1921
777,-0.1048
778,-0.2684
779,-0.2026
780,0.6201
781,0.5219
782,0.4858
783,0.413
784,0.3589
785,0.6958
786,-0.3597
787,0.05481
788,1.075
789,-0.848
790,0.807
791,0.09791
792,0.4971
793,0.08252
794,-0.3308
795,0.05817
796,0.874
797,0.4697
798,-0.3472
799,0.2146
800,0.7433
801,0.2163
802,0.5664
803,0.3578
804,0.7647
805,0.4424
806,-0.8507
807,-0.1292
808,0.3906
809,-0.08351
810,-0.02483
811,0.2018
812,0.5184
813,1.648
814,1.182
815,-0.3163
816,0.1401
817,0.3839
818,0.3651
819,-0.0523
820,-0.08167
821,0.4221
822,0.3319
823,0.2709
824,0.2587
825,0.3635
826,0.1369
827,-0.1038
828,0.8677
829,0.4217
830,0.1301
831,0.2014
832,0.1928
833,-0.1187
834,1.178
835,0.3718
836,-0.5494
837,-0.1098
838,-0.4048
839,0.7304
840,0.1509
841,2.016e-05
842,-0.7213
843,0.4238
844,0.1756
845,0.2496
846,-0.1534
847,-0.2075
848,-0.122
849,0.33
850,-0.005525
851,-0.2368
852,-1.302
853,0.3867
854,1.107
855,-0.6117
856,0.4021
857,0.3839
858,-0.4689
859,-0.9628
860,-0.6441
861,-0.1134
862,0.8349
863,0.3323
864,0.8477
865,-0.1783
866,0.9931
867,-0.1816
868,0.4823
869,0.02743
870,1.067
871,-0.08475
872,-0.1479
873,0.04885
874,1.092
875,-0.08047
876,0.6713
877,0.4626
878,0.09206
879,-0.1304
880,0.04324
881,0.9672
882,-0.4323
883,0.08437
884,-0.3455
885,-0.8623
886,0.4485
887,0.05354
888,0.09813
889,-0.2186
890,0.9271
891,-0.07611
892,0.4162
893,0.8255
894,-0.7515
895,-0.1394
896,0.5235
897,-0.4602
898,-0.7012
899,-0.08873
900,0.3837
901,0.816
902,0.579
903,0.941
904,0.5414
905,0.3604
906,1.218
907,-0.5229
908,0.2469
909,0.02009
910,0.4175
911,0.4231
912,0.5793
913,0.421
914,-0.2552
915,0.4405
916,1.109
917,-0.3559
918,1.315
919,0.9516
920,0.0444
921,0.586
922,0.1899
923,0.5808
924,-0.338
925,0.1573
926,-0.05691
927,0.09581
928,0.05453
929,-0.05148
930,0.6887
931,1.155
932,-1.032
933,-0.4985
934,0.183
935,0.4735
936,-1.371
937,0.227
938,0.5823
939,0.3739
940,0.5988
941,-0.01736
942,0.4504
943,0.3878
944,-0.1687
945,0.7009
946,0.01535
947,-0.365
948,-0.3011
949,0.1688
950,-0.1114
951,0.3399
952,-0.5834
953,0.1672
954,0.5114
955,-0.4901
956,0.04359
957,-0.285
958,-0.4596
959,-0.003847
960,0.4005
961,-0.5415
962,-1.532
963,0.395
964,1.026
965,0.2429
966,-0.326
967,-0.409
968,0.5912
969,-0.7793
970,1.093
971,0.9229
972,0.3487
973,-0.5719
974,-0.5608
975,-0.5045
976,0.2473
977,0.1228
978,0.8102
979,-0.1994
980,-0.4039
981,0.1924
982,-0.4587
983,-0.2033
984,0.1715
985,0.06029
986,0.8564
987,0.685
988,0.3714
989,-0.616
990,0.5469
991,0.2976
992,-0.2488
993,0.1539
994,-0.07388
995,0.3209
996,-0.2964
997,0.6243
998,0.1166
999,0.7514
1000,-0.2438
1001,-0.291
1002,-0.2793
1003,1.518
1004,0.423
1005,-0.3966
1006,0.3375
1007,0.3773
1008,-0.03592
1009,0.5287
1010,-0.001532
1011,0.1446
1012,-0.271
1013,0.3364
1014,0.2463
1015,0.373
1016,0.4483
1017,0.9232
1018,0.03169
1019,0.04799
1020,0.1993
1021,0.3189
1022,0.1595
1023,-0.2648
1024,0.8292
1025,-0.281
1026,0.172
1027,-0.2204
1028,-0.2262
1029,0.3749
1030,0.4931
1031,0.2909
1032,-0.4326
1033,0.5998
1034,-0.01331
1035,0.1357
1036,-0.3401
1037,0.008274
1038,-0.2492
1039,0.03333
1040,0.4264
1041,0.3106
1042,-0.3292
1043,-0.3806
1044,0.3155
1045,-0.4574
1046,0.5677
1047,0.7066
1048,0.04101
1049,-0.3649
1050,0.8189
1051,0.04593
1052,0.07389
1053,0.8414
1054,-0.166
1055,0.2739
1056,1.265
1057,0.4674
1058,0.01224
1059,0.4908
1060,-0.4481
1061,0.6566
1062,-0.09486
1063,0.5211
1064,0.4896
1065,0.3586
1066,0.6226
1067,-0.3215
1068,1.393
1069,-0.6135
1070,0.693
1071,0.4611
1072,-0.3934
1073,0.08764
1074,0.3064
1075,-0.07385
1076,-0.3012
1077,0.6501
1078,0.09544
1079,0.08054
1080,-0.0836
1081,0.1688
1082,0.5087
1083,1.04
1084,0.7805
1085,-0.2119
1086,0.09195
1087,-0.1228
1088,0.9426
1089,0.02087
1090,-0.8056
1091,1.259
1092,-0.4346
1093,0.3183
1094,0.7792
1095,0.06661
1096,0.2042
1097,-1.022
1098,0.2684
1099,0.02358
1100,-0.7657
1101,0.203
1102,0.2911
1103,-0.1298
1104,-0.2614
1105,0.1656
1106,0.174
1107,-0.4987
1108,0.3237
1109,1.045
1110,-0.621
1111,0.3331
1112,1.01
1113,-0.4374
1114,-0.3659
1115,0.4379
1116,-0.1293
1117,0.6475
1118,-0.5901
1119,-0.5842
1120,0.6984
1121,0.2756
1122,-0.4512
1123,-0.07015
1124,0.003995
1125,0.7989
1126,0.699
1127,1.025
1128,0.2427
1129,0.2244
1130,-0.0655
1131,-0.1912
1132,0.04305
1133,0.6451
1134,0.4852
1135,1.17
1136,-0.3888
1137,0.3254
1138,0.9051
1139,0.148
1140,0.3957
1141,-0.08352
1142,0.8089
1143,0.4678
1144,-0.4686
1145,0.04362
1146,1.241
1147,-0.2736
1148,0.5314
1149,0.265
1150,0.299
1151,0.6475
1152,-0.06723
1153,-0.04317
1154,-0.07069
1155,0.233
1156,-0.2519
1157,0.4903
1158,0.06173
1159,-0.08525
1160,0.5797
1161,-0.008146
1162,-0.3335
1163,-0.5429
1164,0.4934
1165,0.5343
1166,-0.2808
1167,0.1563
1168,-0.4016
1169,0.337
1170,0.515
1171,0.2653
1172,-0.8062
1173,-0.1289
1174,1.063
1175,0.5145
1176,0.747
1177,-0.6658
1178,0.3979
1179,0.6856
1180,0.2688
1181,0.6416
1182,-0.1625
1183,0.1164
1184,-0.1888
1185,0.1126
1186,-0.03314
1187,-0.6603
1188,-0.05271
1189,-0.5103
1190,-0.1495
1191,-0.8206
1192,0.2736
1193,0.03732
1194,-0.1219
1195,-0.1583
1196,-0.06401
1197,0.06995
1198,0.03179
1199,0.4711
1200,0.5356
1201,0.03985
1202,0.3536
1203,0.4564
1204,0.05871
1205,0.34
1206,0.8703
1207,-1.399
1208,0.02067
1209,0.434
1210,0.1651
1211,-0.01733
1212,0.223
1213,0.8018
1214,-0.7815
1215,-0.4254
1216,0.07007
1217,-0.02068
1218,-0.162
1219,-0.07151
1220,1.108
1221,-0.05498
1222,1.045
1223,-0.2423
1224,0.0006538
1225,0.5044
1226,0.1438
1227,-0.646
1228,-0.5278
1229,0.3342
1230,-0.003824
1231,-0.1099
1232,0.2086
1233,0.6718
1234,-0.08761
1235,0.3683
1236,0.2644
1237,-0.07321
1238,0.7515
1239,0.5067
1240,0.3098
1241,0.1369
1242,-0.1334
1243,0.9967
1244,-0.7112
1245,0.6321
1246,0.4396
1247,0.8345
1248,1.065
1249,0.3393
1250,0.0304
1251,0.2523
1252,-0.1
1253,0.44
1254,1.011
1255,0.7949
1256,0.6883
1257,-0.4771
1258,0.1987
1259,0.8127
1260,0.3788
1261,-0.1785
1262,-0.1334
1263,-0.002352
1264,-0.1321
1265,0.003429
1266,1.192
1267,0.2904
1268,-0.2053
1269,0.07046
1270,0.1378
1271,0.566
1272,-0.6891
1273,0.5587
1274,-0.6087
1275,-0.1599
1276,0.5593
1277,-0.306
1278,0.9851
1279,0.8569
1280,-0.2526
1281,-1.104
1282,0.8937
1283,-0.05909
1284,0.4622
1285,-0.1131
1286,0.4407
1287,0.04808
1288,-0.1162
1289,0.2143
1290,-0.4107
1291,-0.2572
1292,-0.4059
1293,-0.5608
1294,0.5628
1295,0.5286
1296,0.5924
1297,0.05764
1298,0.22
1299,0.1156
1300,0.5345
1301,0.1084
1302,-0.9927
1303,-0.4074
1304,-0.1362
1305,0.9049
1306,-0.009563
1307,-0.07957
1308,-0.1909
1309,0.4606
1310,0.4648
1311,0.0207
1312,-0.08897
1313,-0.5792
1314,0.1998
1315,0.08451
1316,0.2351
1317,-0.03267
1318,0.04387
1319,-1.026
1320,-0.589
1321,0.318
1322,0.4665
1323,-0.2353
1324,0.09428
1325,-0.4392
1326,-0.6319
1327,-0.2604
1328,-0.2792
1329,0.3896
1330,0.2465
1331,0.1912
1332,-0.4296
1333,-1.103
1334,-0.3075
1335,0.6203
1336,-0.7409
1337,0.3979
1338,-0.5535
1339,-0.06358
1340,0.1877
1341,1.435
1342,-0.9222
1343,0.3359
1344,-0.4678
1345,0.356
1346,-0.2184
1347,0.3131
1348,0.05876
1349,0.5756
1350,-1.04
1351,0.05565
1352,-0.009668
1353,0.2002
1354,1.073
1355,0.5058
1356,-0.7536
1357,-0.2125
1358,1.483
1359,0.2271
1360,0.4245
1361,-0.1388
1362,0.04527
1363,-0.8781
1364,0.3482
1365,0.5087
1366,0.0499
1367,-0.2351
1368,0.8368
1369,-0.837
1370,0.01932
1371,0.8894
1372,0.5068
1373,0.1738
1374,0.6934
1375,0.677
1376,-0.3311
1377,0.8839
1378,-0.4831
1379,0.4384
1380,-0.1353
1381,-0.04559
1382,-0.005105
1383,0.01449
1384,0.005986
1385,-0.3458
1386,0.9186
1387,0.04873
1388,0.5948
1389,0.3027
1390,0.5057
1391,0.3683
1392,-0.5806
1393,0.1166
1394,-0.04698
1395,-0.4566
1396,0.4604
1397,-0.08717
1398,-0.4051
1399,0.2859
1400,-0.5772
1401,0.4923
1402,-0.3472
1403,0.8023
1404,-0.08321
1405,0.2909
1406,-0.04703
1407,0.07733
1408,0.2388
1409,0.3424
1410,-0.5495
1411,-0.9542
1412,-0.8357
1413,0.163
1414,-0.1094
1415,-0.2368
1416,-0.9145
1417,0.2874
1418,1.443
1419,0.5411
1420,0.1105
1421,-1.343
1422,0.5264
1423,0.4765
1424,-0.7361
1425,0.5092
1426,-0.02439
1427,0.5748
1428,0.3491
1429,-0.7219
1430,0.4445
1431,-0.1067
1432,0.4345
1433,0.5458
1434,0.3672
1435,-0.3952
1436,0.3195
1437,0.6305
1438,0.0378
1439,0.3203
1440,0.7039
1441,-0.07586
1442,1.506
1443,0.6559
1444,0.7828
1445,0.4174
1446,-0.5601
1447,0.42
1448,0.7079
1449,0.7714
1450,1.472
1451,-0.8748
1452,-0.1855
1453,-0.1109
1454,-0.4216
1455,-0.07909
1456,1.297
1457,0.5143
1458,0.08635
1459,-0.32
1460,0.3631
1461,-0.4767
1462,0.3519
1463,-0.1029
1464,1.416
1465,0.3047
1466,0.1687
1467,0.3638
1468,0.4391
1469,0.03111
1470,0.3718
1471,1.143
1472,0.1764
1473,-0.5654
1474,0.9193
1475,0.9299
1476,0.3066
1477,1.468
1478,-0.06539
1479,0.007
1480,-0.1004
1481,0.3026
1482,0.6419
1483,0.4252
1484,0.269
1485,0.01281
1486,-0.1612
1487,0.5673
1488,0.1671
1489,0.4242
1490,0.2796
1491,-0.0555
1492,0.4866
1493,0.7563
1494,-0.177
1495,0.6871
1496,0.3741
1497,-0.2903
1498,-0.1578
1499,-0.1924
1500,0.1166
1501,-0.5002
1502,-0.9181
1503,1.076
1504,-0.3589
1505,-0.2587
1506,0.287
1507,-0.1856
1508,-0.7309
1509,-0.6034
1510,0.495
1511,0.1931
1512,0.3868
1513,0.3097
1514,1.074
1515,0.07793
1516,0.5159
1517,1.158
1518,-0.08014
1519,0.2709
1520,0.5927
1521,-0.5774
1522,-0.5382
1523,0.1592
1524,0.1609
1525,0.1449
1526,0.05203
1527,0.413
1528,0.1098
1529,0.7677
1530,0.7767
1531,0.3331
1532,0.05308
1533,0.09682
1534,0.03642
1535,0.901
1536,0.1334
1537,0.2733
1538,-0.189
1539,-0.1411
1540,-0.02704
1541,-0.2302
1542,0.8177
1543,-0.3353
1544,0.3823
1545,0.0943
1546,-0.4601
1547,0.712
1548,-1.058
1549,0.4004
1550,-0.06465
1551,-0.1658
1552,0.5646
1553,-0.5017
1554,0.2384
1555,-0.474
1556,-0.4687
1557,0.4117
1558,-0.2375
1559,-0.5189
1560,0.3073
1561,0.6301
1562,-0.7828
1563,0.2983
1564,0.3295
1565,-0.2132
1566,0.6541
1567,0.7807
1568,0.02003
1569,0.1001
1570,0.2787
1571,-0.1463
1572,0.6945
1573,-0.1762
1574,0.433
1575,0.2368
1576,-0.8158
1577,-0.4295
1578,0.5752
1579,-1.013
1580,-0.8891
1581,0.5746
1582,-0.7533
1583,0.7294
1584,-0.9959
1585,-0.2978
1586,1.049
1587,-1.095
1588,0.8135
1589,-0.3439
1590,0.4521
1591,0.5228
1592,-0.4165
1593,-0.893
1594,-0.04394
1595,0.2981
1596,0.3513
1597,0.1691
1598,0.4576
1599,0.1813
1600,0.4048
1601,1.095
1602,1.352
1603,0.1217
1604,-0.118
1605,-0.156
1606,0.2346
1607,-0.1203
1608,0.4142
1609,0.8179
1610,0.1519
1611,-0.5823
1612,0.6754
1613,0.08482
1614,-0.0409
1615,0.2525
1616,0.2169
1617,0.1654
1618,0.1471
1619,0.7944
1620,0.5162
1621,0.1761
1622,0.3759
1623,0.3165
1624,0.3504
1625,0.05982
1626,0.1828
1627,0.2751
1628,-0.09263
1629,-0.1471
1630,-0.3899
1631,-0.1993
1632,-0.3618
1633,1.161
1634,-0.05575
1635,0.2766
1636,-0.3672
1637,-0.3591
1638,0.6137
1639,0.2982
1640,-0.803
1641,0.1474
1642,-0.1761
1643,0.5956
1644,0.2106
1645,-0.008591
1646,0.8525
1647,0.9804
1648,0.8156
1649,-0.4637
1650,0.8063
1651,0.4905
1652,-0.2351
1653,0.01373
1654,0.6736
1655,-0.04371
1656,0.5147
1657,-1.475
1658,-0.4653
1659,0.2808
1660,-0.07946
1661,-0.1821
1662,-0.2699
1663,0.3119
1664,0.8504
1665,0.369
1666,0.4652
1667,0.09564
1668,0.3112
1669,0.688
1670,0.5656
1671,0.5322
1672,-0.3565
1673,-0.03289
1674,0.2053
1675,1.131
1676,0.05189
1677,0.238
1678,-0.1568
1679,0.1245
1680,1.121
1681,-0.9338
1682,-1.053
1683,0.2662
1684,-0.03782
1685,0.1542
1686,0.1653
1687,0.454
1688,0.5015
1689,0.02048
1690,0.5358
1691,-0.8976
1692,0.5449
1693,0.1179
1694,1.094
1695,-0.632
1696,0.2211
1697,0.1637
1698,0.03892
1699,0.3683
1700,-0.2191
1701,-0.4387
1702,0.7042
1703,0.2654
1704,0.806
1705,-0.2896
1706,-0.5601
1707,-0.3754
1708,-0.05498
1709,-0.1185
1710,0.7259
1711,0.5316
1712,0.5985
1713,-0.1353
1714,0.2816
1715,0.2876
1716,0.1204
1717,0.7283
1718,0.5157
1719,1.266
1720,0.04105
1721,0.01099
1722,0.02025
1723,0.5578
1724,1.032
1725,-1.011
1726,0.5343
1727,-0.05823
1728,-0.7867
1729,0.2809
1730,-0.2832
1731,-0.2855
1732,0.6107
1733,0.0386
1734,-0.2044
1735,0.268
1736,0.05647
1737,0.5448
1738,0.326
1739,-0.369
1740,-0.1597
1741,0.2812
1742,0.2495
1743,0.242
1744,-0.1748
1745,0.9786
1746,-0.4164
1747,-0.6009
1748,0.3641
1749,0.2548
1750,-0.2585
1751,0.121
1752,0.1056
1753,0.2216
1754,-0.1001
1755,0.9517
1756,0.5937
1757,1.06
1758,0.7111
1759,-0.5342
1760,-0.8723
1761,1.015
1762,0.07745
1763,0.2961
1764,-0.2993
1765,0.2219
1766,-0.5989
1767,-0.3363
1768,-0.1038
1769,0.3689
1770,0.142
1771,-0.1363
1772,0.3815
1773,0.05233
1774,0.366
1775,-0.001213
1776,0.009703
1777,0.1575
1778,0.2407
1779,1.029
1780,-0.3667
1781,0.3221
1782,0.8194
1783,0.7205
1784,0.7451
1785,0.2672
1786,0.6266
1787,-0.01273
1788,0.06708
1789,0.8454
1790,0.3102
1791,0.1063
1792,0.001805
1793,-0.4078
1794,0.3228
1795,0.1708
1796,-0.02182
1797,-0.3239
1798,0.7791
1799,0.3196
1800,-0.08017
1801,-0.01669
1802,0.2303
1803,0.9163
1804,0.4539
1805,0.09007
1806,1.339
1807,0.1946
1808,-0.9012
1809,0.2562
1810,-0.1964
1811,0.641
1812,-0.4119
1813,0.5077
1814,-0.402
1815,-0.6018
1816,-0.009273
1817,0.8899
1818,-0.6429
1819,-0.755
1820,-0.327
1821,-0.7473
1822,0.1561
