t,cg_iters
1,6058
2,6235
3,6158
4,6217
5,6193
6,6190
7,6174
8,6326
9,6200
10,6265
11,6268
12,6303
13,6246
14,6294
15,6339
16,6218
17,6294
18,6143
19,6167
20,6232
21,6226
22,6268
23,6150
24,6213
25,6249
26,6289
27,6242
28,6310
29,6312
30,6275
31,6361
32,6213
33,6307
34,6226
35,6188
36,6195
37,6291
38,6255
39,6246
40,6331
41,6224
42,6258
43,6202
44,6253
45,6185
46,6290
47,6232
48,6300
49,6283
50,6282
51,6255
52,6271
53,6293
54,6295
55,6266
56,6308
57,6245
58,6256
59,6245
60,6153
61,6221
62,6268
63,6298
64,6205
65,6215
66,6241
67,6146
68,6209
69,6202
70,6318
71,6313
72,6268
73,6258
74,6157
75,6109
76,6119
77,6178
78,6174
79,6155
80,6158
81,6191
82,6268
83,6217
84,6319
85,6295
86,6184
87,6229
88,6258
89,6217
90,6119
91,6207
92,6182
93,6052
94,6159
95,6205
96,6163
97,6144
98,6093
99,6188
100,6216
101,6237
102,6167
103,6257
104,6193
105,6223
106,6371
107,6340
108,6329
109,6204
110,6303
111,6246
112,6183
113,6301
114,6434
115,6231
116,6175
117,6280
118,6259
119,6263
120,6144
121,6132
122,6206
123,6181
124,6222
125,6231
126,6289
127,6271
128,6205
129,6158
130,6157
131,6131
132,6214
133,6222
134,6244
135,6274
136,6238
137,6313
138,6249
139,6285
140,6253
141,6255
142,6191
143,6160
144,6177
145,6209
146,6236
147,6165
148,6149
149,6168
150,6232
151,6256
152,6162
153,6344
154,6179
155,6198
156,6206
157,6235
158,6216
159,6156
160,6150
161,6156
162,6166
163,6194
164,6229
165,6221
166,6234
167,6143
168,6178
169,6094
170,6189
171,6210
172,6194
173,6284
174,6284
175,6213
176,6225
177,6224
178,6125
179,6178
180,6190
181,6187
182,6206
183,6134
184,6172
185,6238
186,6272
187,6243
188,6230
189,6267
190,6288
191,6215
192,6218
193,6173
194,6211
195,6199
196,6177
197,6290
198,6201
199,6206
200,6182
201,6264
202,6267
203,6220
204,6221
205,6286
206,6121
207,6152
208,6109
209,6196
210,6175
211,6130
212,6264
213,6161
214,6108
215,6118
216,6245
217,6235
218,6196
219,6253
220,6232
221,6194
222,6170
223,6194
224,6285
225,6087
226,6213
227,6146
228,6160
229,6149
230,6176
231,6211
232,6170
233,6267
234,6268
235,6246
236,6191
237,6216
238,6215
239,6268
240,6250
241,6225
242,6224
243,6290
244,6237
245,6203
246,6236
247,6179
248,6147
249,6161
250,6200
251,6102
252,6135
253,6249
254,6224
255,6192
256,6123
257,6242
258,6183
259,6091
260,6159
261,6287
262,6246
263,6162
264,6261
265,6280
266,6205
267,6329
268,6324
269,6315
270,6178
271,6254
272,6222
273,6217
274,6289
275,6147
276,6162
277,6260
278,6189
279,6175
280,6230
281,6312
282,6147
283,6209
284,6188
285,6117
286,6299
287,6255
288,6251
289,6198
290,6215
291,6337
292,6247
293,6187
294,6201
295,6202
296,6155
297,6212
298,6248
299,6305
300,6275
301,6184
302,6246
303,6177
304,6255
305,6247
306,6179
307,6110
308,6167
309,6129
310,6368
311,6340
312,6322
313,6311
314,6310
315,6312
316,6356
317,6256
318,6322
319,6251
320,6227
321,6326
322,6235
323,6214
324,6299
325,6280
326,6202
327,6244
328,6282
329,6284
330,6178
331,6192
332,6229
333,6174
334,6218
335,6150
336,6176
337,6152
338,6291
339,6193
340,6193
341,6266
342,6278
343,6325
344,6236
345,6238
346,6274
347,6186
348,6157
349,6134
350,6132
351,6248
352,6187
353,6256
354,6253
355,6224
356,6404
357,6162
358,6157
359,6228
360,6220
361,6240
362,6177
363,6288
364,6169
365,6202
366,6102
367,6172
368,6206
369,6148
370,6207
371,6180
372,6199
373,6216
374,6201
375,6184
376,6124
377,6135
378,6248
379,6219
380,6198
381,6082
382,6126
383,6217
384,6186
385,6093
386,6177
387,6311
388,6191
389,6341
390,6270
391,6313
392,6261
393,6320
394,6242
395,6230
396,6266
397,6254
398,6220
399,6224
400,6179
401,6265
402,6300
403,6286
