t,eps_f,eps_g
10,0.0181818,0.000909091
20,0.0181818,0.000909091
30,0.0181818,0.000909091
40,0.0181818,0.000909091
50,0.0181818,0.000909091
60,0.0181818,0.000909091
70,0.0181818,0.000909091
80,0.0181818,0.000909091
90,0.0181818,0.000909091
100,0.0181818,0.000909091
110,0.0181818,0.000909091
120,0.0181818,0.000909091
130,0.0181818,0.000909091
140,0.0181818,0.000909091
150,0.0181818,0.000909091
160,0.0181818,0.000909091
170,0.0181818,0.000909091
180,0.0181818,0.000909091
190,0.0181818,0.000909091
200,0.0181818,0.000909091
210,0.0181818,0.000909091
220,0.0181818,0.000909091
230,0.0181818,0.000909091
240,0.0181818,0.000909091
250,0.0181818,0.000909091
260,0.0181818,0.000909091
270,0.0181818,0.000909091
280,0.0181818,0.000909091
290,0.0181818,0.000909091
300,0.0181818,0.000909091
310,0.0181818,0.000909091
320,0.0181818,0.000909091
330,0.0181818,0.000909091
340,0.0181818,0.000909091
350,0.0181818,0.000909091
360,0.0181818,0.000909091
370,0.0181818,0.000909091
380,0.0181818,0.000909091
390,0.0181818,0.000909091
400,0.0181818,0.000909091
410,0.0181818,0.000909091
420,0.0181818,0.000909091
430,0.0181818,0.000909091
440,0.0181818,0.000909091
450,0.0181818,0.000909091
460,0.0181818,0.000909091
470,0.0181818,0.000909091
480,0.0181818,0.000909091
490,0.0181818,0.000909091
500,0.0181818,0.000909091
510,0.0181818,0.000909091
520,0.0181818,0.000909091
530,0.0181818,0.000909091
540,0.0181818,0.000909091
550,0.0181818,0.000909091
560,0.0181818,0.000909091
570,0.0181818,0.000909091
580,0.0181818,0.000909091
590,0.0181818,0.000909091
600,0.0181818,0.000909091
610,0.0181818,0.000909091
620,0.0181818,0.000909091
630,0.0181818,0.000909091
640,0.0181818,0.000909091
650,0.0181818,0.000909091
660,0.0181818,0.000909091
670,0.0181818,0.000909091
680,0.0181818,0.000909091
690,0.0181818,0.000909091
700,0.0181818,0.000909091
710,0.0181818,0.000909091
720,0.0181818,0.000909091
730,0.0181818,0.000909091
740,0.0181818,0.000909091
750,0.0181818,0.000909091
760,0.0181818,0.000909091
770,0.0181818,0.000909091
780,0.0181818,0.000909091
790,0.0181818,0.000909091
800,0.0181818,0.000909091
810,0.0181818,0.000909091
820,0.0181818,0.000909091
830,0.0181818,0.000909091
840,0.0181818,0.000909091
850,0.0181818,0.000909091
860,0.0181818,0.000909091
870,0.0181818,0.000909091
880,0.0181818,0.000909091
890,0.0181818,0.000909091
900,0.0181818,0.000909091
910,0.0181818,0.000909091
920,0.0181818,0.000909091
930,0.0181818,0.000909091
940,0.0181818,0.000909091
950,0.0181818,0.000909091
960,0.0181818,0.000909091
970,0.0181818,0.000909091
980,0.0181818,0.000909091
990,0.0181818,0.000909091
1000,0.0181818,0.000909091
1010,0.0181818,0.000909091
1020,0.0181818,0.000909091
1030,0.0181818,0.000909091
1040,0.0181818,0.000909091
1050,0.0181818,0.000909091
1060,0.0181818,0.000909091
1070,0.0181818,0.000909091
1080,0.0181818,0.000909091
1090,0.0181818,0.000909091
1100,0.0181818,0.000909091
1110,0.0181818,0.000909091
1120,0.0181818,0.000909091
1130,0.0181818,0.000909091
1140,0.0181818,0.000909091
1150,0.0181818,0.000909091
1160,0.0181818,0.000909091
1170,0.0181818,0.000909091
1180,0.0181818,0.000909091
1190,0.0181818,0.000909091
1200,0.0181818,0.000909091
1210,0.0181818,0.000909091
1220,0.0181818,0.000909091
1230,0.0181818,0.000909091
1240,0.0181818,0.000909091
1250,0.0181818,0.000909091
1260,0.0181818,0.000909091
1270,0.0181818,0.000909091
1280,0.0181818,0.000909091
1290,0.0181818,0.000909091
1300,0.0181818,0.000909091
1310,0.0181818,0.000909091
1320,0.0181818,0.000909091
1330,0.0181818,0.000909091
1340,0.0181818,0.000909091
