t,eps_f,eps_g
1350,0.0181818,0.000909091
1360,0.0181818,0.000909091
1370,0.0181818,0.000909091
1380,0.0181818,0.000909091
1390,0.0181818,0.000909091
1400,0.0181818,0.000909091
1410,0.0181818,0.000909091
1420,0.0181818,0.000909091
1430,0.0181818,0.000909091
1440,0.0181818,0.000909091
1450,0.0181818,0.000909091
1460,0.0181818,0.000909091
1470,0.0181818,0.000909091
1480,0.0181818,0.000909091
1490,0.0181818,0.000909091
1500,0.0181818,0.000909091
1510,0.0181818,0.000909091
1520,0.0181818,0.000909091
1530,0.0181818,0.000909091
1540,0.0181818,0.000909091
1550,0.0181818,0.000909091
1560,0.0181818,0.000909091
1570,0.0181818,0.000909091
1580,0.0181818,0.000909091
1590,0.0181818,0.000909091
1600,0.0181818,0.000909091
1610,0.0181818,0.000909091
1620,0.0181818,0.000909091
1630,0.0181818,0.000909091
1640,0.0181818,0.000909091
1650,0.0181818,0.000909091
1660,0.0181818,0.000909091
1670,0.0181818,0.000909091
1680,0.0181818,0.000909091
1690,0.0181818,0.000909091
1700,0.0181818,0.000909091
1710,0.0181818,0.000909091
1720,0.0181818,0.000909091
1730,0.0181818,0.000909091
1740,0.0181818,0.000909091
1750,0.0181818,0.000909091
1760,0.0181818,0.000909091
1770,0.0181818,0.000909091
1780,0.0181818,0.000909091
1790,0.0181818,0.000909091
1800,0.0181818,0.000909091
1810,0.0181818,0.000909091
1820,0.0181818,0.000909091
1830,0.0181818,0.000909091
1840,0.0181818,0.000909091
1850,0.0181818,0.000909091
1860,0.0181818,0.000909091
1870,0.0181818,0.000909091
1880,0.0181818,0.000909091
1890,0.0181818,0.000909091
1900,0.0181818,0.000909091
1910,0.0181818,0.000909091
1920,0.0181818,0.000909091
1930,0.0181818,0.000909091
1940,0.0181818,0.000909091
1950,0.0181818,0.000909091
1960,0.0181818,0.000909091
1970,0.0181818,0.000909091
1980,0.0181818,0.000909091
1990,0.0181818,0.000909091
2000,0.0181818,0.000909091
2010,0.0181818,0.000909091
2020,0.0181818,0.000909091
2030,0.0181818,0.000909091
2040,0.0181818,0.000909091
2050,0.0181818,0.000909091
2060,0.0181818,0.000909091
2070,0.0181818,0.000909091
2080,0.0181818,0.000909091
2090,0.0181818,0.000909091
2100,0.0181818,0.000909091
2110,0.0181818,0.000909091
2120,0.0181818,0.000909091
2130,0.0181818,0.000909091
2140,0.0181818,0.000909091
2150,0.0181818,0.000909091
2160,0.0181818,0.000909091
2170,0.0181818,0.000909091
2180,0.0181818,0.000909091
2190,0.0181818,0.000909091
2200,0.0181818,0.000909091
2210,0.0181818,0.000909091
2220,0.0181818,0.000909091
2230,0.0181818,0.000909091
2240,0.0181818,0.000909091
2250,0.0181818,0.000909091
2260,0.0181818,0.000909091
2270,0.0181818,0.000909091
2280,0.0181818,0.000909091
2290,0.0181818,0.000909091
2300,0.0181818,0.000909091
2310,0.0181818,0.000909091
2320,0.0181818,0.000909091
2330,0.0181818,0.000909091
2340,0.0181818,0.000909091
2350,0.0181818,0.000909091
2360,0.0181818,0.000909091
2370,0.0181818,0.000909091
2380,0.0181818,0.000909091
2390,0.0181818,0.000909091
2400,0.0181818,0.000909091
2410,0.0181818,0.000909091
2420,0.0181818,0.000909091
2430,0.0181818,0.000909091
2440,0.0181818,0.000909091
2450,0.0181818,0.000909091
2460,0.0181818,0.000909091
2470,0.0181818,0.000909091
2480,0.0181818,0.000909091
2490,0.0181818,0.000909091
2500,0.0181818,0.000909091
2510,0.0181818,0.000909091
2520,0.0181818,0.000909091
2530,0.0181818,0.000909091
2540,0.0181818,0.000909091
2550,0.0181818,0.000909091
2560,0.0181818,0.000909091
2570,0.0181818,0.000909091
2580,0.0181818,0.000909091
2590,0.0181818,0.000909091
2600,0.0181818,0.000909091
2610,0.0181818,0.000909091
2620,0.0181818,0.000909091
2630,0.0181818,0.000909091
2640,0.0181818,0.000909091
2650,0.0181818,0.000909091
2660,0.0181818,0.000909091
2670,0.0181818,0.000909091
2680,0.0181818,0.000909091
2690,0.0181818,0.000909091
2700,0.0181818,0.000909091
2710,0.0181818,0.000909091
2720,0.0181818,0.000909091
2730,0.0181818,0.000909091
2740,0.0181818,0.000909091
2750,0.0181818,0.000909091
2760,0.0181818,0.000909091
2770,0.0181818,0.000909091
2780,0.0181818,0.000909091
2790,0.0181818,0.000909091
2800,0.0181818,0.000909091
2810,0.0181818,0.000909091
2820,0.0181818,0.000909091
2830,0.0181818,0.000909091
2840,0.0181818,0.000909091
2850,0.0181818,0.000909091
2860,0.0181818,0.000909091
2870,0.0181818,0.000909091
2880,0.0181818,0.000909091
2890,0.0181818,0.000909091
2900,0.0181818,0.000909091
2910,0.0181818,0.000909091
2920,0.0181818,0.000909091
2930,0.0181818,0.000909091
2940,0.0181818,0.000909091
2950,0.0181818,0.000909091
2960,0.0181818,0.000909091
2970,0.0181818,0.000909091
2980,0.0181818,0.000909091
2990,0.0181818,0.000909091
3000,0.0181818,0.000909091
3010,0.0181818,0.000909091
3020,0.0181818,0.000909091
3030,0.0181818,0.000909091
3040,0.0181818,0.000909091
3050,0.0181818,0.000909091
3060,0.0181818,0.000909091
3070,0.0181818,0.000909091
3080,0.0181818,0.000909091
3090,0.0181818,0.000909091
3100,0.0181818,0.000909091
3110,0.0181818,0.000909091
3120,0.0181818,0.000909091
3130,0.0181818,0.000909091
3140,0.0181818,0.000909091
3150,0.0181818,0.000909091
3160,0.0181818,0.000909091
3170,0.0181818,0.000909091
3180,0.0181818,0.000909091
3190,0.0181818,0.000909091
3200,0.0181818,0.000909091
3210,0.0181818,0.000909091
3220,0.0181818,0.000909091
3230,0.0181818,0.000909091
3240,0.0181818,0.000909091
3250,0.0181818,0.000909091
3260,0.0181818,0.000909091
3270,0.0181818,0.000909091
3280,0.0181818,0.000909091
3290,0.0181818,0.000909091
3300,0.0181818,0.000909091
3310,0.0181818,0.000909091
3320,0.0181818,0.000909091
3330,0.0181818,0.000909091
3340,0.0181818,0.000909091
3350,0.0181818,0.000909091
3360,0.0181818,0.000909091
3370,0.0181818,0.000909091
3380,0.0181818,0.000909091
3390,0.0181818,0.000909091
3400,0.0181818,0.000909091
3410,0.0181818,0.000909091
3420,0.0181818,0.000909091
3430,0.0181818,0.000909091
3440,0.0181818,0.000909091
3450,0.0181818,0.000909091
3460,0.0181818,0.000909091
3470,0.0181818,0.000909091
3480,0.0181818,0.000909091
3490,0.0181818,0.000909091
3500,0.0181818,0.000909091
