MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,0.990635,0.822727,-0.551796
2,0.990635,0.822727,-0.551796
3,0.987075,0.710104,-0.685616
4,0.987075,0.710104,-0.685616
5,0.987075,0.710104,-0.685616
6,0.987075,0.710104,-0.685616
7,0.987075,0.710104,-0.685616
8,0.987075,0.710104,-0.685616
9,0.987075,0.710104,-0.685616
10,0.987075,0.710104,-0.685616
11,0.987075,0.710104,-0.685616
12,0.987075,0.710104,-0.685616
13,0.987075,0.710104,-0.685616
14,0.987075,0.710104,-0.685616
15,0.987075,0.710104,-0.685616
16,0.987075,0.710104,-0.685616
17,0.987075,0.710104,-0.685616
18,0.987075,0.710104,-0.685616
19,0.987075,0.710104,-0.685616
20,0.987075,0.710104,-0.685616
21,0.987075,0.710104,-0.685616
22,0.987075,0.710104,-0.685616
23,0.987075,0.710104,-0.685616
24,0.987075,0.710104,-0.685616
25,0.987075,0.710104,-0.685616
26,0.987075,0.710104,-0.685616
27,0.987075,0.710104,-0.685616
28,0.987075,0.710104,-0.685616
29,0.987075,0.710104,-0.685616
30,0.987075,0.710104,-0.685616
31,0.987075,0.710104,-0.685616
32,0.987075,0.710104,-0.685616
33,0.987075,0.710104,-0.685616
34,0.987075,0.710104,-0.685616
35,0.987075,0.710104,-0.685616
36,0.987075,0.710104,-0.685616
37,0.982838,0.817617,-0.54541
38,0.982838,0.817617,-0.54541
39,0.982838,0.817617,-0.54541
40,0.982838,0.817617,-0.54541
41,0.982838,0.817617,-0.54541
42,0.982838,0.817617,-0.54541
43,0.985235,0.7957,-0.58099
44,0.984576,0.801497,-0.571832
45,0.984576,0.801497,-0.571832
46,0.984576,0.801497,-0.571832
47,0.984576,0.801497,-0.571832
48,0.984576,0.801497,-0.571832
49,0.984576,0.801497,-0.571832
50,0.983684,0.719305,-0.670995
51,0.983684,0.719305,-0.670995
52,0.986876,0.676928,-0.718117
53,0.98211,0.520436,-0.832878
54,0.982014,0.531602,-0.825682
55,0.982014,0.531602,-0.825682
56,0.980768,0.485975,-0.8519
57,0.980768,0.485975,-0.8519
58,0.982986,0.587613,-0.788018
59,0.978906,0.557348,-0.804748
60,0.982626,0.445269,-0.87595
61,0.981104,0.427502,-0.883067
62,0.982624,0.504473,-0.843242
63,0.982624,0.504473,-0.843242
64,0.985259,0.478223,-0.861417
65,0.981853,0.496544,-0.847042
66,0.979752,0.611244,-0.765699
67,0.983562,0.604256,-0.77606
68,0.980914,0.533782,-0.822964
69,0.981428,0.319861,-0.927842
70,0.981979,0.203869,-0.960583
71,0.982505,0.180138,-0.96585
72,0.981954,0.138353,-0.972158
73,0.983069,-0.00931325,-0.983025
74,0.981682,0.0270881,-0.981308
75,0.983989,0.206237,-0.962133
76,0.981457,0.202451,-0.96035
77,0.981457,0.202451,-0.96035
78,0.980674,0.283148,-0.938908
79,0.982489,0.315832,-0.930342
80,0.981529,0.311564,-0.930767
81,0.978005,0.182157,-0.960892
82,0.978005,0.182157,-0.960892
83,0.979792,0.233753,-0.9515
84,0.978332,0.440918,-0.873342
85,0.980565,0.505402,-0.840283
86,0.980269,0.562401,-0.80289
