t,e^(-dS)
1,8883.94
2,0.0672055
3,0.0959431
4,0.0913552
5,0.0625368
6,0.116135
7,0.0693215
8,0.0673401
9,0.0587773
10,0.104664
11,0.141706
12,0.0584841
13,0.0643769
14,0.0622872
15,0.0639279
16,0.106352
17,0.0901753
18,0.0442898
19,0.116368
20,0.0571543
21,0.075774
22,0.10056
23,0.0772275
24,0.127965
25,0.0709344
26,0.0894568
27,0.0580181
28,0.0780036
29,0.089278
30,0.146168
31,0.0747953
32,0.0676776
33,0.154432
34,0.140577
35,0.0745713
36,0.0698085
37,0.17517
38,0.249325
39,0.161702
40,0.211189
41,0.121238
42,0.194758
43,0.307586
44,0.417738
45,0.23764
46,0.350989
47,0.456759
48,0.899245
49,0.241231
50,0.499924
51,0.364219
52,0.195538
53,0.839709
54,0.45244
55,0.464033
56,0.691149
57,0.571266
58,0.353455
59,0.743118
60,1.09888
61,0.807187
62,1.02699
63,0.4694
64,1.42575
65,0.833768
66,1.26541
67,1.17998
68,1.04581
69,0.578336
70,0.244632
71,1.17035
72,1.21397
73,1.09432
74,1.27877
75,0.779736
76,0.958496
77,0.818649
78,0.838702
79,0.73374
80,1.11706
81,1.22703
82,0.323033
83,0.36204
84,0.505251
85,1.18436
86,0.977741
87,0.291417
88,0.32368
89,0.742153
90,0.395858
91,1.52669
92,0.909137
93,0.812207
94,1.38986
95,0.613055
96,0.798516
97,1.04879
98,0.302099
99,1.01319
100,0.991099
101,0.755104
102,1.01798
103,1.35907
104,0.609632
105,0.402082
106,1.21046
107,1.55519
108,0.740374
109,1.85058
110,1.22189
111,2.1968
112,0.992137
113,1.10158
114,0.657113
115,1.22851
116,2.08506
117,0.935205
118,0.808641
119,1.65021
120,0.817013
121,1.17046
122,0.399716
123,1.58123
124,0.740226
125,0.505352
126,0.937827
127,1.10348
128,0.839037
129,0.699633
130,0.889585
131,0.97964
132,0.810909
133,1.09695
134,0.420042
135,1.14202
136,0.774994
137,1.29046
138,1.20105
139,0.597082
140,1.56299
141,0.89199
142,1.57712
143,1.64922
144,0.500824
145,0.73286
146,0.354517
147,0.820452
148,0.850101
149,0.757827
150,0.588252
151,0.57413
152,0.337564
153,0.565582
154,0.926038
155,1.06873
156,1.70421
157,1.77198
158,0.635083
159,0.815952
160,0.568531
161,0.454208
162,1.64955
163,0.684956
164,1.02033
165,1.47432
166,2.41307
167,1.03333
168,1.18792
169,0.543297
170,1.17422
171,1.05991
172,0.47917
173,0.929945
174,0.594164
175,1.00708
176,0.711059
177,0.91416
178,1.24234
179,0.878535
180,0.57597
181,0.829776
182,0.779502
183,1.32843
184,1.17645
185,0.558668
186,1.14316
187,0.80638
188,0.925751
189,0.484276
190,1.0308
191,0.602661
192,0.445481
193,1.18554
194,2.80948
195,1.38972
196,0.585142
197,1.15523
198,1.73083
199,0.66651
200,1.38708
201,0.631284
202,1.19506
203,0.496734
204,1.10233
205,0.618165
206,1.36588
207,0.390667
208,0.575279
209,1.02334
210,1.20515
211,0.990085
212,1.96305
213,1.09456
214,0.652659
215,0.559003
216,1.0455
217,0.877042
218,0.783174
219,1.75699
220,0.585786
221,0.969815
222,2.40368
223,0.386896
224,0.602902
225,1.18613
226,0.844678
227,0.671326
228,0.887364
229,0.700753
230,0.585201
231,1.71052
232,0.479122
233,0.525923
234,0.477782
235,1.32817
236,0.630527
237,0.610852
238,0.604835
239,1.23171
240,0.437403
241,0.600015
242,0.482343
243,0.296117
244,2.60049
245,1.86172
246,0.301194
247,0.400477
248,1.5171
249,0.644165
250,0.700543
251,1.07405
252,1.19101
253,1.65649
254,0.783174
255,0.989812
256,1.12558
257,0.530307
258,1.00148
259,0.261061
260,0.560403
261,0.912981
262,1.1971
263,0.863726
264,0.595175
265,0.518041
266,0.714838
267,0.497679
268,0.978984
269,0.562592
270,0.557886
271,0.64275
272,0.876604
273,0.81367
274,1.22471
275,1.00168
276,0.65639
277,1.27074
278,0.306052
279,0.880029
280,1.69774
281,1.13451
282,1.43147
283,0.934989
284,0.629204
285,0.375123
286,0.892615
287,1.64165
288,0.723901
289,1.76385
290,0.844509
291,0.921779
292,0.361678
293,1.18934
294,1.87161
295,1.3774
296,0.982328
297,0.663252
298,1.2072
299,0.937105
300,1.86769
301,1.26314
302,1.00419
303,0.538914
304,0.671662
305,0.732421
306,0.620953
307,0.869532
308,1.40256
309,0.830523
310,0.454981
311,0.994133
312,0.458589
313,0.730008
314,0.645649
315,0.559898
316,0.646941
317,1.13837
318,1.34905
319,0.421052
320,1.05467
321,2.41355
322,1.01477
323,0.670924
324,1.43749
325,0.956284
326,0.912488
327,0.357007
328,0.514943
329,1.28853
330,1.41836
331,0.603264
332,0.352044
333,1.16009
334,1.2107
335,0.359515
336,0.540857
337,0.898256
338,0.630716
339,1.19399
340,1.30005
341,1.48765
342,0.658231
343,0.666044
344,0.565299
345,0.653835
346,1.788
347,0.419706
348,0.500224
349,1.28995
350,0.61835
351,1.64099
352,1.65665
353,0.29464
354,0.366045
355,1.06338
356,0.267135
357,0.416779
358,1.1814
359,1.46287
360,0.835103
361,0.803402
362,0.886566
363,0.487191
364,1.09722
365,0.942518
366,2.5808
367,0.962405
368,0.698863
369,0.616683
370,1.21046
371,0.890297
372,1.1275
373,1.23392
374,0.746993
375,0.614467
376,1.38279
377,0.840213
378,0.436355
379,0.643071
380,0.845607
381,1.03088
382,0.384235
383,0.711557
384,1.31864
385,1.06877
386,1.44528
387,1.80056
388,0.407628
389,1.4658
390,1.18483
391,1.03879
392,0.935504
393,1.23281
394,0.468228
395,1.96895
396,1.30709
397,1.23035
398,1.12513
399,0.497928
400,0.767743
401,2.32054
402,1.26226
403,1.3299
404,0.574245
405,1.10481
406,0.959042
407,1.262
408,2.1561
409,1.33736
410,0.463986
411,0.486947
412,0.639032
413,1.01716
414,1.54465
415,0.819714
416,0.495593
417,1.38514
418,1.34608
419,1.82467
420,1.66729
421,0.385236
422,0.501877
423,1.47197
424,1.12187
425,1.1086
426,2.57384
427,0.993524
428,0.637118
429,0.866667
430,0.882938
431,1.20298
432,0.661265
433,0.552335
434,0.979131
435,1.8183
436,0.417071
437,2.19131
438,0.3138
439,1.39892
440,1.81648
441,2.88926
442,2.57668
443,1.54899
444,0.825472
445,2.09656
446,0.966658
447,1.88872
448,2.07757
449,0.684956
450,0.999599
451,1.41595
452,0.942735
453,0.795806
454,1.1721
455,0.513914
456,1.11851
457,1.21738
458,1.37287
459,0.410738
460,1.27201
461,1.59361
462,1.29072
463,1.65384
464,0.939817
465,0.88506
466,0.923744
467,1.43175
468,0.608049
469,0.316637
470,0.382166
471,0.478691
472,0.418407
473,0.73956
474,1.0974
475,0.656259
476,0.559171
477,1.4134
478,1.32181
479,0.613914
480,2.02607
481,0.968294
482,0.23907
483,1.37823
484,0.689354
485,1.08985
486,1.0491
487,0.93356
488,0.797638
489,1.09783
490,0.52142
491,0.75239
492,0.916466
493,1.08356
494,0.656718
495,0.729132
496,0.687289
497,0.45489
498,2.21179
499,0.762998
500,1.44701
501,0.472225
502,0.685916
503,0.710206
504,0.830108
505,0.624815
506,0.615697
507,1.35798
508,1.40875
509,0.564113
510,1.80543
511,0.497729
512,2.02223
513,0.747964
514,1.78765
515,1.31627
516,2.12103
517,1.70387
518,0.903301
519,0.368395
520,2.86337
521,0.564339
522,1.09246
523,0.328901
524,1.1859
525,1.15246
526,0.653639
527,0.488605
528,1.32591
529,0.717846
530,1.83731
531,1.31324
532,1.14168
533,0.521211
534,0.883557
535,0.744532
536,1.24061
537,1.4027
538,1.61494
539,1.04009
540,1.04334
541,0.420462
542,0.493417
543,0.714052
544,0.712696
545,1.0942
546,1.05952
547,1.04463
548,0.608171
549,1.26453
550,0.40771
551,0.60417
552,0.970834
553,1.11127
554,0.662126
555,0.490073
556,0.504595
557,0.805816
558,1.52135
559,0.30483
560,1.43864
561,0.946334
562,1.2203
563,0.744681
564,1.13156
565,1.24882
566,0.758813
567,0.523143
568,1.52745
569,0.533178
570,0.979621
571,0.751563
572,0.62027
573,1.69622
574,0.962492
575,1.54357
576,0.447133
577,1.19435
578,0.483744
579,0.664049
580,0.469494
581,2.13422
582,0.834769
583,0.460842
584,0.66671
585,1.78229
586,1.06884
587,0.602722
588,1.12176
589,0.571323
590,1.09903
591,1.09196
592,0.86338
593,0.697049
594,1.18223
595,0.780438
596,0.606895
597,0.751638
598,1.08827
599,1.32512
600,1.14958
601,1.31653
602,0.831021
603,0.824977
604,1.89231
605,1.69198
606,2.07425
607,0.558612
608,0.491988
609,1.16918
610,1.18542
611,0.528084
612,0.566771
613,1.26415
614,0.656718
615,1.10805
616,0.851377
617,0.966804
618,0.659153
619,1.00542
620,1.39055
621,1.14271
622,1.6913
623,0.859848
624,0.534887
625,0.624627
626,0.181047
627,1.05041
628,1.61301
629,1.27201
630,0.908555
631,1.08624
632,0.814322
633,1.3693
634,0.585786
635,0.620022
636,0.983773
637,0.751488
638,0.471093
639,0.696909
640,0.529988
641,0.787336
642,1.33897
643,0.419958
644,0.389458
645,1.07609
646,1.09585
647,1.62369
648,1.558
649,1.05931
650,1.1221
651,0.726585
652,0.900685
653,0.902307
654,1.31429
655,1.06302
656,0.936908
657,0.481331
658,0.734328
659,0.595592
660,1.48335
661,0.989891
662,0.420462
663,2.02284
664,1.69689
665,0.651681
666,0.353455
667,0.556104
668,0.962828
669,0.984186
670,1.21191
671,1.60528
672,0.978221
673,1.08058
674,0.895745
675,1.52531
676,0.903481
677,0.679363
678,0.75224
679,0.967055
680,0.38045
681,1.02376
682,0.773368
683,1.22104
684,0.998611
685,1.26301
686,0.425156
687,0.861397
688,0.795329
689,0.592918
690,0.469588
691,0.226729
692,0.801877
693,1.74595
694,0.560515
695,1.26289
696,0.622258
697,1.64971
698,0.94265
699,0.504746
700,1.64313
701,1.09911
702,1.01583
703,1.30892
704,1.68018
705,0.588723
706,0.809046
707,1.09955
708,1.48483
709,0.797399
710,0.563324
711,0.396333
712,1.54481
713,1.23491
714,0.606652
715,0.503838
716,0.293464
717,1.85225
718,0.750887
719,1.17328
720,1.53189
721,0.834102
722,0.732494
723,1.43835
724,0.790808
725,1.01335
726,0.616005
727,0.641465
728,1.97803
729,1.39626
730,1.04724
731,1.7456
732,0.898885
733,0.664181
734,1.18388
735,1.61446
736,0.820534
737,0.620705
738,0.866754
739,0.348192
740,0.65731
741,0.727967
742,0.8462
743,1.01574
744,0.577065
745,0.926612
746,0.600916
747,1.08592
748,1.03813
749,0.641017
750,0.886743
751,0.873279
752,0.957404
753,0.918512
754,1.43692
755,0.893151
756,1.94352
757,1.27011
758,1.03097
759,0.690182
760,1.66812
761,0.952695
762,0.982122
763,2.07591
764,0.72673
765,1.73898
766,0.394672
767,0.869097
768,1.6908
769,1.86451
770,1.88419
771,0.345418
772,1.15408
773,1.76209
774,0.528137
775,0.411354
776,0.825224
777,1.11049
778,1.30787
779,1.22458
780,0.537891
781,0.593392
782,0.615205
783,0.661662
784,0.698444
785,0.498675
786,1.4329
787,0.946665
788,0.341298
789,2.33497
790,0.446195
791,0.906731
792,0.608292
793,0.920793
794,1.39208
795,0.94349
796,0.417279
797,0.62519
798,1.4151
799,0.806864
800,0.475542
801,0.805494
802,0.567565
803,0.699213
804,0.465474
805,0.642493
806,2.34129
807,1.13792
808,0.676651
809,1.0871
810,1.02514
811,0.817258
812,0.595473
813,0.192434
814,0.306665
815,1.37204
816,0.869271
817,0.6812
818,0.694127
819,1.05369
820,1.0851
821,0.655668
822,0.717559
823,0.762693
824,0.772055
825,0.695239
826,0.872057
827,1.10938
828,0.419916
829,0.655931
830,0.878008
831,0.817585
832,0.824647
833,1.12603
834,0.307894
835,0.689492
836,1.73221
837,1.11605
838,1.499
839,0.481716
840,0.859934
841,0.99998
842,2.05711
843,0.654555
844,0.838953
845,0.779112
846,1.16579
847,1.2306
848,1.12975
849,0.718924
850,1.00554
851,1.26719
852,3.67664
853,0.679295
854,0.330549
855,1.84356
856,0.668914
857,0.6812
858,1.59824
859,2.61902
860,1.90427
861,1.12008
862,0.433918
863,0.717272
864,0.428399
865,1.19518
866,0.370427
867,1.19913
868,0.617362
869,0.972943
870,0.344039
871,1.08844
872,1.1594
873,0.952324
874,0.335545
875,1.0838
876,0.511044
877,0.629644
878,0.91205
879,1.13928
880,0.957682
881,0.380146
882,1.5408
883,0.919091
884,1.4127
885,2.3686
886,0.638585
887,0.947868
888,0.906531
889,1.24433
890,0.3957
891,1.07908
892,0.659548
893,0.438016
894,2.12018
895,1.14958
896,0.592443
897,1.58439
898,2.01617
899,1.09279
900,0.681336
901,0.442197
902,0.560459
903,0.390237
904,0.581933
905,0.697397
906,0.295821
907,1.68691
908,0.781219
909,0.98011
910,0.658691
911,0.655013
912,0.56029
913,0.65639
914,1.29072
915,0.643714
916,0.329889
917,1.42746
918,0.268474
919,0.386123
920,0.956571
921,0.556549
922,0.827042
923,0.559451
924,1.40214
925,0.854448
926,1.05856
927,0.908637
928,0.94693
929,1.05283
930,0.502229
931,0.315058
932,2.80667
933,1.64625
934,0.832768
935,0.622819
936,3.93929
937,0.796921
938,0.558612
939,0.688046
940,0.549471
941,1.01751
942,0.637373
943,0.678548
944,1.18376
945,0.496139
946,0.984767
947,1.44051
948,1.35134
949,0.844678
950,1.11784
951,0.711842
952,1.79212
953,0.84603
954,0.599655
955,1.63248
956,0.957346
957,1.32976
958,1.58344
959,1.00385
960,0.669985
961,1.71858
962,4.62742
963,0.67368
964,0.358438
965,0.78435
966,1.38542
967,1.50531
968,0.553662
969,2.17995
970,0.335209
971,0.397365
972,0.705605
973,1.77163
974,1.75207
975,1.65616
976,0.780906
977,0.884441
978,0.444769
979,1.22067
980,1.49765
981,0.824977
982,1.58202
983,1.22544
984,0.8424
985,0.941491
986,0.424688
987,0.50409
988,0.689768
989,1.85151
990,0.578741
991,0.742598
992,1.28249
993,0.857358
994,1.07668
995,0.725496
996,1.34501
997,0.535636
998,0.889941
999,0.471706
1000,1.27609
1001,1.33776
1002,1.3222
1003,0.21915
1004,0.655079
1005,1.48676
1006,0.713552
1007,0.68571
1008,1.03657
1009,0.589371
1010,1.00153
1011,0.865368
1012,1.31128
1013,0.714337
1014,0.781688
1015,0.688665
1016,0.638713
1017,0.397246
1018,0.968807
1019,0.953143
1020,0.819304
1021,0.726948
1022,0.85257
1023,1.30317
1024,0.436398
1025,1.32445
1026,0.841979
1027,1.24658
1028,1.25383
1029,0.687358
1030,0.61073
1031,0.74759
1032,1.54126
1033,0.548921
1034,1.0134
1035,0.873105
1036,1.40509
1037,0.99176
1038,1.283
1039,0.967219
1040,0.652855
1041,0.733007
1042,1.38986
1043,1.46316
1044,0.729424
1045,1.57996
1046,0.566828
1047,0.493319
1048,0.95982
1049,1.44037
1050,0.440916
1051,0.955109
