t,cost
10,4.3746
20,4.3554
30,4.356
40,4.38
50,4.356
60,4.3584
70,4.4034
80,4.368
90,4.374
100,4.3548
110,4.3824
120,4.3596
130,4.3644
140,4.3986
150,4.3446
160,4.3626
170,4.3674
180,4.365
190,4.3614
200,4.3476
210,4.3674
220,4.3626
230,4.3716
240,4.356
250,4.356
260,4.3842
270,4.3686
280,4.3404
290,4.3608
300,4.389
310,4.3788
320,4.389
330,4.383
340,4.356
350,4.4094
360,4.3746
370,4.3392
380,4.362
390,4.3638
400,4.386
410,4.3728
420,4.3656
430,4.3638
440,4.3788
450,4.347
460,4.3404
470,4.3692
480,4.3824
490,4.3902
500,4.3938
510,4.386
520,4.3692
530,4.3308
540,4.338
550,4.3548
560,4.374
570,4.3746
580,4.3938
590,4.3758
600,4.3596
610,4.3734
620,4.3722
630,4.3758
640,4.3356
650,4.3872
660,4.3518
670,4.3596
680,4.3728
690,4.3326
700,4.3794
710,4.3632
720,4.3836
730,4.3686
740,4.3752
750,4.3866
760,4.3536
770,4.3632
780,4.3542
790,4.3716
800,4.3638
810,4.3644
820,4.4052
830,4.3446
840,4.3752
850,4.4016
860,4.3662
870,4.338
880,4.3584
890,4.3752
900,4.3752
910,4.3968
920,4.4058
930,4.3992
940,4.3548
950,4.3764
960,4.3764
970,4.3644
980,4.4184
990,4.419
1000,4.3932
1010,4.3956
1020,4.407
1030,4.3488
1040,4.4208
1050,4.374
1060,4.3956
1070,4.3758
1080,4.3944
1090,4.3998
1100,4.4058
1110,4.3608
1120,4.3692
1130,4.3998
1140,4.398
1150,4.398
1160,4.413
1170,4.4172
1180,4.371
1190,4.383
1200,4.3974
1210,4.4082
1220,4.3992
1230,4.4034
1240,4.4022
1250,4.404
1260,4.3782
1270,4.4178
1280,4.3902
1290,4.3896
1300,4.3794
1310,4.4286
1320,4.4034
1330,4.4034
1340,4.3944
1350,4.4028
1360,4.3842
1370,4.4148
1380,4.3698
1390,4.3764
1400,4.4382
1410,4.4004
1420,4.4142
1430,4.41
1440,4.4112
1450,4.3908
1460,4.3698
1470,4.3974
1480,4.398
1490,4.4112
1500,4.401
1510,4.4028
1520,4.3914
1530,4.4046
1540,4.4016
1550,4.3878
1560,4.4262
1570,4.416
1580,4.389
1590,4.401
1600,4.3734
1610,4.395
1620,4.413
1630,4.392
1640,4.4688
1650,4.4058
1660,4.4208
1670,4.4082
1680,4.416
1690,4.3926
1700,4.4202
1710,4.3866
1720,4.4364
1730,4.398
1740,4.404
1750,4.3722
1760,4.389
1770,4.4052
1780,4.4388
1790,4.467
1800,4.4106
1810,4.443
1820,4.3962
1830,4.4526
1840,4.4196
1850,4.482
1860,4.4256
1870,4.479
1880,4.4148
1890,4.4532
1900,4.4346
1910,4.4496
1920,4.4316
1930,4.4472
1940,4.446
1950,4.4586
1960,4.4484
1970,4.4868
1980,4.4508
1990,4.4928
2000,4.4544
2010,4.4916
2020,4.4622
2030,4.5246
2040,4.4754
2050,4.5
2060,4.4616
2070,4.4862
2080,4.4796
2090,4.5114
2100,4.4688
2110,4.5342
2120,4.47
2130,4.5486
2140,4.4988
2150,4.5264
2160,4.4928
2170,4.5156
2180,4.473
2190,4.533
2200,4.467
2210,4.5414
2220,4.515
2230,4.5792
2240,4.4952
2250,4.5486
2260,4.5156
2270,4.4886
2280,4.5564
2290,4.5108
2300,4.5186
2310,4.479
2320,4.5438
2330,4.4646
2340,4.572
2350,4.4832
2360,4.5588
2370,4.4934
2380,4.5588
2390,4.518
2400,4.611
2410,4.5054
2420,4.5732
2430,4.551
2440,4.5348
2450,4.5972
2460,4.518
2470,4.5738
2480,4.4886
2490,4.6002
2500,4.521
2510,4.6068
2520,4.5174
2530,4.6326
2540,4.6104
2550,4.518
2560,4.6116
2570,4.5222
2580,4.6128
2590,4.5366
2600,4.6482
2610,4.587
2620,4.6584
2630,4.626
2640,4.572
2650,4.6332
2660,4.5762
2670,4.6776
2680,4.6974
2690,4.5912
2700,4.6746
2710,4.5756
2720,4.641
2730,4.5588
2740,4.6824
2750,4.7142
2760,4.5546
2770,4.7106
2780,4.548
2790,4.6806
2800,4.7058
2810,4.5912
2820,4.6686
2830,4.569
2840,4.6536
2850,4.7028
2860,4.6002
2870,4.731
2880,4.602
2890,4.6752
2900,4.7088
2910,4.602
2920,4.7652
2930,4.6254
2940,4.6794
2950,4.7376
2960,4.6608
2970,4.764
2980,4.752
2990,4.6218
3000,4.8012
3010,4.6548
3020,4.6986
3030,4.7556
3040,4.629
3050,4.7706
3060,4.7802
3070,4.6398
3080,4.7982
3090,4.8168
3100,4.6608
3110,4.8
3120,4.818
3130,4.68
3140,4.782
3150,4.7634
3160,4.6716
3170,4.7994
3180,4.6536
3190,4.7412
3200,4.8318
3210,4.6368
3220,4.8312
3230,4.8282
3240,4.7136
3250,4.8168
3260,4.8498
3270,4.7706
3280,4.7634
3290,4.845
3300,4.7544
3310,4.7292
3320,4.8492
3330,4.809
3340,4.722
3350,4.896
3360,4.8768
3370,4.692
3380,4.9026
3390,4.8936
3400,4.7406
3410,4.9242
3420,4.8912
3430,4.8678
3440,4.728
3450,4.8966
3460,4.8924
3470,4.6968
3480,4.8846
3490,4.8792
3500,4.7292
