MDTU,min_ave,max_ave
1,-0.0696893,0.0599601
2,-0.0731738,0.0579723
3,-0.0689106,0.0640545
4,-0.0746418,0.067058
5,-0.0746418,0.067058
6,-0.0693452,0.064916
7,-0.0693167,0.0676898
8,-0.0699115,0.0647961
9,-0.0699115,0.0647961
10,-0.0699115,0.0647961
11,-0.0572468,0.0731367
12,-0.0678742,0.0656786
13,-0.0783996,0.0627588
14,-0.0783996,0.0627588
15,-0.0762476,0.0633042
16,-0.0696678,0.0684838
17,-0.0696554,0.0682858
18,-0.0716048,0.0641752
19,-0.0751178,0.0666701
20,-0.0701347,0.0661204
21,-0.0693173,0.070569
22,-0.0693173,0.070569
23,-0.0702397,0.0680021
24,-0.059236,0.074221
25,-0.059236,0.074221
26,-0.059236,0.074221
27,-0.0678121,0.0747804
28,-0.0678121,0.0747804
29,-0.0736724,0.0680961
30,-0.0715063,0.0703936
31,-0.0642817,0.0683561
32,-0.0720895,0.0639407
33,-0.0667998,0.0668732
34,-0.0648635,0.0663074
35,-0.058255,0.0694269
36,-0.058255,0.0694269
37,-0.0683503,0.0658949
38,-0.0683503,0.0658949
39,-0.0703719,0.0685253
40,-0.0703719,0.0685253
41,-0.0703719,0.0685253
42,-0.0703719,0.0685253
43,-0.0628395,0.073486
44,-0.0602537,0.0702064
45,-0.0602537,0.0702064
46,-0.0602537,0.0702064
47,-0.0651291,0.0758045
48,-0.0651291,0.0758045
49,-0.0651291,0.0758045
50,-0.0648364,0.0722662
51,-0.0648364,0.0722662
52,-0.0647691,0.0664767
53,-0.0674776,0.0698282
54,-0.0678965,0.0663451
55,-0.0717262,0.0672145
56,-0.0703567,0.0647754
57,-0.0709893,0.0633197
58,-0.0659871,0.0762603
59,-0.0653936,0.0661389
60,-0.0704211,0.0673212
61,-0.0648959,0.0737529
62,-0.0594218,0.0728374
63,-0.0613062,0.0739643
64,-0.0714644,0.0744505
65,-0.0697607,0.072485
66,-0.0657134,0.0728131
67,-0.0646175,0.065514
68,-0.0691247,0.0659237
69,-0.068399,0.0675766
70,-0.0624398,0.0732299
71,-0.0566685,0.0718837
72,-0.0601738,0.0746366
73,-0.0662656,0.0662612
74,-0.0662656,0.0662612
75,-0.0664238,0.0675801
76,-0.0659844,0.0716616
77,-0.0634007,0.0702443
78,-0.0634007,0.0702443
79,-0.0634007,0.0702443
80,-0.0664795,0.0685945
81,-0.0688878,0.0620693
82,-0.0688878,0.0620693
83,-0.0829664,0.0562136
84,-0.0752913,0.0637921
85,-0.0752913,0.0637921
86,-0.0744029,0.0647291
87,-0.0744029,0.0647291
88,-0.0744029,0.0647291
89,-0.0744029,0.0647291
90,-0.0736567,0.0653299
91,-0.0703215,0.0625056
92,-0.0743283,0.0617994
93,-0.081231,0.0586169
94,-0.081231,0.0586169
95,-0.0732714,0.061588
96,-0.0713843,0.0615329
97,-0.0713843,0.0615329
98,-0.0755482,0.0603956
99,-0.0755482,0.0603956
100,-0.0751518,0.0632856
101,-0.0762298,0.0643496
102,-0.0708315,0.064103
103,-0.0688498,0.0643194
104,-0.0689787,0.0718407
105,-0.0689787,0.0718407
106,-0.0689787,0.0718407
107,-0.0719368,0.0695833
108,-0.0756162,0.0670019
