t,cond_num
10,5.19752
20,5.14411
30,5.21538
40,5.18668
50,5.22875
60,5.18674
70,5.20738
80,5.22658
90,5.17758
100,5.17438
110,5.14401
120,5.17966
130,5.15259
140,5.26269
150,5.1835
160,5.1692
170,5.18884
180,5.15449
190,5.20876
200,5.22431
210,5.16905
220,5.10977
230,5.16053
240,5.14792
250,5.22496
260,5.10692
270,5.16931
280,5.2627
290,5.16544
300,5.20468
310,5.19695
320,5.22715
330,5.13589
340,5.14409
350,5.17684
360,5.14513
370,5.18078
380,5.18356
390,5.31043
400,5.17153
410,5.2121
420,5.1924
430,5.26841
440,5.19025
450,5.18654
460,5.18455
470,5.20458
480,5.18608
490,5.19303
500,5.24964
510,5.20274
520,5.16086
530,5.21394
540,5.17476
550,5.20187
560,5.20395
570,5.15087
580,5.17615
590,5.15753
600,5.15813
610,5.1357
620,5.13009
630,5.20092
640,5.23223
650,5.11554
660,5.24512
670,5.14029
680,5.20281
690,5.19969
700,5.1631
710,5.14598
720,5.17945
730,5.16867
740,5.19217
750,5.19699
760,5.17378
770,5.23176
780,5.17822
790,5.1293
800,5.15
810,5.16889
820,5.24287
830,5.22934
840,5.17555
850,5.18051
860,5.15196
870,5.12715
880,5.19972
890,5.2209
900,5.23586
910,5.20341
920,5.16207
930,5.23562
940,5.14109
950,5.19308
960,5.22475
970,5.19001
980,5.25293
990,5.18612
1000,5.17922
1010,5.1697
1020,5.17761
1030,5.20995
1040,5.1783
1050,5.26304
1060,5.19805
1070,5.1168
1080,5.20387
1090,5.15829
1100,5.12996
1110,5.13019
1120,5.20659
1130,5.17232
1140,5.18451
1150,5.1916
1160,5.16336
1170,5.14928
1180,5.18128
1190,5.20855
1200,5.15383
1210,5.211
1220,5.18606
1230,5.21657
1240,5.17403
1250,5.21849
1260,5.16262
1270,5.20363
1280,5.12531
1290,5.2347
1300,5.13817
1310,5.18752
1320,5.18898
1330,5.14875
1340,5.22811
1350,5.17707
1360,5.19861
1370,5.16855
1380,5.13815
1390,5.20777
1400,5.24724
1410,5.16189
1420,5.2243
1430,5.17044
1440,5.26095
1450,5.13879
1460,5.17581
1470,5.20653
1480,5.2188
1490,5.16986
1500,5.18226
1510,5.22539
1520,5.11581
1530,5.19788
1540,5.19629
1550,5.16059
1560,5.22059
1570,5.2002
1580,5.17067
1590,5.11514
1600,5.13405
1610,5.19003
1620,5.17557
1630,5.13413
1640,5.1552
1650,5.17669
1660,5.19638
1670,5.19227
1680,5.16071
1690,5.16657
1700,5.15461
1710,5.24015
1720,5.25605
1730,5.10876
1740,5.11168
1750,5.21326
1760,5.1716
1770,5.22966
1780,5.20978
1790,5.16859
1800,5.21887
1810,5.19898
1820,5.10993
1830,5.18173
1840,5.19899
1850,5.14787
1860,5.1725
1870,5.17433
1880,5.10247
1890,5.16344
1900,5.20029
1910,5.19447
1920,5.20952
1930,5.2207
1940,5.1972
1950,5.20722
1960,5.14701
1970,5.20478
1980,5.16084
1990,5.17165
2000,5.21294
2010,5.16009
2020,5.19873
2030,5.22235
2040,5.17397
2050,5.16559
2060,5.18426
2070,5.2066
2080,5.26214
2090,5.16485
2100,5.1938
2110,5.23507
2120,5.13659
2130,5.16653
2140,5.17215
2150,5.19389
2160,5.15504
2170,5.12793
2180,5.18732
2190,5.16317
2200,5.18636
2210,5.15133
2220,5.25097
2230,5.19832
2240,5.14924
2250,5.19611
2260,5.20251
2270,5.20548
2280,5.22831
2290,5.17959
2300,5.23098
2310,5.29419
2320,5.21563
2330,5.17095
2340,5.1937
2350,5.21464
2360,5.19664
2370,5.17454
2380,5.18147
2390,5.15864
2400,5.18663
2410,5.20762
2420,5.2783
2430,5.2356
2440,5.18444
2450,5.20366
2460,5.18836
2470,5.12734
2480,5.19162
2490,5.15102
2500,5.13967
2510,5.12883
2520,5.13912
2530,5.14286
2540,5.14991
2550,5.11489
2560,5.1352
2570,5.15527
2580,5.19084
2590,5.16017
2600,5.21914
2610,5.21928
2620,5.12722
2630,5.1217
2640,5.17613
2650,5.13381
2660,5.16754
2670,5.17957
2680,5.21085
2690,5.2516
2700,5.16499
2710,5.23431
2720,5.17257
2730,5.13716
2740,5.15351
2750,5.1083
2760,5.22686
2770,5.16586
2780,5.2033
2790,5.19399
2800,5.16348
2810,5.13958
2820,5.15999
2830,5.19918
2840,5.16512
2850,5.25031
2860,5.22816
2870,5.1286
2880,5.16283
2890,5.16224
2900,5.20947
2910,5.17762
2920,5.20619
2930,5.14463
2940,5.14486
2950,5.23544
2960,5.12472
2970,5.14422
2980,5.20884
2990,5.16843
3000,5.20026
3010,5.14596
3020,5.16903
3030,5.26358
3040,5.1473
3050,5.16135
3060,5.14066
3070,5.15349
3080,5.2284
3090,5.18942
3100,5.22074
3110,5.14654
3120,5.19497
3130,5.21332
3140,5.12367
3150,5.17417
3160,5.07087
3170,5.14476
3180,5.15872
3190,5.1738
3200,5.25588
3210,5.18004
3220,5.15886
3230,5.1988
3240,5.16727
3250,5.12667
3260,5.14587
3270,5.27106
3280,5.14923
3290,5.11421
3300,5.20418
3310,5.18549
3320,5.17183
3330,5.1526
3340,5.22093
3350,5.13275
3360,5.24698
3370,5.19121
3380,5.23554
3390,5.20554
3400,5.18276
3410,5.18843
3420,5.18919
3430,5.15345
3440,5.1685
3450,5.13703
3460,5.16366
3470,5.10591
3480,5.16153
3490,5.09856
3500,5.17098
