MDTU,|det-1|^2,1-Re(det),Im(det)
1,0.026679,0.15392,-5.85546e-05
2,0.0515826,0.223395,-7.26897e-05
3,0.00563841,0.050186,-0.000100625
4,0.00531062,-0.03672,-5.13064e-05
5,0.00531062,-0.03672,-5.13064e-05
6,0.00726816,-0.04807,-0.000207081
7,0.00636586,0.055513,-0.000184424
8,0.0217389,-0.12802,-1.16271e-05
9,0.0217389,-0.12802,-1.16271e-05
10,0.0217389,-0.12802,-1.16271e-05
11,0.415755,-0.63363,0.000211234
12,0.0096012,-0.07825,0.000137027
13,0.0836209,0.284193,-8.16078e-05
14,0.0836209,0.284193,-8.16078e-05
15,0.0327363,0.171618,-0.000101436
16,0.0057286,0.030168,0.000140709
17,0.00427809,-0.00649,4.63533e-05
18,0.0118105,0.088511,-0.000161737
19,0.00379963,-0.0119,-0.000179965
20,0.00485268,-0.03456,-0.000305795
21,0.0219676,-0.12897,-0.000145249
22,0.0219676,-0.12897,-0.000145249
23,0.00602575,0.025249,0.000143443
24,0.152871,-0.3765,-6.22535e-05
25,0.152871,-0.3765,-6.22535e-05
26,0.152871,-0.3765,-6.22535e-05
27,0.100636,-0.30165,0.00011399
28,0.100636,-0.30165,0.00011399
29,0.0390254,-0.17473,-0.000185006
30,0.0374241,-0.1692,0.000113763
31,0.0363982,-0.17446,0.000252366
32,0.00362398,0.004433,9.45596e-05
33,0.0219239,-0.13167,4.67241e-05
34,0.0252635,-0.13842,5.47831e-05
35,0.126025,-0.34291,-0.000254336
36,0.126025,-0.34291,-0.000254336
37,0.0246392,-0.12524,-4.19477e-05
38,0.0246392,-0.12524,-4.19477e-05
39,0.0371489,-0.17463,-5.84569e-05
40,0.0371489,-0.17463,-5.84569e-05
41,0.0371489,-0.17463,-5.84572e-05
42,0.0371489,-0.17463,-5.84572e-05
43,0.140596,-0.3679,-0.000377256
44,0.134867,-0.36053,-8.85813e-05
45,0.134867,-0.36053,-8.85813e-05
46,0.134867,-0.36053,-8.85813e-05
47,0.10394,-0.30898,-3.01387e-05
48,0.10394,-0.30898,-3.01387e-05
49,0.10394,-0.30898,-3.01387e-05
50,0.0689873,-0.25065,-0.000242906
51,0.0689873,-0.25065,-0.000242906
52,0.0286982,-0.15298,8.23891e-05
53,0.0146716,-0.09582,-6.93852e-05
54,0.0226164,-0.12786,0.000112722
55,0.00589346,-0.02269,6.42663e-07
56,0.00559374,-0.02828,-0.000100545
57,0.0133729,0.096837,-6.57697e-05
58,0.0795992,-0.26533,0.000105832
59,0.0224268,-0.13613,-0.000221594
60,0.012742,-0.09159,0.000127482
61,0.23669,-0.47409,0.00026171
62,0.376584,-0.6043,0.000684673
63,0.232848,-0.46813,0.000335593
64,0.0875049,-0.27594,0.000128783
65,0.0541654,-0.21755,0.000108688
66,0.0725515,-0.24634,0.000328302
67,0.0372673,-0.1696,0.000255915
