t,walltime
10,7.291
20,7.259
30,7.26
40,7.3
50,7.26
60,7.264
70,7.339
80,7.28
90,7.29
100,7.258
110,7.304
120,7.266
130,7.274
140,7.331
150,7.241
160,7.271
170,7.279
180,7.275
190,7.269
200,7.246
210,7.279
220,7.271
230,7.286
240,7.26
250,7.26
260,7.307
270,7.281
280,7.234
290,7.268
300,7.315
310,7.298
320,7.315
330,7.305
340,7.26
350,7.349
360,7.291
370,7.232
380,7.27
390,7.273
400,7.31
410,7.288
420,7.276
430,7.273
440,7.298
450,7.245
460,7.234
470,7.282
480,7.304
490,7.317
500,7.323
510,7.31
520,7.282
530,7.218
540,7.23
550,7.258
560,7.29
570,7.291
580,7.323
590,7.293
600,7.266
610,7.289
620,7.287
630,7.293
640,7.226
650,7.312
660,7.253
670,7.266
680,7.288
690,7.221
700,7.299
710,7.272
720,7.306
730,7.281
740,7.292
750,7.311
760,7.256
770,7.272
780,7.257
790,7.286
800,7.273
810,7.274
820,7.342
830,7.241
840,7.292
850,7.336
860,7.277
870,7.23
880,7.264
890,7.292
900,7.292
910,7.328
920,7.343
930,7.332
940,7.258
950,7.294
960,7.294
970,7.274
980,7.364
990,7.365
1000,7.322
1010,7.326
1020,7.345
1030,7.248
1040,7.368
1050,7.29
1060,7.326
1070,7.293
1080,7.324
1090,7.333
1100,7.343
1110,7.268
1120,7.282
1130,7.333
1140,7.33
1150,7.33
1160,7.355
1170,7.362
1180,7.285
1190,7.305
1200,7.329
1210,7.347
1220,7.332
1230,7.339
1240,7.337
1250,7.34
1260,7.297
1270,7.363
1280,7.317
1290,7.316
1300,7.299
1310,7.381
1320,7.339
1330,7.339
1340,7.324
1350,7.338
1360,7.307
1370,7.358
1380,7.283
1390,7.294
1400,7.397
1410,7.334
1420,7.357
1430,7.35
1440,7.352
1450,7.318
1460,7.283
1470,7.329
1480,7.33
1490,7.352
1500,7.335
1510,7.338
1520,7.319
1530,7.341
1540,7.336
1550,7.313
1560,7.377
1570,7.36
1580,7.315
1590,7.335
1600,7.289
1610,7.325
1620,7.355
1630,7.32
1640,7.448
1650,7.343
1660,7.368
1670,7.347
1680,7.36
1690,7.321
1700,7.367
1710,7.311
1720,7.394
1730,7.33
1740,7.34
1750,7.287
1760,7.315
1770,7.342
1780,7.398
1790,7.445
1800,7.351
1810,7.405
1820,7.327
1830,7.421
1840,7.366
1850,7.47
1860,7.376
1870,7.465
1880,7.358
1890,7.422
1900,7.391
1910,7.416
1920,7.386
1930,7.412
1940,7.41
1950,7.431
1960,7.414
1970,7.478
1980,7.418
1990,7.488
2000,7.424
2010,7.486
2020,7.437
2030,7.541
2040,7.459
2050,7.5
2060,7.436
2070,7.477
2080,7.466
2090,7.519
2100,7.448
2110,7.557
2120,7.45
2130,7.581
2140,7.498
2150,7.544
2160,7.488
2170,7.526
2180,7.455
2190,7.555
2200,7.445
2210,7.569
2220,7.525
2230,7.632
2240,7.492
2250,7.581
2260,7.526
2270,7.481
2280,7.594
2290,7.518
2300,7.531
2310,7.465
2320,7.573
2330,7.441
2340,7.62
2350,7.472
2360,7.598
2370,7.489
2380,7.598
2390,7.53
2400,7.685
2410,7.509
2420,7.622
2430,7.585
2440,7.558
2450,7.662
2460,7.53
2470,7.623
2480,7.481
2490,7.667
2500,7.535
2510,7.678
2520,7.529
2530,7.721
2540,7.684
2550,7.53
2560,7.686
2570,7.537
2580,7.688
2590,7.561
2600,7.747
2610,7.645
2620,7.764
2630,7.71
2640,7.62
2650,7.722
2660,7.627
2670,7.796
2680,7.829
2690,7.652
2700,7.791
2710,7.626
2720,7.735
2730,7.598
2740,7.804
2750,7.857
2760,7.591
2770,7.851
2780,7.58
2790,7.801
2800,7.843
2810,7.652
2820,7.781
2830,7.615
2840,7.756
2850,7.838
2860,7.667
2870,7.885
2880,7.67
2890,7.792
2900,7.848
2910,7.67
2920,7.942
2930,7.709
2940,7.799
2950,7.896
2960,7.768
2970,7.94
2980,7.92
2990,7.703
3000,8.002
3010,7.758
3020,7.831
3030,7.926
3040,7.715
3050,7.951
3060,7.967
3070,7.733
3080,7.997
3090,8.028
3100,7.768
3110,8
3120,8.03
3130,7.8
3140,7.97
3150,7.939
3160,7.786
3170,7.999
3180,7.756
3190,7.902
3200,8.053
3210,7.728
3220,8.052
3230,8.047
3240,7.856
3250,8.028
3260,8.083
3270,7.951
3280,7.939
3290,8.075
3300,7.924
3310,7.882
3320,8.082
3330,8.015
3340,7.87
3350,8.16
3360,8.128
3370,7.82
3380,8.171
3390,8.156
3400,7.901
3410,8.207
3420,8.152
3430,8.113
3440,7.88
3450,8.161
3460,8.154
3470,7.828
3480,8.141
3490,8.132
3500,7.882
