t,cg_iters
1,5237
2,5438
3,5445
4,5427
5,5254
6,5269
7,5215
8,5189
9,5366
10,5288
11,5251
12,5277
13,5287
14,5283
15,5268
16,5262
17,5308
18,5323
19,5306
20,5269
21,5340
22,5299
23,5230
24,5273
25,5269
26,5309
27,5273
28,5294
29,5300
30,5278
31,5306
32,5379
33,5337
34,5246
35,5336
36,5320
37,5294
38,5244
39,5279
40,5275
41,5282
42,5298
43,5333
44,5285
45,5267
46,5258
47,5247
48,5264
49,5208
50,5339
51,5291
52,5300
53,5306
54,5351
55,5198
56,5251
57,5344
58,5280
59,5348
60,5303
61,5289
62,5364
63,5409
64,5320
65,5353
66,5299
67,5265
68,5368
69,5405
70,5335
71,5307
72,5320
73,5290
74,5284
75,5329
76,5258
77,5317
78,5362
79,5341
80,5294
81,5360
82,5281
83,5279
84,5307
85,5334
86,5276
87,5247
88,5274
89,5336
90,5301
91,5317
92,5245
93,5246
94,5309
95,5273
96,5298
97,5251
98,5345
99,5313
100,5315
101,5279
102,5277
103,5324
104,5282
105,5294
106,5412
107,5240
108,5242
109,5279
110,5295
111,5274
112,5241
113,5274
114,5244
115,5295
116,5309
117,5297
118,5243
119,5300
120,5319
121,5337
122,5303
123,5273
124,5264
125,5328
126,5302
127,5398
128,5300
129,5305
130,5189
131,5291
132,5438
133,5254
134,5346
135,5333
136,5367
137,5313
138,5289
139,5319
140,5352
141,5343
142,5256
143,5203
144,5271
145,5194
146,5280
147,5315
148,5231
149,5233
150,5224
151,5338
152,5267
153,5325
154,5291
155,5251
156,5419
157,5352
158,5259
159,5244
160,5371
161,5366
162,5313
163,5263
164,5228
165,5282
166,5312
167,5375
168,5370
169,5295
170,5291
171,5250
172,5263
173,5266
174,5312
175,5330
176,5310
177,5202
178,5334
179,5231
180,5299
181,5226
182,5228
183,5314
184,5345
185,5331
186,5463
187,5336
188,5284
189,5328
190,5326
191,5305
192,5241
193,5318
194,5336
195,5240
196,5303
197,5328
198,5250
199,5280
200,5332
201,5319
202,5298
203,5268
204,5293
205,5201
206,5263
207,5351
208,5269
209,5323
210,5320
211,5288
212,5285
213,5283
214,5320
215,5317
216,5377
217,5292
218,5282
219,5194
220,5221
221,5238
222,5295
