MDTU,plaq,Re(det),Im(det),link
1,0.054838,0.0462571,0.0291183,0.0841659
2,0.0368843,0.0292062,0.0287093,0.0624449
3,0.0470761,0.0471285,0.0299783,0.0616921
4,0.0525665,0.0541341,0.0321267,0.0642048
5,0.0525665,0.0541341,0.0321267,0.0642048
6,0.0587388,0.0611795,0.0348474,0.0742089
7,0.0507064,0.0467792,0.0331037,0.0815486
8,0.0600998,0.0646797,0.0341433,0.0953887
9,0.0600998,0.0646797,0.0341433,0.0953887
10,0.0600998,0.0646797,0.0341433,0.0953887
11,0.0678902,0.109119,0.0486521,0.0731538
12,0.0434596,0.0467689,0.0359205,0.0715275
13,0.0682212,0.0478169,0.0238511,0.0869077
14,0.0682212,0.0478169,0.0238511,0.0869077
15,0.0587447,0.0498084,0.0283285,0.0760171
16,0.0639616,0.0617626,0.0316835,0.0870746
17,0.053044,0.0561408,0.032927,0.0804989
18,0.0579656,0.0551577,0.0305601,0.0825513
19,0.0518428,0.0517822,0.0312487,0.0665415
20,0.048225,0.051275,0.0320766,0.0728141
21,0.0590888,0.0631544,0.0366811,0.0858593
22,0.0590888,0.0631544,0.0366811,0.0858593
23,0.0702372,0.0673672,0.0291529,0.0831417
24,0.0715292,0.0928815,0.0499493,0.0726661
25,0.0715292,0.0928815,0.0499493,0.0726661
26,0.0715292,0.0928815,0.0499493,0.0726661
27,0.0667239,0.0870159,0.0454854,0.0734154
28,0.0667239,0.0870159,0.0454854,0.0734154
29,0.0727242,0.0826026,0.0408721,0.0862174
30,0.0732632,0.085385,0.0388137,0.0892382
31,0.0565436,0.0664109,0.0393752,0.0567363
32,0.0458153,0.0478303,0.0362847,0.0908704
33,0.0450996,0.0537532,0.041194,0.071426
34,0.0606782,0.0675872,0.0391715,0.0999544
35,0.0610782,0.083025,0.0393309,0.0749893
36,0.0610782,0.083025,0.0393309,0.0749893
37,0.0783623,0.0856901,0.0401461,0.0858742
38,0.0783623,0.0856901,0.0401461,0.0858742
39,0.0643533,0.0731866,0.0360168,0.0703196
40,0.0643533,0.0731866,0.0360168,0.0703196
41,0.0643533,0.0731866,0.0360167,0.0703196
42,0.0643533,0.0731866,0.0360167,0.0703196
43,0.0435267,0.0587495,0.0423896,0.0760815
44,0.0422471,0.0580645,0.0389346,0.0779935
45,0.0422471,0.0580645,0.0389346,0.0779935
46,0.0422471,0.0580645,0.0389346,0.0779935
47,0.0621843,0.083669,0.0383661,0.080784
48,0.0621843,0.083669,0.0383661,0.080784
49,0.0621843,0.083669,0.0383661,0.080784
50,0.0557849,0.0667357,0.0413552,0.0702149
51,0.0557849,0.0667357,0.0413552,0.0702149
52,0.0558176,0.0631606,0.0361402,0.0844918
53,0.0549354,0.0628211,0.0392831,0.0888174
54,0.0606829,0.0687457,0.0392635,0.0725222
55,0.0673913,0.0661643,0.0316399,0.0992721
56,0.0608113,0.0602976,0.0340283,0.0844297
57,0.0612468,0.0554814,0.0302874,0.0810604
58,0.0666335,0.0848717,0.0446906,0.0861736
59,0.0437851,0.0481101,0.0397542,0.0877927
60,0.0486786,0.0547014,0.036904,0.0962544
61,0.0661154,0.0944132,0.0548694,0.0689305
62,0.0585261,0.0928638,0.0527031,0.0868588
63,0.0763586,0.10622,0.0491431,0.0855444
64,0.0744712,0.0979001,0.0421373,0.0876597
65,0.0597848,0.0709314,0.0425152,0.0682879
66,0.0789722,0.100797,0.0413288,0.0876303
67,0.0727025,0.0811365,0.0438045,0.0846841
68,0.0674071,0.0667534,0.0324692,0.091292
69,0.0657013,0.0757636,0.0400647,0.0901858
70,0.060825,0.0802793,0.046243,0.0842193
71,0.0570177,0.0795805,0.0498146,0.0822899
72,0.051525,0.0795087,0.0504657,0.0878969
73,0.0652278,0.0745144,0.0382135,0.0837746
74,0.0652278,0.0745144,0.0382135,0.0837746
75,0.0839414,0.0908912,0.0371745,0.0886969
76,0.0655314,0.0739538,0.0383422,0.0776311
77,0.0569872,0.0743493,0.0415676,0.0786097
78,0.0569872,0.0743493,0.0415676,0.0786097
79,0.0569872,0.0743493,0.0415676,0.0786097
80,0.0626386,0.0762838,0.0361503,0.068302
81,0.0783268,0.0727276,0.0303498,0.0722893
82,0.0783268,0.0727276,0.0303498,0.0722893
83,0.0606422,0.0438609,0.0241648,0.0869855
84,0.0445011,0.0400821,0.0332584,0.0652516
85,0.0445011,0.0400821,0.0332584,0.0652516
86,0.057479,0.0515866,0.0327885,0.0965358
87,0.057479,0.0515866,0.0327885,0.0965358
88,0.057479,0.0515866,0.0327885,0.0965358
89,0.057479,0.0515866,0.0327885,0.0965358
90,0.0601796,0.0607013,0.0349859,0.0676984
91,0.0686176,0.0647041,0.0336756,0.0850758
92,0.0652153,0.0512112,0.0256511,0.0947782
93,0.0468204,0.0297762,0.022801,0.0881533
94,0.0468204,0.0297762,0.022801,0.0881533
95,0.0546345,0.0463769,0.0290642,0.0875622
96,0.0740317,0.0652352,0.0311427,0.084609
97,0.0740317,0.0652352,0.0311427,0.084609
98,0.0586697,0.0507151,0.0291983,0.0691098
99,0.0586697,0.0507151,0.0291983,0.0691098
100,0.08082,0.0779341,0.0320792,0.0881154
