MDTU,S_F
1,0.998416
2,1.00308
3,0.997788
4,0.998088
5,0.993839
6,1.00165
7,0.999465
8,0.993829
9,1.0008
10,0.999707
11,0.999926
12,1.00759
13,0.997432
14,1.00114
15,1.00229
16,0.996306
17,1.00549
18,0.995859
19,0.997829
20,1.00467
21,0.996028
22,0.99867
23,1.00274
24,0.998876
25,0.996778
26,1.00203
27,1.00175
28,0.999049
29,1.00469
30,1.00234
31,0.995697
32,1.00012
33,0.995258
34,0.997886
35,0.997799
36,0.999483
37,0.999063
38,1.00336
39,1.00143
40,1.00085
41,0.995531
42,1.00377
43,0.992966
44,1.00028
45,0.998223
46,0.991777
47,0.99848
48,1.00598
49,1.0024
50,0.99956
51,1.00095
52,1.00099
53,0.999596
54,0.99131
55,1.00006
56,1.00281
57,0.997751
58,0.997751
59,1.00374
60,0.997383
61,1.00298
62,0.99989
63,1.00324
64,1.00289
65,0.996942
66,1.00362
67,1.00225
68,1.0059
69,0.998105
70,0.99738
71,0.999492
72,1.00294
73,1.00432
74,1.00234
75,1.00434
76,1.00329
77,0.998071
78,0.999706
79,1.00493
80,1.00664
81,0.998343
82,0.996894
83,1.00272
84,0.994045
85,1.00068
86,1.00769
87,0.995751
88,0.999126
89,0.994328
90,0.995725
91,1.00983
92,1.00083
93,0.997369
94,1.00216
95,0.994025
96,0.998075
97,1.00281
98,0.999248
99,0.993536
100,0.999322
101,1.00493
102,1.00162
103,0.999418
104,1.00296
105,0.997877
106,1.0016
107,1.00551
108,1.00056
109,1.00066
110,1.00047
111,1.00595
112,0.994223
113,1.00228
114,1.00001
115,0.994532
116,1.00073
117,1.00065
118,1.0003
119,1.00124
120,1.00263
121,0.996711
122,1.00216
123,1.00094
124,0.997812
125,0.998466
126,0.996486
127,1.00028
128,1.00815
129,1.00517
130,1.0075
131,1.00251
132,1.00242
133,1.00048
134,1.00033
135,0.999633
136,0.995762
137,1.00178
138,0.998074
139,1.00237
140,0.99755
141,0.991607
142,0.998408
143,0.997026
144,1.00372
145,1.00455
146,0.986319
147,0.999624
148,0.994056
149,0.997956
150,1.00175
151,0.995226
152,1.00603
153,1.00204
154,1.0045
155,1.0079
156,1.00261
157,0.997719
158,0.999798
159,0.999372
160,1.00757
161,1.00036
162,1.00141
163,0.994115
164,0.999069
165,1.00237
166,0.99626
167,1.00203
168,0.999986
169,0.998278
170,0.99712
171,1.00071
172,1.00301
173,0.996221
174,1.00038
175,0.999086
176,1.00637
177,1.00194
178,0.994027
179,0.998339
180,0.998854
181,1.00166
182,1.0046
183,0.996233
184,1.00416
185,1.00803
186,0.996322
187,1.003
188,1.0074
189,0.993612
190,0.99164
191,1.00749
192,0.996553
193,1.00187
194,0.994738
195,1.00125
196,1.00623
197,0.994082
198,0.999752
199,0.994931
200,0.996691
201,0.996529
202,1.00311
203,1.00092
204,1.00388
205,0.999169
206,1.00505
207,0.998931
208,1.00153
209,0.997123
210,0.996994
211,1.00142
212,0.996705
213,0.999936
214,1.0013
215,1.0049
216,1.00103
217,0.996701
218,1.00151
219,0.998327
220,0.997359
221,1.00163
222,1.00391
223,0.993166
224,0.99912
225,0.998334
226,0.999844
227,0.996956
228,1.00567
229,1.00053
230,0.995829
231,1.00282
232,0.997469
233,0.998207
234,0.998189
235,1.00053
236,0.999085
237,1.00542
238,1.00212
239,0.999324
240,1.00274
241,1.00524
242,1.00097
243,1.00177
244,1.00418
245,1.00053
246,0.996805
247,0.994556
248,0.999328
249,1.00137
250,1.00061
251,0.996564
252,1.00237
253,1.00051
254,1.00004
255,1.01063
256,1.00042
257,1.00241
258,1.00337
259,1.00343
260,0.998202
261,1.00412
262,0.995694
263,0.997479
264,1.00043
265,0.994343
266,1.00048
267,1.00001
268,1.00401
269,0.996348
270,1.00019
271,0.996222
272,1.0071
273,0.999348
274,1.0017
275,1.00144
276,1.00546
277,0.99419
278,0.998982
279,0.995933
280,1.00107
281,1.00018
282,1.00098
283,0.998564
284,1.00285
285,0.997907
286,0.999458
287,0.998662
288,1.00819
289,1.00239
290,0.999355
291,1.00108
292,0.999999
293,1.00084
294,0.997986
295,1.0009
296,0.996515
297,0.998531
298,1.00337
299,1.00053
300,1.00126
301,1.00051
302,1.00355
303,1.00255
304,0.993561
305,1.00072
306,0.996083
307,1.00261
308,0.994496
309,1.00417
310,1.00155
311,0.998597
312,1.00003
313,0.997163
314,1.00024
315,0.998205
316,1.00127
317,1.00161
318,1.00051
319,0.996345
320,0.99867
321,1.00117
322,1.00469
323,0.996965
324,1.00673
325,0.994487
326,1.00192
327,1.00374
328,1.00096
329,1.00006
330,0.998058
331,0.993114
332,0.993787
333,1.00181
334,1.00118
335,0.999173
336,1.00325
337,0.993323
338,0.99603
339,1.0013
340,0.99889
341,0.998568
342,0.999145
343,0.987365
344,1.00475
345,0.998866
346,1.00096
347,1.00383
348,1.00331
349,0.99881
350,0.997057
351,0.999562
352,1.00228
353,0.997375
354,0.992282
355,1.00231
356,0.999043
357,1.00003
358,0.995141
359,0.999218
360,0.997454
361,0.99759
362,0.99557
363,1.00464
364,1.00463
365,1.00147
366,1.00525
367,0.993767
368,1.00608
369,1.00067
370,1.00637
371,1.0054
372,1.00313
373,1.0007
374,0.997105
375,1.00484
376,1.00298
377,1.00076
378,0.99638
379,1.00119
380,0.993862
381,0.998725
382,0.999347
383,1.00121
384,1.00696
385,0.999194
386,1.00194
387,0.998105
388,1.00282
389,0.996669
390,0.998668
391,0.996263
392,0.998666
393,0.99587
394,1.00091
395,0.998258
396,1.00373
397,0.998869
398,0.991399
399,0.995668
400,1.00233
401,0.999325
402,1.00201
403,1.0058
404,1.00672
405,1.00338
406,1.00238
407,1.00102
408,1.00196
409,1.0001
410,0.997295
411,1.00294
412,0.999642
413,0.997926
414,0.996554
415,0.99959
416,0.993566
417,0.998343
418,0.995418
419,0.998648
420,1.00281
421,0.996312
422,0.995435
423,0.998157
424,0.999615
425,0.998163
426,0.993006
427,0.994094
428,1.00102
429,0.997453
430,1.0003
431,1.00308
432,0.998826
433,1.00786
434,1.00066
435,0.999641
436,0.99998
437,1.00544
438,0.995227
439,1.00383
440,1.0052
441,1.00234
442,1.0045
443,0.997836
444,0.995198
445,1.00413
446,0.999945
447,0.996102
448,1.00023
449,0.99925
450,1.00062
451,0.995784
452,1.00212
453,0.99549
454,0.99923
455,1.0014
456,0.998607
457,0.997866
458,0.995413
459,1.00257
460,1.0031
461,0.999617
462,0.999625
463,0.99985
464,1.00253
465,0.997054
466,1.00328
467,0.999573
468,1.00674
469,0.997179
470,0.997124
471,0.999543
