ReTr(Lx),ImTr(Lx)
0.179742,0.193932
-0.00338838,-0.0201796
-0.121279,0.11894
-0.051823,0.0762384
-0.051823,0.0762384
0.0113462,0.0540918
0.109638,-0.0340064
0.0410759,-0.0696459
0.0410759,-0.0696459
0.0410759,-0.0696459
0.0702193,-0.0822216
0.121327,-0.0376394
0.115675,-0.0179635
0.115675,-0.0179635
-0.0538164,-0.0692973
-0.0165314,0.0628237
0.0179001,0.12417
0.0878433,-0.0146636
0.0255238,-0.156833
0.0526257,0.0210613
0.0238355,0.0169604
0.0238355,0.0169604
0.0390971,0.0592737
0.0312143,-0.0541183
0.0312143,-0.0541183
0.0312143,-0.0541183
0.0499896,0.0146642
0.0499896,0.0146642
-0.0764486,-0.208172
0.0672884,0.032623
0.0765812,0.0462283
-0.0797332,0.0636967
0.00637249,0.0933475
0.0438531,0.0289306
-0.0919325,-0.0285241
-0.0919325,-0.0285241
0.0685923,0.00768404
0.0685923,0.00768404
-0.00490245,0.016681
-0.00490245,0.016681
-0.00490245,0.016681
-0.00490245,0.016681
-0.0442625,-0.0207777
-0.0139227,-0.0437803
-0.0139227,-0.0437803
-0.0139227,-0.0437803
-0.143249,-0.0783573
-0.143249,-0.0783573
-0.143249,-0.0783573
-0.107144,0.0135305
-0.107144,0.0135305
-0.0210501,0.180815
0.0427483,0.0766299
0.00852217,0.0705862
-0.0392245,-0.0584826
0.07328,0.147774
0.141138,0.0897317
0.131481,0.0990725
-0.023343,0.150914
-0.108683,0.0392533
-0.101654,0.0389509
-0.109614,-0.042375
-0.00125535,0.0782407
0.0878742,-0.0677773
0.0242982,-0.0110357
0.155155,-0.0107068
-0.0583271,-0.0610799
-0.0322417,0.0284437
0.122117,0.0260574
0.0918158,-0.0496476
0.0191634,-0.0437762
0.112532,0.013416
0.0344609,0.105369
0.0344609,0.105369
0.0312094,0.179127
0.0441735,0.0135008
0.0165206,-0.0265303
0.0165206,-0.0265303
0.0165206,-0.0265303
0.135652,-0.0388074
0.169509,0.0355166
0.169509,0.0355166
0.0431552,-0.026872
-0.0878317,-0.0929483
-0.0878317,-0.0929483
-0.0195389,-0.0617992
-0.0195389,-0.0617992
-0.0195389,-0.0617992
-0.0195389,-0.0617992
-0.0102547,-0.085665
0.00607512,-0.145498
0.0965692,0.0834858
0.0406412,-0.0149408
0.0406412,-0.0149408
0.0483226,0.0421482
0.111268,-0.014708
0.111268,-0.014708
0.163707,0.0146275
0.163707,0.0146275
-0.0413476,-0.0535297
0.00249496,0.0491472
-0.127977,-0.110323
0.0542502,-0.0122327
-0.0117265,-0.00136084
-0.0117265,-0.00136084
-0.0117265,-0.00136084
-0.110418,0.180306
0.0421226,0.0584797
-0.011944,0.0328178
-0.0480654,0.107899
-0.00816436,0.0353848
-0.00816436,0.0353848
-0.00816436,0.0353848
0.0449708,-0.00434563
-0.0274636,-0.00506972
0.131424,0.088805
-0.0364212,-0.045686
-0.0574129,0.0199955
-0.0552981,0.0775376
0.0765933,-0.191306
-0.0926592,-0.0346339
-0.0926592,-0.0346339
0.0390807,-0.212258
0.122963,-0.177657
-0.00318673,-0.0452494
-0.00318673,-0.0452494
-0.00884733,0.0663536
-0.00884733,0.0663536
0.0726912,0.0688528
0.132685,0.0563927
0.124492,0.0796768
-0.0647398,0.136561
-0.0647398,0.136561
-0.0647398,0.136561
0.116225,0.101352
0.116225,0.101352
0.0722249,-0.0419011
0.00380288,-0.0496995
-0.217498,-0.087685
-0.217498,-0.087685
-0.164114,0.0417298
-0.0350071,0.141755
0.0502674,0.0235154
0.0502674,0.0235154
-0.0587722,-0.137368
-0.0188417,-0.034174
-0.0652727,0.0633713
-0.0557219,0.0495307
0.0391113,-0.00380815
0.060687,0.159959
0.060687,0.159959
0.060687,0.159959
-0.176671,0.181423
-0.0855258,0.0684172
-0.0896467,0.111012
-0.0787616,-0.0157513
0.0100614,-0.103255
0.0666753,-0.177822
-0.0916642,0.077858
-0.0342107,0.0830457
0.120537,0.00444652
-0.0195771,0.00391317
0.00866258,0.0840075
0.00866258,0.0840075
-0.00680885,0.104567
-0.0327322,-0.0501816
0.0952117,0.0716291
0.0951017,0.0499562
-0.0853575,-0.160092
-0.13408,0.0263243
-0.0388763,-0.0963642
-0.0536999,-0.0988933
-0.0536999,-0.0988933
-0.079593,0.00870817
-0.100168,0.049318
-0.203258,-0.103198
-0.00903533,0.0630284
0.00712079,0.033721
0.10903,-0.0101866
0.0556456,-0.0348139
0.0369527,0.0660595
0.0165755,0.0832364
0.0106574,0.0172159
